DATOS HORARIOS 2017_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
MAY,1,0,6.58,4.85,0.542,26.27,97.46,2.01,260.35,18.98,17.36,623.35,2.48
MAY,1,1,9.87,3.29,0.422,18.31,80.99,1.46,258.04,17.5,17.91,623.28,1.99
MAY,1,2,6.87,4.69,0.402,22.69,71.03,1.6,42.02,16.7,20.64,623.23,2.09
MAY,1,3,3.38,9.88,0.332,25.08,99.88,1.88,113.79,14.64,26,623.24,2.24
MAY,1,4,2.1,7.7,0.302,23.62,94.91,1.49,215.26,13.56,26.25,623.1,2.76
MAY,1,5,2,6.76,0.362,23.04,92.8,1.62,129.76,13.67,27.14,623.18,2.24
MAY,1,6,NA,10.61,0.352,23.92,105.11,1.79,118.81,12.1,30.61,623.56,2.38
MAY,1,7,2,15.37,0.382,26.94,107.59,1.95,118.97,12.35,31.21,623.93,34.09
MAY,1,8,3.57,7.39,0.522,23.31,113.76,2.31,103.02,16.07,30.24,624.43,234.89
MAY,1,9,14.17,4.93,0.322,13.71,110.19,3.67,92.17,18.68,25.97,624.86,483
MAY,1,10,23.23,5.81,0.242,11.4,101.41,2.77,117.19,22.75,24.06,624.86,717.81
MAY,1,11,33.92,20.71,0.212,9.27,70.07,1.89,158.68,26.55,17.87,624.48,916.18
MAY,1,12,38.75,16.68,0.172,7.17,56.11,2.09,225.71,28.56,13.23,623.83,1044.57
MAY,1,13,46.61,14.97,0.202,6.02,49.84,2.34,273.86,29.2,12.22,623.15,1093.91
MAY,1,14,44.42,3,0.092,3.4,45.96,2.49,261.58,30.26,10.96,622.34,1072.75
MAY,1,15,39.35,1.73,0.062,3.41,31.79,3.04,257.61,30.97,9.85,621.58,984.66
MAY,1,16,38.54,1.05,0.012,1.7,37.8,2.86,227.73,31.16,9.33,621.07,802.63
MAY,1,17,39.14,0.95,0.012,1.7,29.55,3,271.65,31.58,9.9,620.65,613.85
MAY,1,18,36.95,0.98,0.012,1.82,37.84,2.38,239.74,30.22,10.43,620.39,234.21
MAY,1,19,34.35,0.86,0.012,2.02,66.79,3.15,183.23,28.3,11.61,620.56,60.26
MAY,1,20,33.88,0.8,0.062,4.04,103.57,3.38,186.58,26.54,13.89,620.93,3.51
MAY,1,21,26.74,0.8,0.232,8.61,107.03,2.44,204.35,25.68,15.58,621.54,2.41
MAY,1,22,22.6,0.8,0.272,9.24,124.78,2.75,251.55,24.32,18.52,622.15,2.73
MAY,1,23,23.81,2.29,0.172,6.23,88.7,2.83,259.2,22.86,21.68,622.6,2.12
MAY,2,0,24.08,11.29,0.072,5.96,81.64,2.39,116.41,23.14,20.94,623.06,2.68
MAY,2,1,19.98,2.38,0.012,6.18,69.05,2.21,113.04,21.48,21.97,623.23,1.67
MAY,2,2,15.91,2.4,0.012,8.59,64.93,1.75,197.79,19.67,23.73,623.09,1.81
MAY,2,3,10.91,3.35,0.032,15.56,78.76,1.68,130.65,18.15,28.25,622.9,2.68
MAY,2,4,3.65,6.48,0.062,26.92,91.81,1.8,106.47,16.97,30.53,622.87,2.62
MAY,2,5,3.56,7.73,0.102,26.74,90.03,1.46,13.9,16.75,31.74,622.91,2.06
MAY,2,6,2.37,11.07,0.202,25.88,99.19,1.35,134.41,15.6,34.77,623.08,2.13
MAY,2,7,2,9.37,0.462,25.33,137.69,1.17,190.4,15.02,36.84,623.4,30.45
MAY,2,8,2,11.17,0.502,24.71,185.69,2.21,121.28,17.28,36.48,623.97,199.73
MAY,2,9,2,12.49,0.352,22.69,166.95,2.3,124.59,20.31,31.55,624.3,429.34
MAY,2,10,14.55,9.78,0.232,15.96,107.66,1.68,149.65,25.31,23.66,624.38,669.85
MAY,2,11,24.49,6.25,0.202,10.4,101.45,1.96,154.61,27.62,18.39,624.04,853.98
MAY,2,12,34.75,3.76,0.182,7,92.87,2.34,268.23,29.42,14.36,623.43,981.84
MAY,2,13,44.62,2.54,0.152,4.16,82.06,2.62,228.08,30.19,12.88,622.7,1056.43
MAY,2,14,41.56,2.29,0.062,1.83,66.28,2.38,264.32,31.13,11.89,621.99,1003.04
MAY,2,15,34.62,1.77,0.012,1.7,61.3,3.65,272.68,31.5,10.17,621.17,913.33
MAY,2,16,35.29,1.3,0.012,1.71,61.36,3.58,267.64,31.81,10.44,620.57,780.15
MAY,2,17,36.07,0.99,0.012,2.78,61.39,3.69,266.99,31.53,10.91,620.17,563.17
MAY,2,18,34.74,1.05,0.032,4.35,68.19,3.87,217.57,29.99,12.02,620.06,191.86
MAY,2,19,35.89,0.8,0.072,4.34,277.82,5.3,216.8,27.23,15.78,620.61,14.12
MAY,2,20,34.84,2.98,0.202,7.79,253.37,3.37,183.11,25.8,17.86,621.62,1.96
MAY,2,21,25.71,2.21,0.282,12.43,97.27,2.57,264.53,25.3,17.85,621.92,1.87
