DATOS HORARIOS 2017_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
SEP,1,0,11.47,5.57,0.142,4.85,13.12,2.06,77.9,14.38,97.13,625.72,2.16
SEP,1,1,18.81,10.04,0.142,2,13.24,1.94,302.95,13.75,97.24,625.32,3.35
SEP,1,2,16.39,10.56,0.052,2.88,6.6,1.48,89.98,13.89,97.81,624.93,2.22
SEP,1,3,9.96,4.08,0.042,7.29,11.37,1.95,136.53,13.79,98.1,624.48,2.27
SEP,1,4,8.55,3.03,0.062,6.91,27.38,1.81,142.54,13.63,98.59,624.22,2.18
SEP,1,5,7.98,1.71,0.062,8.74,18.37,1.63,189.15,13.7,98.75,624.29,3.34
SEP,1,6,4.66,2.23,0.192,11.1,25.25,1.71,131.17,13.69,98.81,624.43,2.23
SEP,1,7,2,1.66,0.232,12.42,35.29,1.56,139.12,13.59,98.77,624.64,9.42
SEP,1,8,2.53,0.8,0.322,12.22,27.17,2.14,94.94,14.02,97.96,624.9,76.96
SEP,1,9,8.1,11.07,0.392,12.59,18.68,1.75,74.65,16.16,92.3,625.24,202.45
SEP,1,10,15.96,7.61,0.242,5.45,23.16,3.07,68.79,18.29,85.2,625.49,426.5
SEP,1,11,22.58,6.38,0.172,1.7,20.78,3.37,96.76,20.21,71.48,625.55,584.54
SEP,1,12,24.28,5.91,0.142,1.7,18.28,3.88,96.15,20.92,64.83,625.3,530.72
SEP,1,13,24.01,6.99,0.182,1.91,24.59,3.57,99.6,21.39,59.1,624.91,423.46
SEP,1,14,26.62,19.19,0.142,2.98,18.09,3.26,75.53,22.53,52.79,624.27,501.92
SEP,1,15,23.55,38.79,0.162,6.77,29.22,3.01,69.52,23.44,49.27,623.62,455.79
SEP,1,16,24.87,10.91,0.122,2.34,18.91,2.98,76.37,24.3,45.51,623.06,508
SEP,1,17,21.64,22.85,0.262,3.6,31.13,2.44,83.25,24.32,45.02,622.88,349.44
SEP,1,18,19,3.38,0.352,6.8,28.68,2.95,323.18,22.89,49.11,622.99,113.78
SEP,1,19,16.83,19.33,0.282,7.55,33.19,3.18,340.09,21.27,54.69,623.23,38.37
SEP,1,20,9.6,11.74,0.512,16.42,39.45,1.77,23.61,20.12,58.08,623.78,1.92
SEP,1,21,2.84,2.03,0.642,17.04,57.87,2,9.88,19.44,62.71,624.31,1.84
SEP,1,22,14.22,15.31,0.212,3.05,32.14,3.85,57.66,19.39,62.83,624.8,4.1
SEP,1,23,12.12,44.34,0.142,5.73,23.31,3.05,57.8,18.45,66.71,625.18,1.9
SEP,2,0,11.06,3.75,0.102,4.49,19.33,3.06,99.79,17.52,72.03,625.39,1.98
SEP,2,1,12.74,1.51,0.062,2.15,12.7,2.94,93.16,17.11,74.2,625.25,1.96
SEP,2,2,10.79,5.48,0.032,4.9,15.38,2.81,90.31,16.79,75.28,625.12,2.04
SEP,2,3,11.44,6.8,0.032,5.07,19.44,2.71,75.82,16.24,75.26,624.81,4.25
SEP,2,4,10.06,5.05,0.012,6.64,22.49,2.23,68.97,15.47,76.84,624.68,3.2
SEP,2,5,8.54,6.18,0.042,7.63,18.72,1.43,127.81,14.63,80.48,624.74,2.1
SEP,2,6,5.36,4.18,0.142,10.06,31.23,1.74,129.48,14.34,82.53,624.95,2.12
SEP,2,7,2,3.36,0.252,14.51,35.03,2.3,113.5,14.08,84.61,625.02,9.58
SEP,2,8,2,4.64,0.282,12.68,40.65,1.68,131.92,16.36,80.98,625.33,158.73
SEP,2,9,3.24,34.51,0.192,7.2,30.72,3.95,79.04,19.95,64.93,625.66,451.39
SEP,2,10,11.02,27.23,0.162,4.08,34.01,4.76,72.6,20.61,55.76,625.96,508.9
SEP,2,11,13.1,22.3,0.142,3.98,28.09,4.65,69.51,21.78,51.16,626.03,712.11
SEP,2,12,14.55,20.8,0.132,3.27,19.36,4.64,67.44,22.21,48.88,625.84,765.05
SEP,2,13,15.72,44.58,0.112,5.39,23.37,5.2,80.04,23.61,43.75,625.4,1071.96
SEP,2,14,15.84,28.58,0.102,4.26,25.3,4.74,74.54,23.69,43.84,624.98,672.64
SEP,2,15,15.27,35.8,0.122,4.07,24.41,4.28,75.57,23.79,43.28,624.47,632.98
SEP,2,16,15.59,14.9,0.132,3.51,13.57,4.19,74.18,23.7,43.11,623.95,375.83
SEP,2,17,14.86,42.48,0.262,3.74,19.34,4.19,70.02,23.56,44.25,623.71,378.69
SEP,2,18,13.39,17.24,0.222,2.55,13.83,4.77,68.13,23.51,44.73,623.78,319.71
SEP,2,19,11.31,16.25,0.132,3.66,24.4,4.26,71.87,21.72,50.32,624.02,99.99
SEP,2,20,10.31,15.46,0.122,2.91,30.18,4.91,58.89,18.76,62.98,624.47,1.99
SEP,2,21,8.19,103.42,0.112,5.09,22.26,4.69,53.76,17.93,65.29,624.78,3.06
SEP,2,22,9.77,30.69,0.102,3.12,22.73,4.21,59.86,17.38,66.47,625.22,2
SEP,2,23,7.25,8.32,0.092,6.1,14.16,3.11,66.12,17.03,67.82,625.74,2.01
