,id,titulo,seccion,departamento,epigrafe,url_pdf,url_html,fecha,publicacion,numero
240,BOE-B-2026-2847,"Anuncio de formalización de contratos de: Dirección General de Biodiversidad, Bosques y Desertificación. Objeto: Obras de Restauración hidrológico-forestal del incendio de Oímbra III en la provincia de Ourense. Expediente: 25PFOB113.",V. Anuncios. - A. Contratación del Sector Público,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2847.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2847,20260202,BOE,29
241,BOE-B-2026-2848,"Anuncio de formalización de contratos de: Dirección General del Instituto Nacional de las Artes Escénicas y de la Música. Objeto: TZ - Representaciones del espectáculo lírico ""Zarzuela de la Z a la A"". Expediente: 2025NAC00029.",V. Anuncios. - A. Contratación del Sector Público,MINISTERIO DE CULTURA,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2848.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2848,20260202,BOE,29
242,BOE-B-2026-2849,Anuncio de formalización de contratos de: Dirección General del Instituto Nacional de las Artes Escénicas y de la Música. Objeto: CNDM - Servicio artístico de concierto de L'Arpeggiata con el programa Passacalle de la Follie en la Sala Sinfónica del Auditorio Nacional de Música. Expediente: 2025NAC00030.,V. Anuncios. - A. Contratación del Sector Público,MINISTERIO DE CULTURA,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2849.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2849,20260202,BOE,29
243,BOE-B-2026-2850,"Anuncio de formalización de contratos de: Dirección General del Instituto Nacional de las Artes Escénicas y de la Música. Objeto: CNTC - Producción de ""El rey de la farándula"" en la Compañía Nacional de Teatro Clásico. Expediente: 2025NAC00035.",V. Anuncios. - A. Contratación del Sector Público,MINISTERIO DE CULTURA,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2850.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2850,20260202,BOE,29
244,BOE-B-2026-2851,"Anuncio de formalización de contratos de: Instituto Nacional de Estadística INE. Objeto: Realización de la evaluación general de riesgos, la planificación de la actividad preventiva y plan de emergencias en 6 delegaciones provinciales del Instituto Nacional de Estadística y Servicios Centrales en Poeta Joan Maragall. Expediente: 2025N1073091.",V. Anuncios. - A. Contratación del Sector Público,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2851.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2851,20260202,BOE,29
245,BOE-B-2026-2852,"Anuncio de formalización de contratos de: Secretaría General de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Objeto: Suministro, instalación y puesta en marcha de un sistema de ALD para el depósito de películas atómicas mejorado por plasma de diferentes materiales, destinado al Instituto de Micro y Nanotecnología de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Expediente: 33937/25.",V. Anuncios. - A. Contratación del Sector Público,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2852.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2852,20260202,BOE,29
246,BOE-B-2026-2853,"Anuncio de formalización de contratos de: Dirección del Consorcio para el Diseño, Construcción, Equipamiento y Explotación del Centro de Láseres Pulsados Ultracortos Ultraintensos. Objeto: Suministro para la ampliación de la instalación centralizada de líneas de de gases técnicos del Consorcio del Centro de Láseres Pulsados (CLPU). Expediente: 01/2026 SU.",V. Anuncios. - A. Contratación del Sector Público,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2853.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2853,20260202,BOE,29
247,BOE-B-2026-2854,"Anuncio de formalización de contratos de: Dirección del Consorcio para el Diseño, Construcción, Equipamiento y Explotación del Centro de Láseres Pulsados Ultracortos Ultraintensos. Objeto: Suministro de material de vacío para el Consorcio del Centro de Láseres Pulsados (CLPU). Expediente: 02/2026 SU.",V. Anuncios. - A. Contratación del Sector Público,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2854.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2854,20260202,BOE,29
248,BOE-B-2026-2855,"Anuncio de formalización de contratos de: Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT). Objeto: Servicio de dosimetría personal externa de los trabajadores del CIEMAT profesionalmente expuestos a radiaciones ionizantes. Expediente: 304622.",V. Anuncios. - A. Contratación del Sector Público,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2855.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2855,20260202,BOE,29
249,BOE-B-2026-2856,"Anuncio de formalización de contratos de: Instituto de las Mujeres. Objeto: Establecimiento y prestación de un servicio gratuito de información, telefónico y online, sobre los derechos y recursos para las mujeres y víctimas de discriminación por razón de sexo. Expediente: 25CO0008.",V. Anuncios. - A. Contratación del Sector Público,MINISTERIO DE IGUALDAD,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2856.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2856,20260202,BOE,29
250,BOE-B-2026-2857,"Anuncio de formalización de contratos de: TGSS-Dirección provincial de Alicante. Objeto: Realización de reconocimientos médicos en promoción de la salud: ginecológico y urológico, dirigidos a empleados de la TGSS de Alicante. Expediente: 2025/030216.",V. Anuncios. - A. Contratación del Sector Público,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2857.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2857,20260202,BOE,29
251,BOE-B-2026-2858,Anuncio de formalización de contratos de: TGSS-Dirección provincial de Baleares. Objeto: Prestación de los servicios de seguridad y vigilancia de las instalaciones e inmuebles dependientes de la Dirección Provincial de la TGSS en Illes Balears. Expediente: 2025/070077.,V. Anuncios. - A. Contratación del Sector Público,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2858.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2858,20260202,BOE,29
252,BOE-B-2026-2859,"Anuncio de la Delegación de Economía y Hacienda de Huelva, sobre acuerdo de caducidad en procedimiento de declaración administrativa de heredero abintestato a favor de la Administración General del Estado.",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO DE HACIENDA,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2859.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2859,20260202,BOE,29
253,BOE-B-2026-2860,"Anuncio de corrección de errores: Demarcación de Carreteras del Estado en Andalucía Occidental de convocatoria para el levantamiento de actas previas a la ocupación de bienes y derechos afectados del Proyecto de Trazado ""Autovía SE-40, Tramo: Dos Hermanas (A-4 Sur) – Palomares y Coria del Río (A-8058)"". Provincia de Sevilla. Clave: T4-SE-5130, incluidos en el proyecto de construcción 14-SE-5130.A ""Autovía SE-40, Tramo: Dos Hermanas (A-4 Sur) – Enlace del Copero"".",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2860.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2860,20260202,BOE,29
254,BOE-B-2026-2861,"Anuncio de la Autoridad Portuaria de Ceuta por el que se somete a información pública la solicitud de Disa Retail Atlántico, S.L.U. sobre modificación sustancial de concesión demanial.",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2861.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2861,20260202,BOE,29
255,BOE-B-2026-2862,"Resolución del Consejo de Administración de la Autoridad Portuaria de Las Palmas por la que se acuerda aprobar el otorgamiento de Licencia a la entidad mercantil ""Terminal Marítima de Arrecife, S.A."".",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2862.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2862,20260202,BOE,29
256,BOE-B-2026-2863,"Anuncio de la Autoridad Portuaria de Motril por el que se somete a información pública la solicitud presentada por la mercantil Noatum Automotive SLU para ocupación de 79.504 m2 de superficie terrestre en el Muelle Azucenas del Puerto de Motril, con destino a la construcción de terminal portuaria de vehículos.",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2863.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2863,20260202,BOE,29
257,BOE-B-2026-2864,"Anuncio de la Dependencia de Industria y Energía de la Subdelegación del Gobierno en Segovia, por el que se somete a información pública la solicitud de autorización administrativa, aprobación del proyecto de ejecución y reconocimiento, en concreto, de utilidad pública, del ""Proyecto de nueva posición sobre el gasoducto ""Segovia Norte"" para inyección de biometano en el término municipal de Sanchonuño (Segovia)"".",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2864.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2864,20260202,BOE,29
258,BOE-B-2026-2865,"Anuncio del Área de Industria y Energía de la Subdelegación del Gobierno en Sevilla por el que se somete a información pública, la solicitud de autorización administrativa previa y autorización administrativa de construcción para el proyecto de Módulo de Almacenamiento de Energía por baterías para su hibridación con la planta solar fotovoltaica existente GES, en el término municipal de Alcalá de Guadaira. PFot-Alm-194.",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2865.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2865,20260202,BOE,29
259,BOE-B-2026-2866,Anuncio de la Confederación Hidrográfica del Tajo O.A. de la Información Pública de la Solicitud de actuaciones en dominio público hidráulico en el Término Municipal de Majadas (Cáceres) Referencia O-0275/2025.,V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2866.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2866,20260202,BOE,29
260,BOE-B-2026-2867,Anuncio de la Comisaría de Aguas de la Confederación Hidrográfica del Guadalquivir de información pública del procedimiento de autorización de vertido de aguas residuales a cauce procedentes del núcleo urbano de Guarromán (Jaén). Expediente de ref.: AY0295/JA-74/2022.,V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2867.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2867,20260202,BOE,29
261,BOE-B-2026-2868,"Anuncio del Servicio de Régimen de Usuarios de la Confederación Hidrográfica del Duero, O.A. de información pública sobre la tramitación de un procedimiento de extinción del derecho a un aprovechamiento de aguas subterráneas en el término municipal de Barromán (Ávila) Expediente ED-0048/2025).",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2868.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2868,20260202,BOE,29
262,BOE-B-2026-2869,"Anuncio de la Confederación Hidrográfica del Cantábrico, O.A., de información pública expediente de autorización de obra en Villanueva, término municipal de Grado (Asturias). Ref. A/33/49255.",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2869.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2869,20260202,BOE,29
263,BOE-B-2026-2870,Anuncio de la Confederación Hidrográfica del Guadiana de sometimiento a información pública de resolución de otorgamiento de concesión de aguas subterráneas en los términos municipales de Manzanares y Villarta de San Juan (Ciudad Real)- 2010/2013.,V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2870.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2870,20260202,BOE,29
264,BOE-B-2026-2871,"Anuncio de la Confederación Hidrográfica del Cantábrico, O.A., de información pública del procedimiento de autorización de obras en La Carrera, en el término municipal de Siero (Asturias). Expediente A/33/49420.",V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2871.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2871,20260202,BOE,29
265,BOE-B-2026-2872,Anuncio de la Confederación Hidrográfica del Tajo O.A. de la resolución de la solicitud de una concesión de aguas en el término municipal de Mocejón (Toledo). Referencia C-0108/2022.,V. Anuncios. - B. Otros anuncios oficiales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2872.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2872,20260202,BOE,29
266,BOE-B-2026-2873,Resolución de la Dirección Provincial de la Tesorería General de la Seguridad Social de Valladolid por la que se anuncia convocatoria de cuarta subasta pública para la enajenación de un inmueble de su propiedad en la provincia de Valladolid (expte. 47/SUB28-4/2026).,V. Anuncios. - B. Otros anuncios oficiales,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2873.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2873,20260202,BOE,29
267,BOE-B-2026-2874,"Anuncio del Banco de España sobre convocatoria de becas, trabajos de investigación y ayudas.",V. Anuncios. - B. Otros anuncios oficiales,BANCO DE ESPAÑA,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2874.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2874,20260202,BOE,29
268,BOE-B-2026-2875,"Anuncio de 21 de enero de 2026 de la Dirección General de Industria, Energía y Minas, por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción y declaración, en concreto, de utilidad pública del proyecto de ejecución de la instalación de almacenamiento energético mediante baterías denominada ""Bess Solórzano"" y sus infraestructuras de evacuación, ubicada en los términos municipales de Solórzano y Ruesga. Expediente nº: ALM-14-2022.",V. Anuncios. - B. Otros anuncios oficiales,COMUNIDAD AUTÓNOMA DE CANTABRIA,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2875.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2875,20260202,BOE,29
269,BOE-B-2026-2876,AGENCIA TRIBUTARIA CANARIA,V. Anuncios. - B. Otros anuncios oficiales,COMUNIDAD AUTÓNOMA DE CANARIAS,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2876.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2876,20260202,BOE,29
270,BOE-B-2026-2877,AGENCIA TRIBUTARIA CANARIA,V. Anuncios. - B. Otros anuncios oficiales,COMUNIDAD AUTÓNOMA DE CANARIAS,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2877.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2877,20260202,BOE,29
271,BOE-B-2026-2878,Anuncio de la Facultat d'Infermeria i Fisioteràpia de la Universidad de les Illes Balears sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2878.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2878,20260202,BOE,29
272,BOE-B-2026-2879,Anuncio de la Facultad de Filosofía y Letras de la Universidad de les Illes Balears sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2879.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2879,20260202,BOE,29
273,BOE-B-2026-2880,Anuncio de la Facultad de Derecho y Economía de la Universidad Camilo José Cela sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2880.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2880,20260202,BOE,29
274,BOE-B-2026-2881,Anuncio de la Facultad de Educación de Bilbao de la Universidad del País Vasco/Euskal Herriko Unibertsitatea sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2881.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2881,20260202,BOE,29
275,BOE-B-2026-2882,Anuncio de Facultad de Ciencias de la Universidad de Granada sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2882.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2882,20260202,BOE,29
276,BOE-B-2026-2883,Anuncio de la Facultat de Formació del Professorat de la Universitat de València sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2883.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2883,20260202,BOE,29
277,BOE-B-2026-2884,Anuncio de la Facultat de Ciències de l'Educació i Psicologia de la Universidad Rovira i Virgili sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2884.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2884,20260202,BOE,29
278,BOE-B-2026-2885,Anuncio de la Facultad de Economía de la Universidad de Valencia sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2885.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2885,20260202,BOE,29
279,BOE-B-2026-2886,Anuncio de la Facultad de Ciencias Jurídicas de la Universidad a Distancia de Madrid sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2886.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2886,20260202,BOE,29
280,BOE-B-2026-2887,Anuncio de la facultad de Psicología y de Logopedia de la Universitat Autònoma de Barcelona sobre extravío de título universitario.,V. Anuncios. - B. Otros anuncios oficiales,UNIVERSIDADES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2887.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2887,20260202,BOE,29
281,BOE-B-2026-2888,Anuncio de la Comunidad de Regantes La Santa Cruz sobre convocatoria de Junta.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2888.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2888,20260202,BOE,29
282,BOE-B-2026-2889,Anuncio de la Comunidad de Regantes del Pago del Picón de Dúrcal sobre convocatoria de Junta.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2889.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2889,20260202,BOE,29
283,BOE-B-2026-2890,Anuncio de la Comunidad de Regantes Sindicato General de Aguas de Dolores sobre convocatoria de Junta.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2890.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2890,20260202,BOE,29
284,BOE-B-2026-2891,Anuncio de la Comunidad de Regantes de la Acequia de San Juan y Santa Ana sobre convocatoria de Junta.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2891.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2891,20260202,BOE,29
285,BOE-B-2026-2892,Anuncio de la Comunidad de Regantes San Martín de la Gineta sobre convocatoria de Junta.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2892.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2892,20260202,BOE,29
286,BOE-B-2026-2893,Anuncio de la Comunidad de Regantes de La Peza sobre convocatoria de Junta.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2893.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2893,20260202,BOE,29
287,BOE-B-2026-2894,Anuncio de la Comunidad de Regantes de Villarreal sobre convocatoria de Junta general ordinaria.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2894.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2894,20260202,BOE,29
288,BOE-B-2026-2895,Anuncio de la Comunidad de Regantes Motor les Llenques sobre convocatoria de Junta.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2895.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2895,20260202,BOE,29
289,BOE-B-2026-2896,Anuncio de la Comunidad de Regantes Nou del Margequivir sobre convocatoria de Junta.,V. Anuncios. - B. Otros anuncios oficiales,OTROS ENTES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2896.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2896,20260202,BOE,29
290,BOE-B-2026-2897,FUNDACIÓN UNO ENTRE CIEN MIL.,V. Anuncios. - C. Anuncios particulares,ANUNCIOS PARTICULARES,,https://www.boe.es/boe/dias/2026/02/02/pdfs/BOE-B-2026-2897.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2026-2897,20260202,BOE,29
