DATOS HORARIOS 2010_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2010,FEB,1,0,NA,10.76,NA,1.08,5.97,2.84,250.04,11.95,82.27,621.24,,,
2010,FEB,1,1,NA,11.7,NA,0.9,5.26,1.31,251.66,12,80.96,621.15,,,
2010,FEB,1,2,NA,12.11,NA,0.86,5.37,0.99,257.48,12.1,80.45,620.93,,,
2010,FEB,1,3,NA,12.17,NA,0.81,8.43,1.72,83.25,12.19,80.88,620.52,,,
2010,FEB,1,4,NA,12.64,NA,0.81,14.04,1.83,99.71,11.66,83.71,620.36,,,
2010,FEB,1,5,NA,12.02,NA,0.82,16.5,2.31,229.47,11.18,87.86,620.74,,,
2010,FEB,1,6,NA,12.15,NA,0.81,9.88,1.82,249.44,10.89,90.38,621.07,,,
2010,FEB,1,7,NA,12.63,NA,0.85,3.34,2.42,250.71,10.62,88.49,621.12,,,
2010,FEB,1,8,NA,12.42,NA,0.83,5.77,3.06,268.53,10.47,86.94,621.53,,,
2010,FEB,1,9,NA,12.36,NA,0.9,3.9,2.58,274.19,10.24,84.51,621.56,,,
2010,FEB,1,10,NA,12.9,NA,1.27,11.41,2.46,209.26,10.08,87.74,622.73,,,
2010,FEB,1,11,NA,13.33,NA,1.35,8.07,2.36,238,10.09,88.77,623.18,,,
2010,FEB,1,12,NA,13.66,NA,1.29,3.63,2.08,281.88,10.95,85.1,623.25,,,
2010,FEB,1,13,NA,13.38,NA,1.06,3.6,1.32,203.28,12.1,81.16,622.73,,,
2010,FEB,1,14,NA,13.11,NA,1,2.14,1.2,180.54,14.35,69.52,622.07,,,
2010,FEB,1,15,NA,13.03,NA,1.39,11.07,1.44,223.19,15.03,65.66,621.2,,,
2010,FEB,1,16,NA,12.88,NA,1.29,26.04,1.57,226.97,15.14,66.22,620.5,,,
2010,FEB,1,17,NA,13.45,NA,1.07,35.68,2.42,103.52,15.89,63.86,620.25,,,
2010,FEB,1,18,NA,12.86,NA,1.14,54.23,2.98,99.55,15.51,66.24,620.17,,,
