DATOS HORARIOS 2010_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2010,OCT,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2010,OCT,1,1,13.99,65.16,21.13,0.64,22.11,3.42,82.25,16.17,44.56,626.67,,,
2010,OCT,1,2,17.01,41.98,15.77,0.53,30.28,3.05,88.65,14.97,49.9,626.63,,,
2010,OCT,1,3,14.76,63.67,16.77,0.62,28.29,3.03,72.7,14.72,54.18,626.44,,,
2010,OCT,1,4,14.37,64.6,14.33,0.8,31.42,2.84,58.27,14.32,56.69,626.42,,,
2010,OCT,1,5,14.46,56.54,NA,0.6,39.75,3.3,85.8,13.13,62.35,626.61,,,
2010,OCT,1,6,12.62,34.16,NA,0.73,42.12,2.27,112.21,11.37,68.66,626.93,,,
2010,OCT,1,7,11.57,26.14,NA,1.16,60.07,2.08,113.24,11.17,70.47,627.37,,,
2010,OCT,1,8,12.45,34.73,NA,1.09,48.36,2.48,90.5,12.33,69.61,627.87,,,
2010,OCT,1,9,14.63,26.98,NA,1.07,59.02,2.9,101.08,14.56,61.53,628.29,,,
2010,OCT,1,10,23.17,38.54,NA,0.73,40.84,4.57,68.98,16.96,47.19,628.42,,,
2010,OCT,1,11,21.87,31.65,10.22,0.74,17.74,3.84,61.69,18.34,44.26,628.24,,,
2010,OCT,1,12,21.33,36.28,11.23,0.81,22.27,3.38,64.16,19.96,42.46,627.83,,,
2010,OCT,1,13,19.11,29.24,13.05,0.82,25.89,2.97,58.53,22.19,38.78,626.98,,,
2010,OCT,1,14,21.33,30.06,15.21,0.91,28.51,3.3,64.54,23.87,32.4,626.11,,,
2010,OCT,1,15,18.38,25.17,20.06,0.81,26.4,3.62,55.74,24.71,30.24,625.41,,,
2010,OCT,1,16,18.07,24.33,26.89,0.7,31.21,3.23,45.28,25.93,24.87,624.97,,,
2010,OCT,1,17,17.9,25.86,29.38,0.54,33.71,4.5,53.74,26.1,22.93,624.76,,,
2010,OCT,1,18,21.31,43.82,31.07,0.41,49.44,6.2,67.12,25.45,19.05,624.96,,,
2010,OCT,1,19,16.68,50,30.5,0.93,45.15,5.2,52.18,23.72,21.5,625.5,,,
2010,OCT,1,20,13.94,59.8,30.58,1.57,46.69,5.33,42.94,21.98,23.52,626.14,,,
2010,OCT,1,21,14.09,42.7,27.38,1.43,38.91,3.96,41.25,20.35,30.79,626.78,,, 
