DATOS HORARIOS 2010_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2010,DIC,1,0,14.32,86.21,NA,1.36,88.18,6.49,62.38,12.3,51.36,628.79,,,
2010,DIC,1,1,13.55,81.79,NA,1.37,73.21,6.04,59.78,11.88,55.72,628.63,,,
2010,DIC,1,2,18.46,64.47,NA,1.43,56.44,5.93,78.54,11.69,58.06,628.46,,,
2010,DIC,1,3,17.52,70.9,NA,1.79,41.2,5.09,73.96,11.09,58.51,628.35,,,
2010,DIC,1,4,19.7,74.97,NA,2.06,46.4,5.13,80.48,10.47,57.8,628.53,,,
2010,DIC,1,5,12.51,145.86,NA,2.52,55.49,5.2,71.53,9.46,58.78,628.66,,,
2010,DIC,1,6,8.33,208.06,NA,1.99,67.95,5.3,62,8.91,60.21,628.72,,,
2010,DIC,1,7,13.6,118.6,NA,1.77,61.97,4.64,71.15,8.89,61.6,629.04,,,
2010,DIC,1,8,16.28,63.85,NA,1.67,37.14,4.63,77.57,8.59,62.47,629.46,,,
2010,DIC,1,9,17.85,55.89,NA,1.72,33.78,5.07,80.16,9.54,60.33,629.97,,,
2010,DIC,1,10,20.43,37.98,NA,1.14,33.96,5.61,75.97,10.52,57.31,630.22,,,
2010,DIC,1,11,19.71,38.05,NA,1.13,40.57,4.61,81.07,12.11,52.15,630.11,,,
2010,DIC,1,12,21.2,51.29,NA,1.28,56.2,3.61,80.85,14.8,47.21,629.38,,,
2010,DIC,1,13,14.91,39.09,NA,1.27,49.17,3.44,74.58,17.17,42.56,628.43,,,
2010,DIC,1,14,13.48,35.62,NA,1.25,55.73,2.82,87.63,19.58,37.79,627.36,,,
2010,DIC,1,15,18.33,34.59,NA,1.27,68.16,2.53,125.02,21.6,33.81,626.49,,,
2010,DIC,1,16,21.85,28.18,NA,1.23,67.73,1.86,147.63,22.92,31.81,626.04,,,
2010,DIC,1,17,16.92,34.45,NA,1.28,68.11,1.29,148.08,23.93,29.35,625.8,,,
2010,DIC,1,18,28.34,27.47,NA,1.46,70.43,0.92,168.95,23.79,28.39,625.94,,,
2010,DIC,1,19,9.52,27.04,NA,2.59,86.64,0.72,150.76,21.8,31.76,626.28,,,
2010,DIC,1,20,7.71,26.34,NA,2.7,110.78,1.04,78.97,20.09,34.92,626.69,,,
2010,DIC,1,21,8.14,25.4,NA,3.26,130.26,0.87,134.47,18.41,39.44,627.24,,, 
2010,DIC,1,22,8.93,32.28,NA,2.61,181.3,1.96,100.46,17.86,38.96,627.63,,,
2010,DIC,1,23,9.08,27.04,NA,1.93,71.6,2.47,83.53,16.72,40.97,628,,,
2010,DIC,2,0,9.37,49.22,NA,1.33,91.54,2.64,108.9,14.41,46.12,628.06,,,
