DATOS HORARIOS 2010_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2010,NOV,1,0,9.58,46.05,17.51,0.5,27.38,3.18,69.4,20.28,45.37,626.13,,,
2010,NOV,1,1,8.64,71.3,15.6,0.47,41.2,3.48,74.04,19.61,49.14,626.1,,,
2010,NOV,1,2,9.11,69.69,16.99,0.42,23.26,2.87,66.19,19.52,49.23,625.9,,,
2010,NOV,1,3,8.12,37.9,16.39,0.41,29.53,1.18,172.9,17.63,53.58,625.85,,,
2010,NOV,1,4,8.06,20.86,12.81,0.4,18.38,1.55,91.38,16.45,57.43,625.72,,,
2010,NOV,1,5,8.65,32.56,10.42,0.74,16.17,2.05,85.64,16.41,60.34,625.83,,,
2010,NOV,1,6,7.89,27.31,8.73,1.01,24.95,1.89,99.5,15.26,64.36,625.97,,,
2010,NOV,1,7,7.94,25.12,NA,0.9,22.89,1.5,97,14.44,67.93,626.46,,,
2010,NOV,1,8,8.04,38.01,NA,1.39,37.24,1.36,110.78,14.88,64.1,627.02,,,
2010,NOV,1,9,8.8,48.37,NA,1.06,43.05,2.2,95.86,17.62,59.18,627.35,,,
2010,NOV,1,10,10.43,26.14,NA,1.08,52.2,2.45,110.7,19.78,52.8,627.57,,,
2010,NOV,1,11,11.98,17.07,NA,0.78,38.97,2.4,119.83,22.29,45.28,627.36,,,
2010,NOV,1,12,14.69,24.51,6.39,0.86,37.15,1.53,182.02,24.43,41.27,626.7,,,
2010,NOV,1,13,15.25,22.28,11.2,1.01,53.35,1.68,223.43,25.77,35.32,626.05,,,
2010,NOV,1,14,19.82,20.16,16.42,0.86,40.26,1.92,202.11,26.96,30.67,625.12,,,
2010,NOV,1,15,21.4,20.5,18.99,0.87,45.01,2.13,171.29,27.79,28.84,624.52,,,
2010,NOV,1,16,25.99,17.87,20.55,0.69,40.64,1.4,176.97,27.91,28.63,624.24,,,
2010,NOV,1,17,22.71,18.81,23.41,0.78,36.3,1.7,278.81,27.92,28.17,624.07,,,
2010,NOV,1,18,17.55,21.03,24.53,0.99,50.1,1.58,218.25,27.55,28.42,624.16,,,
2010,NOV,1,19,9.62,21.52,20.13,1.7,91.53,1.69,225.65,26.12,30.45,624.53,,,
2010,NOV,1,20,8.62,18.67,14.12,1.66,136.51,1.92,255.2,24.22,33.47,624.83,,,
2010,NOV,1,21,9.47,15.12,13.39,1.2,97.57,2.06,150.5,21.71,44.36,625.68,,, 
2010,NOV,1,22,9.98,15.15,15.18,1.1,77.3,2.05,163.56,21.6,46.84,626.26,,,
2010,NOV,1,23,9.91,14.3,16.17,1.03,50.64,1.42,173.76,21.15,49.63,626.27,,,
2010,NOV,2,0,8.56,23,13.92,1.09,52.63,0.96,123.71,19.96,52.76,626.23,,,
2010,NOV,2,1,9.19,17.07,9.6,0.88,54.57,1.02,168.33,18.57,54.39,626.12,,,
2010,NOV,2,2,9.34,17.3,3.61,0.91,78.8,0.73,57.1,18.26,55.93,625.91,,,
2010,NOV,2,3,8.67,16.93,NA,0.82,53.14,1.09,194.32,17.08,56.71,625.78,,,
2010,NOV,2,4,8.89,18.27,NA,0.66,61.25,1.07,152.13,16.23,54.16,625.84,,,
2010,NOV,2,5,8.97,21.52,NA,0.6,56.4,0.94,80.95,15.63,56.26,625.98,,,
2010,NOV,2,6,9.55,17.61,NA,0.55,45.43,1.29,113.7,14.93,57,626.2,,,
2010,NOV,2,7,8.9,18.09,NA,0.67,54.72,1.31,106.77,13.95,59.21,626.57,,,
2010,NOV,2,8,8.32,19.47,NA,0.91,48.18,1.4,105.12,14.34,57.53,626.92,,,
2010,NOV,2,9,8.86,19.62,NA,1.62,56.55,1.49,107.67,17.01,50.79,627.14,,,
2010,NOV,2,10,10.71,25.65,NA,0.83,60.85,1.51,141.26,19.71,49.34,627.18,,,
2010,NOV,2,11,11.55,14.87,NA,0.85,61.09,1.29,179.34,21.75,49.91,626.86,,,
2010,NOV,2,12,12.38,13.83,4.41,0.86,57.57,1.69,241.93,23.26,46.23,626.05,,,
2010,NOV,2,13,16.2,13.67,12.78,0.75,42.82,1.52,219.7,25.02,40.92,624.99,,,
2010,NOV,2,14,20.7,13.23,18.5,0.7,44.3,1.83,235.15,26.51,33.71,623.99,,,
2010,NOV,2,15,16.49,13.13,20.58,0.69,50.54,2.31,262.96,27.73,22.53,623.13,,,
2010,NOV,2,16,15.29,12.88,21.95,0.66,38.9,2.02,216.53,28.14,22.3,622.51,,,
2010,NOV,2,17,14,12.83,24.17,0.61,42.77,2.43,264.36,28.15,21.61,622.1,,,
2010,NOV,2,18,13.49,13.18,27.07,0.64,41.48,2.16,298.85,27.75,21.92,622.05,,,
2010,NOV,2,19,13.94,14.13,28.06,0.98,62.41,1.89,279.56,26.4,24.92,622.37,,,
2010,NOV,2,20,8.55,13.9,27.91,1.21,118.24,2.03,240.52,24.42,30.23,622.68,,,
2010,NOV,2,21,8.49,13.92,26.44,1.31,94.17,1.54,264.7,22.28,37.06,623.08,,,
2010,NOV,2,22,8.73,13.33,25.09,1.01,76.54,1.6,224.15,21.29,40.52,623.48,,,
2010,NOV,2,23,10.11,21.66,24.41,0.82,73.54,2.49,122.43,21.02,43.82,624.02,,,
2010,NOV,3,0,11.87,21.09,23.39,0.5,61.16,4.15,92.54,19.75,55.85,624.25,,,
2010,NOV,3,1,11.01,45.48,22.07,0.46,39.21,3.51,68.41,18.51,61.4,624.3,,,
2010,NOV,3,2,11.7,34.05,20.47,0.45,31.13,3.36,43.33,17.24,65.63,624.23,,,
2010,NOV,3,3,13.66,14.05,18.53,0.39,19.38,3.33,35.72,16.1,68.39,624.12,,,
2010,NOV,3,4,14.32,12.24,16.77,0.33,18.14,3,37.6,15.55,69.45,624.12,,,
2010,NOV,3,5,15.08,11.91,15,0.32,19.3,3.4,37.98,15.17,69.47,624.27,,,
2010,NOV,3,6,14.83,11,13.57,0.31,22.68,2.78,38.45,14.73,70.08,624.42,,,
2010,NOV,3,7,12.72,11.25,12.07,0.38,20.62,2.21,41.8,14.54,70.21,624.88,,,
2010,NOV,3,8,9.48,11.72,11.24,0.65,24.31,1.8,41.31,14.54,69.51,625.4,,,
2010,NOV,3,9,11.74,11.39,10.86,0.65,25.57,2.43,34.73,15.59,65.34,625.81,,,
2010,NOV,3,10,13,11.31,11.45,0.68,22.05,2.05,48.75,17.18,58.75,626,,,
2010,NOV,3,11,14.31,11.65,12.83,0.7,24.49,1.75,69.32,18.82,50.52,625.93,,,
2010,NOV,3,12,13.73,11.18,13.95,0.61,26.5,1.7,124.87,20.6,43.38,625.12,,,
2010,NOV,3,13,16.42,10.87,13.49,0.58,31.26,1.86,164.4,21.52,38.98,624.12,,,
