DATOS HORARIOS 2022_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
OCTUBRE,1,0,NA,0.032,0.44,0.004,10,11,16.89,3.32,70.11,60.86,621.19
OCTUBRE,1,1,NA,0.030,0.29,0.005,16,9,15.93,2.39,93.38,64.98,621.24
OCTUBRE,1,2,NA,0.029,0.56,0.006,17,18,15.79,1.46,79.01,65.61,621.14
OCTUBRE,1,3,NA,0.029,0.29,0.004,21,10,14.91,2.21,86.74,68.81,620.86
OCTUBRE,1,4,NA,0.030,0.25,0.003,18,10,14.41,3.35,86.43,70.02,620.40
OCTUBRE,1,5,NA,0.026,0.28,0.004,13,12,13.74,1.21,103.38,72.13,620.56
OCTUBRE,1,6,NA,0.020,0.35,0.007,14,14,12.31,2.45,107.13,76.61,620.76
OCTUBRE,1,7,NA,0.015,0.49,0.011,24,14,12.11,2.88,105.72,76.80,621.08
OCTUBRE,1,8,NA,0.015,0.49,0.012,27,15,13.32,1.85,95.75,72.53,621.12
OCTUBRE,1,9,NA,0.019,0.55,0.010,31,25,15.12,2.20,107.64,67.03,621.37
OCTUBRE,1,10,NA,0.034,0.40,0.004,25,14,18.36,3.19,88.63,55.07,621.31
OCTUBRE,1,11,NA,0.036,0.42,0.005,26,15,20.38,3.28,96.08,48.01,621.25
OCTUBRE,1,12,NA,0.041,0.48,0.004,23,16,22.40,3.01,92.10,40.87,621.02
OCTUBRE,1,13,NA,0.043,0.58,0.002,16,11,24.12,2.43,79.16,31.26,620.39
OCTUBRE,1,14,NA,0.047,0.56,0.004,10,15,25.70,1.54,100.02,27.52,619.57
OCTUBRE,1,15,NA,0.048,0.55,0.002,12,10,26.87,1.79,109.42,21.13,618.94
OCTUBRE,1,16,NA,0.052,0.69,0.001,13,17,27.78,2.44,80.45,19.67,618.49
OCTUBRE,1,17,NA,0.054,0.54,0.002,14,13,28.15,2.14,83.16,17.11,618.25
OCTUBRE,1,18,NA,0.052,0.73,0.002,17,10,28.05,2.15,59.53,15.97,618.37
OCTUBRE,1,19,NA,0.036,0.33,0.003,19,7,25.41,3.91,50.17,24.20,618.79
OCTUBRE,1,20,NA,0.034,0.35,0.004,18,6,22.73,4.18,49.22,30.96,619.33
OCTUBRE,1,21,NA,0.038,0.32,0.002,20,9,20.80,5.13,46.41,40.47,620.10
OCTUBRE,1,22,NA,0.039,0.31,0.001,13,11,19.43,4.70,50.54,44.16,620.65
OCTUBRE,1,23,NA,0.035,0.33,0.003,17,11,18.34,3.09,82.01,47.26,621.24
