DATOS HORARIOS 2022_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
MAYO,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAYO,1,1,NA,0.011,0.75,0.027,57,48,22.177949,NA,222.327017,21.908915,620.729322
MAYO,1,2,NA,0.009,0.8,0.027,53,46,21.5095,NA,246.494667,24.46925,620.581667
MAYO,1,3,NA,0.009,0.74,0.026,55,40,19.800033,NA,295.198167,26.931767,620.603333
MAYO,1,4,NA,0.006,0.68,0.025,58,45,18.630017,NA,280.407167,28.7977,620.760833
MAYO,1,5,NA,0.004,0.78,0.025,62,54,18.419767,NA,221.6657,29.383267,620.9015
MAYO,1,6,NA,0.003,0.79,0.024,66,54,17.760267,0.447,195.834062,31.284817,621.5
MAYO,1,7,NA,0.006,1.05,0.024,72,67,17.3816,0.458035,90.4448,36.774117,622.110333
MAYO,1,8,NA,0.013,1.08,0.027,68,60,19.851617,0.448115,173.675433,32.262367,622.469333
MAYO,1,9,NA,0.057,0.96,0.021,74,61,22.034517,0.447,105.497617,29.00555,622.7465
MAYO,1,10,NA,0.077,1.16,0.017,78,70,23.364317,0.861765,167.1078,28.611433,622.81
MAYO,1,11,NA,0.048,0.98,0.01,54,61,25.391983,0.817555,202.691633,25.068383,622.735167
MAYO,1,12,NA,0.055,1.06,0.011,47,40,27.41425,1.113203,206.70365,20.566683,622.337
MAYO,1,13,NA,0.021,0.74,0.012,47,56,28.85625,0.927745,242.958783,16.11165,621.718
MAYO,1,14,NA,0.003,0.47,0.007,30,43,30.106633,1.778125,228.49945,11.5718,620.965833
MAYO,1,15,NA,0.003,0.45,0.007,20,23,31.186183,1.368202,248.608633,12.40955,620.1815
MAYO,1,16,NA,0.003,0.5,0.003,26,21,31.942483,1.162908,103.552717,12.587033,619.543
MAYO,1,17,NA,0.002,0.44,0.006,36,24,32.542133,1.44951,253.036117,11.99725,619.147667
MAYO,1,18,NA,0.002,0.47,0.004,28,25,32.84795,1.367152,204.59735,11.460117,618.9545
MAYO,1,19,NA,0.002,0.53,0.008,28,17,32.009183,1.879075,276.823,12.35125,619.045333
MAYO,1,20,NA,0.002,0.61,0.012,40,22,30.48205,3.43332,233.7985,12.0868,619.568833
MAYO,1,21,NA,0.001,0.66,0.01,45,20,28.092433,3.887752,233.822833,12.050167,620.4045
MAYO,1,22,NA,0.001,0.7,0.011,59,43,26.519083,2.256858,220.229333,12.912833,620.9635
MAYO,1,23,NA,0.001,0.56,0.01,49,44,24.566233,0.786068,278.9765,16.48815,621.560333
MAYO,2,0,NA,0.001,0.46,0.013,41,37,22.69935,0.605792,266.696,19.21735,621.787667
MAYO,2,1,NA,0.001,0.38,0.009,36,26,22.6026,0.471668,202.256693,20.2505,621.896333
MAYO,2,2,NA,0.001,0.47,0.016,39,31,21.2645,0.447,171.78425,21.8458,621.853167
MAYO,2,3,NA,0.001,0.4,0.019,31,25,20.536,0.447,204.01,23.401,621.66
MAYO,2,4,NA,0.001,0.43,0.024,39,28,19.805,0.4725,258.36,25.475,621.67
MAYO,2,5,NA,0.001,0.41,0.019,40,40,19.14,0.5044,231.78,28.849,621.85
MAYO,2,6,NA,0.001,0.66,0.021,46,34,18.299,0.4488,276.5,31.756,622.14
MAYO,2,7,NA,0.004,1.23,0.026,55,38,16.794,0.4605,282.41,35.232,622.61
MAYO,2,8,NA,0.004,1.42,0.028,77,54,18.392,0.5099,297.89,32.831,622.83
MAYO,2,9,NA,0.002,0.72,0.019,71,50,21.084,0.4472,227.07,27.306,623.01
MAYO,2,10,NA,0.002,0.61,0.017,43,40,23.682,0.7378,257.78,25.136,623.12
MAYO,2,11,NA,0.002,0.53,0.011,45,47,25.734,1.6974,232.88,22.045,623.02
MAYO,2,12,NA,0.002,0.66,0.014,40,51,27.73,2.6872,247.38,17.626,622.63
MAYO,2,13,NA,0.002,0.54,0.009,42,57,29.312,3.0911,255.95,13.344,621.9
MAYO,2,14,NA,0.001,0.58,0.01,38,40,30.758,3.3269,254.72,10.674,621.16
MAYO,2,15,NA,0.001,0.47,0.009,34,38,31.538,2.3069,259.99,11.328,620.26
MAYO,2,16,NA,0.001,0.43,0.008,30,29,32.206683,1.957732,261.145167,10.654422,619.714
MAYO,2,17,NA,0.001,0.49,0.01,29,26,32.87465,1.51818,257.592333,7.724982,619.2925
MAYO,2,18,NA,0.001,0.42,0.008,22,82,32.8162,2.329885,275.742333,7.072693,619.0895
MAYO,2,19,NA,0.001,0.47,0.015,32,28,31.898283,2.750623,270.047333,7.430992,619.2505
MAYO,2,20,NA,0.001,0.9,0.03,42,23,30.262433,1.546683,251.5785,9.258715,619.7055
MAYO,2,21,NA,0.001,0.58,0.016,54,28,28.07375,3.617873,222.251333,12.691217,620.566333
MAYO,2,22,NA,0.001,0.54,0.008,70,82,26.06615,3.8808,230.388333,14.897283,621.183167
MAYO,2,23,NA,0.001,0.42,0.009,57,66,24.332783,0.614902,279.847667,18.010183,621.666667
MAYO,3,0,NA,0.001,0.41,0.012,58,48,22.857133,0.479588,316.464667,20.290567,621.823667
MAYO,3,1,NA,0.001,0.51,0.015,44,45,21.997667,0.549803,268.4755,20.468717,621.920333
MAYO,3,2,NA,0.001,0.49,0.012,46,44,21.813,0.447,261.142333,20.781733,621.980667
MAYO,3,3,NA,0.001,0.49,0.012,45,44,21.537283,0.447,192.4505,21.7756,621.73
MAYO,3,4,NA,0.001,0.46,0.009,45,43,20.76445,1.392485,207.677333,24.2602,621.674333
MAYO,3,5,NA,0.001,0.46,0.007,41,35,19.835317,0.604685,234.113167,26.7899,621.844333
MAYO,3,6,NA,0.001,0.77,0.02,47,37,19.004467,0.467887,246.590833,30.438283,622.21
MAYO,3,7,NA,0.003,1.23,0.03,61,34,17.96575,0.447,164.654458,33.457933,622.596667
MAYO,3,8,NA,0.002,1.28,0.029,72,42,19.172833,0.447,236.911455,32.9013,622.937667
MAYO,3,9,NA,0.002,1.07,0.027,65,43,21.530033,0.528772,225.200833,31.327583,623.124167
MAYO,3,10,NA,0.001,0.68,0.013,47,44,23.529317,0.593502,243.2585,28.925383,623.281
MAYO,3,11,NA,0.001,0.62,0.012,30,26,25.973117,0.587582,193.083517,22.216067,623.117167
MAYO,3,12,NA,0.001,0.59,0.011,28,21,27.3966,1.127117,223.602167,15.12125,622.653667
MAYO,3,13,NA,0.001,0.56,0.011,19,14,29.179667,1.526993,207.734333,12.805333,622.2055
MAYO,3,14,NA,0.001,0.61,0.012,26,20,30.436017,0.731408,235.413333,12.436083,621.639833
MAYO,3,15,NA,0.001,0.58,0.012,29,28,31.640517,0.963163,231.066333,10.79201,620.992833
MAYO,3,16,NA,0.001,0.53,0.008,32,26,32.243283,0.803183,238.865967,9.784352,620.235333
MAYO,3,17,NA,0.001,0.57,0.009,28,24,32.7088,0.861847,212.713133,7.656612,619.728667
MAYO,3,18,NA,0.001,0.62,0.013,29,24,32.854967,0.617282,200.825833,7.572555,619.407167
MAYO,3,19,NA,0.001,0.77,0.02,36,21,31.987083,0.447148,254.967567,9.363152,619.527833
MAYO,3,20,NA,0.002,1.66,0.054,39,27,30.58125,0.456335,254.991833,11.356867,619.769
MAYO,3,21,NA,0.002,1.64,0.051,60,33,28.863533,0.48944,257.309833,14.673267,620.123333
MAYO,3,22,NA,0.001,0.71,0.019,62,41,26.837283,1.737832,219.866833,18.39645,620.861167
MAYO,3,23,NA,0.001,0.52,0.011,51,36,25.028967,0.447,279.85,21.23805,621.441333
MAYO,4,0,NA,0.001,0.56,0.018,48,39,23.909583,0.447,241.596917,22.747483,621.652333
