DATOS HORARIOS 2022_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
FEBRERO,1,0,0.0215,0.0003,0.33,0.0070,33,24,16.51,1.19,240.70,31.24,621.95
FEBRERO,1,1,0.0170,0.0005,0.37,0.0100,34,12,15.52,0.69,206.47,33.55,621.76
FEBRERO,1,2,0.0194,0.0009,0.33,NA,27,13,15.29,0.96,195.08,33.71,621.61
FEBRERO,1,3,0.0148,0.0009,0.37,0.0120,28,15,14.32,0.53,154.49,35.90,621.53
FEBRERO,1,4,0.0112,0.0008,0.40,0.0170,30,17,13.57,0.53,218.08,38.09,621.25
FEBRERO,1,5,0.0073,0.0013,0.39,0.0160,41,21,11.77,0.45,177.74,41.89,621.01
FEBRERO,1,6,0.0068,0.0012,0.42,0.0170,36,24,11.34,0.45,192.58,42.19,621.03
FEBRERO,1,7,0.0056,0.0026,1.13,0.0200,37,25,11.66,0.45,255.39,40.98,621.30
FEBRERO,1,8,0.0051,0.0090,2.08,0.0200,68,24,10.48,0.47,275.47,46.33,621.64
FEBRERO,1,9,0.0057,0.0077,1.50,0.0270,84,54,13.61,0.47,131.14,38.58,622.12
FEBRERO,1,10,0.0174,0.0074,0.89,0.0260,81,40,16.69,0.51,206.50,31.02,622.46
FEBRERO,1,11,0.0304,0.0016,0.58,0.0140,42,28,18.73,1.51,259.05,29.39,622.46
FEBRERO,1,12,0.0403,0.0009,0.53,0.0100,28,20,21.26,4.24,246.97,23.10,621.80
FEBRERO,1,13,0.0420,0.0007,0.57,0.0100,19,11,23.16,3.87,241.80,19.96,621.02
FEBRERO,1,14,0.0400,0.0006,0.53,0.0100,20,12,24.36,4.19,240.52,17.63,620.19
FEBRERO,1,15,0.0447,0.0005,0.44,0.0070,42,12,25.18,3.50,270.82,16.77,619.34
FEBRERO,1,16,0.0405,0.0005,0.45,0.0070,66,11,26.01,3.71,251.79,16.40,618.81
FEBRERO,1,17,0.0424,0.0005,0.47,0.0080,35,12,26.26,4.35,252.93,15.71,618.61
FEBRERO,1,18,0.0374,0.0006,0.58,0.0130,25,12,25.90,4.18,243.84,17.85,618.66
FEBRERO,1,19,0.0265,0.0009,1.00,0.0230,57,10,24.10,2.49,215.73,24.95,618.95
FEBRERO,1,20,0.0174,0.0011,1.06,0.0280,56,10,22.08,1.62,240.72,29.19,619.26
FEBRERO,1,21,0.0181,0.0011,1.07,0.0280,60,25,20.49,1.37,251.90,32.22,619.57
FEBRERO,1,22,0.0192,0.0013,0.98,0.0280,66,28,19.37,1.08,238.91,33.98,619.88
FEBRERO,1,23,0.0210,0.0009,0.66,0.0253,60,35,18.29,0.67,220.98,35.35,620.37
FEBRERO,2,0,0.0192,0.0007,0.53,0.0140,41,24,17.10,0.45,259.89,39.98,620.65
FEBRERO,2,1,0.0269,0.0010,0.45,0.0170,41,21,16.28,0.45,280.49,43.62,620.75
FEBRERO,2,2,0.0334,0.0016,0.50,0.0230,44,20,15.30,0.45,277.45,46.26,620.68
FEBRERO,2,3,0.0179,0.0030,0.46,0.0220,45,25,13.88,0.45,302.49,48.79,620.57
FEBRERO,2,4,0.0084,0.0016,0.36,0.0200,33,28,13.73,0.45,280.96,50.54,620.41
FEBRERO,2,5,0.0074,0.0020,0.35,0.0210,31,24,13.45,0.45,265.39,53.55,620.40
FEBRERO,2,6,0.0066,0.0020,0.48,0.0220,37,25,13.29,0.45,237.13,53.56,620.47
FEBRERO,2,7,0.0032,0.0040,0.89,0.0220,48,28,12.75,0.45,232.73,54.29,620.69
FEBRERO,2,8,0.0037,0.0047,1.61,0.0220,72,31,11.85,0.45,257.36,56.38,621.22
FEBRERO,2,9,0.0059,0.0044,1.40,0.0250,67,44,14.30,0.45,120.76,50.21,621.69
FEBRERO,2,10,0.0163,0.0034,1.47,0.0340,72,42,17.28,0.53,174.81,47.15,621.93
FEBRERO,2,11,0.0297,0.0018,0.64,0.0140,58,39,19.28,1.00,234.45,44.97,621.96
FEBRERO,2,12,0.0351,0.0012,0.50,0.0080,21,27,20.95,2.11,245.21,35.96,621.47
