DATOS MÓVILES 2018_NATIVITAS,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
MZO,1,0,13.04,50.38666667,6.794583333,18.42625,NA
MZO,1,1,7.43,50.5425,6.856666667,16.9075,NA
MZO,1,2,5.95,51.65583333,6.8475,15.03375,NA
MZO,1,3,5.46,52.27458333,6.843333333,13.33,NA
MZO,1,4,8.15,52.85333333,6.76,12.44875,NA
MZO,1,5,11.7,53.17416667,6.705833333,11.515,NA
MZO,1,6,14.65,53.63416667,6.679166667,10.59875,NA
MZO,1,7,23.27,54.19458333,6.692916667,9.27625,NA
MZO,1,8,23.59,54.86833333,6.756666667,7.85625,NA
MZO,1,9,19.75,56.75875,6.821666667,6.6275,NA
MZO,1,10,8.74,57.1575,6.859166667,6.855,NA
MZO,1,11,6.7,57.11625,6.88625,7.8625,NA
MZO,1,12,4.36,56.8125,6.979166667,9.65875,NA
MZO,1,13,3.92,56.73833333,6.987916667,12.185,NA
MZO,1,14,5.02,56.19166667,7.357916667,15.3775,NA
MZO,1,15,6.27,52.30958333,8.469583333,19.7125,NA
MZO,1,16,2.75,53.8475,8.782083333,24.01375,NA
MZO,1,17,2.31,54.49541667,8.992083333,27.82875,NA
MZO,1,18,6.95,54.75958333,9.184583333,30.275,NA
MZO,1,19,11.23,54.88541667,9.3075,31.53125,NA
MZO,1,20,18.29,53.60875,9.248333333,30.88125,NA
MZO,1,21,28.13,53.04166667,9.187916667,28.9275,NA
MZO,1,22,26.59,54.01583333,9.499583333,25.98875,NA
MZO,1,23,11.68,55.37791667,9.56625,23.08,NA
MZO,2,0,6.4,58.45083333,9.610416667,20.63375,NA
MZO,2,1,5.54,60.35375,10.08333333,18.2825,NA
MZO,2,2,8.17,60.46916667,11.08166667,15.7875,NA
MZO,2,3,4.41,60.14166667,11.17125,14.13375,NA
MZO,2,4,3.49,59.77375,11.31541667,13.9725,NA
MZO,2,5,8.14,59.71875,12.69,14.29625,NA
MZO,2,6,6.49,59.94208333,13.49625,14.8975,NA
MZO,2,7,15.38,59.41958333,13.89125,14.53125,NA
MZO,2,8,15.93,59.1925,14.40333333,13.4825,NA
MZO,2,9,13.98,58.03875,17.755,12.63375,NA
MZO,2,10,8.8,58.77291667,19.875,12.6325,NA
MZO,2,11,7.68,59.64041667,21.04125,12.82875,NA
MZO,2,12,5.93,60.33416667,21.41958333,13.36875,NA
MZO,2,13,5.89,61.06083333,22.07,14.665,NA
MZO,2,14,3.78,62.31666667,22.03708333,16.74875,NA
MZO,2,15,4.33,62.35,21.4375,19.63375,NA
MZO,2,16,8.99,61.85208333,22.45291667,22.46625,NA
MZO,2,17,6.22,62.08708333,22.92,24.90875,NA
MZO,2,18,8.11,62.5325,23.52583333,26.75,NA
