DATOS MÓVILES 2018_NATIVITAS,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
JUL,1,0,3.33,29.19958333,1.3475,25.78375,NA
JUL,1,1,3.29,29.745,1.30375,23.79375,NA
JUL,1,2,3.77,29.30375,1.402916667,21.6,NA
JUL,1,3,4.92,29.15166667,1.522916667,19.99875,NA
JUL,1,4,5.6,29.39916667,1.676666667,18.63875,NA
JUL,1,5,5.25,29.53916667,1.82375,18.00125,NA
JUL,1,6,5.56,29.50583333,2.022916667,17.19125,NA
JUL,1,7,6.41,29.7725,2.221666667,14.6375,NA
JUL,1,8,6.15,29.32541667,2.414583333,12.79625,NA
JUL,1,9,5.55,28.64791667,2.515,11.96375,NA
JUL,1,10,4.66,28.22958333,2.605416667,12.19,NA
JUL,1,11,3.76,28.19291667,2.7025,13.1175,NA
JUL,1,12,3.27,28.57041667,2.797083333,14.9575,NA
JUL,1,13,3.65,29.27583333,2.884166667,16.5775,NA
JUL,1,14,3.93,28.6425,2.975833333,19.68,NA
JUL,1,15,4.18,28.41,3.045,23.39875,NA
JUL,1,16,3.86,28.83625,3.094166667,26.9625,NA
JUL,1,17,3.95,29.36,3.225833333,29.61375,NA
JUL,1,18,4.41,29.095,3.345,31.22125,NA
JUL,1,19,4.3,29.48458333,3.468333333,31.63,NA
JUL,1,20,5.22,29.98041667,3.733333333,30.9125,NA
JUL,1,21,3.34,30.33916667,3.82375,31.065,NA
JUL,1,22,3.12,29.94541667,3.887916667,30.5125,NA
JUL,1,23,3.34,29.60416667,4.025416667,29.6725,NA
JUL,2,0,4.26,29.8375,4.189166667,27.61875,NA
JUL,2,1,5.89,30.18583333,4.204583333,25.3225,NA
JUL,2,2,5.2,30.81625,4.119583333,23.5725,NA
JUL,2,3,5.45,31.0225,4.100416667,22.11875,NA
JUL,2,4,6.46,31.34,4.096666667,21.11625,NA
JUL,2,5,8.6,31.63125,4.095416667,20.14428571,NA
JUL,2,6,7.61,32.52791667,4.0325,16.58428571,NA
JUL,2,7,6.38,32.98708333,3.95375,12.96571429,NA
JUL,2,8,6.47,34.07,3.904166667,10.24714286,NA
JUL,2,9,7.04,35.41166667,3.959166667,8.875714286,NA
JUL,2,10,7.2,35.78583333,4.01375,8.728571429,NA
JUL,2,11,5.16,36.05875,4.045,9.718571429,NA
JUL,2,12,4.03,36.23541667,4.069166667,11.52142857,NA
JUL,2,13,3.47,36.69875,4.055416667,13.285,NA
JUL,2,14,3.09,36.39,4.015833333,16.22125,NA
JUL,2,15,3.45,36.035,3.961666667,19.37125,NA
JUL,2,16,2.6,34.93375,3.912083333,22.82125,NA
JUL,2,17,2.93,34.35166667,3.866666667,25.64375,NA
JUL,2,18,4.42,34.01958333,3.849583333,27.0275,NA
JUL,2,19,6.2,34.02333333,3.871666667,27.4875,NA
JUL,2,20,7.41,34.05333333,3.78125,27.05,NA
JUL,2,21,8.27,33.76125,3.845416667,25.77125,NA
JUL,2,22,7.98,34.36083333,3.955,24.16,NA
JUL,2,23,6.47,34.97958333,3.975833333,22.97,NA
JUL,3,0,4.77,35.30875,3.9675,21.53625,NA
JUL,3,1,4.48,35.59,3.964166667,19.17125,NA
JUL,3,2,5.72,35.78958333,3.9575,16.75,NA
JUL,3,3,5.62,35.96458333,3.880833333,14.89125,NA
