DATOS MÓVILES 2018_NATIVITAS,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
SEP,1,0,16.6,12.85989638,12.14644821,21.54750213,NA
SEP,1,1,17.2,12.85981896,12.14661292,19.3601,NA
SEP,1,2,15.48,12.85998429,12.14646292,17.34198125,NA
SEP,1,3,7.3,12.85996563,12.14659833,17.29310625,NA
SEP,1,4,4.67,12.86011363,12.14672679,16.722075,NA
SEP,1,5,3.65,12.86003142,12.14663479,15.9091875,NA
SEP,1,6,6.49,12.85998488,12.14659529,15.52584163,NA
SEP,1,7,9.01,12.86011821,12.14669642,15.2063485,NA
SEP,1,8,9.33,12.85995333,12.14651529,14.096511,NA
SEP,1,9,9.31,12.8598405,12.14663454,14.23045275,NA
SEP,1,10,6.76,12.85991621,12.14672967,14.89649238,NA
SEP,1,11,4.75,12.86000683,12.14665396,15.68549238,NA
SEP,1,12,10.96,12.86016008,12.14652063,17.3837195,NA
SEP,1,13,5.91,12.86000904,12.14661508,19.94999038,NA
SEP,1,14,2.16,12.85997404,12.14670467,23.54497588,NA
SEP,1,15,2.11,12.86009988,12.14656579,27.41995238,NA
SEP,1,16,2.6,12.85997904,12.146463,30.99926688,NA
SEP,1,17,4.17,12.86008392,12.14625958,33.052196,NA
SEP,1,18,7.66,12.85991446,12.14642488,34.40390638,NA
SEP,1,19,12.45,12.85977833,12.14621979,33.66360638,NA
SEP,1,20,17.63,12.85989221,12.14608283,32.53602925,NA
SEP,1,21,13.1,12.85972,12.14623354,30.7827875,NA
SEP,1,22,5.34,12.85981929,12.14637804,27.57148288,NA
SEP,1,23,4.99,12.85970263,12.1465,24.01598138,NA
SEP,2,0,6.38,12.35063958,12.25072338,20.29738263,NA
SEP,2,1,17.2,13.16655033,12.16659958,16.65772638,NA
SEP,2,2,15.48,13.64305167,11.75752654,13.59699038,NA
SEP,2,3,7.3,14.117237,11.32572446,13.03341538,NA
SEP,2,4,4.67,14.32625567,11.029346,12.53379663,NA
SEP,2,5,3.65,14.43300454,10.858188,12.603655,NA
SEP,2,6,6.49,14.41138442,10.67906083,13.64332,NA
SEP,2,7,9.01,14.16625108,10.52229304,14.55208813,NA
SEP,2,8,9.33,14.27141596,10.3770575,15.60245775,NA
SEP,2,9,9.31,14.06819546,9.911521583,17.36139525,NA
SEP,2,10,6.76,14.51353642,8.976426458,19.35,NA
SEP,2,11,4.75,14.77636246,8.035668833,20.97,NA
SEP,2,12,10.96,15.85579254,7.248718833,22.3125,NA
SEP,2,13,5.91,17.14886025,6.629874375,23.745,NA
SEP,2,14,2.16,16.96597858,6.130618125,25.0825,NA
SEP,2,15,2.11,16.79043608,5.704090333,26.86875,NA
SEP,2,16,2.6,16.43764025,5.343776458,29.505,NA
SEP,2,17,4.17,16.43545204,5.022313208,31.86625,NA
SEP,2,18,7.66,16.38978817,4.74673125,33.51125,NA
SEP,2,19,12.45,16.36034096,4.505269667,32.99625,NA
SEP,2,20,17.63,16.78231042,4.297906625,31.61125,NA
SEP,2,21,13.1,17.50331596,4.112755917,29.6925,NA
SEP,2,22,5.34,17.6353,3.88719475,28.53375,NA
SEP,2,23,4.99,17.20708333,3.620822792,27.2625,NA
SEP,3,0,6.38,17.5673913,3.404505609,25.90142857,NA
SEP,3,1,5.05,16.70956522,3.30602813,23.31428571,NA
SEP,3,2,1.44,16.78913043,3.286086957,21.39285714,NA
SEP,3,3,2.85,16.1873913,3.255652174,21.74,NA
SEP,3,4,4.87,16.58136364,3.24173913,22.63142857,NA
SEP,3,5,10.7,16.71909091,3.250869565,22.46571429,NA
SEP,3,6,14.45,16.63954545,3.289130435,21.32285714,NA
SEP,3,7,18,17.09318182,3.32826087,19.11428571,NA
SEP,3,8,19.97,17.41772727,3.373478261,17.65625,NA
SEP,3,9,8.46,17.55136364,3.411304348,17.4875,NA
SEP,3,10,8.66,17.88045455,3.397391304,17.2,NA
SEP,3,11,4.5,17.63681818,3.391304348,17.60625,NA
SEP,3,12,3.88,16.79363636,3.379130435,18.62,NA
SEP,3,13,3.46,15.56590909,3.365217391,20.51875,NA
SEP,3,14,4.34,15.39818182,3.390434783,22.69375,NA
SEP,3,15,3.33,15.51409091,3.433913043,26.0475,NA
SEP,3,16,3.96,15.65454545,3.499565217,29.52875,NA
SEP,3,17,2.27,15.37727273,3.553913043,31.8225,NA
SEP,3,18,2.71,14.93727273,3.596086957,33.6575,NA
SEP,3,19,9.75,15.70363636,3.638695652,34.1275,NA
SEP,3,20,20.28,16.085,3.685217391,33.29875,NA
SEP,3,21,9.43,16.30318182,3.736956522,32.34375,NA
SEP,3,22,8.19,16.26,3.809565217,30.9925,NA
SEP,3,23,13.99,16.87818182,3.917826087,28.69625,NA
SEP,4,0,11.17,16.74086957,3.966666667,26.48625,NA
SEP,4,1,15.76,17.25913043,4.029583333,23.42375,NA
SEP,4,2,14.34,17.29304348,4.05,20.02375,NA
SEP,4,3,14.59,17.52608696,4.077916667,17.31875,NA
SEP,4,4,8.59,17.42291667,4.09875,15.86125,NA
SEP,4,5,14.62,17.91833333,4.115,14.07375,NA
SEP,4,6,22.48,18.60416667,4.125416667,12.0975,NA
SEP,4,7,25.82,19.07333333,4.16875,11.62857143,NA
SEP,4,8,22.53,19.68208333,4.217916667,9.475714286,NA
SEP,4,9,16.96,20.47708333,4.27,9.037142857,NA
SEP,4,10,10.31,20.55958333,4.4225,10.76142857,NA
SEP,4,11,3.45,21.05833333,4.48125,12.68142857,NA
SEP,4,12,3.4,21.13458333,4.51,14.56,NA
SEP,4,13,2.64,20.97791667,4.595833333,17.06857143,NA
SEP,4,14,3.42,21.10291667,4.70375,20.15,NA
SEP,4,15,2.15,21.07458333,4.819166667,21.1775,NA
SEP,4,16,1.44,20.88958333,4.909166667,24.535,NA
SEP,4,17,2.22,21.04333333,5.012916667,27.18625,NA
SEP,4,18,4.51,21.37791667,5.15625,28.2925,NA
SEP,4,19,7.77,20.26125,5.289166667,28.3125,NA
SEP,4,20,19.36,20.16791667,5.408333333,26.9125,NA
SEP,4,21,22.91,20.47416667,5.567916667,25.23,NA
SEP,4,22,14.44,21.07541667,5.796666667,23.37,NA
SEP,4,23,9.82,21.18916667,6.06,21.02,NA
SEP,5,0,10.6,21.29,6.260416667,18.4225,NA
SEP,5,1,14.34,21.2375,6.414166667,15.3225,NA
