DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2023,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
MAYO,1,0,NA,NA,NA,0.556,NA,NA,NA
MAYO,1,1,0.031,NA,NA,0.584,44,30,0.011
MAYO,1,2,0.027,NA,NA,0.619,42,29,0.01
MAYO,1,3,0.015,NA,NA,0.639,45,29,0.018
MAYO,1,4,0.012,NA,NA,0.641,43,29,0.02
MAYO,1,5,0.014,NA,NA,0.614,41,28,0.018
MAYO,1,6,0.016,NA,NA,0.591,41,28,0.017
MAYO,1,7,0.013,NA,NA,0.61,43,29,0.02
MAYO,1,8,0.015,0.018,NA,0.658,45,30,0.023
MAYO,1,9,0.03,0.018,NA,0.683,50,34,0.02
MAYO,1,10,0.049,0.02,NA,0.684,49,36,0.009
MAYO,1,11,0.062,0.026,NA,0.689,47,35,0.008
MAYO,1,12,0.064,0.033,NA,0.681,43,33,0.004
MAYO,1,13,0.053,0.038,NA,0.676,31,31,0.005
MAYO,1,14,0.056,0.043,NA,0.667,31,26,0.005
MAYO,1,15,0.057,0.048,NA,0.628,29,25,0.005
MAYO,1,16,0.058,0.054,NA,0.561,29,26,0.005
MAYO,1,17,0.057,0.057,NA,0.521,36,29,0.005
MAYO,1,18,0.048,0.057,NA,0.497,50,30,0.006
MAYO,1,19,0.043,0.054,NA,0.473,48,28,0.007
MAYO,1,20,0.036,0.051,NA,0.476,45,23,0.01
MAYO,1,21,0.035,0.049,NA,0.484,41,19,0.008
MAYO,1,22,0.037,0.046,NA,0.499,40,22,0.008
MAYO,1,23,0.039,0.044,NA,0.516,41,29,0.007
MAYO,2,0,0.037,0.041,0.001,0.522,42,33,0.007
MAYO,2,1,0.036,0.039,0.001,0.52,41,32,0.007
MAYO,2,2,0.033,0.037,0.001,0.521,37,31,0.007
MAYO,2,3,0.027,0.035,0.001,0.526,41,31,0.012
MAYO,2,4,0.036,0.035,0.001,0.52,38,32,0.005
MAYO,2,5,0.029,0.034,0.001,0.511,38,30,0.008
MAYO,2,6,0.021,0.032,0.001,0.51,38,30,0.013
MAYO,2,7,0.014,0.029,0.001,0.535,40,32,0.021
MAYO,2,8,0.015,0.026,0.001,0.612,40,32,0.022
MAYO,2,9,0.028,0.025,0.001,0.645,41,30,0.016
MAYO,2,10,0.044,0.027,0.001,0.668,43,28,0.01
MAYO,2,11,0.052,0.03,0.001,0.689,40,27,0.011
MAYO,2,12,0.051,0.032,0.001,0.708,40,27,0.009
MAYO,2,13,0.05,0.035,0.001,0.723,39,28,0.008
MAYO,2,14,0.049,0.038,0.001,0.722,41,27,0.008
MAYO,2,15,0.049,0.042,0.001,0.698,37,27,0.009
MAYO,2,16,0.048,0.046,0.001,0.628,37,27,0.009
MAYO,2,17,0.047,0.049,0.001,0.607,36,25,0.008
MAYO,2,18,0.045,0.049,0.001,0.59,35,23,0.008
MAYO,2,19,0.035,0.047,0.001,0.589,36,23,0.014
MAYO,2,20,0.023,0.043,0.001,0.633,36,22,0.023
MAYO,2,21,0.025,0.04,0.001,0.669,44,23,0.022
MAYO,2,22,0.025,0.037,0.001,0.693,54,27,0.017
MAYO,2,23,0.024,0.034,0.001,0.698,58,31,0.016
MAYO,3,0,0.027,0.031,0.001,0.708,58,34,0.016
MAYO,3,1,0.039,0.03,0.001,0.713,54,39,0.008
MAYO,3,2,0.024,0.028,0.001,0.726,53,41,0.014
MAYO,3,3,0.019,0.026,0.001,0.719,54,44,0.018
MAYO,3,4,0.028,0.026,0.001,0.665,56,48,0.011
MAYO,3,5,0.029,0.027,0.001,0.626,53,50,0.008
MAYO,3,6,0.009,0.025,0.002,0.611,53,50,0.022
MAYO,3,7,0.01,0.023,0.002,0.645,56,48,0.025
MAYO,3,8,0.009,0.021,0.002,0.76,70,51,0.026
MAYO,3,9,0.038,0.021,0.003,0.814,96,59,0.035
MAYO,3,10,0.094,0.029,0.007,0.928,101,63,0.02
