DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2023,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
ENERO,1,0,0.009,0.013,0.004,1.25,61,50,0.017
ENERO,1,1,0.009,0.01,0.004,1.3,87,59,0.015
ENERO,1,2,0.009,0.009,0.004,1.28,106,99,0.016
ENERO,1,3,0.008,0.009,0.004,1.21,107,102,0.017
ENERO,1,4,0.009,0.009,0.004,1.29,142,119,0.018
ENERO,1,5,0.007,0.009,0.004,1.25,143,131,0.014
ENERO,1,6,0.019,0.01,0.004,1.23,116,117,0.013
ENERO,1,7,0.016,0.011,0.004,1.21,98,102,0.013
ENERO,1,8,0.013,0.011,0.004,1.19,84,92,0.01
ENERO,1,9,0.013,0.012,0.005,1.14,66,80,0.009
ENERO,1,10,0.028,0.014,0.005,1.09,54,73,0.005
ENERO,1,11,0.034,0.017,0.005,0.97,44,61,0.005
ENERO,1,12,0.04,0.021,0.005,0.83,40,55,0.005
ENERO,1,13,0.044,0.026,0.005,0.71,30,44,0.003
ENERO,1,14,0.048,0.03,0.005,0.63,25,34,0.003
ENERO,1,15,0.045,0.033,0.005,0.54,20,29,0.005
ENERO,1,16,0.042,0.037,0.005,0.5,20,26,0.005
ENERO,1,17,0.035,0.04,0.005,0.46,18,23,0.005
ENERO,1,18,0.022,0.039,0.005,0.45,21,21,0.009
ENERO,1,19,0.017,0.037,0.005,0.46,14,15,0.009
ENERO,1,20,0.011,0.033,0.005,0.49,10,13,0.015
ENERO,1,21,0.007,0.028,0.005,0.62,11,15,0.018
ENERO,1,22,0.007,0.023,0.005,0.79,21,20,0.018
ENERO,1,23,0.007,0.018,0.005,0.89,24,31,0.016
ENERO,2,0,0.007,0.014,0.005,0.94,20,29,0.014
ENERO,2,1,0.007,0.01,0.005,0.96,14,23,0.013
ENERO,2,2,0.007,0.009,0.004,0.98,13,18,0.013
ENERO,2,3,0.007,0.007,0.004,0.99,12,18,0.011
ENERO,2,4,0.007,0.007,0.004,0.95,11,13,0.01
ENERO,2,5,0.016,0.008,0.004,0.85,11,11,0.011
ENERO,2,6,0.011,0.008,0.004,0.72,13,12,0.009
ENERO,2,7,0.008,0.009,0.004,0.66,14,15,0.009
ENERO,2,8,0.008,0.009,0.004,0.77,21,14,0.01
ENERO,2,9,0.008,0.009,0.004,0.86,21,18,0.014
ENERO,2,10,0.012,0.01,0.003,0.88,22,20,0.014
ENERO,2,11,0.018,0.011,0.003,0.87,19,21,0.009
ENERO,2,12,0.024,0.013,0.003,0.88,16,22,0.007
ENERO,2,13,0.026,0.014,0.002,0.88,11,20,0.007
ENERO,2,14,0.03,0.017,0.002,0.86,10,14,0.008
ENERO,2,15,0.031,0.02,0.002,0.83,10,13,0.008
ENERO,2,16,0.026,0.022,0.002,0.7,11,13,0.011
ENERO,2,17,0.029,0.024,0.002,0.59,11,12,0.009
ENERO,2,18,0.025,0.026,0.002,0.56,18,11,0.012
ENERO,2,19,0.014,0.026,0.002,0.62,21,20,0.019
ENERO,2,20,0.009,0.024,0.002,0.7,25,19,0.022
ENERO,2,21,0.01,0.022,0.002,0.76,29,19,0.018
ENERO,2,22,0.008,0.019,0.002,0.8,31,20,0.018
ENERO,2,23,0.009,0.016,0.002,0.86,35,23,0.019
ENERO,3,0,0.007,0.014,0.002,0.87,32,27,0.019
ENERO,3,1,0.007,0.011,0.002,0.89,32,21,0.015
ENERO,3,2,0.013,0.01,0.002,0.86,23,20,0.01
ENERO,3,3,0.007,0.009,0.002,0.77,18,19,0.014
ENERO,3,4,0.007,0.009,0.002,0.67,14,16,0.014
ENERO,3,5,0.007,0.008,0.002,0.59,14,15,0.013
ENERO,3,6,0.007,0.008,0.002,0.53,15,17,0.013
ENERO,3,7,0.008,0.008,0.002,0.49,19,15,0.014
ENERO,3,8,0.008,0.008,0.002,0.66,30,14,0.018
ENERO,3,9,0.008,0.008,0.002,0.82,40,19,0.02
ENERO,3,10,0.011,0.008,0.002,0.89,37,21,0.017
ENERO,3,11,0.024,0.01,0.002,0.91,30,20,0.009
ENERO,3,12,0.03,0.013,0.002,0.93,20,18,0.008
ENERO,3,13,0.036,0.016,0.002,0.95,15,16,0.009
ENERO,3,14,0.034,0.02,0.002,0.97,16,15,0.008
ENERO,3,15,0.035,0.023,0.002,0.94,16,14,0.007
ENERO,3,16,0.038,0.027,0.002,0.76,14,15,0.007
ENERO,3,17,0.038,0.031,0.002,0.57,13,15,0.01
ENERO,3,18,0.034,0.034,0.002,0.54,18,15,0.012
ENERO,3,19,0.019,0.033,0.002,0.61,19,16,0.019
ENERO,3,20,0.01,0.031,0.002,0.7,27,16,0.024
ENERO,3,21,0.009,0.027,0.002,0.8,41,26,0.022
ENERO,3,22,0.009,0.024,0.002,0.86,49,37,0.019
ENERO,3,23,0.01,0.021,0.002,0.9,40,31,0.017
ENERO,4,0,0.007,0.017,0.002,0.92,37,28,0.02
ENERO,4,1,0.007,0.013,0.002,0.95,37,22,0.018
ENERO,4,2,0.008,0.01,0.002,1.02,39,27,0.016
ENERO,4,3,0.008,0.008,0.002,0.98,39,26,0.015
ENERO,4,4,0.007,0.008,0.002,0.89,32,25,0.016
ENERO,4,5,0.008,0.008,0.002,0.81,28,21,0.014
ENERO,4,6,0.009,0.008,0.002,0.77,31,24,0.013
ENERO,4,7,0.009,0.008,0.002,0.76,37,25,0.015
ENERO,4,8,0.007,0.008,0.002,0.84,33,24,0.012
ENERO,4,9,0.007,0.008,0.002,0.93,33,23,0.017
ENERO,4,10,0.011,0.008,0.002,0.91,43,27,0.021
ENERO,4,11,0.021,0.01,0.006,0.91,50,36,0.025
ENERO,4,12,0.041,0.014,0.009,0.95,58,54,0.018
ENERO,4,13,0.056,0.02,0.01,0.96,50,50,0.016
ENERO,4,14,0.05,0.025,0.011,0.96,40,42,0.015
