DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2023,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
AGOSTO ,1,0,0.03,0.036,0.011,0.368,12,12,0.004
AGOSTO ,1,1,0.021,0.033,0.011,0.374,15,12,0.01
AGOSTO ,1,2,0.01,0.028,0.01,0.386,16,13,0.019
AGOSTO ,1,3,0.015,0.025,0.01,0.382,14,13,0.012
AGOSTO,1,4,0.022,0.023,0.01,0.355,11,11,0.005
AGOSTO,1,5,0.022,0.022,0.01,0.333,8,10,0.004
AGOSTO,1,6,0.024,0.022,0.01,0.311,7,6,0.003
AGOSTO,1,7,0.019,0.02,0.01,0.314,8,6,0.008
AGOSTO,1,8,0.011,0.018,0.009,0.345,14,7,0.012
AGOSTO,1,9,0.023,0.018,0.01,0.349,14,7,0.005
AGOSTO,1,10,0.032,0.021,0.01,0.349,14,12,0.002
AGOSTO,1,11,0.036,0.024,0.009,0.356,15,14,0.002
AGOSTO,1,12,0.04,0.026,0.009,0.374,18,12,0.005
AGOSTO,1,13,0.044,0.029,0.009,0.388,20,21,0.004
AGOSTO,1,14,0.047,0.032,0.008,0.394,17,19,0.002
AGOSTO,1,15,0.048,0.035,0.007,0.383,18,17,0.003
AGOSTO,1,16,0.046,0.039,0.007,0.343,16,20,0.002
AGOSTO,1,17,0.049,0.043,0.007,0.326,14,17,0.002
AGOSTO,1,18,0.046,0.044,0.006,0.323,13,18,0.003
AGOSTO,1,19,0.047,0.046,0.006,0.316,14,19,0.002
AGOSTO,1,20,0.033,0.045,0.006,0.308,16,15,0.006
AGOSTO,1,21,0.029,0.043,0.006,0.296,16,12,0.005
AGOSTO,1,22,0.029,0.041,0.006,0.299,16,10,0.003
AGOSTO,1,23,0.029,0.038,0.006,0.288,19,10,0.002
AGOSTO,2,0,0.026,0.036,0.006,0.294,NA,NA,0.004
AGOSTO,2,1,0.024,0.033,0.007,0.3,22,10,0.005
AGOSTO,2,2,0.025,0.03,0.007,0.299,20,10,0.004
AGOSTO,2,3,0.024,0.028,0.007,0.334,22,10,0.003
AGOSTO,2,4,0.024,0.026,0.008,0.344,30,21,0.004
AGOSTO,2,5,0.02,0.025,0.008,0.355,22,15,0.006
AGOSTO,2,6,0.018,0.024,0.009,0.356,19,14,0.007
AGOSTO,2,7,0.018,0.022,0.009,0.37,17,14,0.007
AGOSTO,2,8,0.021,0.022,0.009,0.386,18,17,0.006
AGOSTO,2,9,0.03,0.023,0.009,0.399,20,20,0.002
AGOSTO,2,10,0.033,0.024,0.009,0.408,18,20,0.002
AGOSTO,2,11,0.035,0.025,0.009,0.376,17,18,0.002
AGOSTO,2,12,0.038,0.027,0.008,0.374,18,17,0.001
AGOSTO,2,13,0.042,0.03,0.008,0.378,NA,NA,0.003
AGOSTO,2,14,0.046,0.033,0.008,0.381,NA,NA,0.004
AGOSTO,2,15,0.051,0.037,0.009,0.38,NA,NA,0.003
AGOSTO,2,16,0.048,0.041,0.01,0.374,NA,NA,0.004
AGOSTO,2,17,0.047,0.043,0.01,0.374,NA,19,0.005
AGOSTO,2,18,0.044,0.044,0.011,0.39,NA,NA,0.006
AGOSTO,2,19,0.04,0.045,0.011,0.394,NA,NA,0.004
AGOSTO,2,20,0.033,0.044,0.011,0.391,NA,NA,0.006
AGOSTO,2,21,0.033,0.043,0.011,0.406,NA,NA,0.004
AGOSTO,2,22,0.032,0.041,0.011,0.45,NA,NA,0.002
AGOSTO,2,23,0.028,0.038,0.012,0.63,NA,NA,0.003
AGOSTO,3,0,0.027,0.036,0.012,0.655,NA,NA,0.003
AGOSTO,3,1,0.024,0.033,0.012,0.64,NA,NA,0.005
AGOSTO,3,2,0.024,0.03,0.013,0.614,NA,NA,0.006
AGOSTO,3,3,0.022,0.028,0.015,0.638,NA,NA,0.008
AGOSTO,3,4,0.026,0.027,0.015,0.641,NA,NA,0.004
AGOSTO,3,5,0.021,0.026,0.014,0.615,NA,NA,0.006
AGOSTO,3,6,0.025,0.025,0.014,0.563,NA,NA,0.003
AGOSTO,3,7,0.022,0.024,0.013,0.385,NA,NA,0.005
AGOSTO,3,8,0.022,0.023,0.013,0.359,NA,NA,0.006
AGOSTO,3,9,0.029,0.024,0.013,0.41,NA,NA,0.003
AGOSTO,3,10,0.033,0.025,0.014,0.439,NA,NA,0.002
AGOSTO,3,11,0.038,0.027,0.014,0.461,NA,NA,0.002
AGOSTO,3,12,0.042,0.029,0.015,0.463,NA,NA,0.004
AGOSTO,3,13,0.044,0.032,0.015,0.504,NA,NA,0.004
AGOSTO,3,14,0.046,0.035,0.016,0.518,NA,NA,0.006
AGOSTO,3,15,0.048,0.038,0.016,0.521,NA,NA,0.007
AGOSTO,3,16,NA,NA,NA,0.537,NA,NA,NA
AGOSTO,3,17,0.045,NA,NA,0.49,NA,NA,0.005
AGOSTO,3,18,0.041,NA,NA,0.474,NA,NA,0.006
AGOSTO,3,19,0.045,NA,NA,0.531,NA,NA,0.006
AGOSTO,3,20,0.034,NA,NA,0.539,NA,NA,0.006
AGOSTO,3,21,0.03,NA,NA,0.521,NA,NA,0.009
AGOSTO,3,22,0.028,NA,NA,0.534,NA,NA,0.009
AGOSTO,3,23,0.026,NA,NA,0.55,NA,NA,0.008
AGOSTO,4,0,0.021,0.034,NA,0.534,NA,NA,0.006
AGOSTO,4,1,0.015,0.03,NA,0.534,NA,NA,0.008
AGOSTO,4,2,0.011,0.026,NA,0.529,NA,NA,0.01
AGOSTO,4,3,0.011,0.022,NA,0.441,NA,NA,0.009
AGOSTO,4,4,0.011,0.019,NA,0.435,NA,NA,0.008
AGOSTO,4,5,0.007,0.016,NA,0.415,NA,NA,0.014
AGOSTO,4,6,0.007,0.013,NA,0.405,NA,NA,0.013
AGOSTO,4,7,0.007,0.011,NA,0.428,NA,NA,0.013
AGOSTO,4,8,0.008,0.01,NA,0.501,NA,NA,0.01
AGOSTO,4,9,0.008,0.009,NA,0.623,NA,NA,0.009
AGOSTO,4,10,0.013,0.009,NA,0.628,NA,NA,0.004
AGOSTO,4,11,0.021,0.01,NA,0.621,NA,NA,0.004
AGOSTO,4,12,0.03,0.013,NA,0.619,NA,NA,0.004
AGOSTO,4,13,0.035,0.016,NA,0.626,NA,NA,0.006
AGOSTO,4,14,0.041,0.021,NA,0.625,NA,NA,0.006
AGOSTO,4,15,0.043,0.025,NA,0.6,NA,NA,0.007
AGOSTO,4,16,0.044,0.029,0.015,0.529,NA,NA,0.007
AGOSTO,4,17,0.033,0.032,0.015,0.423,NA,NA,0.007
AGOSTO,4,18,0.022,0.034,0.015,0.434,43,NA,0.007
AGOSTO,4,19,0.021,0.034,0.012,0.46,31,NA,0.008
