DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2023,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
JULIO,1,0,NA,NA,NA,0.659,NA,NA,NA
JULIO,1,1,0.01,NA,NA,0.54,13,17,0.007
JULIO,1,2,0.012,NA,NA,0.493,10,14,0.008
JULIO,1,3,0.009,NA,NA,0.439,10,12,0.009
JULIO,1,4,0.009,NA,NA,0.401,10,11,0.01
JULIO,1,5,0.008,NA,NA,0.378,13,15,0.011
JULIO,1,6,0.008,NA,NA,0.354,12,16,0.009
JULIO,1,7,0.008,NA,NA,0.353,12,15,0.01
JULIO,1,8,0.008,0.009,NA,0.363,13,16,0.012
JULIO,1,9,0.009,0.009,NA,0.378,18,21,0.013
JULIO,1,10,0.011,0.009,NA,0.39,18,19,0.012
JULIO,1,11,0.018,0.01,NA,0.4,16,24,0.007
JULIO,1,12,0.028,0.012,NA,0.412,15,22,0.006
JULIO,1,13,0.034,0.015,NA,0.422,12,16,0.004
JULIO,1,14,0.036,0.019,NA,0.431,9,14,0.005
JULIO,1,15,0.04,0.023,NA,0.429,8,12,0.003
JULIO,1,16,0.045,0.028,NA,0.431,6,12,0.005
JULIO,1,17,0.044,0.032,NA,0.419,23,12,0.006
JULIO,1,18,0.029,0.034,NA,0.427,39,18,0.009
JULIO,1,19,0.029,0.036,NA,0.446,26,14,0.009
JULIO,1,20,0.03,0.036,NA,0.578,22,16,0.007
JULIO,1,21,0.036,0.036,NA,0.615,15,14,0.007
JULIO,1,22,0.022,0.035,NA,0.647,16,14,0.014
JULIO,1,23,0.016,0.032,NA,0.663,16,16,0.016
JULIO,2,0,0.02,0.028,0.012,0.663,17,18,0.015
JULIO,2,1,0.022,0.026,0.012,0.657,17,23,0.013
JULIO,2,2,0.021,0.024,0.012,0.632,15,15,0.013
JULIO,2,3,0.014,0.023,0.012,0.606,14,13,0.017
JULIO,2,4,0.014,0.021,0.012,0.466,15,17,0.016
JULIO,2,5,0.016,0.018,0.012,0.427,16,18,0.012
JULIO,2,6,0.012,0.017,0.011,0.396,17,20,0.016
JULIO,2,7,0.012,0.016,0.011,0.388,18,20,0.016
JULIO,2,8,0.016,0.016,0.011,0.384,18,19,0.012
JULIO,2,9,0.017,0.015,0.011,0.387,23,24,0.013
JULIO,2,10,0.026,0.016,0.011,0.456,20,27,0.009
JULIO,2,11,0.034,0.018,0.012,0.453,19,20,0.006
JULIO,2,12,0.04,0.022,0.012,0.448,15,21,0.006
JULIO,2,13,0.046,0.025,0.013,0.442,12,22,0.004
JULIO,2,14,0.046,0.03,0.013,0.439,11,18,0.005
JULIO,2,15,0.054,0.035,0.014,0.457,11,20,0.007
JULIO,2,16,0.06,0.04,0.015,0.476,13,24,0.006
JULIO,2,17,0.062,0.046,0.015,0.467,12,19,0.004
JULIO,2,18,0.066,0.051,0.016,0.391,15,19,0.004
JULIO,2,19,0.051,0.053,0.014,0.401,16,16,0.01
JULIO,2,20,0.048,0.054,0.013,0.418,20,14,0.009
JULIO,2,21,0.038,0.053,0.013,0.428,24,12,0.007
JULIO,2,22,0.039,0.052,0.012,0.438,29,13,0.007
JULIO,2,23,0.017,0.048,0.011,0.411,21,12,0.007
JULIO,3,0,0.029,0.044,0.011,0.365,15,17,0.005
JULIO,3,1,0.031,0.04,0.01,0.357,14,14,0.005
JULIO,3,2,0.023,0.034,0.01,0.364,11,12,0.006
JULIO,3,3,0.024,0.031,0.01,0.361,12,11,0.005
JULIO,3,4,0.021,0.028,0.01,0.346,14,14,0.007
JULIO,3,5,0.019,0.025,0.01,0.348,16,16,0.008
JULIO,3,6,0.008,0.021,0.01,0.333,17,16,0.01
JULIO,3,7,0.012,0.021,0.01,0.349,16,15,0.012
JULIO,3,8,0.01,0.018,0.01,0.404,15,15,0.018
JULIO,3,9,0.015,0.016,0.009,0.443,23,21,0.016
JULIO,3,10,0.018,0.016,0.009,0.517,28,25,0.018
JULIO,3,11,0.033,0.017,0.008,0.557,28,33,0.01
JULIO,3,12,0.042,0.019,0.008,0.585,20,30,0.008
JULIO,3,13,0.052,0.024,0.008,0.597,21,29,0.008
JULIO,3,14,0.057,0.03,0.008,0.627,20,32,0.009
JULIO,3,15,0.061,0.036,0.007,0.629,18,28,0.009
JULIO,3,16,0.065,0.043,0.006,0.607,17,25,0.008
JULIO,3,17,0.067,0.049,0.006,0.584,17,23,0.008
JULIO,3,18,0.073,0.056,0.005,0.525,19,24,0.01
JULIO,3,19,0.056,0.059,0.005,0.509,26,27,0.012
JULIO,3,20,0.047,0.06,0.005,0.509,29,23,0.01
JULIO,3,21,0.045,0.059,0.005,0.509,25,21,0.012
JULIO,3,22,0.038,0.056,0.005,0.507,25,23,0.009
JULIO,3,23,0.017,0.051,0.006,0.514,28,26,0.014
JULIO,4,0,0.029,0.046,0.006,0.499,24,29,0.009
JULIO,4,1,0.018,0.04,0.006,0.479,21,23,0.009
JULIO,4,2,0.016,0.033,0.006,0.451,21,19,0.007
JULIO,4,3,0.027,0.03,0.008,0.416,19,21,0.008
JULIO,4,4,0.025,0.027,0.008,0.376,14,16,0.009
JULIO,4,5,0.019,0.024,0.008,0.345,14,13,0.01
JULIO,4,6,0.018,0.021,0.008,0.311,14,12,0.012
JULIO,4,7,0.01,0.02,0.008,0.293,19,16,0.014
JULIO,4,8,0.013,0.018,0.009,0.318,19,18,0.017
JULIO,4,9,0.014,0.018,0.01,0.352,23,23,0.016
JULIO,4,10,0.031,0.02,0.012,0.36,29,33,0.006
JULIO,4,11,0.034,0.021,0.012,0.373,29,31,0.014
JULIO,4,12,0.044,0.023,0.012,0.403,29,34,0.014
JULIO,4,13,0.059,0.028,0.013,0.454,27,30,0.009
JULIO,4,14,0.068,0.034,0.013,0.485,33,31,0.01
JULIO,4,15,0.076,0.042,0.014,0.502,34,39,0.01
JULIO,4,16,0.083,0.051,0.015,0.522,34,38,0.013
JULIO,4,17,0.084,0.06,0.016,0.53,37,38,0.01
JULIO,4,18,0.058,0.063,0.016,0.534,43,40,0.008
JULIO,4,19,0.047,0.065,0.016,0.553,32,31,0.015
JULIO,4,20,0.043,0.065,0.016,0.567,29,27,0.015
JULIO,4,21,0.034,0.062,0.016,0.553,29,25,0.017
JULIO,4,22,0.031,0.057,0.016,0.55,28,27,0.016
JULIO,4,23,0.033,0.052,0.016,0.53,23,24,0.015
JULIO,5,0,0.035,0.046,0.016,0.481,20,22,0.012
JULIO,5,1,0.043,0.041,0.017,0.442,26,25,0.006
JULIO,5,2,0.049,0.039,0.016,0.428,19,16,0.003
JULIO,5,3,0.043,0.039,0.015,0.395,15,14,0.005
JULIO,5,4,0.04,0.038,0.015,0.356,14,14,0.004
JULIO,5,5,0.034,0.038,0.014,0.329,13,14,0.007
