DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
OCT,6,14,31.24,5.25,0.184,5,2.92,120.54,28.77,31.72,856.18
OCT,6,15,29.35,12.75,0.207,10,2.76,104.46,29.72,30.88,756.91
OCT,6,16,30.51,5.73,0.209,10,3.62,93.92,30.21,26.80,580.54
OCT,6,17,32.81,4.54,0.180,12,3.47,80.42,30.43,25.80,432.33
OCT,6,18,30.89,16.00,0.181,20,3.83,73.79,28.49,29.13,110.85
OCT,6,19,23.74,10.90,0.356,20,3.03,58.86,26.17,34.29,11.80
OCT,6,20,23.14,29.50,0.255,26,4.41,52.38,24.18,40.83,33.47
OCT,6,21,24.63,11.35,0.240,26,4.55,60.36,23.23,46.12,20.20
OCT,6,22,19.57,5.43,0.241,21,4.21,82.09,21.98,52.82,8.71
OCT,6,23,18.87,6.14,0.209,21,4.26,80.89,20.87,58.13,16.05
OCT,7,0,15.44,14.19,0.206,25,4.04,66.99,19.68,63.67,2.80
OCT,7,1,15.79,4.67,0.186,23,3.14,91.25,18.50,71.73,7.31
OCT,7,2,15.86,6.29,0.195,9,3.30,80.42,17.96,74.48,4.07
OCT,7,3,16.26,4.70,0.209,16,2.96,79.24,17.48,76.44,4.64
OCT,7,4,17.67,2.44,0.202,16,3.23,65.95,17.06,77.51,3.08
OCT,7,5,14.10,2.65,0.236,12,1.93,128.57,16.03,79.38,3.04
OCT,7,6,2.00,2.74,0.416,24,1.78,87.29,15.00,84.25,3.15
OCT,7,7,2.00,3.39,0.598,44,2.21,73.73,15.20,84.12,16.52
OCT,7,8,2.00,2.53,0.494,33,2.43,117.38,17.77,79.31,146.55
OCT,7,9,3.30,3.40,0.400,26,3.35,90.95,20.73,67.80,376.90
OCT,7,10,12.76,7.73,0.315,22,4.36,82.15,22.62,55.94,525.71
OCT,7,11,15.91,5.64,0.308,26,3.38,91.73,23.01,54.12,539.15
OCT,7,12,19.91,5.08,0.314,7,4.38,88.82,25.66,44.03,796.43
OCT,7,13,21.18,5.53,0.312,18,4.09,84.29,26.40,38.86,661.76
OCT,7,14,21.65,3.97,0.240,15,4.60,70.80,27.47,33.22,744.04
OCT,7,15,20.82,6.44,0.256,17,4.12,87.33,28.50,31.18,695.77
OCT,7,16,19.24,7.14,0.241,18,4.68,66.53,28.04,31.62,471.98
OCT,7,17,18.12,9.71,0.271,24,4.80,70.51,27.33,31.11,303.95
OCT,7,18,16.55,5.86,0.291,23,4.15,65.19,26.34,31.73,126.04
