DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
DIC,1,0,8.80,4.51,0.546,69,2.28,285.49,18.58,53.39,2.91
DIC,1,1,4.39,4.12,0.559,71,1.87,261.90,17.03,56.82,2.98
DIC,1,2,3.65,3.43,0.599,84,1.51,257.49,16.07,58.44,5.82
DIC,1,3,2.87,3.74,0.521,64,1.49,267.89,15.79,60.34,6.42
DIC,1,4,2.81,4.19,0.598,63,1.61,171.11,14.80,63.41,6.46
DIC,1,5,2.55,5.34,0.470,61,1.59,131.72,13.24,70.79,7.68
DIC,1,6,2.13,2.93,0.460,68,1.70,123.77,12.89,72.63,3.19
DIC,1,7,2.00,2.67,0.562,99,1.94,114.86,12.37,75.79,3.95
DIC,1,8,2.00,2.88,0.636,89,2.02,118.95,13.04,73.52,62.75
DIC,1,9,2.00,2.79,0.607,69,2.22,115.24,16.52,62.47,200.53
DIC,1,10,7.21,6.30,0.599,58,2.59,111.46,20.66,49.72,434.95
DIC,1,11,19.82,10.03,0.389,43,1.99,146.54,24.89,38.11,597.30
DIC,1,12,30.25,11.57,0.340,42,2.08,124.81,27.90,31.94,701.11
DIC,1,13,36.54,4.74,0.294,30,3.72,104.01,28.98,28.88,662.67
DIC,1,14,36.88,3.40,0.343,23,4.02,99.91,29.54,26.89,683.87
DIC,1,15,41.82,2.67,0.242,24,3.41,112.52,30.43,25.03,604.47
DIC,1,16,42.47,2.35,0.217,20,2.79,107.09,30.76,23.52,417.75
DIC,1,17,32.13,1.11,0.251,30,2.77,115.07,29.28,22.51,185.22
DIC,1,18,26.80,1.10,0.396,32,3.01,89.67,28.17,26.16,84.07
DIC,1,19,19.75,1.65,0.305,55,4.36,69.92,25.34,36.33,5.36
DIC,1,20,13.89,4.38,0.330,53,4.23,70.02,22.84,47.93,19.34
DIC,1,21,12.01,2.93,0.304,41,4.61,67.33,20.88,55.39,2.80
DIC,1,22,11.35,8.53,0.281,38,5.11,84.37,19.54,60.84,6.20
DIC,1,23,15.83,6.00,0.266,38,4.68,86.43,18.32,65.07,2.95
DIC,2,0,16.61,7.94,0.218,37,4.31,81.98,17.51,68.09,2.99
DIC,2,1,17.43,6.80,0.198,27,3.14,80.22,16.75,70.71,3.03
DIC,2,2,17.99,6.15,0.184,28,3.40,88.45,16.15,72.70,4.17
DIC,2,3,17.41,4.20,0.180,22,3.13,83.81,15.39,75.72,16.97
DIC,2,4,17.26,4.54,0.180,20,3.27,79.98,15.12,77.05,3.12
DIC,2,5,19.55,3.57,0.180,19,3.67,70.50,15.25,75.16,3.10
DIC,2,6,16.33,3.62,0.180,22,2.73,116.71,14.28,76.67,3.15
DIC,2,7,6.95,2.46,0.209,33,2.74,125.38,12.37,85.13,3.53
DIC,2,8,6.75,1.63,0.359,37,3.62,109.20,12.87,85.58,56.65
DIC,2,9,11.58,1.91,0.328,28,4.17,88.55,16.14,74.92,244.89
DIC,2,10,20.54,1.88,0.235,27,5.82,73.82,18.86,61.75,452.28
DIC,2,11,24.81,1.87,0.213,35,5.50,80.04,20.73,52.67,608.21
DIC,2,12,27.51,1.91,0.201,19,4.49,80.72,22.92,45.01,717.74
DIC,2,13,31.57,1.67,0.224,23,4.15,91.45,24.52,40.68,671.22
DIC,2,14,32.68,1.71,0.216,23,3.87,83.73,25.74,35.04,704.95
DIC,2,15,35.57,1.34,0.182,19,3.58,101.17,26.94,31.67,639.28
DIC,2,16,37.21,1.49,0.180,26,2.95,104.50,27.91,29.13,480.66
DIC,2,17,35.51,1.10,0.182,21,3.06,97.22,27.77,27.43,287.50
DIC,2,18,29.39,1.16,0.299,34,2.58,92.39,26.31,28.54,84.72
DIC,2,19,12.36,2.38,0.827,57,1.52,89.97,23.03,34.55,3.73
DIC,2,20,6.93,3.01,0.882,90,1.03,96.90,20.72,36.88,6.65
DIC,2,21,2.87,4.77,1.122,106,1.81,79.79,19.70,42.14,2.83
DIC,2,22,10.94,2.73,0.316,80,2.50,92.11,18.14,45.71,6.27
DIC,2,23,9.67,2.01,0.219,33,3.30,93.03,16.99,53.53,2.97
DIC,3,0,11.14,1.10,0.206,23,3.31,97.77,15.97,55.71,3.09
DIC,3,1,7.86,1.10,0.194,31,2.98,109.02,14.83,62.17,5.93
DIC,3,2,10.11,1.10,0.180,28,3.12,79.01,13.78,68.38,12.11
DIC,3,3,10.37,1.10,0.180,25,2.95,84.01,13.26,70.77,11.00
DIC,3,4,4.93,3.69,0.238,23,3.02,81.86,12.66,70.11,4.92
DIC,3,5,3.17,4.56,0.205,34,2.94,83.46,11.29,75.08,3.38
DIC,3,6,2.26,3.88,0.180,23,2.22,87.21,10.81,78.69,3.40
DIC,3,7,2.60,3.12,0.251,26,2.72,78.60,10.77,81.38,3.58
DIC,3,8,3.36,4.36,0.457,35,2.80,82.89,11.57,80.25,58.58
DIC,3,9,5.11,6.92,0.342,31,3.25,97.47,14.57,71.33,245.35
DIC,3,10,7.68,7.97,0.343,30,2.63,97.20,18.05,59.29,437.48
DIC,3,11,15.74,5.82,0.202,44,1.95,171.04,22.23,45.72,596.95
DIC,3,12,27.27,4.63,0.217,39,2.16,239.59,25.35,36.03,704.82
DIC,3,13,39.98,5.20,0.236,40,2.86,278.98,26.80,33.46,658.98
DIC,3,14,51.34,8.99,0.249,42,3.02,265.31,27.66,32.14,683.54
DIC,3,15,50.74,4.64,0.214,41,3.42,278.46,28.43,29.03,626.51
DIC,3,16,49.35,4.04,0.237,36,3.35,269.58,28.49,28.60,462.66
DIC,3,17,45.38,3.17,0.185,34,2.94,276.32,28.11,27.64,271.73
DIC,3,18,36.92,3.70,0.295,38,2.91,278.94,26.57,28.58,83.42
DIC,3,19,13.33,4.06,1.252,58,1.50,270.38,23.56,31.82,20.22
DIC,3,20,2.20,6.03,2.355,142,1.66,229.36,21.53,35.29,9.42
DIC,3,21,9.57,7.87,2.713,198,1.30,193.31,20.19,40.69,13.48
DIC,3,22,18.71,6.87,1.895,149,1.15,239.19,18.68,44.61,6.21
DIC,3,23,8.17,7.14,1.607,143,1.67,203.70,17.79,47.93,6.29
DIC,4,0,4.27,5.47,0.661,107,2.07,275.13,17.57,54.50,2.93
DIC,4,1,3.06,3.46,0.544,75,1.80,298.41,16.69,56.26,10.51
DIC,4,2,2.40,1.46,0.554,83,1.81,245.12,15.68,58.83,6.42
DIC,4,3,3.85,1.10,0.445,67,1.46,193.00,15.20,61.66,3.11
DIC,4,4,12.28,2.42,0.411,77,1.88,99.26,13.78,67.05,6.49
DIC,4,5,8.07,2.90,0.401,70,1.75,129.03,12.32,71.22,6.63
DIC,4,6,4.83,3.13,0.423,74,1.42,145.21,11.38,74.05,3.27
DIC,4,7,7.45,4.19,0.749,92,1.90,97.07,11.47,75.37,3.53
DIC,4,8,9.69,8.54,0.930,128,2.14,112.69,11.96,75.05,55.28
DIC,4,9,6.55,6.35,0.606,103,2.67,104.14,15.95,62.62,239.41
DIC,4,10,14.93,3.42,0.405,54,1.91,140.09,20.48,52.14,432.63
DIC,4,11,23.17,2.62,0.252,43,2.00,203.45,23.50,46.73,595.02
DIC,4,12,35.33,1.68,0.180,26,2.01,184.27,25.54,39.70,709.53
DIC,4,13,43.42,7.37,0.199,24,2.08,207.41,27.35,33.25,666.42
DIC,4,14,51.24,11.45,0.243,31,2.26,215.88,27.99,30.37,659.99
DIC,4,15,53.22,9.28,0.191,33,2.43,210.41,28.89,26.14,621.86
DIC,4,16,56.63,18.14,0.209,33,2.13,186.95,29.05,23.46,460.91
DIC,4,17,55.29,19.00,0.245,37,2.53,291.51,28.31,22.96,272.86
DIC,4,18,53.93,11.95,0.182,47,1.50,227.07,26.59,23.77,86.46
DIC,4,19,31.66,5.81,0.679,87,1.36,152.58,22.98,25.84,7.52
DIC,4,20,3.79,4.10,2.204,183,1.18,188.31,20.93,28.56,2.77
DIC,4,21,2.00,7.95,2.788,213,1.04,220.58,19.71,33.63,10.02
DIC,4,22,3.82,9.41,1.582,172,1.33,139.24,18.46,42.39,6.32
DIC,4,23,4.83,7.64,0.742,164,2.14,134.31,16.39,48.66,13.58
DIC,5,0,4.96,4.50,0.399,113,2.61,145.89,15.94,51.62,3.08
DIC,5,1,5.43,3.88,0.328,70,2.24,132.18,15.60,53.30,6.40
