DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
JUL,1,0,19.43,5.27,0.232,32,4.14,58.24,18.64,70.13,2.17
JUL,1,1,22.40,6.06,0.227,23,4.18,66.54,17.26,80.41,2.22
JUL,1,2,22.53,6.50,0.222,10,4.72,85.59,17.58,79.20,2.20
JUL,1,3,22.12,3.94,0.228,4,3.93,108.85,17.44,78.50,2.23
JUL,1,4,16.13,3.32,0.263,3,2.29,129.94,16.79,81.11,2.27
JUL,1,5,16.22,3.12,0.262,9,2.27,67.03,16.36,83.00,2.30
JUL,1,6,14.20,3.70,0.319,12,2.57,112.08,15.97,83.80,2.31
JUL,1,7,2.00,3.36,0.446,19,2.63,121.71,16.01,84.86,53.64
JUL,1,8,3.23,3.86,0.433,9,3.55,104.11,18.96,73.58,220.93
JUL,1,9,6.41,4.42,0.419,15,3.30,100.75,20.39,66.06,318.42
JUL,1,10,14.65,4.68,0.349,10,3.55,93.74,22.37,55.61,523.30
JUL,1,11,21.03,3.96,0.332,3,3.44,108.95,24.62,47.62,804.92
JUL,1,12,26.80,3.92,0.316,6,2.89,130.48,26.84,41.61,979.25
JUL,1,13,31.97,2.55,0.327,8,2.64,140.02,27.99,35.90,858.82
JUL,1,14,32.64,1.98,0.231,8,3.48,142.71,28.22,35.93,1021.05
JUL,1,15,32.51,2.28,0.228,7,3.72,169.01,28.09,32.24,867.08
JUL,1,16,35.17,2.69,0.209,2,2.55,132.72,29.49,27.64,816.79
JUL,1,17,32.96,NA,0.180,6,2.77,109.54,29.42,25.27,563.22
JUL,1,18,31.90,1.10,0.180,7,3.22,143.69,29.55,25.81,408.23
JUL,1,19,30.94,1.10,0.214,30,4.34,164.12,26.60,41.27,150.44
JUL,1,20,22.95,NA,0.269,28,3.29,174.22,24.50,42.28,7.97
JUL,1,21,18.63,NA,0.283,70,2.48,225.25,22.90,46.02,2.01
JUL,1,22,19.54,1.90,0.306,32,4.19,95.49,21.61,57.08,2.04
JUL,1,23,19.44,1.18,0.270,16,3.99,90.39,20.58,61.84,2.14
JUL,2,0,20.48,1.10,0.260,17,2.98,100.16,20.44,60.01,2.09
JUL,2,1,17.35,1.10,0.274,18,2.51,128.28,20.10,61.94,7.23
JUL,2,2,14.10,3.44,0.312,16,2.80,131.62,19.93,62.44,2.14
JUL,2,3,9.99,2.39,0.320,9,2.41,91.07,19.70,64.43,2.13
JUL,2,4,8.55,1.37,0.307,16,2.00,115.90,19.45,65.66,2.15
JUL,2,5,8.92,1.88,0.299,12,2.01,215.92,18.81,68.54,2.13
JUL,2,6,2.39,11.26,0.533,16,1.55,152.61,18.38,72.12,4.44
JUL,2,7,2.00,7.02,0.525,26,1.52,166.68,18.25,73.18,26.70
JUL,2,8,2.00,3.83,0.401,25,2.34,142.79,20.66,67.28,177.47
JUL,2,9,16.32,8.64,0.441,11,2.16,135.02,24.21,55.58,426.39
JUL,2,10,25.76,10.25,0.457,8,1.65,161.01,27.82,43.88,680.31
JUL,2,11,31.06,44.61,0.592,21,2.25,115.30,28.31,38.70,816.05
JUL,2,12,38.55,48.53,0.516,47,2.39,167.63,28.51,37.04,769.91
JUL,2,13,44.75,44.57,0.359,48,2.43,206.95,28.84,35.21,687.90
JUL,2,14,47.58,28.73,0.345,31,2.18,149.49,29.57,32.99,731.15
JUL,2,15,47.60,12.59,0.261,30,2.22,189.86,29.80,31.59,670.04
JUL,2,16,54.52,20.56,0.333,27,2.18,229.62,30.22,30.11,493.40
JUL,2,17,48.99,18.58,0.279,38,2.95,144.86,29.01,32.13,185.75
JUL,2,18,34.73,1.86,0.198,69,4.64,205.15,25.80,41.51,76.12
JUL,2,19,25.39,1.10,0.230,52,4.55,261.19,22.50,51.10,30.92
JUL,2,20,24.26,1.10,0.253,12,2.26,221.66,21.50,52.87,9.30
JUL,2,21,14.82,1.60,0.325,18,2.33,99.36,21.01,56.52,28.74
JUL,2,22,15.30,1.10,0.213,24,3.05,106.68,20.41,62.94,8.84
JUL,2,23,14.23,5.80,0.186,13,2.87,79.63,19.66,66.33,8.23
JUL,3,0,16.07,6.64,0.258,37,3.23,117.00,16.93,85.59,4.52
JUL,3,1,18.25,2.26,0.180,31,2.94,85.87,15.96,94.59,2.37
JUL,3,2,15.30,4.20,0.180,4,1.88,77.34,15.48,96.07,6.73
JUL,3,3,23.73,13.84,0.240,6,1.55,220.89,15.64,96.20,12.36
JUL,3,4,21.63,17.36,0.348,6,1.45,244.53,15.85,96.86,4.52
JUL,3,5,15.25,20.65,0.488,14,2.05,255.98,15.96,96.93,2.34
JUL,3,6,16.49,12.32,0.638,20,3.12,285.02,15.78,96.81,6.79
JUL,3,7,12.61,5.57,0.693,12,2.30,300.56,15.93,97.16,16.22
JUL,3,8,14.11,4.13,0.577,10,2.52,303.35,17.63,98.09,170.06
JUL,3,9,23.46,3.47,0.326,9,1.82,240.90,21.14,93.72,386.21
JUL,3,10,27.89,2.42,0.310,NA,1.95,220.71,25.08,81.48,683.47
JUL,3,11,31.33,1.92,0.231,11,2.02,173.17,25.68,69.14,773.60
JUL,3,12,37.83,1.24,0.223,9,2.01,226.19,27.36,56.88,972.95
JUL,3,13,46.25,5.65,0.261,7,1.88,199.24,28.58,44.43,841.69
JUL,3,14,66.62,91.46,1.032,40,2.43,222.09,28.74,41.79,1048.20
JUL,3,15,69.99,62.54,0.634,40,1.98,190.84,29.39,38.75,582.91
JUL,3,16,59.50,18.27,0.307,43,2.30,151.28,28.75,38.60,525.80
JUL,3,17,48.71,3.97,0.180,20,2.40,157.53,28.31,36.94,362.41
JUL,3,18,47.51,4.51,0.193,18,2.18,144.12,26.23,42.28,124.37
JUL,3,19,46.18,2.32,0.180,16,2.06,145.96,25.46,45.10,90.81
JUL,3,20,36.64,5.46,0.252,20,3.59,80.83,24.13,53.04,16.49
JUL,3,21,28.74,6.04,0.182,25,3.03,74.73,22.05,59.10,2.02
JUL,3,22,21.72,3.32,0.203,16,3.07,119.92,20.45,65.66,13.37
JUL,3,23,15.59,3.50,0.236,26,3.19,94.15,20.24,68.94,17.10
JUL,4,0,14.81,2.89,0.197,21,3.12,111.04,19.57,71.27,6.59
JUL,4,1,7.35,1.38,0.211,17,2.01,127.50,18.42,75.47,7.18
JUL,4,2,8.42,1.10,0.226,14,1.88,155.94,17.85,77.43,7.25
JUL,4,3,12.53,1.74,0.211,21,1.93,149.78,17.69,79.58,7.26
JUL,4,4,5.08,2.71,0.350,17,1.44,74.46,17.42,81.85,9.46
JUL,4,5,2.84,5.32,0.288,22,1.29,184.43,16.99,81.96,2.26
JUL,4,6,2.00,4.72,0.438,26,1.61,228.05,16.42,83.02,2.38
JUL,4,7,2.00,4.42,0.796,34,1.39,254.08,17.31,82.56,36.25
JUL,4,8,2.00,5.79,0.932,42,1.65,137.51,20.17,77.34,143.09
JUL,4,9,2.95,8.70,0.397,38,1.95,138.43,23.70,67.58,394.66
JUL,4,10,21.30,33.41,0.652,24,1.73,193.04,26.76,54.27,616.81
