DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
ENE,1,0,2.00,19.36,2.497,176,1.43,243.74,14.67,56.34,2.29
ENE,1,1,2.93,33.02,2.418,444,1.70,238.47,13.98,60.18,2.29
ENE,1,2,4.44,28.15,2.278,451,1.58,144.91,13.02,62.57,2.36
ENE,1,3,2.43,16.87,1.662,422,1.79,131.77,12.59,66.46,4.56
ENE,1,4,3.25,18.30,1.672,285,1.12,210.78,11.57,65.33,2.41
ENE,1,5,3.77,25.17,2.448,459,1.28,76.81,10.95,69.88,2.49
ENE,1,6,2.27,10.96,1.523,256,1.30,140.22,10.15,73.84,2.48
ENE,1,7,2.00,7.04,1.423,179,1.59,258.27,9.52,71.09,6.96
ENE,1,8,NA,4.34,0.896,105,1.80,251.76,9.54,73.77,25.60
ENE,1,9,2.48,3.68,0.816,67,1.70,192.50,13.56,66.55,196.60
ENE,1,10,10.94,2.72,0.647,59,1.63,102.24,18.38,47.84,372.23
ENE,1,11,24.66,11.64,0.637,80,1.80,92.29,20.36,43.42,595.59
ENE,1,12,46.42,4.80,0.508,85,1.81,276.59,24.14,33.60,678.00
ENE,1,13,45.95,NA,0.329,53,2.11,272.86,23.25,32.37,466.50
ENE,1,14,38.72,NA,0.230,24,2.37,267.48,23.98,31.39,458.87
ENE,1,15,37.74,NA,0.289,12,2.62,283.28,25.56,29.03,676.69
ENE,1,16,35.35,NA,0.270,25,3.86,297.97,24.98,29.61,456.39
ENE,1,17,33.11,NA,0.270,23,3.42,291.40,24.46,30.26,294.67
ENE,1,18,28.69,NA,0.389,29,2.60,288.94,22.36,35.18,63.16
ENE,1,19,12.42,NA,1.045,30,1.66,321.23,20.70,38.72,4.30
ENE,1,20,3.83,12.91,2.199,122,1.07,189.89,18.62,40.70,15.95
ENE,1,21,NA,7.19,2.099,184,1.27,140.36,17.37,48.03,13.24
ENE,1,22,2.00,6.48,1.533,117,1.21,170.45,16.37,51.40,6.64
ENE,1,23,NA,5.80,1.463,108,1.88,175.48,15.88,53.74,2.18
