DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
AGO,11,10,22.59,4.36,0.342,5,3.13,104.30,23.31,78.35,571.64
AGO,11,11,25.61,4.16,0.318,10,3.33,93.59,24.45,66.98,767.45
AGO,11,12,33.05,3.90,0.331,3,3.20,105.58,26.36,57.43,907.18
AGO,11,13,34.09,4.60,0.290,7,2.63,131.66,27.76,48.67,990.44
AGO,11,14,35.62,23.73,0.339,9,2.15,172.97,29.13,42.33,975.71
AGO,11,15,40.24,19.68,0.261,14,2.22,158.95,30.37,36.03,925.95
AGO,11,16,42.07,6.30,0.180,10,2.31,151.97,31.05,32.77,765.58
AGO,11,17,48.34,18.94,0.457,5,2.58,193.23,31.24,32.70,565.32
AGO,11,18,56.55,15.56,0.434,41,3.01,277.45,30.30,36.41,337.15
AGO,11,19,45.12,9.85,0.335,33,3.67,261.68,28.36,42.45,112.60
AGO,11,20,27.64,15.85,0.470,74,3.03,224.66,23.38,60.09,5.13
AGO,11,21,20.56,17.64,0.409,28,2.96,178.65,22.51,66.23,2.49
AGO,11,22,25.96,6.52,0.294,19,2.62,218.25,20.65,74.90,2.62
AGO,11,23,24.12,5.18,0.279,24,2.46,255.52,20.91,74.02,2.63
AGO,12,0,18.46,4.36,0.232,21,2.46,275.62,20.71,76.15,2.69
AGO,12,1,16.55,3.09,0.193,19,2.55,274.00,20.11,78.57,2.69
AGO,12,2,14.04,1.82,0.190,8,2.39,270.12,19.23,82.06,2.77
AGO,12,3,13.91,2.35,0.180,7,2.43,267.96,19.06,84.15,2.78
AGO,12,4,11.27,1.71,0.180,8,2.25,251.98,18.13,86.60,2.78
AGO,12,5,8.26,1.43,0.180,10,2.51,251.44,17.56,88.97,2.87
AGO,12,6,5.50,1.36,0.193,11,2.55,258.30,17.27,90.86,2.92
AGO,12,7,2.00,1.62,0.334,13,2.07,251.27,17.94,91.55,10.80
AGO,12,8,4.59,1.42,0.296,20,2.38,265.55,18.81,90.89,87.91
AGO,12,9,8.20,1.10,0.332,15,2.86,286.26,21.11,84.58,213.80
AGO,12,10,13.50,1.10,0.331,11,2.45,274.86,22.06,76.87,253.65
AGO,12,11,18.34,3.27,0.369,11,2.18,231.98,25.08,64.41,531.06
AGO,12,12,32.19,75.32,0.952,28,2.16,246.07,28.78,46.44,855.09
AGO,12,13,47.42,66.08,0.832,58,2.04,187.20,28.84,43.62,789.94
AGO,12,14,44.19,11.37,0.192,30,2.16,166.22,28.84,41.32,671.41
AGO,12,15,44.41,16.03,0.207,32,2.22,158.30,29.23,38.63,508.60
AGO,12,16,42.86,15.75,0.215,12,2.20,186.58,30.29,35.79,721.68
AGO,12,17,46.59,20.74,0.381,19,2.93,251.46,30.70,34.33,573.34
AGO,12,18,46.12,8.46,0.375,18,2.85,269.45,30.29,37.30,352.51
AGO,12,19,42.72,NA,0.362,39,2.86,269.59,28.84,42.22,134.19
AGO,12,20,37.88,5.20,0.661,50,2.97,219.25,25.67,56.36,26.95
AGO,12,21,25.40,7.98,0.627,55,2.52,196.23,21.85,77.95,2.72
AGO,12,22,30.31,5.67,0.287,33,3.99,159.39,19.74,84.72,2.74
AGO,12,23,27.55,3.89,0.299,20,2.61,200.70,18.38,88.53,2.85
AGO,13,0,14.56,11.89,0.570,20,2.15,164.08,17.99,95.18,2.85
AGO,13,1,12.30,9.45,0.268,6,1.74,88.90,17.56,96.62,2.96
AGO,13,2,9.72,3.86,0.267,10,2.61,123.97,17.37,97.96,2.92
AGO,13,3,13.41,2.99,0.268,17,2.18,149.83,17.15,98.17,2.96
AGO,13,4,15.25,1.92,0.289,12,1.27,98.15,17.20,98.50,2.93
AGO,13,5,9.90,1.84,0.304,19,2.09,108.25,17.12,98.40,2.90
AGO,13,6,2.06,1.66,0.379,25,2.06,148.68,16.46,98.37,2.98
AGO,13,7,2.00,1.78,0.461,24,2.39,114.94,16.58,98.12,22.57
AGO,13,8,5.02,1.67,0.448,18,2.60,109.07,19.38,91.55,193.72
AGO,13,9,14.97,1.85,0.378,3,2.49,112.45,22.75,81.69,406.45
AGO,13,10,20.19,1.76,0.379,14,3.05,89.03,24.01,72.95,589.24
AGO,13,11,29.17,2.79,0.343,19,2.53,117.49,25.96,61.47,757.39
AGO,13,12,37.35,2.44,0.328,13,2.60,122.89,27.07,54.01,889.25
AGO,13,13,43.57,2.51,0.370,20,2.15,146.72,28.11,49.85,940.71
AGO,13,14,39.98,1.98,0.261,13,2.32,170.48,29.58,40.89,901.06
AGO,13,15,41.61,1.39,0.180,2,2.51,157.18,30.37,35.44,936.74
AGO,13,16,46.60,7.17,0.198,7,2.39,199.65,31.21,32.94,787.39
AGO,13,17,50.10,4.34,0.204,12,2.50,268.58,31.11,33.41,585.90
AGO,13,18,51.12,3.57,0.212,18,2.61,244.93,30.70,34.04,380.22
AGO,13,19,47.19,NA,0.211,30,2.17,223.55,29.07,34.81,106.60
AGO,13,20,43.76,4.36,0.382,39,3.15,248.14,26.51,42.80,5.00
AGO,13,21,31.17,12.32,0.254,34,3.46,184.02,22.78,59.83,2.46
