DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
MAY,9,2,17.81,4.61,0.369,52,1.40,313.61,19.66,21.17,2.18
MAY,9,3,7.09,4.35,0.409,53,1.20,300.41,18.30,23.95,2.22
MAY,9,4,4.71,3.79,0.409,61,1.66,266.79,17.67,24.89,2.25
MAY,9,5,6.61,3.70,0.459,61,1.74,261.25,16.98,25.82,2.27
MAY,9,6,10.41,3.33,0.767,55,1.54,261.42,17.03,27.30,2.30
MAY,9,7,5.72,3.88,1.066,61,1.28,127.63,16.76,30.01,35.00
MAY,9,8,2.00,7.99,1.006,101,1.67,116.24,18.21,32.29,191.87
MAY,9,9,5.34,5.25,0.678,79,1.39,159.06,24.81,23.60,462.44
MAY,9,10,28.93,4.29,0.568,55,1.67,241.66,28.42,19.19,704.92
MAY,9,11,41.22,3.29,0.349,52,2.50,223.15,30.02,14.33,894.51
MAY,9,12,41.24,2.57,0.250,37,3.99,254.34,30.85,10.87,1026.17
MAY,9,13,39.32,2.00,0.359,36,4.83,266.15,31.75,8.55,1043.68
MAY,9,14,49.67,1.53,0.319,44,4.61,261.02,32.41,7.70,966.60
MAY,9,15,52.49,1.50,0.309,39,4.81,271.57,32.61,7.51,766.76
MAY,9,16,48.78,1.29,0.250,30,4.85,277.21,33.57,7.01,774.40
MAY,9,17,45.24,1.56,0.180,28,4.35,262.57,33.52,6.14,568.70
MAY,9,18,44.48,1.60,0.180,33,4.59,264.15,32.23,6.38,318.76
MAY,9,19,41.01,1.95,0.240,40,3.92,261.17,30.74,7.78,110.39
MAY,9,20,38.47,2.59,0.349,111,3.63,239.64,28.40,11.21,6.66
MAY,9,21,33.05,3.49,0.479,67,2.84,200.24,26.73,15.43,1.70
MAY,9,22,23.40,4.44,0.528,67,2.14,187.85,25.09,18.73,1.88
MAY,9,23,19.18,4.40,0.628,68,1.56,163.37,23.35,20.55,1.95
MAY,10,0,18.23,5.94,0.628,108,1.40,168.63,21.11,22.83,2.09
MAY,10,1,16.70,3.99,0.439,71,2.19,267.57,20.35,25.77,2.13
MAY,10,2,21.48,2.23,0.309,44,1.66,262.30,19.16,27.75,4.36
MAY,10,3,19.63,2.07,0.339,37,1.65,259.90,18.28,29.68,2.27
MAY,10,4,16.66,2.15,0.389,33,1.69,272.38,17.60,30.20,2.23
