DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
SEP,1,0,17.28,1.10,NA,30,2.51,125.52,19.09,52.68,2.77
SEP,1,1,14.91,19.99,NA,25,3.65,69.91,18.67,56.24,2.81
SEP,1,2,16.58,13.96,NA,40,3.71,81.01,18.18,60.51,2.94
SEP,1,3,13.87,7.82,NA,24,2.94,102.86,17.20,66.41,2.92
SEP,1,4,10.24,2.79,NA,36,2.46,127.83,15.36,72.24,3.06
SEP,1,5,7.51,1.37,NA,32,2.49,119.15,14.77,76.96,3.10
SEP,1,6,6.58,1.10,NA,30,1.76,85.85,14.74,80.35,3.11
SEP,1,7,2.00,1.41,NA,32,1.89,115.89,14.19,83.04,17.44
SEP,1,8,4.57,1.10,NA,38,1.96,111.51,18.11,74.00,183.78
SEP,1,9,12.69,1.70,NA,29,2.57,123.78,22.33,61.49,412.08
SEP,1,10,22.06,4.33,NA,32,4.25,67.39,23.33,51.86,631.84
SEP,1,11,26.01,1.71,NA,22,3.75,68.86,25.13,43.12,814.32
SEP,1,12,27.14,5.67,NA,24,3.81,81.00,26.55,36.28,935.71
SEP,1,13,30.80,3.60,NA,15,2.93,94.04,28.03,31.47,991.56
SEP,1,14,35.05,2.13,NA,22,3.17,95.64,29.24,27.01,981.18
SEP,1,15,34.63,2.93,NA,6,3.23,93.20,29.90,25.51,903.78
SEP,1,16,32.96,7.85,NA,13,3.32,109.92,30.53,25.03,747.79
SEP,1,17,32.20,5.52,NA,11,2.87,101.18,30.69,23.21,493.68
SEP,1,18,30.59,7.61,NA,18,3.36,72.69,30.36,22.97,314.56
SEP,1,19,24.55,26.92,NA,26,3.63,71.65,28.39,29.22,86.32
SEP,1,20,19.35,17.46,NA,51,4.36,65.92,25.70,36.98,2.63
SEP,1,21,18.23,7.55,NA,25,3.92,68.09,24.10,42.75,2.32
SEP,1,22,17.19,4.53,NA,26,4.33,65.85,22.80,47.86,4.65
SEP,1,23,10.88,43.78,NA,30,4.07,77.14,21.35,55.77,2.57
SEP,2,0,14.24,9.93,NA,25,4.01,92.28,20.28,59.81,2.71
SEP,2,1,8.78,37.99,NA,12,3.82,77.83,19.20,64.40,2.84
SEP,2,2,12.21,18.77,NA,26,3.04,90.36,18.37,67.45,2.89
SEP,2,3,13.35,5.83,NA,18,3.21,67.17,17.76,70.64,2.90
SEP,2,4,14.96,3.06,NA,17,3.77,52.90,17.87,71.82,2.90
SEP,2,5,12.50,24.34,NA,18,2.08,100.72,17.75,72.21,2.93
SEP,2,6,2.80,9.25,NA,26,2.34,119.10,16.22,78.96,3.01
SEP,2,7,2.00,7.51,NA,32,2.78,85.30,16.42,84.36,17.33
SEP,2,8,2.00,5.56,NA,30,2.35,80.62,19.69,77.03,178.70
SEP,2,9,9.99,9.28,NA,21,2.17,138.96,23.96,62.27,402.83
SEP,2,10,17.02,17.28,NA,31,2.58,103.43,25.80,50.78,667.60
SEP,2,11,21.88,19.57,NA,20,3.59,94.75,27.05,43.44,883.91
SEP,2,12,23.69,15.50,NA,20,3.48,93.47,27.54,40.88,896.91
SEP,2,13,26.55,6.22,NA,21,3.02,115.80,28.31,38.55,853.79
SEP,2,14,26.89,8.52,NA,11,2.83,116.38,28.67,36.06,595.59
SEP,2,15,27.01,12.33,NA,10,2.59,182.96,29.92,31.26,680.87
SEP,2,16,29.03,15.35,NA,8,2.54,135.50,30.52,29.79,679.13
SEP,2,17,28.97,15.74,NA,11,3.85,125.77,30.46,30.13,417.86
SEP,2,18,24.26,7.27,NA,56,4.61,91.24,26.89,40.44,250.71
SEP,2,19,21.50,2.13,NA,34,3.47,98.45,25.37,45.46,42.35
SEP,2,20,16.66,2.83,NA,44,2.29,59.29,23.56,51.32,2.53
SEP,2,21,14.00,13.07,NA,29,2.80,102.91,23.58,49.71,2.40
SEP,2,22,14.29,23.09,NA,34,4.59,72.23,22.19,56.00,2.55
SEP,2,23,13.68,30.28,NA,30,3.38,86.30,21.20,58.62,2.68
SEP,3,0,20.59,7.04,NA,20,2.20,226.45,20.79,56.61,2.69
SEP,3,1,22.23,18.93,NA,14,3.32,232.57,19.43,59.24,2.76
SEP,3,2,20.84,2.55,NA,14,3.05,310.27,17.38,75.46,2.89
SEP,3,3,21.56,1.43,NA,4,2.14,293.10,17.23,77.70,2.90
SEP,3,4,15.28,2.51,NA,NA,2.25,77.89,16.90,79.92,2.96
SEP,3,5,7.09,2.16,NA,20,2.25,128.11,15.29,76.88,3.12
SEP,3,6,9.96,1.76,NA,32,2.29,136.74,14.49,79.00,3.15
SEP,3,7,4.82,1.74,NA,36,3.04,110.42,14.41,81.08,14.55
SEP,3,8,8.11,3.47,NA,32,3.07,90.58,17.69,74.03,171.06
SEP,3,9,15.80,4.72,NA,24,3.17,99.36,21.12,62.49,394.51
SEP,3,10,22.93,7.09,NA,24,3.48,90.31,23.41,53.71,606.29
SEP,3,11,29.88,14.68,NA,24,4.04,85.03,24.84,48.55,788.62
SEP,3,12,34.03,7.81,NA,23,3.64,87.54,26.24,43.59,905.22
SEP,3,13,34.25,11.75,NA,11,3.02,98.43,27.73,38.76,916.51
SEP,3,14,35.57,12.17,NA,10,3.25,109.58,28.66,36.51,933.28
SEP,3,15,36.84,14.32,NA,11,2.50,135.92,30.25,32.31,890.16
SEP,3,16,36.01,7.25,NA,22,2.69,143.06,29.16,33.09,280.76
SEP,3,17,35.72,8.45,NA,14,2.74,220.93,29.80,30.83,464.05
SEP,3,18,31.00,3.46,NA,30,4.38,299.30,28.33,36.18,236.86
SEP,3,19,26.66,3.06,NA,47,2.70,277.39,25.74,43.52,25.61
SEP,3,20,22.98,2.97,NA,40,3.36,303.47,24.07,49.02,2.65
SEP,3,21,18.96,3.75,NA,33,2.78,292.43,23.32,54.72,2.43
SEP,3,22,21.85,6.52,NA,28,2.24,212.20,23.07,56.68,2.45
SEP,3,23,16.46,8.70,NA,23,2.51,74.75,22.05,57.62,2.58
SEP,4,0,7.62,4.22,NA,38,1.72,86.31,20.53,65.50,2.71
SEP,4,1,10.00,5.22,NA,21,2.31,138.21,19.70,67.25,2.69
SEP,4,2,9.58,3.42,NA,21,2.15,141.83,18.64,71.54,2.78
SEP,4,3,7.26,3.52,NA,22,2.32,124.69,18.21,74.53,2.83
SEP,4,4,4.17,3.83,NA,23,2.32,111.52,17.79,76.56,2.92
SEP,4,5,2.18,3.36,NA,27,1.69,133.71,16.90,80.41,2.95
SEP,4,6,2.00,2.77,NA,28,2.22,127.79,16.51,82.45,3.02
SEP,4,7,2.00,3.26,NA,36,2.18,128.26,16.24,84.30,14.85
SEP,4,8,2.00,2.87,NA,55,2.39,117.34,19.24,77.85,160.10
SEP,4,9,3.12,2.75,NA,37,2.53,115.54,22.58,65.12,380.34
SEP,4,10,15.98,2.65,NA,23,2.06,199.09,26.33,54.66,622.31
SEP,4,11,28.28,2.59,NA,29,2.42,210.43,27.40,50.43,636.64
SEP,4,12,33.40,2.06,NA,32,2.73,218.15,27.98,48.05,773.67
SEP,4,13,35.34,1.41,NA,18,2.55,251.15,29.03,44.76,736.62
SEP,4,14,36.05,1.28,NA,20,2.80,261.59,30.20,40.19,887.22
SEP,4,15,37.90,1.10,NA,8,2.48,221.72,31.14,33.50,734.65
SEP,4,16,35.54,1.18,NA,27,3.28,238.86,29.83,38.07,365.92
SEP,4,17,30.59,1.10,NA,39,3.09,146.84,27.40,43.95,237.73
SEP,4,18,26.66,17.64,NA,38,3.45,160.89,25.01,53.24,91.44
SEP,4,19,24.03,9.29,NA,43,3.23,296.52,22.88,59.54,17.65
SEP,4,20,19.10,2.25,NA,30,2.97,281.51,22.83,60.21,29.77
SEP,4,21,18.22,1.79,NA,36,2.72,308.23,21.56,65.78,25.96
SEP,4,22,16.18,1.10,NA,21,2.55,274.08,21.19,68.50,6.56
SEP,4,23,15.20,1.61,NA,27,2.28,300.09,20.63,71.25,6.56
SEP,5,0,13.73,1.10,NA,17,1.26,240.01,20.52,71.38,2.65
SEP,5,1,13.11,1.51,NA,27,1.92,225.19,20.35,73.03,7.18
SEP,5,2,12.11,2.47,NA,24,2.14,173.05,20.06,74.87,2.75
SEP,5,3,12.11,1.79,NA,28,1.69,164.63,18.66,85.78,2.92
SEP,5,4,3.67,1.88,NA,12,2.31,119.64,18.24,92.36,2.97
SEP,5,5,5.61,1.39,NA,22,2.10,139.88,17.99,94.54,2.93
SEP,5,6,6.78,1.65,NA,14,2.24,78.95,17.81,95.86,2.94
SEP,5,7,2.05,1.93,NA,23,1.75,131.89,17.77,96.17,10.54
SEP,5,8,2.11,1.50,NA,23,2.02,131.08,18.19,96.42,62.20
SEP,5,9,8.92,2.03,NA,23,2.35,115.50,19.34,92.43,157.06
