DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
MZO,2,5,4.56,6.68,0.359,31,1.58,73.59,16.02,51.26,12.45
MZO,2,6,2.00,9.90,0.379,32,1.30,74.33,14.59,57.54,2.33
MZO,2,7,NA,13.37,0.479,53,1.56,124.43,14.02,62.09,2.60
MZO,2,8,NA,9.18,0.687,64,1.70,127.41,14.84,58.29,66.75
MZO,2,9,2.00,11.94,0.926,31,1.52,100.24,20.58,44.53,287.82
MZO,2,10,10.98,10.09,0.588,45,1.63,263.26,25.23,40.04,522.54
MZO,2,11,24.95,4.74,0.429,32,2.56,281.35,26.46,39.66,729.56
MZO,2,12,36.78,3.37,0.319,18,2.74,273.26,27.70,35.51,884.48
MZO,2,13,38.31,2.45,0.280,8,2.68,273.66,29.47,27.85,969.12
MZO,2,14,42.02,1.98,0.250,23,2.70,236.85,30.86,22.95,814.48
MZO,2,15,42.40,2.12,0.220,6,2.74,254.19,31.88,17.72,887.75
MZO,2,16,41.19,1.82,0.180,12,3.19,251.13,32.22,14.44,736.31
MZO,2,17,29.35,NA,0.180,15,3.29,269.25,31.80,16.35,520.06
MZO,2,18,41.99,2.35,0.180,16,2.59,259.22,31.37,17.34,281.74
MZO,2,19,39.71,2.88,0.220,24,2.24,266.04,29.03,20.18,57.32
MZO,2,20,26.40,3.61,0.697,33,1.85,267.99,26.18,24.70,2.94
MZO,2,21,16.34,4.03,0.747,43,2.12,263.41,24.83,28.29,1.85
MZO,2,22,15.09,4.08,0.697,44,2.01,261.65,23.42,30.54,1.93
MZO,2,23,9.90,4.20,0.757,43,1.78,263.32,22.18,31.87,2.00
MZO,3,0,9.62,4.16,0.628,42,1.95,261.05,20.92,36.15,2.09
MZO,3,1,11.33,3.56,0.449,36,2.32,278.50,20.52,40.39,2.05
MZO,3,2,16.25,2.94,0.369,26,2.35,267.16,19.85,45.38,2.10
MZO,3,3,14.89,3.12,0.339,23,1.89,270.04,18.58,50.03,2.15
MZO,3,4,11.67,3.22,0.359,25,1.79,255.20,17.47,54.15,2.25
MZO,3,5,7.46,3.17,0.379,23,1.68,253.66,16.65,56.54,3.39
MZO,3,6,7.79,3.52,0.379,28,1.60,261.82,15.98,58.82,2.82
MZO,3,7,5.03,3.37,0.638,37,1.26,225.95,15.01,59.56,2.61
