DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
ABR,1,0,24.82,3.74,0.359,40,3.46,100.70,20.13,33.82,2.09
ABR,1,1,14.76,3.20,0.260,24,3.40,106.37,17.34,53.76,2.24
ABR,1,2,11.90,3.08,0.260,17,3.19,101.25,16.03,60.37,2.32
ABR,1,3,7.67,2.64,0.250,18,3.13,106.84,14.96,64.61,2.37
ABR,1,4,6.46,2.44,0.250,16,2.93,119.60,13.74,68.65,2.41
ABR,1,5,5.40,2.11,0.260,19,3.15,114.98,13.22,71.75,2.42
ABR,1,6,3.80,1.96,0.299,15,2.69,116.94,12.37,75.48,2.47
ABR,1,7,2.00,1.98,0.379,22,3.00,114.09,12.10,77.37,9.55
ABR,1,8,2.63,2.94,0.498,22,3.48,107.04,14.48,70.57,165.46
ABR,1,9,12.48,2.68,0.419,21,4.03,104.30,17.45,59.37,408.63
ABR,1,10,20.63,2.67,0.399,19,3.12,104.21,21.24,48.39,645.16
ABR,1,11,33.92,3.56,0.369,13,1.83,163.00,26.17,35.61,842.37
ABR,1,12,44.31,3.31,0.250,24,2.79,242.65,28.69,24.42,986.34
ABR,1,13,46.14,1.83,0.210,22,3.86,249.88,28.99,17.25,1066.03
ABR,1,14,49.16,1.79,0.270,10,3.87,265.48,30.11,17.06,1050.54
ABR,1,15,50.95,1.64,0.220,21,5.22,269.51,30.82,13.30,956.95
ABR,1,16,52.75,1.31,0.180,26,4.96,264.12,31.04,12.27,797.28
ABR,1,17,51.88,1.19,0.180,21,4.58,266.39,31.20,12.42,573.00
ABR,1,18,50.35,1.29,0.190,25,4.38,266.31,30.38,13.04,322.63
ABR,1,19,46.83,1.10,0.230,29,4.21,255.54,28.29,13.91,86.73
ABR,1,20,38.14,1.10,0.339,44,2.92,224.07,25.45,17.15,2.25
ABR,1,21,32.16,1.10,0.309,44,2.89,205.42,23.47,19.91,1.97
ABR,1,22,34.31,1.10,0.250,36,2.73,185.94,22.09,20.42,2.01
ABR,1,23,23.55,1.81,0.439,37,1.56,291.80,20.61,21.68,2.09
ABR,2,0,23.87,1.18,0.289,32,2.09,288.03,19.94,24.74,2.17
ABR,2,1,19.93,1.43,0.230,34,2.54,300.99,18.94,27.64,2.73
ABR,2,2,15.77,3.13,0.240,23,3.01,283.90,18.49,29.01,2.77
ABR,2,3,24.96,1.64,0.190,21,2.21,271.35,17.31,30.23,2.28
ABR,2,4,26.52,1.64,0.180,22,1.62,240.98,15.99,32.53,2.31
ABR,2,5,6.30,3.11,0.260,41,1.62,119.57,14.01,42.48,2.39
ABR,2,6,4.36,3.65,0.309,46,1.05,127.47,13.28,44.99,2.47
ABR,2,7,2.00,3.15,0.449,48,1.70,120.76,12.98,46.98,9.55
ABR,2,8,2.00,4.95,0.707,50,1.68,123.12,16.25,42.55,160.44
ABR,2,9,2.00,5.85,0.588,52,2.54,112.82,20.40,35.33,395.11
ABR,2,10,15.13,4.71,0.389,36,2.28,124.61,24.02,27.97,639.31
ABR,2,11,31.26,2.22,0.260,18,2.12,182.72,27.24,23.05,840.00
ABR,2,12,41.25,2.20,0.240,14,1.95,196.54,29.16,19.81,982.36
ABR,2,13,43.23,1.34,0.230,17,2.48,229.38,29.55,18.15,1047.97
ABR,2,14,44.39,1.10,0.240,15,2.96,262.67,30.22,16.56,1043.09
ABR,2,15,47.40,1.73,0.210,7,2.42,213.67,31.10,15.31,934.04
ABR,2,16,48.29,1.44,0.220,22,3.00,288.32,31.50,15.00,765.32
ABR,2,17,50.41,1.77,0.220,18,2.79,214.60,31.30,14.83,541.66
ABR,2,18,48.38,2.71,0.180,21,2.55,236.06,31.09,14.67,322.53
ABR,2,19,39.75,1.37,0.200,33,2.79,236.47,28.76,17.26,58.52
ABR,2,20,32.09,1.81,0.210,53,3.39,208.46,27.22,21.45,1.92
ABR,2,21,31.70,1.31,0.210,52,4.51,236.54,25.74,22.32,1.80
ABR,2,22,30.40,1.30,0.200,39,3.17,248.01,23.52,25.51,1.89
ABR,2,23,26.28,1.10,0.210,33,2.58,254.35,21.54,29.18,2.07
ABR,3,0,23.10,1.75,0.220,57,2.23,274.62,20.08,32.32,2.14
ABR,3,1,24.70,2.74,0.230,51,1.33,212.45,18.79,34.89,2.20
ABR,3,2,20.01,8.46,0.250,48,1.41,159.74,17.74,38.19,2.20
ABR,3,3,21.62,3.51,0.180,21,2.00,290.30,17.61,37.68,2.23
ABR,3,4,8.45,3.43,0.210,26,2.37,300.41,16.92,39.78,2.23
ABR,3,5,2.00,3.71,0.230,30,1.67,233.61,15.48,44.07,5.16
ABR,3,6,4.50,4.19,0.270,36,1.57,234.26,15.41,45.12,2.33
ABR,3,7,5.78,3.15,0.369,32,1.50,266.16,15.68,45.62,10.73
ABR,3,8,8.87,3.33,0.658,37,1.32,275.95,17.20,45.80,116.35
ABR,3,9,12.57,3.83,0.727,48,1.30,232.98,20.09,42.28,267.71
ABR,3,10,29.38,3.50,0.439,26,1.69,271.13,25.39,32.85,615.18
ABR,3,11,40.33,3.25,0.289,21,2.33,266.24,26.23,29.86,830.11
ABR,3,12,46.61,2.84,0.240,22,2.72,271.83,27.30,27.86,968.72
ABR,3,13,48.12,2.42,0.240,18,2.64,261.75,28.11,26.28,1034.21
ABR,3,14,50.32,7.96,0.309,18,2.85,268.43,28.96,24.69,899.03
ABR,3,15,52.12,1.97,0.180,26,3.92,249.89,29.91,21.20,906.45
ABR,3,16,52.04,1.81,0.220,25,4.24,276.42,30.14,21.72,742.42
ABR,3,17,51.82,2.02,0.210,32,4.50,271.11,30.36,20.34,571.96
ABR,3,18,51.86,1.73,0.200,37,4.29,260.63,28.85,20.78,264.71
ABR,3,19,46.57,1.20,0.240,45,4.23,264.12,26.98,23.02,80.73
ABR,3,20,39.47,1.10,0.280,55,4.05,257.29,24.48,25.09,2.37
ABR,3,21,37.66,1.10,0.319,46,3.40,246.95,23.27,25.24,2.00
ABR,3,22,32.52,1.10,0.289,36,2.08,214.84,21.65,28.25,8.21
ABR,3,23,31.52,1.42,0.309,39,2.77,244.39,20.48,32.79,2.66
ABR,4,0,31.37,1.33,0.260,34,1.68,189.50,19.21,37.02,2.17
ABR,4,1,29.40,1.67,0.240,45,1.42,181.68,17.93,41.59,2.26
ABR,4,2,29.74,1.51,0.230,31,1.58,291.08,17.34,45.27,3.36
ABR,4,3,23.85,1.79,0.270,26,1.47,256.76,16.71,47.13,2.26
ABR,4,4,16.01,2.41,0.289,33,1.15,4.87,15.88,49.47,2.31
ABR,4,5,10.22,2.82,0.349,36,1.03,123.37,14.97,52.10,3.45
ABR,4,6,3.35,2.84,0.419,44,1.17,105.59,14.02,56.50,2.41
ABR,4,7,2.00,3.19,0.578,45,1.08,105.27,13.64,60.22,10.37
ABR,4,8,2.40,5.99,0.847,51,1.33,107.19,17.10,53.93,159.29
ABR,4,9,6.88,7.83,0.797,59,1.13,163.00,22.99,39.95,393.78
ABR,4,10,26.47,5.93,0.479,43,1.66,239.87,25.67,31.33,629.50
ABR,4,11,40.77,3.38,0.329,18,2.14,266.93,27.23,26.74,832.44
ABR,4,12,48.23,2.58,0.270,30,3.01,277.75,27.54,26.65,978.25
ABR,4,13,52.29,1.83,0.250,21,3.34,280.13,28.46,23.14,1045.68
ABR,4,14,51.55,1.71,0.210,15,3.39,252.02,29.12,20.40,1012.10
ABR,4,15,50.06,1.67,0.210,10,4.00,279.23,29.65,18.47,936.54
ABR,4,16,50.62,1.10,0.180,16,3.41,283.28,30.55,15.22,780.12
ABR,4,17,50.56,1.71,0.180,19,3.34,282.67,30.48,14.84,512.10
ABR,4,18,49.12,2.50,0.180,27,3.21,295.09,29.23,13.82,253.68
