DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
OCTUBRE,1,0,NA,NA,NA,1.007,NA,NA,NA
OCTUBRE,1,1,NA,NA,NA,0.981,32,NA,0.005
OCTUBRE,1,2,NA,NA,NA,0.951,23,NA,0.004
OCTUBRE,1,3,NA,NA,NA,0.877,23,NA,0.004
OCTUBRE,1,4,NA,NA,NA,0.757,21,NA,0.004
OCTUBRE,1,5,NA,NA,NA,0.748,17,NA,0.008
OCTUBRE,1,6,NA,NA,NA,0.756,20,NA,0.011
OCTUBRE,1,7,NA,NA,NA,0.803,28,NA,0.015
OCTUBRE,1,8,NA,NA,NA,0.85,35,NA,0.014
OCTUBRE,1,9,NA,NA,NA,0.899,52,NA,0.011
OCTUBRE,1,10,NA,NA,NA,0.94,53,NA,0.009
OCTUBRE,1,11,NA,NA,NA,0.977,53,NA,0.008
OCTUBRE,1,12,NA,NA,NA,1.013,49,NA,0.008
OCTUBRE,1,13,NA,NA,NA,1.038,50,NA,0.008
OCTUBRE,1,14,NA,NA,NA,1.041,52,NA,0.008
OCTUBRE,1,15,NA,NA,NA,1.02,47,NA,0.008
OCTUBRE,1,16,NA,NA,NA,0.985,42,NA,0.009
OCTUBRE,1,17,NA,NA,NA,0.961,38,NA,0.009
OCTUBRE,1,18,NA,NA,NA,0.958,38,NA,0.012
OCTUBRE,1,19,NA,NA,NA,0.936,59,NA,0.008
OCTUBRE,1,20,NA,NA,NA,0.912,53,NA,0.007
OCTUBRE,1,21,NA,NA,NA,0.924,46,NA,0.009
OCTUBRE,1,22,NA,NA,NA,0.914,46,NA,0.011
OCTUBRE,1,23,NA,NA,NA,0.903,46,NA,0.008
OCTUBRE,2,0,NA,NA,0.029,0.888,40,NA,0.005
OCTUBRE,2,1,NA,NA,0.029,0.867,37,NA,0.005
OCTUBRE,2,2,NA,NA,0.029,0.833,32,NA,0.005
OCTUBRE,2,3,NA,NA,0.03,0.819,28,NA,0.004
OCTUBRE,2,4,NA,NA,0.03,0.81,28,NA,0.005
OCTUBRE,2,5,NA,NA,0.03,0.776,NA,NA,NA
OCTUBRE,2,6,NA,NA,0.031,0.771,NA,NA,0.006
OCTUBRE,2,7,NA,NA,0.032,0.778,NA,NA,0.008
OCTUBRE,2,8,NA,NA,0.033,0.794,NA,NA,0.008
OCTUBRE,2,9,NA,NA,0.033,0.826,NA,NA,0.009
OCTUBRE,2,10,NA,NA,0.033,0.865,NA,NA,0.009
OCTUBRE,2,11,NA,NA,0.034,0.901,NA,NA,0.008
