DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
ABRIL,1,0,0.020,0.032,0.008,1.12,110,NA,0.026
ABRIL,1,1,0.016,0.027,0.008,1.19,126,NA,0.036
ABRIL,1,2,0.008,0.021,0.008,1.27,141,NA,0.047
ABRIL,1,3,0.001,0.017,0.008,1.29,149,NA,0.046
ABRIL,1,4,NA,NA,0.008,1.30,146,NA,0.043
ABRIL,1,5,0.002,NA,0.008,1.30,145,NA,0.038
ABRIL,1,6,0.002,NA,0.008,1.35,153,NA,0.038
ABRIL,1,7,0.002,NA,0.008,1.46,164,NA,0.039
ABRIL,1,8,0.001,NA,0.008,1.55,169,NA,0.040
ABRIL,1,9,0.006,NA,0.008,1.57,174,NA,0.040
ABRIL,1,10,0.028,NA,0.008,1.55,156,NA,0.026
ABRIL,1,11,0.046,NA,0.008,1.54,126,NA,0.019
ABRIL,1,12,0.061,0.019,0.008,1.52,103,NA,0.005
ABRIL,1,13,0.054,0.025,0.008,1.45,71,NA,0.004
ABRIL,1,14,0.054,0.032,0.008,1.38,52,NA,0.004
ABRIL,1,15,0.060,0.039,0.008,1.25,43,NA,0.004
ABRIL,1,16,0.062,0.047,0.008,1.12,44,NA,0.003
ABRIL,1,17,0.063,0.054,0.008,1.02,49,NA,0.003
ABRIL,1,18,0.059,0.057,0.008,0.98,50,NA,0.003
ABRIL,1,19,0.046,0.057,0.008,0.95,61,NA,0.013
ABRIL,1,20,0.029,0.053,0.008,0.96,85,NA,0.028
ABRIL,1,21,0.029,0.050,0.008,0.99,91,NA,0.028
ABRIL,1,22,0.030,0.047,0.008,1.00,82,NA,0.012
ABRIL,1,23,0.031,0.043,0.008,1.00,68,15,0.006
ABRIL,2,0,0.021,0.038,0.008,1.01,58,13,0.016
ABRIL,2,1,0.005,0.031,0.008,1.05,60,17,0.037
ABRIL,2,2,0.003,0.024,0.008,1.09,66,19,0.041
ABRIL,2,3,NA,NA,0.008,1.12,76,21,0.040
ABRIL,2,4,0.003,NA,0.008,1.12,76,22,0.036
ABRIL,2,5,0.010,NA,0.008,1.10,66,25,0.028
ABRIL,2,6,0.008,NA,0.008,1.12,62,24,0.031
ABRIL,2,7,0.003,NA,0.008,1.16,72,28,0.038
ABRIL,2,8,0.004,NA,0.008,1.22,82,30,0.040
ABRIL,2,9,0.008,NA,0.008,1.28,98,33,0.049
ABRIL,2,10,0.029,NA,0.008,1.27,125,41,0.028
ABRIL,2,11,0.045,0.014,0.008,1.25,94,37,0.010
ABRIL,2,12,0.058,0.021,0.008,1.23,65,32,0.004
ABRIL,2,13,0.060,0.027,0.008,1.22,48,26,0.004
ABRIL,2,14,0.053,0.032,0.008,1.20,36,24,0.003
ABRIL,2,15,0.045,0.038,0.008,1.14,32,23,NA
ABRIL,2,16,0.047,0.043,0.008,1.07,19,17,NA
ABRIL,2,17,0.052,0.048,0.008,0.98,22,13,0.004
ABRIL,2,18,0.053,0.052,0.008,0.94,31,9,0.004
ABRIL,2,19,0.052,0.052,0.008,0.93,49,8,0.009
ABRIL,2,20,0.018,0.047,0.008,1.00,71,10,0.052
ABRIL,2,21,0.017,0.042,0.008,1.07,97,16,0.050
ABRIL,2,22,0.021,0.038,0.008,1.13,118,27,0.038
ABRIL,2,23,0.023,0.035,0.008,1.16,111,27,0.022
ABRIL,3,0,0.020,0.032,0.008,1.18,87,22,0.019
ABRIL,3,1,0.017,0.027,0.008,1.21,77,20,0.025
ABRIL,3,2,0.024,0.024,0.008,1.23,72,23,0.013
ABRIL,3,3,0.023,0.020,0.008,1.23,68,24,0.009
ABRIL,3,4,0.022,0.021,0.008,1.17,60,23,0.008
ABRIL,3,5,0.022,0.021,0.008,1.11,59,23,0.008
ABRIL,3,6,0.018,0.021,0.008,1.06,59,21,0.009
ABRIL,3,7,0.003,0.019,0.008,1.09,68,22,0.033
ABRIL,3,8,0.004,0.017,0.008,1.13,95,29,0.029
ABRIL,3,9,0.016,0.017,0.008,1.17,110,33,0.023
ABRIL,3,10,0.033,0.018,0.008,1.18,96,36,0.016
ABRIL,3,11,0.043,0.020,0.008,1.19,82,35,0.008
ABRIL,3,12,0.046,0.023,0.008,1.18,65,29,0.003
ABRIL,3,13,0.043,0.026,0.008,1.18,42,26,0.004
ABRIL,3,14,0.048,0.030,0.008,1.17,31,22,0.004
ABRIL,3,15,0.051,0.036,0.008,1.11,22,17,0.002
ABRIL,3,16,0.052,0.042,0.008,1.04,17,14,NA
ABRIL,3,17,0.055,0.047,0.008,0.98,30,11,0.002
ABRIL,3,18,0.055,0.049,0.008,0.94,38,10,0.003
ABRIL,3,19,0.047,0.050,0.008,0.92,63,14,0.006
ABRIL,3,20,0.042,0.049,0.008,0.93,64,13,0.009
