DATOS HORARIOS 2014_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2014,AGO,1,0,12.21,11.15,6.97,0.06,35.89,1.84,151.31,21.54,67.24,619,,,
2014,AGO,1,1,13.99,8.69,5.42,0.09,35.06,1.94,171.7,21.06,68.3,618.93,,,
2014,AGO,1,2,5.98,7.13,6.92,0.08,30.56,1.33,298.79,19.73,74.81,618.91,,,
2014,AGO,1,3,4.1,6.79,7.75,0.13,37.27,1.15,9.4,19.26,76.89,618.65,,,
2014,AGO,1,4,3.97,6.29,7.83,0.14,34.91,1.42,315.14,18.54,79.3,618.58,,,
2014,AGO,1,5,3.97,5.47,6.8,0.13,29.8,1.11,241.93,18.42,79.33,618.55,,,
2014,AGO,1,6,3.97,5.03,6.38,0.14,34.86,1.04,276.11,18.7,77.34,618.86,,,
2014,AGO,1,7,3.97,5,6.48,0.23,39.76,1.95,166.85,18.67,75.81,619.31,,,
2014,AGO,1,8,4.55,5,7.91,0.36,44.86,1.7,123.93,19.74,71.03,619.61,,,
2014,AGO,1,9,8.27,5.6,7.54,0.46,80.17,2.1,117.94,21.01,62.64,619.71,,,
2014,AGO,1,10,13.26,11.15,5.11,0.37,81.88,2.46,110.13,22.25,59.57,619.59,,,
2014,AGO,1,11,19.54,14.17,4.8,0.28,61.36,2.16,127.02,23.61,56.01,619.48,,,
2014,AGO,1,12,28.69,18.2,5.07,0.37,75.27,1.91,277.89,25.16,51.78,619.33,,,
2014,AGO,1,13,35.89,8.48,7.92,0.44,77.84,2.36,291.36,26.09,47.74,618.95,,,
2014,AGO,1,14,35.5,5.47,5.92,0.33,60.97,2.47,271.8,27.21,40.64,618.31,,,
2014,AGO,1,15,35.17,5.16,5.74,0.18,49.01,2.57,289.96,28.35,35.54,617.57,,,
2014,AGO,1,16,41.68,6.06,8.44,0.18,46.37,2.09,196.94,29,35.4,617.08,,,
2014,AGO,1,17,40.54,12.51,9.88,0.19,70.93,1.96,185.4,28.61,37,616.61,,,
2014,AGO,1,18,34.53,13.89,12.05,0.23,77.38,2.21,197.58,29.49,33,615.99,,,
2014,AGO,1,19,31.06,11.38,10.73,0.22,65.23,1.91,139.53,28.85,34.37,616.03,,,
2014,AGO,1,20,20.85,11.31,16.05,0.26,62.87,2.05,271.84,27.56,38.91,616.44,,,
2014,AGO,1,21,16.71,11.17,12.42,0.26,71.35,2.15,42.52,26.32,40.87,616.98,,, 
2014,AGO,1,22,12.98,11.45,9.37,0.19,49.68,2.9,56.34,25.03,37.5,617.38,,,
2014,AGO,1,23,8.51,32.44,11.07,0.33,39.02,3.86,71.4,23.77,40.29,617.86,,,
2014,AGO,2,0,8.38,39.43,10.76,0.25,53.8,3.88,81.36,22.71,41.57,618.23,,,
2014,AGO,2,1,9.94,26.43,7.61,0.21,46.11,2.71,101.07,21.01,47.54,618.34,,,
2014,AGO,2,2,7.84,36.82,8.35,0.17,34.24,3.03,93.14,19.98,51.53,618.19,,,
2014,AGO,2,3,9.31,37.03,8.06,0.15,42.36,2.62,84.01,19.88,51.28,618.2,,,
2014,AGO,2,4,8.59,12.22,7.41,0.16,40.34,2.04,64.84,18.64,55.17,618.21,,,
2014,AGO,2,5,7.09,8.8,7.57,0.13,29.22,2,87.01,17.86,57.85,618.22,,,
2014,AGO,2,6,5.14,11.84,7.43,0.13,28.07,1.62,104.85,16.38,65.14,618.66,,,
2014,AGO,2,7,3.97,9.58,7.3,0.18,50.06,2.13,99.79,15.57,71.27,618.98,,,
2014,AGO,2,8,5.63,15.72,7.6,0.32,57.59,2.2,93.5,17.29,68.64,619.3,,,
2014,AGO,2,9,13.91,21.58,8.96,0.49,71.41,1.61,80.26,20.23,61.72,619.52,,,
2014,AGO,2,10,12.62,20.47,7.11,0.54,83.61,3.05,88.83,21.57,55.43,619.37,,,
2014,AGO,2,11,16.67,12.07,3.97,0.53,70.82,3.82,77.52,22.89,47.97,619.22,,,
2014,AGO,2,12,18.03,10.09,3.97,0.46,40.21,3.09,89.62,24.37,42.33,619.12,,,
2014,AGO,2,13,19.66,9.42,4.22,0.43,34.21,2.93,85.11,26.03,35.75,618.58,,,
2014,AGO,2,14,21.82,9.51,4.64,0.44,40.09,2.99,84.45,27.3,29.75,618.04,,,
2014,AGO,2,15,22.03,5.4,3.97,0.37,37.43,3.28,69.1,28.28,24.36,617.43,,,
2014,AGO,2,16,22.16,5.14,4.09,0.3,31.31,3.24,61.81,29.02,24.99,616.87,,,
2014,AGO,2,17,22.32,5.87,4.66,0.28,23.61,2.83,61.66,29.56,24.4,616.27,,,
2014,AGO,2,18,21.3,11.41,5.24,0.21,23.36,2.92,82.62,29.72,23.14,615.88,,,
2014,AGO,2,19,18.11,9.75,5.78,0.27,35.48,3.13,60.69,28.94,27.78,616.22,,,
2014,AGO,2,20,14.65,5.07,5.46,0.15,39.66,4.19,51.86,26.88,31.54,616.86,,,
2014,AGO,2,21,12.12,5,5.94,0.07,36.46,3.87,51.61,24.89,36.84,617.3,,,
