DATOS HORARIOS 2014_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2014,JUL,1,0,9.68,56.05,5.98,0.09,18.35,2.98,67.74,16.96,88.57,620.14,,,
2014,JUL,1,1,8.36,48.57,6.13,0.08,21.01,2.53,91.39,17.18,86.85,619.7,,,
2014,JUL,1,2,7.61,43.59,5.85,0.05,35.04,2.66,93.72,17.08,86.58,619.34,,,
2014,JUL,1,3,8.05,50.81,6.51,0.03,47.41,2.13,94.27,17.09,85.59,619.13,,,
2014,JUL,1,4,8.08,20.1,5.32,0.03,44.8,2.39,98.85,16.99,85.06,618.88,,,
2014,JUL,1,5,7.93,38.22,6.43,0.02,34.11,1.98,95.58,17.03,84.01,618.75,,,
2014,JUL,1,6,5.32,14.7,7.12,0.09,33.85,2.63,100.03,16.98,83.69,618.75,,,
2014,JUL,1,7,3.97,10.65,7.6,0.27,17.32,2.66,95,17.03,81.96,618.74,,,
2014,JUL,1,8,5.16,14.25,6.99,0.37,16.31,2.95,96.19,17.78,78.28,618.98,,,
2014,JUL,1,9,8.67,10.93,6.18,0.34,19.98,3.22,102.77,19.19,72.32,619.23,,,
2014,JUL,1,10,9.61,7.95,3.97,0.33,33.44,2.99,123.83,20.07,67.57,619.33,,,
2014,JUL,1,11,11.53,5.46,3.97,0.23,29.63,1.99,124.94,21.2,62.75,619.31,,,
2014,JUL,1,12,13.1,5,4.17,0.2,22.65,1.83,76.48,21.97,59.52,619.21,,,
2014,JUL,1,13,14.62,6.51,4.79,0.22,23.2,1.79,98.33,22.44,58.7,618.9,,,
2014,JUL,1,14,17.54,5.19,4.64,0.22,22.37,2.28,99.54,23.54,54.68,618.29,,,
2014,JUL,1,15,15.81,5,5.39,0.23,22.88,1.91,141.89,24.29,52.31,617.81,,,
2014,JUL,1,16,16.51,7.23,5.29,0.18,20.71,1.95,108.31,25.88,48,617.04,,,
2014,JUL,1,17,16.3,7.22,6.51,0.18,18.86,2.14,185.01,26,46.65,616.52,,,
2014,JUL,1,18,18.39,11.5,7.19,0.2,26.46,1.64,182.4,26.09,46.31,616.3,,,
2014,JUL,1,19,12.26,6.81,8.75,0.22,28.41,2.18,131.5,24.89,50.86,616.39,,,
2014,JUL,1,20,8.21,6.7,9.25,0.4,37.03,2.67,209.81,23.66,59.35,616.84,,,
2014,JUL,1,21,7.08,6.89,6.19,0.36,44.86,3.03,210.54,21.42,71.32,617.46,,, 
2014,JUL,1,22,6.14,6.77,5.67,0.3,24.07,2.13,214.81,20.73,74.17,618.13,,,
2014,JUL,1,23,6.54,5.92,6.01,0.27,18.69,1.82,200.69,20.47,74.31,618.75,,,
2014,JUL,2,0,8.53,5.34,5.85,0.22,18.62,2.07,208,20.18,74.72,618.95,,,
2014,JUL,2,1,8.34,5.07,5.42,0.15,16.4,1.87,210.99,19.87,75.46,618.75,,,
2014,JUL,2,2,7.35,5.26,5.26,0.1,12.3,2.18,212.84,19.53,77.25,618.51,,,
2014,JUL,2,3,8.92,5.07,4.38,0.06,15.43,1.62,216.33,18.46,82.48,618.36,,,
2014,JUL,2,4,7.71,5.16,5.83,0.04,14.05,1.54,124.54,18.79,79.33,618.25,,,
2014,JUL,2,5,5.93,5.2,4.8,0.03,14.32,2.21,138.59,18.35,82.79,618.23,,,
2014,JUL,2,6,5.58,5,3.97,0.02,14.01,1.88,126.77,17.8,85.23,618.54,,,
2014,JUL,2,7,3.97,5.29,4.69,0.06,17.17,1.68,115.26,17.81,85.12,618.82,,,
2014,JUL,2,8,4.25,10.57,5.22,0.14,30.04,2.34,60.38,17.78,84.9,619.3,,,
2014,JUL,2,9,4.66,12.8,6.71,0.33,24.08,2.05,123.73,17.87,85.72,619.52,,,
2014,JUL,2,10,5.94,9.41,5.73,0.55,32.31,2.07,165.87,19.25,79.67,619.43,,,
2014,JUL,2,11,7.03,8.67,5.8,0.57,31.59,2.48,202.43,20.04,75.83,619.47,,,
2014,JUL,2,12,10.58,8.4,5.35,0.59,43.54,2.47,214.55,21.71,67.95,619.18,,,
2014,JUL,2,13,16.07,8.33,7.87,0.49,43.07,2.44,222.65,23.13,61.53,618.78,,,
2014,JUL,2,14,19.42,9.77,8.64,0.44,41.8,2.56,220.56,24.51,56.78,618.14,,,
2014,JUL,2,15,21.26,10.58,8.67,0.4,41.95,2.35,220.37,25.44,53.04,617.59,,,
2014,JUL,2,16,22.9,9.5,8.58,0.36,41.97,2.17,184.69,25.96,50.53,616.96,,,
2014,JUL,2,17,21.35,10.94,10.4,0.34,38.92,2.09,212.07,25.94,50.03,616.82,,,
2014,JUL,2,18,21.34,10.34,9.63,0.34,43.46,2.65,216.28,25.63,52.86,616.78,,,
2014,JUL,2,19,16.47,10.45,8.82,0.35,42.61,3.53,153.29,19.96,73.14,617.62,,,
2014,JUL,2,20,8.94,9,10.92,0.43,33.98,2.56,262.16,17.59,88.54,618.27,,,
2014,JUL,2,21,9.23,8.7,10.17,0.43,24.5,1.34,18.65,18,87.43,618.95,,,
2014,JUL,2,22,4.71,8.25,12.03,0.44,19.77,1.19,139.6,18.45,87.33,619.47,,,
2014,JUL,2,23,5.24,14.11,11.37,0.45,21,2.27,45.6,18.99,81.08,619.89,,,
2014,JUL,3,0,6.84,18.39,8.82,0.38,28.07,2.29,56.06,18.93,77.67,619.89,,,
2014,JUL,3,1,7.56,21.9,8.08,0.33,31.77,2.47,51.53,18.43,76.75,619.84,,,
2014,JUL,3,2,10.21,7.02,5.8,0.25,24.05,2.17,75.37,17.89,78.07,619.84,,,
2014,JUL,3,3,9.51,8.87,5.85,0.2,19.66,2.57,44.67,17.72,77.81,619.55,,,
2014,JUL,3,4,11.53,5.67,5.1,0.14,17.68,2.27,59.24,17.57,77.18,619.39,,,
2014,JUL,3,5,10.78,5.06,5.54,0.11,16.51,1.87,87.89,17.6,76.51,619.36,,,
2014,JUL,3,6,5.82,5,7.28,0.14,19.66,2.05,122.93,17.17,79.58,619.5,,,
2014,JUL,3,7,3.97,12.09,8.15,0.24,32.36,2,89.87,16.96,80.24,619.79,,,
2014,JUL,3,8,4.17,20.49,8.86,0.4,44.28,2.11,84.44,17.75,77.61,620.07,,,
2014,JUL,3,9,9.34,24.71,5.27,0.57,45.03,3.71,81.72,18.71,74.39,620.37,,,
2014,JUL,3,10,13.68,18.88,4.44,0.71,31.58,4.18,65.81,20.6,63.96,620.36,,,
2014,JUL,3,11,17.12,15.66,3.97,0.52,20.41,4.19,71.43,21.97,57.44,620.2,,,
2014,JUL,3,12,17.49,15.97,4.79,0.48,23.15,3.46,73.72,22.87,54.37,620.05,,,
2014,JUL,3,13,18.43,13.74,4.75,0.63,22.64,3.07,83.76,23.57,52.64,619.73,,,
2014,JUL,3,14,19.05,13.45,5.96,0.54,23.8,2.97,87.9,24.65,48.95,619.19,,,
2014,JUL,3,15,21.01,12.61,5.73,0.51,23.06,3.05,72.78,25.5,45.09,618.55,,,
2014,JUL,3,16,20.38,15.32,7.08,0.45,21.18,2.68,81.96,26.13,44.2,617.98,,,
2014,JUL,3,17,19.73,12.2,6.46,0.42,26.08,3.18,66.82,25.84,47.25,617.93,,,
2014,JUL,3,18,13.42,6.13,6.72,0.29,21.26,3.78,60.58,23.74,59.59,618,,,
2014,JUL,3,19,12.41,5.93,5.61,0.21,16.92,4.84,54.41,22.8,61.8,618.25,,,
2014,JUL,3,20,11.12,5.6,4.97,0.14,16.61,4.95,54.72,21.5,62.84,618.69,,,
2014,JUL,3,21,10.57,6.48,4.45,0.1,21.74,4.98,50.89,20.39,65.72,619.35,,,
2014,JUL,3,22,10.06,10.28,4.01,0.07,17.92,5.3,57.8,19.8,68.52,620.07,,,
2014,JUL,3,23,8.4,23.27,3.97,0.02,18.09,5.6,76.22,19.54,70.48,620.66,,,
2014,JUL,4,0,6.82,39.75,4.8,0.19,16.77,4.08,66.74,19.15,71.35,621.03,,,
2014,JUL,4,1,8.48,18.57,4.58,0.35,28.1,2.97,55.23,18.52,72.63,621.07,,,
2014,JUL,4,2,6.53,28.38,6.26,0.37,15.03,2.59,79.07,17.94,75.68,621,,,
2014,JUL,4,3,6.34,36.85,6.05,0.32,18.55,3.72,72.81,17.75,76.28,620.85,,,
2014,JUL,4,4,8.83,19.93,4.4,0.21,21.77,2.88,45.43,17.48,75.42,620.52,,,
2014,JUL,4,5,10.02,7.96,4.22,0.12,13.85,2.46,54.43,17.43,73.89,620.62,,,
2014,JUL,4,6,8.79,20.63,5.54,0.06,8.89,3.56,49.81,17.66,71.85,620.86,,,
2014,JUL,4,7,3.97,23.94,6.8,0.16,23.12,2.45,108.39,16.99,77.27,621.14,,,
2014,JUL,4,8,4.63,44.15,8.57,0.27,44.44,3.03,81.44,17.71,75.07,621.42,,,
2014,JUL,4,9,11.33,31.64,5.82,0.47,52.27,4.37,78.23,19.15,68.64,621.65,,,
