MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM25,TEMP,WIND_SPEED,WIND_DIR,HUMIDITY,PBAR
MARZO,1.0,15.0,0.063,0.009,0.46,0.007,20.0,15.0,28.0442,0.81917,152.57195,12.96055,621.420167
MARZO,1.0,16.0,0.063,0.015,0.53,0.006,20.0,18.0,28.70755,1.33961,129.285283,12.37305,620.666667
MARZO,1.0,17.0,0.064,0.009,0.59,0.01,21.0,18.0,28.894817,1.933738,236.808883,13.0724,620.328333
MARZO,1.0,18.0,0.055,0.005,0.62,0.013,29.0,18.0,28.584333,2.867123,253.347833,14.296733,620.247833
MARZO,1.0,19.0,0.038,0.003,0.99,0.024,31.0,18.0,27.41455,1.96699,241.407167,17.418867,620.427833
MARZO,1.0,20.0,0.012,0.004,1.88,0.043,37.0,14.0,25.8502,0.531372,251.410833,19.192617,620.836833
MARZO,1.0,21.0,0.012,0.004,0.98,0.033,48.0,25.0,23.33815,0.665863,117.733317,25.2243,621.447833
MARZO,1.0,22.0,0.023,0.021,0.78,0.028,52.0,27.0,22.668733,1.520907,118.115317,25.088533,622.14
MARZO,1.0,23.0,0.013,0.056,0.52,0.02,51.0,30.0,20.515217,2.75144,86.410817,30.877767,622.67
MARZO,2.0,0.0,0.013,0.041,0.42,0.018,39.0,23.0,19.573933,3.062055,74.331733,30.137383,623.013
MARZO,2.0,1.0,0.017,0.047,0.78,0.018,34.0,15.0,19.001917,3.779782,56.652183,27.400417,623.053167
MARZO,2.0,2.0,0.019,0.04,0.48,0.016,25.0,16.0,17.9434,2.708115,104.6539,28.975867,622.9775
MARZO,2.0,5.0,0.007,0.039,0.35,0.023,34.0,21.0,15.1602,1.802487,92.717733,39.3483,622.684
MARZO,2.0,6.0,0.01,0.011,0.35,0.021,35.0,28.0,13.67565,1.314723,103.065717,45.344683,622.850833
MARZO,2.0,7.0,0.006,0.017,0.57,0.022,35.0,16.0,13.079733,0.740517,97.53805,48.730317,623.1555
MARZO,2.0,8.0,0.01,0.01,0.83,0.023,43.0,31.0,13.33215,1.654892,105.316383,48.636867,623.613333
MARZO,2.0,9.0,0.012,0.039,0.69,0.021,36.0,25.0,15.961567,2.241162,101.65625,43.9694,624.005333
MARZO,2.0,10.0,0.023,0.011,0.57,0.015,53.0,36.0,18.212517,2.171998,101.0712,41.832967,624.266
MARZO,2.0,11.0,0.034,0.005,0.71,0.016,41.0,25.0,20.868233,1.009438,202.89235,41.248533,624.330667
MARZO,2.0,12.0,0.046,0.004,0.5,0.008,45.0,30.0,22.847033,2.150363,241.3155,42.098983,623.831167
MARZO,2.0,13.0,0.059,0.003,0.45,0.007,31.0,20.0,24.5412,2.073858,245.301833,34.967433,623.070167
MARZO,2.0,14.0,0.064,0.002,0.41,0.005,24.0,21.0,26.3098,1.711993,249.13205,25.3945,622.2595
MARZO,2.0,15.0,0.066,0.002,0.42,0.006,23.0,19.0,27.773433,1.381008,247.272167,21.5744,621.382167
MARZO,2.0,16.0,0.073,0.017,0.58,0.007,32.0,22.0,28.429083,1.60823,246.679783,18.158883,620.570833
MARZO,2.0,17.0,0.077,0.025,0.71,0.008,26.0,20.0,29.322083,0.728743,270.438217,15.3616,620.117
MARZO,2.0,18.0,0.079,0.036,0.75,0.011,38.0,23.0,30.05025,0.447,204.560883,13.945083,620.046667
MARZO,2.0,19.0,0.048,0.014,1.06,0.028,41.0,25.0,28.4777,0.506103,275.483667,16.54575,620.147167
MARZO,2.0,20.0,0.016,0.007,1.72,0.046,58.0,19.0,26.64435,0.447148,242.254333,20.1483,620.324167
MARZO,2.0,21.0,0.008,0.008,1.98,0.048,51.0,23.0,24.83355,0.814057,193.5695,23.5982,620.839333
MARZO,2.0,22.0,0.027,0.004,0.47,0.016,50.0,32.0,23.53965,2.811367,68.8668,24.746,621.636333
MARZO,2.0,23.0,0.021,0.029,0.4,0.018,51.0,23.0,21.913083,3.189963,104.552367,30.235217,622.433
MARZO,3.0,0.0,0.022,0.041,0.36,0.014,42.0,19.0,21.0969,3.799698,93.066067,32.434933,622.783667
MARZO,3.0,1.0,0.02,0.05,0.38,0.012,42.0,22.0,19.647217,2.927855,91.215067,35.29135,622.927333
MARZO,3.0,2.0,0.026,0.022,0.36,0.011,34.0,21.0,18.61025,1.838268,103.679867,36.004917,622.962167
MARZO,3.0,6.0,0.008,0.028,0.43,0.021,36.0,20.0,14.562067,1.324733,102.490467,51.211833,622.5585
MARZO,3.0,7.0,0.007,0.032,0.48,0.021,38.0,29.0,14.26295,1.312283,93.841633,52.0215,622.831167
MARZO,3.0,8.0,0.01,0.056,0.51,0.021,36.0,28.0,15.08595,1.677563,88.6781,50.31125,623.2435
MARZO,3.0,9.0,0.018,0.075,0.58,0.018,36.0,34.0,16.990467,1.899153,90.046267,45.788133,623.738833
MARZO,3.0,10.0,0.023,0.013,0.74,0.017,56.0,22.0,18.659217,1.877663,113.747917,43.0901,623.960333
MARZO,3.0,11.0,0.042,0.005,0.64,0.013,43.0,28.0,21.60445,0.985295,158.16395,36.52,623.851833
MARZO,3.0,12.0,0.059,0.004,0.65,0.014,43.0,27.0,23.7612,0.648465,211.1566,30.925917,623.3375
MARZO,3.0,13.0,0.082,0.02,0.96,0.011,42.0,19.0,25.7459,0.965893,210.324683,26.8777,622.447167
MARZO,3.0,14.0,0.093,0.033,0.81,0.012,63.0,29.0,27.244367,1.226968,214.09255,22.998033,621.577833
MARZO,3.0,15.0,0.087,0.025,0.6,0.009,43.0,33.0,28.843717,1.273258,141.747417,17.645817,620.587833
MARZO,3.0,16.0,0.084,0.024,0.6,0.009,36.0,29.0,30.086867,0.866503,207.49065,15.855083,619.923333
MARZO,3.0,17.0,0.054,0.003,0.49,0.008,23.0,22.0,30.894267,1.18022,175.826833,5.137397,619.5295
MARZO,3.0,18.0,0.044,0.001,0.72,0.015,18.0,11.0,30.641967,2.205763,211.612833,6.077142,619.372
MARZO,3.0,19.0,0.029,0.001,1.14,0.027,25.0,11.0,29.4785,1.273318,225.011833,8.105628,619.494
MARZO,3.0,20.0,0.022,0.002,1.17,0.027,38.0,13.0,27.168317,1.607777,143.426733,15.998417,620.078667
MARZO,3.0,21.0,0.037,0.013,0.49,0.011,48.0,23.0,25.3016,3.41851,96.48785,27.49415,621.22
MARZO,3.0,22.0,0.038,0.003,0.43,0.007,41.0,21.0,23.934917,3.862803,104.5251,35.69885,622.141833
MARZO,3.0,23.0,0.035,0.007,0.41,0.007,31.0,25.0,22.868333,2.8792,102.214267,37.252867,622.564333
MARZO,4.0,0.0,0.03,0.012,0.39,0.009,31.0,24.0,21.676883,2.720782,96.810317,33.886267,622.824167
MARZO,4.0,2.0,0.02,0.023,0.33,0.013,29.0,29.0,19.08835,0.484478,201.0289,37.082883,623.415
MARZO,4.0,4.0,0.021,0.009,0.31,0.013,30.0,14.0,16.907067,1.564992,103.287383,47.885767,623.132
MARZO,4.0,5.0,0.012,0.004,0.32,0.022,27.0,23.0,15.5035,1.787245,111.6962,52.243517,623.233
MARZO,4.0,6.0,0.011,0.017,0.35,0.02,29.0,16.0,14.890017,1.210455,100.374317,54.960267,623.384
MARZO,4.0,7.0,0.013,0.014,0.46,0.017,31.0,18.0,14.240817,1.114102,113.586167,55.193233,623.573833
MARZO,4.0,8.0,0.007,0.019,0.6,0.02,34.0,16.0,13.991783,1.50973,93.73675,59.525033,624.0625
MARZO,4.0,9.0,0.015,0.037,0.51,0.02,41.0,22.0,15.806567,2.153622,92.165817,56.9957,624.390333
MARZO,4.0,10.0,0.021,0.011,0.51,0.017,38.0,33.0,17.85175,2.166733,104.915383,52.53615,624.7235
MARZO,4.0,11.0,0.039,0.005,0.48,0.009,39.0,28.0,20.653683,1.021142,122.983933,45.061983,624.555833
MARZO,4.0,12.0,0.05,0.004,0.59,0.011,37.0,18.0,23.095283,0.958707,183.175633,40.651667,624.0075
MARZO,4.0,13.0,0.063,0.003,0.54,0.008,35.0,23.0,25.1046,0.959602,201.600983,35.134267,623.0835
MARZO,4.0,14.0,0.07,0.002,0.5,0.008,33.0,24.0,26.13725,2.024457,264.2921,29.648333,622.135
MARZO,4.0,15.0,0.072,0.002,0.49,0.007,31.0,19.0,27.447467,1.113717,218.206,26.857767,621.269333
MARZO,4.0,16.0,0.072,0.002,0.47,0.007,30.0,23.0,28.5626,1.663185,183.03875,20.746767,620.483833
MARZO,4.0,17.0,0.073,0.006,0.54,0.01,33.0,18.0,29.38995,0.7991,197.824883,17.055667,620.007667
MARZO,4.0,18.0,0.069,0.01,0.67,0.012,35.0,17.0,29.221583,1.107798,246.757333,17.17225,619.975333
MARZO,4.0,19.0,0.038,0.002,1.18,0.03,80.0,19.0,27.371833,1.416347,230.341333,19.6553,620.097833
MARZO,4.0,20.0,0.029,0.002,0.99,0.024,60.0,25.0,24.8975,3.124118,204.151,30.1742,620.418
MARZO,4.0,21.0,0.035,0.002,0.75,0.013,50.0,23.0,23.00955,3.191363,188.921667,38.170667,621.107333
MARZO,4.0,22.0,0.027,0.002,0.74,0.021,33.0,25.0,22.972283,1.514762,152.662988,36.249533,621.725
MARZO,4.0,23.0,0.011,0.012,0.77,0.03,43.0,26.0,21.807967,0.67312,78.64745,40.6233,622.1595
MARZO,5.0,0.0,0.025,0.006,0.56,0.019,42.0,30.0,21.21975,0.459742,111.85045,43.462233,622.338333
MARZO,5.0,1.0,0.034,0.007,0.48,0.015,33.0,20.0,21.022317,0.636905,123.0785,44.30245,622.477167
MARZO,5.0,2.0,0.008,0.004,0.66,0.027,43.0,26.0,19.241433,0.447,221.7695,47.32095,622.392
MARZO,5.0,3.0,0.004,0.005,0.6,0.026,48.0,26.0,18.51165,0.54854,233.065467,48.95625,622.1355
MARZO,5.0,4.0,0.008,0.004,0.49,0.023,42.0,33.0,17.258533,0.491958,275.622,52.285517,621.953833
MARZO,5.0,5.0,0.023,0.002,0.42,0.012,33.0,27.0,16.84595,0.726077,243.794333,54.76985,622.024
MARZO,5.0,6.0,0.027,0.002,0.38,0.009,28.0,21.0,16.12095,0.75696,271.340167,57.627483,622.252
MARZO,5.0,7.0,0.011,0.002,0.53,0.019,33.0,19.0,15.191183,0.481368,292.092333,61.085117,622.752167
MARZO,5.0,8.0,0.008,0.003,1.08,0.022,76.0,30.0,16.0204,0.447,264.051915,60.787183,623.323333
MARZO,5.0,9.0,0.015,0.003,1.13,0.025,50.0,21.0,17.94375,0.447,277.694167,55.443683,623.779667
MARZO,5.0,10.0,0.034,0.003,0.67,0.014,51.0,26.0,19.517167,1.367313,254.192333,53.138183,623.989333
MARZO,5.0,11.0,0.045,0.002,0.62,0.011,38.0,26.0,21.847267,1.904548,248.6595,48.155933,623.916833
MARZO,5.0,12.0,0.048,0.002,0.58,0.008,32.0,20.0,23.3485,2.79566,253.429333,41.569433,623.505333
MARZO,5.0,13.0,0.047,0.002,0.52,0.008,24.0,18.0,24.8719,2.881793,244.216667,32.64755,622.759167
MARZO,5.0,14.0,0.046,0.001,0.48,0.007,18.0,14.0,26.20305,2.93237,257.740167,24.393333,621.949167
MARZO,5.0,15.0,0.047,0.001,0.46,0.005,17.0,16.0,27.096733,3.376518,265.418333,21.37355,621.2385
MARZO,5.0,16.0,0.048,0.001,0.44,0.006,19.0,15.0,27.880167,3.889392,257.682333,19.2562,620.547667
MARZO,5.0,17.0,0.05,0.001,0.49,0.008,20.0,15.0,28.404417,3.643657,258.563667,18.933,620.2765
MARZO,5.0,18.0,0.048,0.001,0.51,0.009,21.0,17.0,28.457517,3.249282,253.221167,17.378783,620.192333
MARZO,5.0,19.0,0.041,0.0,0.59,0.012,23.0,11.0,27.33835,2.286337,272.295333,20.8692,620.306167
MARZO,5.0,20.0,0.017,0.001,1.27,0.029,30.0,12.0,25.8729,0.763997,238.606,24.745733,620.656667
MARZO,5.0,21.0,0.024,0.001,0.94,0.019,42.0,20.0,25.016967,2.156728,223.067833,26.062167,621.347
MARZO,5.0,22.0,0.023,0.001,0.71,0.013,33.0,22.0,22.960517,2.180428,236.4445,27.02365,622.057667
MARZO,5.0,23.0,0.017,0.001,0.68,0.016,25.0,15.0,21.151333,0.977512,260.29085,31.150633,622.429
MARZO,6.0,0.0,0.018,0.001,0.62,0.015,31.0,19.0,19.9006,0.457,239.514017,34.650667,622.433833
MARZO,6.0,1.0,0.019,0.001,0.59,0.017,26.0,9.0,18.940517,0.447,149.725602,37.235133,622.705667
MARZO,6.0,2.0,0.022,0.001,0.57,0.016,34.0,19.0,18.2949,0.447,208.855367,38.731033,622.893167
MARZO,6.0,3.0,0.022,0.001,0.66,0.02,28.0,13.0,18.157933,0.447298,152.018883,39.597667,622.6785
MARZO,6.0,4.0,0.017,0.001,0.52,0.014,31.0,16.0,17.526517,0.447,249.898333,43.290617,622.4545
MARZO,6.0,5.0,0.014,0.001,0.53,0.014,28.0,18.0,16.268683,0.447,271.329167,46.515267,622.526167
MARZO,6.0,6.0,0.01,0.001,0.57,0.017,30.0,22.0,15.3012,0.560167,274.0415,48.59555,622.673667
MARZO,6.0,7.0,0.01,0.001,0.53,0.017,28.0,13.0,13.807617,0.447742,287.914378,51.65635,623.1635
MARZO,6.0,8.0,0.01,0.001,0.82,0.017,31.0,14.0,14.669583,0.447,261.667667,52.682883,623.689333
MARZO,6.0,9.0,0.023,0.001,0.62,0.016,31.0,24.0,16.7348,0.604683,280.865667,48.07405,624.213167
MARZO,6.0,12.0,0.051,0.002,0.43,0.006,26.0,23.0,23.328783,2.37314,243.732167,37.600917,623.971167
MARZO,6.0,13.0,0.048,0.001,0.37,0.006,22.0,12.0,24.628367,2.605907,246.7145,32.655117,623.224333
MARZO,6.0,14.0,0.043,0.001,0.33,0.005,16.0,13.0,26.283433,2.594282,256.205333,21.861067,622.378
MARZO,6.0,15.0,0.045,0.001,0.35,0.005,11.0,13.0,27.238067,2.621098,257.372,19.7815,621.548
MARZO,6.0,16.0,0.046,0.001,0.28,0.004,17.0,12.0,27.7324,2.650273,228.071833,19.002767,620.868667
MARZO,6.0,17.0,0.048,0.001,0.31,0.004,13.0,10.0,28.452967,2.173768,251.884117,18.654167,620.382667
MARZO,6.0,18.0,0.051,0.001,0.27,0.003,17.0,11.0,28.196167,2.707155,282.042667,18.118717,620.320833
MARZO,6.0,19.0,0.047,0.001,0.36,0.006,16.0,12.0,27.436967,1.346493,292.049833,18.660583,620.406
MARZO,6.0,20.0,0.017,0.001,1.12,0.026,21.0,11.0,26.10535,0.447668,288.485,21.417833,620.592667
MARZO,6.0,21.0,0.005,0.003,1.89,0.033,43.0,20.0,24.7857,0.773545,254.152,24.848117,621.2275
MARZO,6.0,22.0,0.011,0.002,1.0,0.025,54.0,26.0,22.868133,0.972638,246.573,29.33755,621.8715
MARZO,6.0,23.0,0.019,0.001,0.61,0.018,49.0,29.0,21.390467,0.611203,291.252833,31.548417,622.168667
MARZO,7.0,0.0,0.026,0.001,0.42,0.012,37.0,23.0,21.1029,1.524912,236.177167,29.928967,622.4135
MARZO,7.0,1.0,0.019,0.001,0.41,0.012,24.0,17.0,19.745417,0.451075,230.801667,32.219883,622.473167
MARZO,7.0,2.0,0.011,0.001,0.44,0.019,25.0,13.0,18.019083,0.447,231.495217,37.268633,622.4645
MARZO,7.0,3.0,0.013,0.001,0.35,0.01,28.0,22.0,17.911033,0.447,255.017333,36.158317,622.358833
MARZO,7.0,4.0,0.007,0.001,0.45,0.017,28.0,14.0,15.9704,0.447,301.635667,41.7595,622.309833
MARZO,7.0,5.0,0.005,0.002,0.41,0.017,30.0,16.0,15.42185,0.447,289.092167,42.824717,622.216
MARZO,7.0,6.0,0.005,0.002,0.45,0.016,35.0,21.0,14.7404,0.447,287.344667,45.202117,622.4505
MARZO,7.0,7.0,0.005,0.004,0.82,0.017,32.0,19.0,13.985717,0.447,308.335833,46.188783,622.777667
MARZO,7.0,8.0,0.004,0.005,1.67,0.018,95.0,24.0,14.3578,0.447223,284.483833,46.15595,623.161833
MARZO,7.0,9.0,0.007,0.004,1.26,0.021,68.0,33.0,16.849783,0.447298,281.776353,40.929383,623.508167
MARZO,7.0,10.0,0.021,0.002,0.77,0.018,44.0,30.0,20.1238,0.479002,247.326,36.7054,623.835167
MARZO,7.0,11.0,0.041,0.001,0.45,0.008,31.0,24.0,22.65245,0.597503,218.901117,31.788683,623.8415
MARZO,7.0,12.0,0.045,0.001,0.45,0.007,20.0,14.0,23.956967,1.753685,257.0745,28.977583,623.338667
MARZO,7.0,13.0,0.05,0.001,0.46,0.009,23.0,14.0,25.174283,2.236643,260.906717,27.102,622.544
MARZO,7.0,14.0,0.05,0.001,0.45,0.007,21.0,18.0,26.86055,1.73258,247.761,23.051033,621.549167
MARZO,7.0,15.0,0.051,0.001,0.4,0.006,19.0,10.0,27.822267,1.48085,223.2493,21.756617,620.654167
MARZO,7.0,16.0,0.055,0.001,0.45,0.007,23.0,20.0,28.63555,1.610532,225.11,20.152283,619.837667
MARZO,7.0,17.0,0.053,0.001,0.44,0.008,23.0,23.0,28.786867,2.134138,269.231667,20.139867,619.410667
MARZO,7.0,18.0,0.053,0.001,0.45,0.006,22.0,21.0,28.674117,1.666895,288.343833,20.29585,619.267833
MARZO,7.0,19.0,0.045,0.001,0.75,0.015,28.0,15.0,27.456633,0.9279,289.832167,22.585767,619.3655
MARZO,7.0,20.0,0.019,0.001,1.12,0.03,35.0,17.0,26.357,0.50559,274.960333,24.934217,619.539833
MARZO,7.0,21.0,0.018,0.001,1.09,0.027,56.0,20.0,25.499,1.865657,235.8405,27.743133,620.113333
MARZO,7.0,22.0,0.033,0.001,0.51,0.011,43.0,27.0,23.484633,3.256235,234.490167,33.166483,620.536667
MARZO,7.0,23.0,0.028,0.001,0.43,0.008,32.0,18.0,22.1607,1.640075,240.589033,34.4068,620.817833
MARZO,8.0,0.0,0.025,0.001,0.38,0.008,24.0,16.0,21.209883,0.447,212.677183,36.466383,621.238667
MARZO,8.0,1.0,0.022,0.003,0.38,0.01,27.0,16.0,21.28895,0.447,217.914193,37.667717,621.263
MARZO,8.0,2.0,0.012,0.005,0.41,0.017,32.0,18.0,20.2404,0.447,226.680415,40.062217,620.913167
MARZO,8.0,3.0,0.018,0.004,0.38,0.015,32.0,24.0,19.358483,0.447,160.132217,42.901717,620.670667
MARZO,8.0,4.0,0.013,0.003,0.39,0.018,30.0,24.0,18.73475,0.447,128.208617,45.4396,620.453667
MARZO,8.0,5.0,0.013,0.003,0.41,0.018,35.0,22.0,18.332233,0.447,189.3465,52.032933,620.399833
MARZO,8.0,6.0,0.018,0.002,0.37,0.012,33.0,25.0,17.675717,0.447,217.136,47.225383,620.515833
MARZO,8.0,7.0,0.013,0.002,0.59,0.015,30.0,21.0,16.61085,0.447,250.829667,49.995017,620.800833
MARZO,8.0,8.0,0.005,0.004,1.34,0.02,41.0,19.0,16.263117,0.447,199.638467,51.639483,621.191167
MARZO,8.0,9.0,0.012,0.003,0.97,0.02,47.0,18.0,18.191933,0.919077,237.840333,47.23395,621.588667
MARZO,8.0,10.0,0.031,0.002,0.58,0.011,34.0,21.0,19.872333,1.534467,264.660833,43.516483,621.883333
MARZO,8.0,11.0,0.044,0.002,0.5,0.01,25.0,21.0,21.7455,1.658895,250.716667,39.883617,621.630833
MARZO,8.0,12.0,0.047,0.002,0.51,0.007,28.0,11.0,23.555033,2.326183,242.520617,36.941,621.005
MARZO,8.0,13.0,0.049,0.001,0.47,0.006,27.0,13.0,24.807467,3.53034,260.49,34.186983,620.2255
MARZO,8.0,14.0,0.047,0.001,0.5,0.007,26.0,16.0,26.577033,2.994285,226.608,28.546817,619.131167
MARZO,8.0,15.0,0.044,0.002,0.53,0.009,27.0,19.0,28.1245,4.086832,226.482667,22.7268,618.2325
MARZO,8.0,16.0,0.043,0.001,0.54,0.009,36.0,15.0,29.561267,4.939345,229.756167,15.636083,617.449167
MARZO,8.0,17.0,0.044,0.001,0.45,0.006,45.0,16.0,29.533583,5.504358,225.560667,12.458617,617.212333
MARZO,8.0,18.0,0.041,0.001,0.52,0.009,34.0,11.0,29.0584,5.074802,222.085833,11.643917,617.327667
MARZO,8.0,19.0,0.032,0.001,0.64,0.013,37.0,12.0,27.516567,3.840658,221.7675,14.303533,617.7055
MARZO,8.0,20.0,0.021,0.002,0.78,0.017,41.0,14.0,24.749733,2.952223,218.724167,20.867283,618.5715
MARZO,8.0,21.0,0.027,0.001,0.53,0.009,33.0,28.0,23.337967,3.476865,231.896667,19.658533,619.404833
MARZO,8.0,22.0,0.027,0.001,0.41,0.008,17.0,16.0,21.865133,2.846535,212.669333,20.222933,619.986167
MARZO,8.0,23.0,0.02,0.002,0.5,0.012,22.0,15.0,20.685917,1.419442,183.2069,23.02615,620.274833
MARZO,9.0,0.0,0.01,0.011,0.45,0.018,29.0,18.0,19.573733,0.447,129.22625,26.733033,620.419167
MARZO,9.0,1.0,0.009,0.003,0.37,0.017,29.0,20.0,18.2911,0.454185,231.023783,30.277767,620.3015
MARZO,9.0,2.0,0.009,0.001,0.34,0.018,20.0,13.0,17.040633,0.594613,315.674167,34.60255,620.111167
MARZO,9.0,3.0,0.006,0.001,0.32,0.019,15.0,14.0,16.012283,0.564395,306.647,36.822083,619.954833
MARZO,9.0,4.0,0.009,0.002,0.32,0.02,19.0,12.0,15.6681,0.447,287.095667,40.388183,619.898667
MARZO,9.0,5.0,0.013,0.002,0.39,0.021,23.0,20.0,14.605383,0.447297,261.654667,45.094817,619.817833
MARZO,9.0,6.0,0.011,0.003,0.42,0.02,33.0,21.0,13.85195,0.447,300.0295,45.43795,619.920667
MARZO,9.0,7.0,0.016,0.003,0.99,0.02,31.0,20.0,13.982383,0.447,226.820833,50.615483,620.139667
MARZO,9.0,8.0,0.011,0.005,1.66,0.018,56.0,22.0,14.530967,0.738882,132.932967,46.995817,620.442
MARZO,9.0,9.0,0.022,0.006,0.63,0.018,64.0,30.0,15.940733,1.48158,102.184067,44.38195,620.773333
MARZO,9.0,10.0,0.027,0.028,0.45,0.013,43.0,33.0,18.763883,1.138015,106.08805,37.515867,620.860167
MARZO,9.0,11.0,0.037,0.041,0.39,0.01,46.0,30.0,21.254367,1.015668,139.432733,32.5313,620.628833
MARZO,9.0,12.0,0.05,0.008,0.49,0.007,30.0,30.0,22.8697,2.99622,255.721333,27.0615,620.2145
MARZO,9.0,13.0,0.057,0.002,0.41,0.006,22.0,20.0,23.913667,3.106122,274.430167,23.06795,619.622833
MARZO,9.0,14.0,0.06,0.001,0.38,0.004,24.0,18.0,25.130867,3.277567,281.4105,20.16115,618.962667
MARZO,9.0,15.0,0.054,0.001,0.46,0.008,29.0,12.0,26.973967,4.54475,254.107667,15.479733,618.247333
MARZO,9.0,16.0,0.054,0.001,0.47,0.007,42.0,20.0,27.507683,5.756245,257.561333,16.2557,617.780167
MARZO,9.0,17.0,0.053,0.001,0.43,0.006,54.0,23.0,27.727567,5.623155,254.400667,14.906383,617.6075
MARZO,9.0,18.0,0.048,0.001,0.53,0.009,43.0,13.0,27.455833,4.867285,249.653167,16.09055,617.580833
MARZO,9.0,19.0,0.037,0.001,0.64,0.013,40.0,16.0,25.687083,4.423215,246.624,19.878417,617.975833
MARZO,9.0,20.0,0.032,0.001,0.64,0.013,31.0,9.0,23.3565,4.353162,242.773167,21.777917,618.6895
MARZO,9.0,21.0,0.036,0.001,0.57,0.01,34.0,9.0,21.824833,3.275717,223.524,23.579117,619.469667
MARZO,9.0,22.0,0.027,0.001,0.51,0.009,24.0,21.0,20.5554,1.756797,194.788167,28.091733,620.013667
MARZO,9.0,23.0,0.022,0.001,0.5,0.012,27.0,16.0,19.463033,0.816657,241.09,29.288117,620.3865
MARZO,10.0,0.0,0.025,0.001,0.36,0.007,18.0,14.0,17.900817,0.487292,254.455167,33.339783,620.590833
MARZO,10.0,1.0,0.031,0.001,0.26,0.005,20.0,12.0,17.062183,0.447,221.150333,34.12885,620.521
MARZO,10.0,2.0,0.026,0.002,0.25,0.006,19.0,16.0,16.424683,0.447,267.559917,35.057133,620.288
MARZO,10.0,3.0,0.027,0.001,0.22,0.007,18.0,20.0,16.055633,0.453223,283.703333,33.954283,620.173667
MARZO,10.0,4.0,0.007,0.001,0.27,0.019,12.0,14.0,15.1827,0.447,251.0163,36.578583,619.996
MARZO,10.0,5.0,0.006,0.002,0.29,0.018,19.0,12.0,13.6194,0.447,237.163783,40.533133,620.055667
MARZO,10.0,6.0,0.022,0.005,0.45,0.017,24.0,18.0,12.865617,0.447,105.0968,46.419033,620.282333
MARZO,10.0,7.0,0.013,0.007,0.87,0.017,30.0,13.0,11.965483,0.447,108.694467,47.501383,620.444667
MARZO,10.0,8.0,0.013,0.011,1.41,0.02,46.0,23.0,12.84775,0.447,122.606583,44.0654,620.764167
MARZO,10.0,9.0,0.011,0.014,1.69,0.034,52.0,26.0,16.32535,0.483667,156.426933,36.017417,621.166167
MARZO,10.0,10.0,0.017,0.009,1.19,0.037,79.0,46.0,18.472833,0.457223,202.647817,29.7968,621.461
MARZO,10.0,11.0,0.035,0.004,0.53,0.012,36.0,35.0,21.084967,1.123427,214.879767,21.06055,621.4785
MARZO,10.0,12.0,0.051,0.002,0.3,0.004,20.0,15.0,23.022133,1.056765,164.457767,19.703633,621.214
MARZO,10.0,13.0,0.051,0.001,0.36,0.006,14.0,5.0,24.7041,1.916175,221.6441,19.0544,620.4925
MARZO,10.0,14.0,0.053,0.001,0.43,0.007,21.0,7.0,26.08995,3.823033,254.699667,16.780783,619.674333
MARZO,10.0,15.0,0.055,0.001,0.42,0.008,25.0,10.0,27.139117,4.735532,257.212167,13.22895,619.037167
MARZO,10.0,16.0,0.059,0.001,0.46,0.009,30.0,11.0,27.986583,4.739087,254.077167,12.1574,618.5295
MARZO,10.0,17.0,0.059,0.001,0.41,0.008,69.0,18.0,28.1813,4.930903,256.047333,10.596478,618.430333
MARZO,10.0,18.0,0.05,0.001,0.42,0.009,65.0,8.0,27.586917,5.447998,250.5,9.163273,618.584667
MARZO,10.0,19.0,0.038,0.001,0.51,0.012,38.0,10.0,25.583733,4.705463,246.316,11.994017,619.059333
MARZO,10.0,20.0,0.031,0.001,0.63,0.015,33.0,13.0,22.90555,3.616772,241.679333,16.463433,619.791667
MARZO,10.0,21.0,0.03,0.001,0.58,0.013,26.0,11.0,21.8921,2.951992,217.048167,19.102833,620.514167
MARZO,10.0,22.0,0.032,0.001,0.39,0.007,26.0,11.0,20.5068,3.228615,217.335333,21.886517,620.897333
MARZO,10.0,23.0,0.032,0.001,0.32,0.007,19.0,13.0,18.92005,1.500542,245.63,24.127333,621.274833
MARZO,11.0,0.0,0.031,0.001,0.32,0.007,18.0,13.0,17.933117,0.567212,251.276,26.1709,621.411
MARZO,11.0,1.0,0.028,0.001,0.36,0.007,23.0,12.0,17.125783,0.557953,200.781367,28.182433,621.281
MARZO,11.0,3.0,0.007,0.001,0.39,0.017,21.0,11.0,14.643,0.447,232.84355,34.89765,620.958333
MARZO,11.0,4.0,0.015,0.001,0.36,0.017,20.0,8.0,13.779033,0.49114,301.173333,37.26665,620.9245
MARZO,11.0,5.0,0.018,0.002,0.38,0.023,24.0,17.0,13.352717,0.694002,283.6125,39.051817,620.887167
MARZO,11.0,6.0,0.018,0.003,0.45,0.024,37.0,18.0,13.1721,0.447,298.5527,40.001533,621.018667
MARZO,11.0,7.0,0.017,0.004,1.2,0.025,37.0,28.0,12.719433,0.447075,258.913667,41.6931,621.325833
MARZO,11.0,8.0,0.016,0.006,2.16,0.025,82.0,34.0,13.009333,0.470782,251.9,42.009367,621.744167
MARZO,11.0,9.0,0.017,0.003,0.96,0.021,61.0,46.0,15.17135,1.170818,282.444333,40.106667,622.254333
MARZO,11.0,10.0,0.042,0.002,0.57,0.011,47.0,23.0,17.906967,2.716932,279.574667,38.202317,622.531333
