MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM25,TEMP,WIND_SPEED,WIND_DIR,HUMIDITY,PBAR
FEBRERO,2.0,7.0,0.0032,0.004,0.89,0.022,48.0,28.0,12.75,0.45,232.73,54.29,620.69
FEBRERO,2.0,8.0,0.0037,0.0047,1.61,0.022,72.0,31.0,11.85,0.45,257.36,56.38,621.22
FEBRERO,2.0,9.0,0.0059,0.0044,1.4,0.025,67.0,44.0,14.3,0.45,120.76,50.21,621.69
FEBRERO,2.0,10.0,0.0163,0.0034,1.47,0.034,72.0,42.0,17.28,0.53,174.81,47.15,621.93
FEBRERO,2.0,11.0,0.0297,0.0018,0.64,0.014,58.0,39.0,19.28,1.0,234.45,44.97,621.96
FEBRERO,2.0,12.0,0.0351,0.0012,0.5,0.008,21.0,27.0,20.95,2.11,245.21,35.96,621.47
FEBRERO,2.0,13.0,0.0386,0.0009,0.47,0.009,11.0,17.0,22.64,3.35,253.79,26.35,620.72
FEBRERO,2.0,14.0,0.041,0.0008,0.51,0.01,21.0,12.0,24.08,3.87,254.4,19.19,619.81
FEBRERO,2.0,15.0,0.0435,0.0006,0.44,0.007,8.0,12.0,25.21,2.93,269.94,18.37,618.9
FEBRERO,2.0,16.0,0.0355,0.0007,0.55,0.01,19.0,12.0,26.18,3.99,237.44,18.61,618.44
FEBRERO,2.0,17.0,0.0339,0.0007,0.53,0.009,17.0,12.0,26.33,4.1,238.87,18.9,618.3
FEBRERO,2.0,18.0,0.0273,0.0008,0.57,0.011,27.0,11.0,25.95,4.29,239.78,19.85,618.41
FEBRERO,2.0,19.0,0.0127,0.001,0.87,0.017,29.0,11.0,24.35,2.59,256.54,23.16,618.61
FEBRERO,2.0,20.0,0.006,0.0017,1.4,0.025,38.0,14.0,22.45,0.69,218.48,27.78,619.17
FEBRERO,2.0,21.0,0.0121,0.0011,0.85,0.019,44.0,27.0,21.32,1.99,207.46,29.92,619.88
FEBRERO,2.0,22.0,0.0199,0.001,0.53,0.012,35.0,19.0,20.16,3.05,213.3,36.92,620.44
FEBRERO,2.0,23.0,0.0191,0.0011,0.46,0.009,30.0,15.0,19.07,2.02,207.36,42.26,620.94
FEBRERO,3.0,0.0,0.0175,0.0011,0.41,0.009,29.0,21.0,18.06,0.49,247.77,46.36,621.34
FEBRERO,3.0,1.0,0.0112,0.0013,0.44,0.016,36.0,21.0,16.99,0.84,296.97,48.47,621.41
FEBRERO,3.0,2.0,0.0139,0.0029,0.46,0.018,41.0,20.0,15.92,0.67,275.95,51.13,621.63
FEBRERO,3.0,3.0,0.0104,0.0029,0.43,0.019,30.0,25.0,15.12,0.48,276.68,53.2,621.58
FEBRERO,3.0,4.0,0.0089,0.003,0.41,0.019,36.0,28.0,15.15,0.45,245.85,53.57,621.59
FEBRERO,3.0,5.0,0.0183,0.0016,0.33,0.011,28.0,20.0,14.41,0.46,244.22,57.12,621.4
FEBRERO,3.0,6.0,0.0038,0.0038,0.51,0.02,36.0,17.0,12.5,0.61,259.18,60.32,621.55
FEBRERO,3.0,7.0,0.009,0.0031,0.85,0.019,43.0,26.0,12.47,0.45,225.65,61.76,621.93
FEBRERO,3.0,8.0,0.0198,0.004,1.31,0.022,57.0,27.0,12.54,0.45,296.54,61.58,622.6
FEBRERO,3.0,9.0,0.0259,0.0039,1.25,0.023,45.0,42.0,14.41,0.45,252.59,56.37,623.03
FEBRERO,3.0,10.0,0.0314,0.0022,0.83,0.015,38.0,31.0,16.76,0.83,223.95,49.66,623.56
FEBRERO,3.0,11.0,0.0382,0.0016,0.47,0.008,34.0,24.0,19.15,1.11,243.07,44.56,623.55
FEBRERO,3.0,12.0,0.0394,0.0014,0.49,0.008,20.0,18.0,21.3,0.99,211.71,39.51,623.12
FEBRERO,3.0,13.0,0.0378,0.0012,0.44,0.006,14.0,19.0,22.67,2.21,217.34,29.96,622.46
FEBRERO,3.0,14.0,0.0421,0.0011,0.5,0.008,18.0,14.0,23.51,3.73,261.39,28.5,621.7
FEBRERO,3.0,15.0,0.0389,0.001,0.45,0.007,20.0,18.0,24.52,4.68,256.94,21.12,621.06
FEBRERO,3.0,16.0,0.0385,0.0009,0.47,0.0087,25.0,14.0,25.11,5.03,255.27,18.33,620.64
FEBRERO,3.0,17.0,0.0403,0.0008,0.46,0.0086,24.0,13.0,25.58,4.7,260.27,17.6,620.57
FEBRERO,3.0,18.0,0.0363,0.001,0.6,0.0137,32.0,17.0,25.33,4.22,257.78,19.05,620.74
FEBRERO,3.0,19.0,0.0242,0.0011,0.79,0.018,37.0,21.0,23.52,3.32,250.63,22.98,621.2
FEBRERO,3.0,20.0,0.0128,0.0012,0.93,0.0194,30.0,20.0,21.6,2.03,232.7,24.32,621.77
FEBRERO,3.0,21.0,0.0115,0.0015,0.95,0.0206,34.0,21.0,20.55,0.63,199.07,25.33,622.49
FEBRERO,3.0,22.0,0.0115,0.0013,0.7,0.017,36.0,24.0,20.38,1.05,200.14,25.11,622.91
FEBRERO,3.0,23.0,0.0141,0.001,0.51,0.0122,26.0,22.0,19.54,1.11,223.09,27.78,623.27
FEBRERO,4.0,0.0,0.0166,0.0009,0.36,0.0091,28.0,16.0,18.68,0.45,230.34,31.0,623.51
FEBRERO,4.0,1.0,0.0127,0.0008,0.34,0.012,23.0,15.0,17.51,0.45,250.04,34.51,623.3
FEBRERO,4.0,2.0,0.0042,0.0015,0.4,0.0193,27.0,15.0,16.16,0.45,203.19,38.82,623.28
FEBRERO,4.0,3.0,0.005,0.0019,0.42,0.0201,22.0,21.0,15.98,0.45,262.96,41.21,623.31
FEBRERO,4.0,4.0,0.0049,0.0018,0.41,0.0203,30.0,20.0,14.65,0.45,248.67,44.86,623.38
FEBRERO,4.0,5.0,0.0054,0.0028,0.41,0.0202,29.0,21.0,14.1,0.45,295.9,46.28,623.53
FEBRERO,4.0,6.0,0.0051,0.0033,0.58,0.0189,32.0,26.0,13.84,0.49,170.21,48.36,623.75
FEBRERO,4.0,10.0,0.0117,0.0043,0.78,0.0226,74.0,40.0,16.73,0.8,136.34,43.12,625.53
FEBRERO,4.0,11.0,0.0349,0.0399,0.93,0.0206,60.0,35.0,20.53,0.55,141.21,35.98,625.83
FEBRERO,4.0,12.0,0.0355,0.0096,0.61,0.0149,92.0,41.0,21.41,1.45,246.77,31.33,625.52
FEBRERO,4.0,13.0,0.0422,0.0024,0.47,0.0121,35.0,21.0,22.77,1.26,200.62,25.58,624.94
FEBRERO,4.0,14.0,0.0432,0.0013,0.38,0.0074,17.0,16.0,24.1,1.43,207.73,21.72,624.13
FEBRERO,4.0,15.0,0.0355,0.001,0.43,0.0094,21.0,19.0,24.4,2.76,270.87,17.77,623.41
FEBRERO,4.0,16.0,0.0359,0.0009,0.52,0.011,15.0,12.0,25.63,3.05,251.24,16.08,623.02
FEBRERO,4.0,17.0,0.0376,0.0006,0.38,0.0074,16.0,12.0,25.81,2.84,285.73,15.21,622.91
FEBRERO,4.0,18.0,0.0374,0.0007,0.43,0.0096,25.0,13.0,25.52,2.54,282.28,16.25,623.02
FEBRERO,4.0,19.0,0.0175,0.0017,1.37,0.0283,38.0,14.0,24.27,0.5,282.0,18.52,623.35
FEBRERO,4.0,20.0,0.0054,0.0025,1.42,0.0338,75.0,24.0,22.88,1.1,298.87,20.4,623.77
FEBRERO,4.0,21.0,0.0062,0.002,0.97,0.0264,54.0,28.0,21.31,0.74,294.83,21.91,624.3
FEBRERO,4.0,22.0,0.0118,0.0479,0.97,0.0197,74.0,28.0,19.89,2.14,147.87,28.93,624.93
FEBRERO,4.0,23.0,0.0258,0.0903,0.89,0.0115,80.0,29.0,17.54,4.01,77.0,43.94,625.65
FEBRERO,5.0,3.0,0.0215,0.0644,0.46,0.0093,28.0,24.0,11.84,1.93,95.77,61.4,625.69
FEBRERO,5.0,4.0,0.0216,0.0635,0.37,0.0086,27.0,26.0,10.2,1.89,98.29,62.97,625.81
FEBRERO,5.0,5.0,0.0197,0.0993,0.37,0.0085,29.0,24.0,8.23,2.48,86.33,65.36,625.84
FEBRERO,5.0,6.0,0.0198,0.1211,0.54,0.0105,30.0,31.0,6.96,4.09,85.17,68.23,626.02
FEBRERO,5.0,7.0,0.0181,0.1245,0.43,0.0104,34.0,31.0,6.53,3.81,89.15,70.51,626.48
FEBRERO,5.0,8.0,0.0217,0.1507,0.33,0.009,31.0,35.0,5.77,4.27,82.0,70.1,627.01
FEBRERO,5.0,9.0,0.0228,0.0917,0.3,0.008,17.0,20.0,6.99,4.12,91.17,66.33,627.5
FEBRERO,5.0,10.0,0.024,0.0642,0.31,0.007,40.0,27.0,8.32,4.54,95.67,63.16,627.73
FEBRERO,5.0,11.0,0.0256,0.0623,0.37,0.0068,39.0,29.0,10.48,3.53,98.72,57.59,627.64
FEBRERO,5.0,12.0,0.0332,0.046,0.35,0.0058,39.0,38.0,12.91,4.43,89.53,51.84,627.35
FEBRERO,5.0,13.0,0.0378,0.028,0.47,0.0078,34.0,32.0,15.52,3.56,113.63,46.43,626.47
FEBRERO,5.0,14.0,0.0466,0.0724,0.58,0.0099,34.0,19.0,18.5,1.67,130.02,40.78,625.42
FEBRERO,5.0,15.0,0.0591,0.1276,1.34,0.0159,38.0,34.0,21.64,0.88,228.05,34.64,624.44
FEBRERO,5.0,16.0,0.065,0.0328,0.99,0.0122,46.0,45.0,23.58,0.84,218.53,29.1,623.73
FEBRERO,5.0,17.0,0.0484,0.0069,0.49,0.0069,31.0,38.0,23.78,1.58,266.07,24.29,623.18
FEBRERO,5.0,18.0,0.0415,0.0044,0.65,0.0124,25.0,18.0,23.29,1.69,255.7,26.13,623.15
FEBRERO,5.0,19.0,0.0279,0.003,1.0,0.0219,34.0,17.0,22.82,0.74,232.38,27.62,623.23
FEBRERO,5.0,20.0,0.0056,0.0043,2.1,0.0416,51.0,22.0,21.61,0.45,176.15,31.0,623.37
FEBRERO,5.0,21.0,0.0043,0.0058,2.24,0.037,86.0,35.0,19.76,0.47,113.1,36.09,623.72
FEBRERO,5.0,22.0,0.0063,0.0053,1.59,0.0328,85.0,45.0,18.7,0.7,129.68,39.86,624.11
FEBRERO,5.0,23.0,0.0051,0.0038,1.53,0.0332,84.0,47.0,17.92,0.71,214.83,40.91,624.56
FEBRERO,6.0,0.0,0.0033,0.0044,1.5,0.0309,75.0,47.0,16.16,0.45,191.25,45.24,624.65
FEBRERO,6.0,1.0,0.0053,0.0051,0.9,0.0252,60.0,41.0,15.23,0.46,311.69,45.48,624.42
FEBRERO,6.0,2.0,0.0118,0.0022,0.65,0.0232,58.0,33.0,14.52,0.46,214.9,46.83,624.36
FEBRERO,6.0,3.0,0.0114,0.0031,0.93,0.0231,60.0,31.0,14.38,0.45,242.42,49.11,624.15
FEBRERO,6.0,4.0,0.0103,0.0029,1.03,0.0216,60.0,42.0,14.42,0.45,225.25,50.0,624.1
FEBRERO,6.0,5.0,0.0095,0.0043,0.81,0.0196,57.0,43.0,12.84,0.45,177.43,53.65,624.03
FEBRERO,6.0,6.0,0.0078,0.0053,0.53,0.0197,49.0,33.0,12.16,0.45,128.26,56.4,624.08
FEBRERO,6.0,7.0,0.0067,0.0033,0.72,0.0203,53.0,30.0,11.71,0.45,115.45,57.56,624.27
FEBRERO,6.0,8.0,0.0066,0.0046,0.89,0.0193,59.0,41.0,11.65,0.45,99.19,57.63,624.5
FEBRERO,6.0,9.0,0.0089,0.008,0.85,0.0198,50.0,45.0,13.01,0.5,112.78,53.56,625.0
FEBRERO,6.0,10.0,0.0205,0.0047,0.73,0.0166,67.0,47.0,16.07,0.47,180.35,47.08,625.29
FEBRERO,6.0,11.0,0.0315,0.0036,0.63,0.0146,48.0,49.0,18.4,0.72,253.72,44.46,625.4
FEBRERO,6.0,12.0,0.0462,0.0032,0.39,0.0057,37.0,38.0,20.02,2.67,278.4,44.69,624.86
FEBRERO,6.0,13.0,0.0412,0.0025,0.44,0.0095,21.0,28.0,21.89,2.46,251.84,40.72,624.02
FEBRERO,6.0,14.0,0.0384,0.0017,0.39,0.0062,21.0,22.0,23.16,3.47,254.16,34.32,623.19
FEBRERO,6.0,15.0,0.036,0.0011,0.44,0.0073,14.0,18.0,24.68,3.2,241.4,26.7,622.44
FEBRERO,6.0,16.0,0.0383,0.0009,0.33,0.0042,14.0,18.0,24.97,3.65,258.09,26.18,621.68
FEBRERO,6.0,17.0,0.0399,0.0008,0.35,0.0053,16.0,15.0,25.2,3.61,241.79,27.54,621.31
FEBRERO,6.0,18.0,0.0368,0.0008,0.41,0.009,26.0,22.0,24.65,2.92,244.51,29.76,621.28
FEBRERO,6.0,19.0,0.0247,0.0009,0.72,0.0165,28.0,14.0,23.45,1.45,245.4,33.62,621.53
FEBRERO,6.0,20.0,0.0133,0.0013,1.1,0.0246,33.0,20.0,22.98,0.61,180.24,35.23,621.92
FEBRERO,6.0,21.0,0.0161,0.0013,0.87,0.0173,46.0,33.0,22.45,2.03,220.55,34.98,622.46
FEBRERO,6.0,22.0,0.0246,0.0006,0.51,0.007,30.0,22.0,21.01,3.88,238.55,35.73,623.0
FEBRERO,6.0,23.0,0.018,0.0007,0.53,0.0098,15.0,13.0,19.97,1.74,233.98,38.24,623.24
FEBRERO,7.0,0.0,0.0202,0.0008,0.43,0.0075,26.0,14.0,19.23,0.54,197.87,43.24,623.52
FEBRERO,7.0,1.0,0.0241,0.0011,0.31,0.0056,15.0,15.0,18.88,0.61,235.08,45.52,623.45
FEBRERO,7.0,3.0,0.0242,0.0015,0.27,0.0043,16.0,18.0,18.5,0.45,215.9,47.03,623.44
FEBRERO,7.0,5.0,0.0118,0.0015,0.29,0.0122,18.0,11.0,17.06,0.45,217.26,51.05,623.33
FEBRERO,7.0,6.0,0.011,0.0017,0.36,0.0107,19.0,19.0,15.84,0.45,247.26,55.23,623.46
FEBRERO,7.0,7.0,0.0047,0.0031,0.83,0.0182,27.0,17.0,15.2,0.45,246.19,57.63,623.69
FEBRERO,7.0,8.0,0.0042,0.0046,1.71,0.0186,49.0,21.0,14.89,0.45,298.15,58.28,624.02
FEBRERO,7.0,9.0,0.0155,0.0017,0.49,0.008,26.0,41.0,16.58,0.87,282.55,48.44,624.48
FEBRERO,7.0,10.0,0.0208,0.0015,0.4,0.0063,15.0,16.0,18.49,0.86,239.04,43.15,624.61
FEBRERO,7.0,11.0,0.0297,0.0014,0.42,0.0064,15.0,15.0,20.5,0.9,213.13,38.69,624.54
FEBRERO,7.0,12.0,0.0353,0.0015,0.36,0.0059,21.0,21.0,21.48,1.82,239.15,34.39,624.2
FEBRERO,7.0,13.0,0.0379,0.0012,0.42,0.0069,19.0,14.0,22.37,2.52,237.71,32.98,623.54
FEBRERO,7.0,14.0,0.0393,0.0013,0.49,0.0086,19.0,13.0,22.98,2.72,243.1,31.37,622.62
FEBRERO,7.0,15.0,0.0347,0.0009,0.44,0.007,20.0,17.0,23.93,4.18,239.79,25.92,621.74
FEBRERO,7.0,16.0,0.0365,0.0009,0.41,0.0066,21.0,16.0,24.36,3.43,253.0,23.83,621.03
FEBRERO,7.0,17.0,0.0303,0.0007,0.35,0.0074,25.0,16.0,24.03,3.86,269.35,20.71,620.91
FEBRERO,7.0,18.0,0.0266,0.0008,0.49,0.0101,20.0,11.0,23.62,3.38,246.3,22.5,621.03
FEBRERO,7.0,19.0,0.0228,0.0009,0.67,0.014,25.0,12.0,22.94,2.53,231.34,27.26,621.28
FEBRERO,7.0,20.0,0.014,0.0012,0.93,0.0193,33.0,13.0,21.89,1.0,237.86,29.95,621.64
FEBRERO,7.0,21.0,0.0107,0.0044,0.98,0.0217,49.0,19.0,20.7,1.05,149.97,35.93,622.19
FEBRERO,7.0,22.0,0.0182,0.0446,0.56,0.0121,60.0,38.0,18.47,2.12,86.88,45.28,623.18
FEBRERO,7.0,23.0,0.0225,0.0742,0.31,0.01,52.0,32.0,15.4,4.41,94.7,52.04,623.71
FEBRERO,8.0,0.0,0.0336,0.2559,0.29,0.0045,41.0,41.0,14.18,5.77,73.79,57.05,623.96
FEBRERO,8.0,7.0,0.0289,0.0025,0.28,0.0023,7.0,12.0,10.0,3.79,55.6,68.87,624.6
FEBRERO,8.0,8.0,0.0245,0.0019,0.34,0.0044,10.0,12.0,9.87,2.51,48.84,69.16,624.91
FEBRERO,8.0,9.0,0.0231,0.0758,0.47,0.0084,9.0,10.0,10.76,1.49,76.03,66.98,625.22
FEBRERO,8.0,10.0,0.0262,0.0692,0.33,0.0063,22.0,10.0,12.58,3.87,91.71,62.9,625.44
FEBRERO,8.0,11.0,0.029,0.0503,0.37,0.0061,35.0,26.0,14.35,3.4,98.28,57.93,625.5
FEBRERO,8.0,12.0,0.0347,0.0245,0.41,0.0066,26.0,27.0,15.89,3.06,116.71,53.44,625.03
FEBRERO,8.0,13.0,0.0411,0.0348,0.42,0.0075,20.0,21.0,17.81,2.13,126.43,48.24,624.18
FEBRERO,8.0,14.0,0.0475,0.0196,0.47,0.0073,23.0,29.0,19.73,1.19,202.5,42.26,623.27
FEBRERO,8.0,15.0,0.0467,0.0033,0.44,0.0069,20.0,18.0,20.82,2.77,251.12,37.61,622.26
FEBRERO,8.0,16.0,0.0463,0.0017,0.44,0.0067,23.0,20.0,21.74,3.67,267.73,34.76,621.5
FEBRERO,8.0,17.0,0.0512,0.0016,0.44,0.006,20.0,14.0,22.49,2.72,271.26,32.39,621.12
FEBRERO,8.0,18.0,0.0501,0.0011,0.45,0.0068,25.0,17.0,22.68,2.47,287.01,29.39,621.03
FEBRERO,8.0,19.0,0.0312,0.0011,0.88,0.0198,25.0,15.0,22.04,1.55,262.05,28.99,621.24
FEBRERO,8.0,20.0,0.0122,0.0015,1.18,0.0288,49.0,14.0,20.72,1.53,257.2,29.15,621.6
FEBRERO,8.0,21.0,0.0263,0.0042,0.59,0.0155,34.0,31.0,19.78,2.02,224.5,25.55,622.04
FEBRERO,8.0,22.0,0.0278,0.0609,0.88,0.0114,46.0,15.0,16.95,3.36,88.14,47.51,622.86
FEBRERO,8.0,23.0,0.0235,0.0271,0.42,0.0102,31.0,30.0,14.55,2.12,104.15,53.17,623.2
FEBRERO,9.0,0.0,0.0284,0.0181,0.35,0.0101,26.0,23.0,13.0,3.91,105.1,56.79,623.18
FEBRERO,9.0,1.0,0.0251,0.0485,0.36,0.0088,27.0,15.0,12.21,2.87,96.89,59.28,622.97
FEBRERO,9.0,2.0,0.0238,0.0561,0.34,0.0093,28.0,24.0,11.53,3.5,97.02,60.88,622.72
FEBRERO,9.0,3.0,0.0157,0.0314,0.33,0.0129,32.0,31.0,10.56,3.94,101.79,63.05,622.54
FEBRERO,9.0,4.0,0.0123,0.0472,0.4,0.0151,29.0,19.0,10.02,2.42,93.73,64.64,622.47
FEBRERO,9.0,5.0,0.0146,0.0173,0.32,0.0133,28.0,31.0,9.27,1.83,97.54,66.29,622.49
FEBRERO,9.0,6.0,0.0103,0.0225,0.34,0.0137,22.0,18.0,8.64,1.62,100.58,67.53,622.58
FEBRERO,9.0,7.0,0.0072,0.0482,0.48,0.0186,31.0,20.0,8.49,1.04,93.04,68.91,623.07
FEBRERO,9.0,8.0,0.0076,0.0386,0.58,0.0177,47.0,34.0,8.24,1.19,96.61,68.97,623.54
FEBRERO,9.0,9.0,0.0132,0.0295,0.68,0.0136,34.0,30.0,9.49,2.47,103.03,64.81,623.9
FEBRERO,9.0,10.0,0.0196,0.0701,0.53,0.0121,44.0,24.0,11.94,3.62,102.34,59.68,624.08
FEBRERO,9.0,11.0,0.0306,0.011,0.45,0.0068,46.0,47.0,15.53,1.6,93.96,52.47,624.06
FEBRERO,9.0,12.0,0.037,0.0032,0.62,0.0111,27.0,26.0,18.38,1.19,209.04,44.29,623.57
FEBRERO,9.0,13.0,0.0438,0.0022,0.47,0.006,28.0,22.0,19.71,2.26,261.34,42.43,622.76
FEBRERO,9.0,14.0,0.0458,0.0018,0.52,0.008,23.0,16.0,21.17,2.76,244.79,37.81,621.89
FEBRERO,9.0,15.0,0.0472,0.0012,0.53,0.0064,23.0,20.0,22.15,3.69,254.8,32.01,620.97
FEBRERO,9.0,16.0,0.0407,0.0007,0.54,0.0085,17.0,14.0,23.16,3.58,247.47,24.11,620.31
FEBRERO,9.0,17.0,0.0445,0.0004,0.46,0.0063,18.0,13.0,23.46,3.82,266.3,21.23,620.03
FEBRERO,9.0,18.0,0.0439,0.0004,0.45,0.0071,26.0,13.0,23.3,3.59,279.69,22.38,619.98
FEBRERO,9.0,19.0,0.025,0.0007,0.86,0.0208,25.0,16.0,22.37,1.57,265.9,24.32,620.24
FEBRERO,9.0,20.0,0.0062,0.0015,1.6,0.0316,54.0,17.0,20.64,0.53,201.1,27.26,620.54
FEBRERO,9.0,21.0,0.0074,0.0017,1.39,0.0328,64.0,29.0,19.84,0.63,162.07,26.6,620.94
FEBRERO,9.0,22.0,0.0106,0.0012,0.98,0.0236,57.0,32.0,18.77,0.45,163.05,35.5,621.37
FEBRERO,9.0,23.0,0.006,0.0021,0.97,0.0223,54.0,34.0,16.75,0.45,143.85,43.91,621.49
FEBRERO,10.0,2.0,0.003,0.0023,0.48,0.0171,25.0,18.0,13.24,0.54,309.59,53.71,621.48
FEBRERO,10.0,3.0,0.0038,0.0022,0.36,0.0178,25.0,19.0,12.34,0.45,217.94,52.19,621.26
FEBRERO,10.0,4.0,0.0065,0.0018,0.35,0.0192,27.0,20.0,12.65,0.45,180.72,50.2,621.09
FEBRERO,10.0,5.0,0.0082,0.0028,0.37,0.0175,28.0,19.0,11.93,0.48,136.43,57.03,620.95
FEBRERO,10.0,6.0,0.0162,0.0028,0.48,0.0168,41.0,30.0,11.49,0.45,112.66,60.3,621.23
FEBRERO,10.0,7.0,0.0102,0.0031,0.74,0.0181,63.0,42.0,10.91,0.46,110.29,61.62,621.58
FEBRERO,10.0,9.0,0.0041,0.0113,1.72,0.0248,64.0,44.0,13.18,0.45,148.51,53.64,622.58
FEBRERO,10.0,10.0,0.0109,0.0283,1.12,0.0297,74.0,45.0,15.17,0.45,207.05,48.67,622.94
FEBRERO,10.0,11.0,0.0259,0.0105,0.69,0.0193,50.0,48.0,18.2,0.56,210.34,39.84,622.97
FEBRERO,10.0,12.0,0.0348,0.0027,0.47,0.0096,39.0,25.0,19.5,1.43,168.34,37.99,622.59
FEBRERO,10.0,13.0,0.0442,0.0018,0.33,0.0034,25.0,23.0,20.64,1.69,159.71,36.18,621.82
FEBRERO,10.0,14.0,0.0458,0.0016,0.36,0.0045,22.0,18.0,21.73,1.6,143.04,33.66,620.94
FEBRERO,10.0,15.0,0.0534,0.002,0.27,0.0016,18.0,21.0,22.58,1.05,91.79,30.39,619.93
FEBRERO,10.0,16.0,0.0483,0.0014,0.39,0.0064,23.0,18.0,22.79,1.83,135.6,29.23,619.28
FEBRERO,10.0,17.0,0.0416,0.001,0.48,0.0086,25.0,13.0,22.97,2.33,139.94,28.3,619.21
FEBRERO,10.0,18.0,0.0373,0.0008,0.46,0.0081,22.0,21.0,22.78,3.84,138.02,27.02,619.16
FEBRERO,10.0,19.0,0.0267,0.0008,0.56,0.012,30.0,60.0,21.82,3.56,146.45,28.23,619.36
FEBRERO,10.0,20.0,0.023,0.0008,0.54,0.0115,36.0,23.0,20.15,3.89,150.57,31.44,619.88
FEBRERO,10.0,21.0,0.0242,0.0007,0.44,0.0084,32.0,18.0,19.09,3.75,160.03,33.49,620.32
FEBRERO,10.0,22.0,0.018,0.0013,0.6,0.0142,29.0,16.0,18.37,1.76,203.34,35.11,620.87
FEBRERO,10.0,23.0,0.0116,0.0013,0.64,0.0165,30.0,22.0,16.79,0.48,268.9,38.99,621.31
FEBRERO,11.0,0.0,0.008,0.0018,0.54,0.0182,32.0,18.0,15.58,0.45,258.46,42.8,621.48
FEBRERO,11.0,1.0,0.0052,0.0019,0.51,0.0201,27.0,18.0,14.78,0.45,281.85,46.02,621.47
FEBRERO,11.0,2.0,0.0058,0.0015,0.47,0.0198,31.0,11.0,13.41,0.52,305.81,49.86,621.26
FEBRERO,11.0,3.0,0.0053,0.0016,0.44,0.0198,24.0,21.0,12.45,0.45,303.39,52.69,621.12
FEBRERO,11.0,4.0,0.0058,0.0019,0.45,0.0198,25.0,18.0,12.1,0.45,220.52,54.21,620.84
FEBRERO,11.0,5.0,0.0058,0.0022,0.48,0.019,26.0,22.0,11.99,0.45,247.44,55.54,620.73
FEBRERO,11.0,6.0,0.0052,0.0028,0.67,0.0171,41.0,26.0,11.23,0.45,238.12,58.43,620.98
FEBRERO,11.0,7.0,0.005,0.0033,0.97,0.0168,45.0,31.0,10.17,0.45,194.91,60.25,621.34
FEBRERO,11.0,8.0,0.0049,0.0032,1.12,0.0194,48.0,23.0,10.1,0.45,112.25,61.05,621.67
FEBRERO,11.0,9.0,0.0087,0.005,0.87,0.0222,50.0,33.0,12.27,0.45,110.3,56.38,622.2
FEBRERO,11.0,10.0,0.0231,0.0115,0.79,0.0231,56.0,36.0,15.54,0.45,162.0,47.94,622.58
FEBRERO,11.0,11.0,0.0288,0.0032,0.75,0.0149,41.0,35.0,17.09,0.67,228.65,45.29,622.65
FEBRERO,11.0,12.0,0.0393,0.002,0.48,0.0072,26.0,26.0,18.84,1.09,174.23,39.99,622.0
FEBRERO,11.0,13.0,0.0456,0.0018,0.51,0.0064,24.0,18.0,19.56,1.52,195.93,36.15,621.06
FEBRERO,11.0,14.0,0.0467,0.0012,0.48,0.0063,19.0,19.0,20.97,1.29,198.36,31.24,619.94
FEBRERO,11.0,15.0,0.0435,0.0009,0.47,0.0078,19.0,16.0,22.62,1.97,202.63,24.8,619.02
FEBRERO,11.0,16.0,0.043,0.0006,0.46,0.0084,17.0,10.0,23.41,3.77,266.01,19.33,618.51
FEBRERO,11.0,17.0,0.0453,0.0006,0.5,0.0073,24.0,11.0,23.76,4.55,260.89,20.57,618.34
FEBRERO,11.0,18.0,0.041,0.0006,0.65,0.0138,37.0,12.0,23.71,4.68,250.03,19.68,618.58
FEBRERO,11.0,19.0,0.0286,0.001,0.87,0.0185,41.0,22.0,22.3,3.49,247.51,22.26,619.08
FEBRERO,11.0,20.0,0.02,0.0008,0.89,0.0199,51.0,23.0,19.9,3.03,238.8,25.76,619.87
FEBRERO,11.0,21.0,0.0207,0.0008,0.9,0.0167,33.0,19.0,18.25,2.51,215.78,27.99,620.79
FEBRERO,11.0,22.0,0.0204,0.0006,0.62,0.0129,31.0,15.0,17.32,1.85,189.81,29.88,621.43
FEBRERO,11.0,23.0,0.0152,0.0011,0.78,0.0176,28.0,18.0,16.62,0.86,236.15,31.49,621.7
FEBRERO,12.0,0.0,0.007,0.001,0.69,0.0211,33.0,20.0,14.81,0.45,214.33,36.53,621.93
FEBRERO,12.0,2.0,0.0028,0.0034,0.62,0.0225,40.0,22.0,13.22,0.45,292.8,42.14,621.95
FEBRERO,12.0,3.0,0.0046,0.0017,0.47,0.02,33.0,22.0,11.8,0.45,203.79,45.7,621.75
FEBRERO,12.0,4.0,0.0047,0.0017,0.47,0.018,27.0,20.0,10.96,0.45,297.91,47.81,621.73
FEBRERO,12.0,5.0,0.0044,0.0018,0.45,0.0185,25.0,22.0,10.18,0.45,253.08,49.92,621.94
FEBRERO,12.0,6.0,0.0043,0.0018,0.51,0.0173,25.0,18.0,10.43,0.45,215.5,50.3,622.06
FEBRERO,12.0,7.0,0.0076,0.0028,0.56,0.0204,41.0,17.0,10.22,0.45,105.22,53.33,622.46
FEBRERO,12.0,8.0,0.0053,0.0032,0.84,0.0216,53.0,28.0,10.7,0.51,147.0,50.45,623.29
FEBRERO,12.0,9.0,0.0044,0.0048,1.3,0.0217,60.0,34.0,11.62,0.45,237.39,49.27,624.08
FEBRERO,12.0,10.0,0.0084,0.0058,0.96,0.0204,71.0,37.0,13.75,0.78,247.76,45.57,624.76
