DATOS HORARIOS 2019_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
ENE,1,0,2.10,NA,NA,NA,148,87,NA,NA,NA,NA,NA
ENE,1,1,3.06,7.46,1.440,11.13,261,119,1.16,281.66,14.76,57.24,620.37
ENE,1,2,3.58,5.98,1.149,12.03,184,235,1.21,129.60,14.31,58.75,620.11
ENE,1,3,3.16,10.52,2.137,14.19,427,206,0.73,147.97,14.14,61.01,619.87
ENE,1,4,2.25,6.58,1.770,10.61,407,368,0.89,300.01,12.77,63.37,619.64
ENE,1,5,3.57,3.44,1.130,9.08,250,243,0.74,313.93,11.51,66.77,619.62
ENE,1,6,2.67,2.47,1.083,8.44,168,142,0.46,282.08,11.33,67.82,619.62
ENE,1,7,2.24,1.87,1.186,7.78,164,125,1.03,284.30,10.40,70.64,620.61
ENE,1,8,3.77,1.73,0.866,6.05,111,106,1.17,268.88,9.92,72.69,621.46
ENE,1,9,12.94,1.83,0.791,6.83,91,69,1.23,182.45,12.21,65.38,621.98
ENE,1,10,29.44,1.75,0.678,6.40,94,77,0.85,81.52,15.65,53.09,622.12
ENE,1,11,50.49,3.51,0.810,7.78,98,68,1.33,113.81,18.28,47.10,621.96
ENE,1,12,46.30,2.07,0.518,3.68,95,82,1.14,226.30,20.92,38.13,621.50
ENE,1,13,35.58,1.25,0.377,0.44,60,61,1.73,269.95,21.29,37.47,620.47
ENE,1,14,38.45,0.83,0.330,0.53,29,25,2.10,280.08,21.82,36.63,619.66
ENE,1,15,33.33,0.82,0.302,0.85,18,14,2.29,274.74,23.13,34.18,619.18
ENE,1,16,32.60,0.95,0.405,1.05,32,12,3.06,284.50,23.26,34.05,619.17
ENE,1,17,28.81,0.73,0.330,1.56,23,9,2.90,266.04,23.31,34.37,619.11
ENE,1,18,12.44,0.60,0.311,2.24,30,16,2.23,290.55,22.61,36.77,619.23
