DATOS HORARIOS 2019_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
AGO,1,0,5.29,129.35,0.924,5.81,41,35,4.49,79.90,21.66,56.29,625.41
AGO,1,1,2.10,108.68,1.104,8.44,27,24,3.47,81.70,20.62,58.72,625.50
AGO,1,2,4.09,110.96,1.058,9.12,42,27,2.90,87.63,20.12,58.29,625.47
AGO,1,3,18.17,52.94,1.289,6.15,38,22,3.52,51.91,19.87,58.79,625.24
AGO,1,4,15.70,3.66,0.182,0.20,29,23,3.31,48.87,19.36,61.82,625.19
AGO,1,5,6.81,6.31,0.170,0.68,31,17,2.64,65.74,18.35,65.66,625.22
AGO,1,6,31.73,20.86,0.557,9.11,34,19,0.90,178.08,16.79,72.63,625.55
AGO,1,7,5.19,5.38,0.949,9.52,53,19,1.37,155.23,16.64,73.17,625.81
AGO,1,8,7.79,93.19,0.769,7.62,50,32,2.43,101.94,17.82,70.18,626.05
AGO,1,9,18.11,131.05,0.834,6.91,62,46,2.64,84.36,20.46,61.93,626.33
AGO,1,10,23.01,71.36,0.466,2.52,48,45,3.23,89.32,22.30,51.29,626.43
AGO,1,11,34.62,67.55,0.418,1.76,44,38,3.69,93.73,23.40,44.68,626.41
AGO,1,12,45.79,36.65,0.321,1.59,42,34,3.27,105.49,24.62,41.36,626.26
AGO,1,13,51.99,37.91,0.428,3.00,34,29,3.12,103.40,25.85,38.89,625.78
AGO,1,14,51.87,40.50,0.353,2.80,36,21,3.37,101.49,27.05,34.28,625.12
AGO,1,15,51.68,21.92,0.580,0.94,25,30,3.01,89.92,28.18,27.81,624.27
AGO,1,16,46.84,17.15,0.382,1.19,17,20,2.66,91.98,28.93,24.89,623.59
AGO,1,17,47.79,25.03,0.310,3.67,22,18,2.82,116.61,29.53,24.22,623.05
AGO,1,18,41.40,0.60,0.313,2.87,23,16,2.72,123.21,29.55,23.39,622.63
AGO,1,19,24.69,24.09,0.493,4.71,28,10,2.41,100.54,29.21,24.37,622.69
AGO,1,20,18.73,1.10,0.369,5.59,28,12,2.67,88.36,27.57,29.52,623.20
AGO,1,21,15.05,0.60,0.299,4.98,22,11,2.63,81.99,25.93,34.30,623.94
AGO,1,22,11.07,13.35,0.844,9.15,35,11,2.18,144.23,24.31,42.85,624.70
AGO,1,23,4.91,120.82,0.560,4.86,26,16,3.72,77.06,23.76,39.28,625.24
AGO,2,0,7.34,138.26,0.404,10.97,23,16,3.48,89.16,22.49,46.21,625.59
AGO,2,1,4.99,168.74,0.377,8.32,30,26,3.10,85.46,21.64,52.07,625.60
AGO,2,2,11.40,84.94,1.235,8.04,32,19,2.80,62.45,20.90,56.65,625.46
AGO,2,3,12.95,9.54,0.325,3.44,23,21,2.57,63.26,19.78,61.56,625.36
AGO,2,4,12.06,4.12,0.170,2.33,23,11,2.38,71.38,18.67,66.03,625.27
AGO,2,5,2.94,2.17,0.170,2.64,19,12,2.31,67.02,18.45,66.44,625.22
AGO,2,6,2.10,1.02,0.220,7.51,17,15,1.52,74.52,17.89,67.41,625.23
AGO,2,7,3.07,0.60,0.418,8.79,28,9,1.64,96.49,17.23,69.94,625.45
AGO,2,8,7.81,16.35,0.608,8.03,38,18,1.33,126.77,17.95,68.42,625.68
AGO,2,9,20.46,36.16,0.669,8.51,51,17,1.80,131.97,19.97,62.41,625.93
AGO,2,10,31.35,73.69,0.760,5.05,46,32,2.54,91.37,22.47,52.51,625.80
AGO,2,11,32.24,22.89,0.568,0.20,18,26,3.30,69.47,24.13,41.01,625.64
AGO,2,12,36.30,21.77,0.397,1.87,46,16,3.20,99.18,25.43,37.19,625.37
AGO,2,13,38.68,17.64,0.622,1.57,18,12,2.17,117.07,27.08,32.91,625.00
AGO,2,14,40.95,19.29,1.013,0.33,12,12,2.88,102.26,27.93,28.67,624.41
AGO,2,15,43.52,17.38,0.895,1.00,12,11,2.06,155.66,28.97,27.05,623.65
AGO,2,16,42.09,4.72,0.467,0.20,17,11,2.42,200.41,29.60,25.31,623.09
AGO,2,17,41.11,11.61,0.336,0.49,12,12,1.87,154.09,30.58,23.90,622.62
AGO,2,18,41.62,6.02,0.461,4.22,24,18,2.47,217.57,30.48,25.74,622.34
AGO,2,19,33.16,9.21,0.595,6.99,34,11,3.26,211.81,29.33,29.31,622.50
AGO,2,20,18.32,8.41,0.741,11.69,39,15,2.29,218.75,27.73,33.52,622.87
AGO,2,21,13.19,7.92,0.820,16.81,38,16,1.39,209.02,26.49,36.91,623.52
AGO,2,22,16.21,8.43,0.713,17.75,34,19,1.33,138.85,25.69,40.01,624.09
AGO,2,23,8.45,13.12,0.286,11.95,40,21,1.83,97.20,23.87,50.25,624.77
AGO,3,0,6.79,42.86,0.297,12.23,40,24,2.21,97.58,22.76,58.37,625.10
AGO,3,1,NA,127.65,0.331,11.58,37,29,2.26,89.13,22.14,54.85,625.00
AGO,3,2,13.23,63.71,0.357,8.34,41,27,1.60,109.34,21.33,56.68,624.91
AGO,3,3,6.13,52.34,0.204,3.61,23,25,2.35,78.24,21.29,57.49,624.76
AGO,3,4,5.15,55.82,0.288,7.33,26,17,1.08,112.79,20.51,60.82,624.70
AGO,3,5,4.47,48.21,0.198,7.38,25,18,1.50,106.88,20.33,62.04,624.59
AGO,3,6,2.10,21.64,0.259,7.52,23,18,1.04,177.36,19.88,63.66,624.69
AGO,3,7,2.10,7.84,0.578,9.40,28,11,1.40,175.07,19.12,67.28,624.86
AGO,3,8,8.35,10.60,0.673,7.87,54,24,1.45,135.61,19.73,65.44,625.09
AGO,3,9,23.37,77.64,0.455,5.78,47,25,2.59,100.99,21.96,58.23,625.12
AGO,3,10,33.61,74.35,0.353,2.98,38,37,3.03,91.40,23.39,54.15,625.16
AGO,3,11,36.20,43.23,0.506,1.67,41,33,2.82,94.43,24.49,48.84,624.93
AGO,3,12,40.12,28.23,0.725,0.89,37,38,3.25,114.65,25.91,42.98,624.57
