DATOS HORARIOS 2019_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
FEB,1,0,NA,1.36,0.603,8.02,38,NA,1.22,250.54,16.59,44.98,623.91
FEB,1,1,2.64,1.85,0.452,8.32,50,NA,1.18,327.47,14.76,48.10,623.76
FEB,1,2,2.43,1.25,0.236,6.56,43,4,0.84,340.21,13.51,50.27,623.59
FEB,1,3,2.45,1.12,0.274,4.90,32,1,0.79,235.64,12.72,52.68,623.32
FEB,1,4,2.85,1.38,0.292,4.65,33,4,1.40,231.32,12.55,54.27,623.28
FEB,1,5,5.40,1.59,0.189,4.92,43,6,1.30,298.53,10.46,57.18,623.19
FEB,1,6,5.05,2.18,0.170,4.35,39,1,0.68,54.33,9.98,59.59,623.24
FEB,1,7,5.16,2.88,0.537,3.34,46,2,0.92,237.61,9.93,59.93,623.69
FEB,1,8,5.06,2.91,1.139,3.40,80,7,0.66,252.10,9.52,60.72,624.26
FEB,1,9,NA,4.57,1.337,4.14,93,NA,0.87,102.47,10.18,59.02,624.77
FEB,1,10,NA,13.95,1.238,NA,102,NA,1.54,279.43,15.91,47.67,626.60
FEB,1,11,21.20,3.72,0.603,11.42,78,NA,1.14,210.22,17.65,44.73,626.66
FEB,1,12,35.36,1.30,0.292,8.16,53,NA,1.49,126.47,19.74,40.41,626.33
FEB,1,13,29.97,1.05,0.170,1.06,38,NA,1.67,227.94,20.96,37.48,625.70
FEB,1,14,21.99,0.69,0.170,0.20,27,NA,2.46,258.14,22.23,29.96,624.92
FEB,1,15,25.36,0.60,0.226,2.19,17,NA,3.13,247.75,23.46,23.46,624.07
FEB,1,16,22.24,0.60,0.255,5.63,24,NA,3.21,234.97,24.09,21.81,623.41
FEB,1,17,23.16,0.68,0.217,4.96,15,NA,2.76,213.37,24.82,17.89,623.14
FEB,1,18,18.97,0.81,0.302,6.07,28,NA,3.30,247.88,24.87,19.86,623.15
FEB,1,19,6.76,0.80,0.546,13.06,34,NA,2.05,293.99,23.12,24.62,623.16
FEB,1,20,6.22,1.83,1.126,23.52,49,NA,1.56,236.16,21.77,28.33,623.52
FEB,1,21,6.88,2.27,1.403,20.14,88,NA,1.71,206.26,20.81,32.02,624.30
FEB,1,22,8.21,1.62,0.937,16.07,63,NA,1.62,188.40,20.05,34.70,624.74
FEB,1,23,4.29,1.16,0.400,8.23,45,NA,1.86,222.82,18.62,39.69,625.16
FEB,2,0,NA,1.04,NA,9.34,53,NA,0.86,191.18,17.10,43.84,625.31
FEB,2,1,NA,1.99,0.443,9.83,59,NA,0.97,55.05,15.96,46.37,625.19
FEB,2,2,NA,3.05,0.283,9.69,52,NA,0.98,14.26,15.55,48.10,624.81
FEB,2,3,2.10,2.77,0.274,7.80,45,NA,0.55,108.66,14.42,51.17,624.58
FEB,2,4,23.42,1.79,0.349,5.38,44,NA,0.66,202.13,13.97,52.88,624.45
FEB,2,5,5.96,4.33,0.311,6.15,65,NA,1.61,103.73,13.37,58.13,624.46
FEB,2,6,12.60,3.52,0.189,6.83,60,NA,0.95,93.87,12.71,58.35,624.56
FEB,2,7,11.94,3.33,0.415,5.56,56,NA,0.83,169.70,12.15,59.56,624.75
FEB,2,8,6.76,3.72,0.772,4.36,75,NA,0.79,49.19,11.68,59.65,625.28
FEB,2,9,9.54,5.69,0.640,6.60,73,NA,1.55,88.27,12.90,57.27,625.78
FEB,2,10,15.40,4.25,0.236,5.96,55,NA,2.01,93.54,15.88,50.27,626.12
FEB,2,11,23.43,2.63,0.217,4.15,43,NA,1.58,139.02,19.13,45.64,626.16
FEB,2,12,27.33,1.69,0.198,1.71,33,NA,1.41,154.56,21.64,39.39,625.70
FEB,2,13,26.22,1.54,0.255,2.28,29,NA,1.95,233.21,22.86,32.54,624.91
FEB,2,14,27.57,0.63,0.170,0.20,18,NA,2.51,263.33,23.52,23.16,623.88
FEB,2,15,31.56,0.83,0.208,1.51,19,NA,2.17,247.49,24.90,22.59,623.00
FEB,2,16,36.58,0.75,0.245,5.31,23,NA,2.51,230.30,25.44,23.52,622.23
FEB,2,17,29.27,0.61,0.255,4.36,25,NA,2.52,234.35,25.90,22.56,621.91
FEB,2,18,20.72,0.60,0.264,5.35,25,NA,1.98,232.26,26.07,19.92,621.94
FEB,2,19,NA,0.84,0.546,15.51,25,NA,1.58,235.38,25.04,19.67,622.14
FEB,2,20,NA,1.82,1.657,26.06,50,NA,1.35,299.53,23.09,24.26,622.46
FEB,2,21,NA,1.77,1.487,26.45,71,NA,1.28,256.87,21.61,24.17,622.98
FEB,2,22,NA,1.81,1.694,23.91,71,NA,0.94,183.14,19.83,28.07,623.47
FEB,2,23,NA,1.75,1.478,23.60,84,NA,1.36,194.74,19.07,26.00,623.71
FEB,3,0,3.47,1.64,1.036,20.03,58,NA,1.22,282.12,17.91,27.86,623.78
FEB,3,1,NA,1.71,0.848,17.49,63,NA,0.92,299.68,15.74,36.55,623.81
FEB,3,2,2.88,1.56,0.819,16.48,62,NA,0.96,169.27,15.47,36.85,623.68
FEB,3,3,5.23,1.61,0.678,16.16,58,NA,1.22,117.61,14.73,40.27,623.57
FEB,3,4,3.26,2.25,0.339,14.71,54,NA,1.22,115.56,12.97,47.05,623.40
FEB,3,5,2.10,3.33,0.349,11.54,58,NA,0.73,358.00,12.15,49.69,623.38
FEB,3,6,3.19,2.94,0.368,9.80,71,NA,0.57,58.18,11.44,50.34,623.57
FEB,3,7,3.85,8.54,0.386,13.02,60,NA,1.20,115.89,11.71,50.23,623.86
FEB,3,8,6.48,6.58,0.452,13.31,74,NA,1.47,101.83,11.18,53.56,624.17
FEB,3,9,11.27,3.27,0.292,9.85,55,NA,2.01,87.45,12.75,51.66,624.64
FEB,3,10,20.92,3.02,0.283,9.29,44,NA,1.73,99.86,15.46,51.21,625.10
FEB,3,11,37.44,2.50,0.274,7.63,37,NA,1.24,147.52,18.85,40.98,625.17
