DATOS HORARIOS 2019_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
SEP,1,0,15.07,56.46,0.245,5.07,31,27,2.15,106.70,20.65,49.08,624.89
SEP,1,1,21.11,95.83,0.174,7.50,43,29,3.37,77.07,19.88,52.45,624.73
SEP,1,2,21.85,73.44,0.173,4.01,27,23,3.29,63.05,20.03,53.69,624.79
SEP,1,3,6.68,33.93,0.176,2.87,32,21,3.07,75.51,19.37,56.84,624.66
SEP,1,4,6.78,36.20,0.193,5.83,29,26,1.56,105.16,17.39,65.24,624.60
SEP,1,5,7.68,64.61,0.173,5.21,35,26,1.85,93.01,16.78,68.89,624.60
SEP,1,6,2.10,70.89,0.205,5.63,39,21,1.34,85.04,16.67,68.43,624.86
SEP,1,7,2.85,40.86,0.468,6.87,32,22,0.80,96.41,16.49,68.92,625.11
SEP,1,8,22.39,49.43,0.386,6.79,33,21,1.55,91.83,17.81,66.46,625.47
SEP,1,9,33.58,23.74,0.301,2.78,27,27,3.18,139.58,19.68,62.40,625.61
SEP,1,10,36.82,20.26,0.225,0.88,33,24,3.99,63.94,21.38,55.53,625.66
SEP,1,11,39.64,15.21,0.224,0.50,25,19,3.61,73.43,23.00,46.63,625.43
SEP,1,12,42.91,10.32,0.231,0.40,19,17,3.73,62.33,24.45,40.84,625.04
SEP,1,13,46.44,8.69,0.262,1.02,16,16,3.05,98.36,25.97,35.26,624.44
SEP,1,14,46.53,6.59,0.282,1.25,15,13,2.49,123.25,27.45,29.21,623.91
SEP,1,15,45.18,14.07,0.279,0.90,14,12,3.06,98.43,28.38,28.69,623.18
SEP,1,16,44.44,24.15,0.272,1.15,17,18,2.54,94.61,28.95,28.09,622.66
SEP,1,17,42.49,13.68,0.283,0.72,22,22,2.46,120.01,29.49,24.91,622.31
SEP,1,18,31.31,0.98,0.288,0.20,15,11,2.74,114.01,29.62,24.41,622.18
SEP,1,19,23.30,0.77,0.359,2.14,22,12,2.62,90.51,27.96,32.81,622.37
SEP,1,20,23.26,0.63,0.325,2.77,26,14,3.15,71.20,25.95,38.06,622.90
SEP,1,21,23.86,0.60,0.279,1.69,25,14,3.14,58.57,24.57,42.58,623.45
SEP,1,22,18.58,0.60,0.256,1.10,20,18,3.82,49.43,23.25,47.44,624.05
SEP,1,23,12.42,70.21,0.231,2.45,21,12,4.03,69.24,22.35,52.21,624.57
SEP,2,0,10.12,89.96,0.199,4.66,20,19,3.78,85.03,21.24,56.48,624.58
SEP,2,1,10.72,40.61,0.190,5.11,23,22,3.19,77.61,20.24,59.41,624.65
SEP,2,2,16.49,62.57,0.178,5.51,22,18,2.39,85.14,19.49,62.56,624.84
SEP,2,3,19.79,39.81,NA,2.80,23,20,3.39,57.62,19.44,63.59,624.69
SEP,2,4,13.92,2.19,0.170,0.73,17,14,2.01,67.25,18.80,66.45,624.54
SEP,2,5,4.05,0.60,0.170,2.28,16,15,1.70,179.89,17.93,70.43,624.76
SEP,2,6,2.10,15.80,0.346,7.10,18,12,1.82,90.41,17.66,72.46,624.82
SEP,2,7,2.73,88.38,0.335,8.26,33,17,1.73,73.27,17.64,74.33,625.09
SEP,2,8,18.03,24.62,0.617,8.32,29,22,1.35,135.78,18.97,70.13,625.24
SEP,2,9,29.49,6.37,0.426,4.62,31,19,1.76,105.96,20.59,64.56,625.55
SEP,2,10,36.04,NA,0.346,2.82,22,16,1.76,171.80,22.34,58.35,625.47
SEP,2,11,NA,4.10,NA,1.03,21,24,2.39,96.22,23.55,52.98,625.21
SEP,2,12,NA,8.53,NA,1.10,13,11,2.38,114.18,25.05,48.40,624.77
SEP,2,13,37.02,13.20,0.560,2.55,19,12,2.14,127.45,25.98,45.45,624.29
SEP,2,14,40.65,13.71,0.688,2.51,18,16,1.92,149.11,27.41,41.15,623.62
