DATOS HORARIOS 2019_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
ABR,1,0,13.61,39.48,0.320,NA,46,17,3.50,100.28,21.58,33.74,622.99
ABR,1,1,10.85,59.95,0.220,NA,55,15,3.17,98.81,18.22,53.25,623.05
ABR,1,2,8.96,80.94,0.190,NA,50,22,3.85,101.26,16.96,58.37,622.96
ABR,1,3,7.54,59.24,0.190,NA,41,40,3.48,103.33,15.99,61.06,622.86
ABR,1,4,3.75,10.93,0.170,NA,24,23,3.02,106.37,15.10,63.59,622.82
ABR,1,5,4.85,50.10,0.170,NA,30,7,2.91,105.28,14.30,67.03,623.07
ABR,1,6,2.10,6.89,0.170,NA,33,25,3.31,104.41,13.44,70.23,623.42
ABR,1,7,4.52,21.85,0.320,NA,24,10,3.27,104.36,13.08,71.55,623.94
ABR,1,8,12.49,42.41,0.409,NA,25,12,3.81,102.40,13.50,69.91,624.36
ABR,1,9,18.17,79.90,0.370,NA,45,21,3.53,101.11,15.92,62.33,624.84
ABR,1,10,34.04,5.72,0.350,NA,43,31,2.79,107.24,18.87,54.36,625.14
ABR,1,11,25.39,2.76,0.479,NA,43,19,1.50,242.99,22.81,41.70,625.10
ABR,1,12,46.65,1.83,0.340,NA,33,7,2.59,205.37,25.15,27.49,624.52
ABR,1,13,47.52,1.16,0.370,NA,19,NA,3.61,261.69,26.71,22.75,623.81
ABR,1,14,48.82,0.84,0.439,NA,40,14,4.25,256.06,28.01,18.21,622.98
ABR,1,15,51.00,0.64,0.419,NA,36,7,4.82,255.41,29.36,11.51,622.34
ABR,1,16,50.07,0.79,0.429,NA,45,11,4.73,247.48,30.14,9.72,621.75
ABR,1,17,47.38,0.89,0.449,NA,39,17,4.46,248.96,30.46,10.14,621.58
ABR,1,18,34.91,0.60,0.429,NA,40,14,4.86,251.32,30.05,10.63,621.58
ABR,1,19,22.76,0.60,0.659,NA,51,16,4.05,244.14,28.72,12.48,621.93
ABR,1,20,22.15,1.07,0.789,NA,53,11,3.21,219.99,26.38,16.14,622.56
ABR,1,21,29.19,0.60,0.579,NA,53,19,3.47,207.62,24.58,17.88,623.24
ABR,1,22,21.68,0.80,0.350,NA,40,14,2.80,185.51,23.40,17.98,624.06
ABR,1,23,13.14,0.97,0.409,NA,39,16,1.54,263.32,22.28,19.97,624.62
ABR,2,0,11.81,0.88,0.360,NA,39,21,1.53,303.09,20.50,26.51,624.67
ABR,2,1,10.47,1.41,0.220,NA,49,14,1.82,291.05,19.56,28.51,624.83
ABR,2,2,22.29,1.68,0.220,NA,37,18,2.28,274.67,19.24,28.56,624.55
ABR,2,3,18.78,0.84,0.170,NA,34,14,2.17,267.25,17.98,31.22,624.30
ABR,2,4,10.24,1.27,0.170,NA,27,9,0.92,213.32,17.14,33.03,624.29
ABR,2,5,3.04,3.66,0.180,NA,44,16,1.77,123.57,16.62,35.98,624.45
ABR,2,6,2.42,2.18,0.170,NA,84,35,1.44,121.54,15.62,39.38,624.75
ABR,2,7,3.78,3.92,0.469,NA,91,31,1.40,104.98,15.61,39.22,625.05
ABR,2,8,9.23,32.56,0.829,NA,100,52,1.54,100.39,16.01,39.65,625.43
ABR,2,9,24.03,16.32,0.400,NA,81,56,2.86,112.17,18.22,38.27,625.92
ABR,2,10,41.83,4.16,0.270,NA,51,22,2.19,116.71,21.07,30.86,626.17
ABR,2,11,51.90,3.82,0.310,NA,41,17,1.82,149.07,23.80,26.04,626.00
ABR,2,12,51.12,1.86,0.280,NA,35,18,2.05,218.17,25.52,23.46,625.67
ABR,2,13,53.01,1.01,0.270,NA,28,10,2.84,273.46,26.41,20.83,625.05
ABR,2,14,60.20,1.02,0.270,NA,21,15,2.53,270.37,27.48,18.17,624.34
ABR,2,15,61.68,1.08,0.230,NA,27,15,2.77,241.54,28.41,17.60,623.41
ABR,2,16,59.60,1.23,0.230,NA,34,11,2.91,283.62,29.10,16.75,622.70
ABR,2,17,56.52,1.48,0.310,NA,31,16,2.49,265.18,30.03,15.22,622.26
ABR,2,18,41.81,1.22,0.310,NA,37,17,2.36,235.58,29.97,14.62,622.15
ABR,2,19,28.88,1.15,0.549,NA,42,16,2.88,239.40,29.06,15.52,622.46
ABR,2,20,35.88,1.26,0.549,NA,46,13,3.50,206.14,28.09,19.31,623.13
ABR,2,21,32.42,0.90,0.340,NA,56,13,4.65,229.74,26.10,22.08,623.86
ABR,2,22,29.34,1.25,0.340,NA,44,21,3.21,245.31,24.19,24.87,624.52
ABR,2,23,29.21,1.25,0.260,NA,41,14,2.03,258.07,22.22,29.61,625.01
ABR,3,0,20.31,1.18,0.260,NA,40,27,1.71,271.29,20.95,33.09,625.06
ABR,3,1,16.45,1.37,0.200,NA,33,19,0.82,30.76,19.75,36.16,625.08
ABR,3,2,17.66,2.51,0.220,NA,42,19,1.26,148.91,19.61,36.36,625.03
ABR,3,3,2.10,1.35,0.170,NA,36,24,1.43,304.20,18.84,37.58,624.76
ABR,3,4,2.10,2.15,0.210,NA,40,19,1.32,298.91,16.68,43.41,624.74
ABR,3,5,7.23,3.67,0.240,NA,48,17,1.53,233.00,16.49,44.55,625.01
ABR,3,6,6.93,1.91,0.240,NA,48,25,1.44,215.26,16.24,44.64,625.39
ABR,3,7,2.24,1.45,0.409,NA,39,22,1.23,293.08,15.98,45.97,625.79
ABR,3,8,11.84,4.26,0.659,NA,59,23,0.93,279.20,15.91,47.68,626.28
ABR,3,9,35.33,2.61,0.739,NA,68,30,1.20,289.20,17.64,46.33,626.75
ABR,3,10,52.70,1.64,0.469,NA,52,28,1.71,261.27,20.72,41.72,626.86
ABR,3,11,57.32,1.29,0.260,NA,39,23,2.42,285.37,21.81,39.40,626.77
ABR,3,12,58.13,0.94,0.260,NA,31,14,2.81,277.56,23.34,35.99,626.47
ABR,3,13,59.40,0.90,0.270,NA,32,14,2.57,256.79,25.10,32.26,625.84
ABR,3,14,59.22,0.76,0.340,NA,35,21,3.64,269.69,26.32,29.46,624.85
ABR,3,15,59.10,1.00,0.370,NA,43,20,4.03,248.56,27.73,24.72,624.03
ABR,3,16,60.67,0.82,0.380,NA,53,25,4.54,255.66,28.22,24.49,623.31
ABR,3,17,55.30,0.70,0.380,NA,57,26,4.29,257.87,28.79,21.84,622.91
ABR,3,18,46.92,0.68,0.400,NA,62,28,4.23,248.94,28.51,20.76,622.91
ABR,3,19,36.41,0.88,0.459,NA,60,22,4.52,247.21,27.37,22.59,623.22
ABR,3,20,36.74,0.82,0.539,NA,62,28,4.22,242.11,25.20,24.87,623.85
ABR,3,21,32.97,0.60,0.489,NA,56,19,3.60,238.20,23.75,25.84,624.53
ABR,3,22,37.67,0.60,0.400,NA,44,19,2.50,226.07,22.71,28.56,625.28
ABR,3,23,40.77,0.78,0.300,NA,49,17,2.73,221.83,21.63,33.64,625.74
ABR,4,0,41.26,0.70,0.230,NA,44,27,1.87,221.65,20.42,39.31,625.88
ABR,4,1,28.91,0.72,0.190,NA,33,26,1.96,217.14,20.10,40.97,625.81
ABR,4,2,19.38,0.67,0.170,NA,42,24,1.72,276.20,18.36,45.11,625.96
ABR,4,3,9.27,1.18,0.170,NA,42,24,1.57,255.16,17.59,46.94,625.79
ABR,4,4,17.47,1.83,0.190,NA,46,31,1.05,298.33,16.10,51.39,625.81
ABR,4,5,15.41,1.84,0.170,NA,49,34,0.95,194.97,16.59,50.57,626.01
ABR,4,6,2.10,1.84,0.180,NA,40,32,1.11,151.93,16.49,51.23,626.16
ABR,4,7,4.28,5.75,0.569,NA,59,29,0.75,335.58,15.03,55.54,626.38
ABR,4,8,23.36,16.16,0.699,NA,66,36,1.13,50.98,16.63,51.04,626.83
ABR,4,9,34.30,10.31,0.559,NA,65,37,1.16,299.03,19.12,44.80,627.30
ABR,4,10,46.52,2.09,0.429,NA,53,35,1.44,185.41,21.06,38.58,627.49
ABR,4,11,58.48,1.52,0.360,NA,48,20,1.84,252.57,23.07,34.00,627.31
