DATOS HORARIOS 2019_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
OCT,1,0,2.34,12.96,0.228,1.88,NA,20,1.55,100.02,17.55,86.90,623.94
OCT,1,1,4.51,8.31,0.183,1.47,19,12,0.93,96.20,17.56,85.97,623.60
OCT,1,2,4.96,2.03,0.189,1.83,10,10,0.57,114.76,17.66,86.02,623.46
OCT,1,3,7.00,4.68,0.170,1.05,8,7,0.86,97.33,17.42,87.11,623.41
OCT,1,4,3.93,2.75,0.170,0.67,5,7,0.52,107.43,17.28,87.62,623.22
OCT,1,5,2.15,2.11,0.203,4.10,5,8,0.46,100.95,17.44,87.84,623.10
OCT,1,6,2.10,1.79,0.394,5.14,7,6,0.64,116.97,17.31,87.95,623.15
OCT,1,7,2.10,3.67,0.647,5.32,10,4,0.98,104.80,17.31,87.90,623.41
OCT,1,8,2.10,4.40,0.986,9.91,11,6,1.15,113.38,17.60,86.45,623.70
OCT,1,9,5.94,14.14,0.557,6.59,23,7,1.58,95.74,19.26,81.18,623.76
OCT,1,10,16.07,16.81,0.412,2.81,13,18,3.53,101.16,21.24,72.44,623.78
OCT,1,11,23.25,16.48,0.381,2.98,24,23,3.25,92.34,22.32,66.88,623.70
OCT,1,12,31.90,20.56,0.395,3.69,32,18,3.20,96.16,23.53,61.95,623.44
OCT,1,13,39.72,12.25,0.435,4.12,26,23,2.39,107.04,25.02,55.39,622.84
OCT,1,14,39.55,17.30,0.335,3.19,25,25,2.36,102.16,26.45,50.18,622.05
OCT,1,15,46.27,10.68,0.376,3.11,19,22,2.17,119.63,27.21,45.92,621.37
OCT,1,16,37.75,5.53,0.251,1.42,20,23,1.81,83.90,27.57,45.12,620.77
OCT,1,17,31.41,12.77,0.364,3.69,17,17,1.46,137.44,28.30,41.82,620.39
OCT,1,18,29.99,3.52,0.738,8.53,35,19,2.39,135.06,26.84,47.61,620.36
OCT,1,19,18.95,4.66,0.553,6.81,38,17,3.57,103.55,24.37,58.99,620.73
OCT,1,20,4.09,19.21,0.373,6.32,33,22,2.64,90.59,22.13,68.07,621.38
OCT,1,21,12.70,6.09,0.540,14.87,34,30,1.82,130.46,21.35,71.73,621.98
OCT,1,22,12.47,5.45,0.370,5.29,28,26,1.53,156.43,19.97,77.08,622.76
OCT,1,23,16.43,2.77,0.406,3.88,19,NA,0.63,137.66,19.36,82.35,623.29
OCT,2,0,24.75,2.42,0.257,2.10,12,19,1.86,160.91,19.35,79.89,623.61
OCT,2,1,24.01,0.97,0.184,0.20,7,14,1.46,150.66,18.70,78.33,623.74
OCT,2,2,14.85,0.75,0.170,0.20,9,10,1.54,133.83,18.06,81.66,623.75
OCT,2,3,5.79,6.75,0.170,1.67,9,9,0.68,91.88,17.68,85.46,623.44
OCT,2,4,6.47,10.46,0.220,4.24,20,19,0.70,71.20,17.68,85.92,623.24
OCT,2,5,2.80,6.44,0.272,5.07,14,8,0.66,139.88,17.80,85.61,623.12
OCT,2,6,2.10,2.25,0.603,7.34,14,11,0.82,125.17,17.96,84.97,623.33
OCT,2,7,2.10,2.30,1.331,11.70,21,14,0.61,110.48,18.06,83.97,623.52
OCT,2,8,2.10,2.57,1.237,9.92,29,21,1.20,127.01,18.85,80.91,623.73
OCT,2,9,10.01,13.07,0.641,6.11,23,27,2.96,102.96,20.12,74.82,623.76
OCT,2,10,24.86,18.82,0.390,2.57,27,25,3.63,87.24,21.43,69.01,623.83
OCT,2,11,35.16,12.07,0.411,2.36,19,23,3.89,97.08,22.94,61.01,623.76
OCT,2,12,48.71,21.44,0.364,2.79,24,16,3.16,97.26,24.30,55.32,623.45
OCT,2,13,57.64,20.41,0.320,2.30,23,27,2.90,92.50,25.22,50.75,622.98
OCT,2,14,59.35,12.87,0.301,1.79,23,28,2.40,104.44,26.66,43.31,622.06
OCT,2,15,65.71,11.88,0.333,3.39,19,20,2.22,133.99,27.53,42.28,621.28
OCT,2,16,58.18,6.94,0.227,0.81,18,20,2.09,100.18,27.97,41.30,620.56
OCT,2,17,35.00,4.78,0.275,1.12,19,23,3.14,72.41,28.03,40.96,620.41
OCT,2,18,17.07,1.68,0.327,2.64,22,9,3.23,57.78,26.20,47.19,620.48
OCT,2,19,22.11,1.55,0.636,7.26,17,11,2.11,113.39,25.13,50.39,620.84
OCT,2,20,27.32,1.25,0.288,3.55,19,16,3.70,55.83,23.99,51.26,621.43
OCT,2,21,29.82,4.62,0.293,2.92,13,7,2.41,158.35,22.99,55.47,622.40
OCT,2,22,32.82,2.34,0.496,5.46,21,15,1.90,224.97,21.53,60.45,623.21
OCT,2,23,22.64,1.42,0.335,4.78,16,7,1.06,157.03,20.58,59.96,623.46
OCT,3,0,9.84,1.93,0.285,3.40,12,8,1.05,90.04,20.44,65.42,623.45
OCT,3,1,13.09,1.59,0.246,8.32,23,11,1.66,286.97,18.92,72.93,623.68
OCT,3,2,12.27,2.14,0.181,3.09,11,12,1.28,183.12,18.66,71.73,623.52
OCT,3,3,14.63,5.81,0.201,3.24,10,8,1.48,187.42,18.18,73.24,623.19
OCT,3,4,7.45,2.19,0.170,1.71,7,7,0.59,189.67,17.90,74.92,623.19
OCT,3,5,2.33,2.44,0.238,4.91,9,11,0.92,232.81,17.07,77.99,623.25
OCT,3,6,2.10,2.52,0.695,7.35,23,12,0.66,182.70,16.68,80.19,623.50
OCT,3,7,2.10,4.64,0.992,8.37,43,18,0.47,122.05,16.36,81.26,623.93
OCT,3,8,6.84,6.30,1.210,7.51,37,28,0.97,188.50,17.24,77.87,624.16
OCT,3,9,20.84,5.95,0.421,3.94,30,19,2.67,72.30,19.57,68.49,624.41
OCT,3,10,26.77,11.27,0.220,1.01,11,13,3.87,75.28,21.85,59.46,624.55
OCT,3,11,28.87,4.66,0.248,0.76,17,13,3.46,67.56,22.33,57.65,624.55
OCT,3,12,34.48,2.54,0.305,1.14,6,11,3.40,85.59,24.08,51.52,624.25
OCT,3,13,38.29,1.52,0.292,1.41,14,10,3.13,80.26,24.89,47.99,623.59
OCT,3,14,37.33,1.10,0.251,0.85,7,11,3.03,87.43,26.22,43.20,622.80
OCT,3,15,39.78,0.60,0.239,0.63,8,10,2.75,109.27,27.15,39.64,622.12
OCT,3,16,40.57,0.83,0.205,0.26,12,13,2.54,87.12,27.82,37.31,621.44
OCT,3,17,37.05,2.15,0.209,0.20,15,14,3.31,70.16,27.88,36.20,621.12
OCT,3,18,28.78,3.42,0.210,0.51,13,13,3.41,54.82,27.48,36.06,621.26
OCT,3,19,2.10,1.47,0.344,3.81,19,11,2.28,51.88,26.24,40.57,621.61
OCT,3,20,14.94,0.60,0.792,12.11,24,10,1.54,107.73,24.66,47.53,622.14
OCT,3,21,25.79,9.91,0.308,4.75,26,11,2.89,65.77,23.54,51.34,623.14
OCT,3,22,9.28,13.46,0.206,2.03,17,14,3.66,73.07,22.22,59.24,623.87
OCT,3,23,9.47,38.30,0.198,2.51,32,14,3.95,83.84,21.25,64.51,624.36
OCT,4,0,17.50,36.28,0.197,3.37,26,19,4.25,85.84,20.17,64.96,624.59
