DATOS HORARIOS 2019_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
DIC,1,0,3.72,0.60,0.850,11.51,80,26,1.24,294.90,18.64,52.34,623.97
DIC,1,1,2.71,0.91,0.866,11.03,84,30,1.18,254.54,17.92,54.26,623.96
DIC,1,2,2.67,4.23,0.968,11.76,74,38,1.02,260.27,17.81,54.07,623.93
DIC,1,3,2.10,1.83,0.685,11.62,75,31,1.08,260.14,17.25,54.12,623.63
DIC,1,4,4.55,1.38,0.644,9.93,64,27,0.73,195.51,15.19,59.23,623.58
DIC,1,5,2.10,1.78,0.438,9.86,60,27,0.85,116.92,15.13,63.07,623.69
DIC,1,6,2.10,0.60,0.443,10.66,52,19,0.89,117.13,14.95,63.71,623.90
DIC,1,7,2.10,2.03,0.724,12.06,77,26,0.72,109.29,14.14,66.68,624.14
DIC,1,8,4.85,1.62,0.868,10.29,82,30,1.10,111.18,14.19,66.13,624.67
DIC,1,9,12.00,3.38,0.880,11.10,76,30,1.78,110.13,15.86,61.79,625.05
DIC,1,10,22.96,16.55,0.757,9.92,79,36,2.24,110.25,19.13,52.22,625.22
DIC,1,11,41.48,25.28,0.692,10.87,67,41,1.59,166.90,22.23,44.10,625.13
DIC,1,12,59.54,38.36,0.624,9.74,64,47,1.27,174.70,25.16,37.80,624.63
DIC,1,13,52.12,21.86,0.480,5.99,51,38,1.21,205.36,27.43,33.01,623.68
DIC,1,14,59.25,10.55,0.336,3.42,38,28,2.02,117.51,28.45,29.31,622.79
DIC,1,15,54.44,9.67,0.350,3.31,28,24,1.83,111.16,29.16,27.30,622.28
DIC,1,16,40.05,10.90,0.409,4.68,25,18,2.31,120.02,29.45,25.21,621.91
DIC,1,17,41.21,4.78,0.376,4.76,35,21,2.87,111.37,29.06,21.88,621.95
DIC,1,18,28.50,7.96,0.276,3.19,32,12,3.34,84.65,28.25,26.28,622.20
DIC,1,19,26.05,11.19,0.386,2.66,48,16,4.30,54.18,25.69,37.44,622.91
DIC,1,20,17.04,10.96,0.366,1.61,40,17,4.52,51.63,23.23,47.48,623.74
DIC,1,21,12.12,119.75,1.814,4.17,35,18,5.09,63.11,22.13,50.35,624.48
DIC,1,22,21.81,106.33,2.345,4.02,52,30,5.04,73.69,21.00,54.49,625.07
DIC,1,23,25.93,11.14,0.512,1.45,28,25,5.02,77.19,19.94,56.99,625.51
DIC,2,0,19.46,8.52,0.473,1.00,28,14,5.26,74.11,19.20,58.89,625.74
DIC,2,1,12.60,11.77,1.459,2.63,19,12,3.06,60.41,18.67,61.00,625.89
DIC,2,2,15.71,14.30,2.385,3.53,29,18,4.29,64.12,18.08,62.62,625.98
DIC,2,3,15.53,13.57,1.162,2.62,27,19,2.33,76.42,17.03,66.81,626.08
DIC,2,4,28.63,6.39,1.199,3.67,24,20,3.94,55.22,16.90,66.45,626.13
DIC,2,5,22.51,0.60,0.170,0.20,20,16,3.57,53.28,16.52,66.69,626.13
DIC,2,6,2.10,1.17,0.481,1.07,16,15,1.52,74.68,15.98,68.00,626.33
DIC,2,7,2.10,0.82,0.522,8.68,28,14,1.02,117.28,14.17,75.35,626.78
DIC,2,8,6.42,15.89,0.436,6.31,43,25,1.56,96.13,13.84,76.33,627.11
DIC,2,9,23.79,55.39,0.279,4.03,47,40,3.48,86.00,15.90,70.02,627.55
DIC,2,10,25.53,6.10,0.267,0.20,31,39,6.44,73.97,17.79,61.67,627.61
DIC,2,11,31.98,5.96,1.169,0.38,33,19,5.11,61.81,19.41,55.97,627.51
DIC,2,12,34.92,4.34,0.548,0.20,19,18,4.40,64.04,21.26,49.59,627.05
DIC,2,13,39.55,11.08,0.544,0.59,30,20,3.34,82.42,23.12,44.62,626.24
DIC,2,14,42.46,10.35,0.431,0.39,50,19,3.27,81.89,24.32,39.74,625.26
DIC,2,15,44.07,18.49,0.377,0.31,33,18,2.84,96.35,25.56,34.80,624.58
DIC,2,16,41.63,4.02,0.474,0.20,23,23,2.46,96.60,26.55,31.16,624.14
DIC,2,17,34.14,6.12,0.441,0.20,26,17,2.01,100.51,27.01,29.43,623.91
DIC,2,18,13.71,7.12,0.930,0.20,29,17,1.70,80.23,26.56,29.55,624.08
DIC,2,19,3.71,0.60,0.776,6.76,35,13,1.55,64.71,24.51,32.21,624.50
DIC,2,20,6.79,12.37,0.933,12.30,61,13,1.17,72.39,23.38,33.76,625.06
DIC,2,21,14.63,7.39,0.607,7.02,63,33,2.00,66.27,21.68,35.13,625.45
DIC,2,22,13.97,37.70,0.352,3.59,41,18,2.36,85.03,19.87,41.42,625.73
DIC,2,23,12.05,57.58,0.171,0.20,45,17,3.34,87.11,18.20,50.85,625.89
DIC,3,0,12.74,79.70,0.204,2.79,64,43,3.12,94.69,17.54,52.83,625.97
DIC,3,1,11.42,38.14,0.204,0.56,47,35,2.58,96.34,15.88,59.49,625.88
DIC,3,2,11.52,68.49,0.170,1.58,61,25,1.48,96.93,14.78,64.79,625.95
DIC,3,3,11.16,41.54,0.170,0.32,53,45,1.78,93.48,14.31,66.23,625.86
DIC,3,4,11.04,64.34,0.255,3.31,47,23,2.44,90.74,13.34,66.42,625.69
DIC,3,5,10.84,24.36,0.170,3.91,50,47,2.12,102.50,12.53,69.36,625.66
DIC,3,6,10.90,6.27,0.170,3.68,30,27,1.51,99.43,11.96,71.93,625.88
DIC,3,7,11.63,16.85,0.170,3.41,26,15,1.50,76.27,12.16,72.53,626.06
DIC,3,8,13.24,106.31,0.170,3.99,50,13,2.30,81.02,12.74,72.77,626.25
DIC,3,9,15.49,65.89,0.170,3.01,65,81,2.88,91.36,14.20,68.42,626.47
DIC,3,10,22.65,14.61,0.322,3.03,49,35,2.33,103.92,16.43,61.53,626.68
DIC,3,11,35.93,2.44,0.346,4.60,52,22,1.54,164.53,19.58,50.14,626.54
DIC,3,12,62.45,0.60,0.310,4.11,52,29,1.62,209.06,22.23,42.61,626.07
DIC,3,13,69.07,3.05,0.351,2.79,57,22,2.63,262.10,23.82,41.90,625.22
DIC,3,14,63.99,6.58,0.304,1.97,49,26,2.34,232.52,25.39,37.06,624.15
DIC,3,15,63.25,15.94,0.202,1.16,42,28,2.65,268.40,26.26,33.84,623.39
DIC,3,16,53.96,25.52,0.180,0.20,40,24,2.40,275.45,26.93,32.44,623.03
DIC,3,17,45.21,25.01,0.195,0.32,38,21,2.55,282.81,27.24,29.52,622.88
DIC,3,18,12.39,24.69,0.312,2.54,39,17,2.10,285.33,26.66,29.72,623.01
DIC,3,19,2.10,25.18,1.630,16.10,45,17,1.17,270.53,25.21,31.47,623.14
DIC,3,20,2.10,26.43,4.109,18.68,86,18,0.78,225.68,23.77,35.23,623.54
DIC,3,21,2.10,26.28,2.560,15.48,107,37,1.20,253.73,21.48,41.26,623.85
DIC,3,22,3.80,25.47,1.594,14.30,129,45,0.63,238.80,20.18,44.17,624.19
DIC,3,23,3.39,24.72,1.109,13.06,101,38,1.71,218.24,19.96,48.18,624.40
DIC,4,0,2.10,24.83,0.641,10.96,78,36,1.48,291.07,17.93,52.57,624.50
DIC,4,1,2.10,25.71,0.470,9.44,94,34,1.12,277.79,16.40,54.21,624.44
DIC,4,2,2.10,26.98,0.529,9.46,88,38,0.89,257.84,16.32,55.82,624.59
DIC,4,3,9.01,26.44,0.420,10.07,85,41,0.87,187.62,16.28,57.86,624.47
DIC,4,4,11.84,27.34,0.382,8.54,69,34,0.84,92.11,15.24,61.14,624.42
DIC,4,5,3.17,26.37,0.369,7.93,65,31,0.66,183.73,14.03,63.62,624.42
DIC,4,6,NA,26.38,0.533,4.80,61,35,0.53,200.36,13.00,63.89,624.71
DIC,4,7,12.86,31.77,1.033,8.63,98,35,0.79,92.07,13.14,67.54,625.04
DIC,4,8,9.79,28.15,1.461,8.84,98,79,1.31,111.92,12.99,68.61,625.54
DIC,4,9,16.16,30.79,1.050,7.46,102,60,1.90,109.52,15.22,62.30,626.12
DIC,4,10,22.40,30.87,0.751,5.34,66,40,1.68,167.16,17.89,58.51,626.34
DIC,4,11,40.06,22.19,0.726,5.91,66,40,1.51,186.11,20.36,52.42,626.12
DIC,4,12,57.03,0.60,0.490,1.85,46,38,1.42,211.92,22.66,45.76,625.55
DIC,4,13,64.62,12.01,0.392,0.54,37,20,1.50,228.63,24.13,41.22,624.68
DIC,4,14,64.15,25.04,0.518,1.38,40,34,1.33,218.59,25.57,35.08,623.72
DIC,4,15,65.34,34.60,0.372,0.20,40,33,1.19,182.97,27.33,26.07,623.07
DIC,4,16,66.33,33.56,0.580,0.20,36,29,1.87,260.47,27.06,24.18,622.64
DIC,4,17,46.27,22.55,0.625,2.73,45,34,1.69,190.70,27.24,23.36,622.53
DIC,4,18,7.35,14.06,0.806,9.71,44,32,1.25,227.61,27.01,22.75,622.68
DIC,4,19,2.47,4.30,3.162,22.95,59,17,0.95,193.92,25.13,26.46,622.98
DIC,4,20,7.57,4.83,5.710,23.98,102,28,0.97,166.31,23.49,31.85,623.47
DIC,4,21,2.10,7.66,1.494,17.60,118,42,1.20,58.66,21.26,36.79,623.85
DIC,4,22,2.10,6.18,2.072,19.62,108,38,0.74,148.04,20.12,40.06,624.03
DIC,4,23,6.36,3.31,1.282,14.60,119,36,2.48,130.19,18.48,45.18,624.51
DIC,5,0,4.10,4.64,0.572,9.54,93,41,1.62,159.19,18.50,44.57,624.68
DIC,5,1,2.10,0.60,0.417,8.02,79,32,2.14,120.37,17.16,48.35,624.73
DIC,5,2,6.86,16.51,0.396,8.52,69,27,2.39,84.96,16.55,51.34,624.73
DIC,5,3,5.67,16.28,0.225,2.47,51,27,1.25,104.67,15.86,53.90,624.57
DIC,5,4,4.12,12.75,0.170,2.44,32,18,1.66,100.06,15.12,56.99,624.42
DIC,5,5,3.40,14.04,0.170,4.86,34,14,1.72,100.07,14.64,59.51,624.54
DIC,5,6,3.60,29.98,0.170,5.67,45,17,0.87,253.92,12.92,60.22,624.85
DIC,5,7,3.94,26.88,0.244,6.46,47,25,1.18,96.22,13.40,63.54,625.26
DIC,5,8,5.29,22.93,0.849,4.80,50,31,1.26,152.05,13.04,62.64,625.89
DIC,5,9,9.39,35.98,0.382,4.39,57,32,2.11,92.67,15.27,58.63,626.35
DIC,5,10,16.75,29.95,0.183,3.04,53,28,2.68,106.33,17.68,53.80,626.56
DIC,5,11,28.91,2.51,0.198,4.03,58,29,2.48,118.85,20.23,47.16,626.43
DIC,5,12,51.44,13.81,0.293,3.83,57,22,1.95,151.22,22.63,41.78,625.83
DIC,5,13,66.29,49.74,0.657,4.82,58,23,1.79,212.57,24.52,35.47,624.91
DIC,5,14,81.93,21.14,0.394,1.48,52,33,1.69,196.72,26.21,27.30,624.00
DIC,5,15,95.50,43.63,0.629,0.53,46,32,1.39,139.61,26.82,24.83,623.41
DIC,5,16,94.20,36.78,0.708,4.04,52,34,1.51,168.81,27.37,23.89,622.97
DIC,5,17,94.70,36.29,0.851,5.82,56,34,1.63,204.32,27.35,23.29,622.98
DIC,5,18,72.28,21.15,1.220,14.83,58,35,1.46,236.77,26.95,23.79,623.24
DIC,5,19,24.33,6.84,2.323,28.89,73,27,1.69,243.26,24.96,27.62,623.77
DIC,5,20,4.99,3.69,2.836,30.72,91,38,1.14,260.82,23.30,31.00,624.26
DIC,5,21,4.00,4.42,1.992,26.78,105,37,1.10,237.61,21.18,36.44,624.78
DIC,5,22,6.50,3.88,1.781,23.91,138,55,1.05,227.44,19.28,41.19,625.03
DIC,5,23,4.52,5.36,1.173,23.69,134,54,1.68,145.18,18.84,42.53,625.32
DIC,6,0,12.74,4.50,1.491,26.75,144,56,1.75,140.07,18.95,41.59,625.26
DIC,6,1,9.83,3.60,0.742,19.80,145,65,1.76,130.69,17.36,46.02,625.24
DIC,6,2,3.88,3.25,0.588,16.80,92,53,1.49,158.24,16.69,46.92,625.20
DIC,6,3,2.10,4.69,0.995,19.20,89,35,0.74,212.75,15.33,50.97,625.14
DIC,6,4,2.10,3.34,0.683,18.56,95,48,0.60,221.37,14.10,53.45,625.29
DIC,6,5,2.10,7.42,0.649,16.88,63,42,0.55,134.46,13.77,54.77,625.53
DIC,6,6,3.02,10.13,0.515,13.21,53,34,0.79,196.21,13.00,55.32,625.76
DIC,6,7,4.05,10.47,1.134,14.54,59,24,0.74,112.56,12.58,57.43,626.07
DIC,6,8,6.20,21.77,1.483,13.92,67,33,1.26,123.38,13.23,55.34,626.54
DIC,6,9,7.66,42.46,0.833,12.17,69,36,2.69,102.96,14.68,52.31,626.99
DIC,6,10,14.59,51.39,0.807,13.87,97,38,2.43,111.67,17.47,46.03,627.29
DIC,6,11,33.08,40.48,0.588,10.80,75,47,2.96,105.76,21.17,35.57,627.12
DIC,6,12,38.08,16.95,0.470,7.85,54,31,2.68,121.76,23.55,27.47,626.65
DIC,6,13,33.25,26.14,0.360,5.33,44,29,2.09,124.54,25.62,19.44,625.86
DIC,6,14,37.77,18.11,0.350,4.75,37,23,3.35,114.84,26.94,13.84,624.95
DIC,6,15,43.20,21.71,0.273,3.68,37,17,3.47,98.07,27.80,14.05,624.32
DIC,6,16,42.34,24.32,0.346,4.95,29,17,2.66,97.04,28.42,13.69,623.97
DIC,6,17,27.90,12.28,0.399,6.58,36,17,2.78,107.37,28.44,10.95,623.85
DIC,6,18,26.84,21.14,0.335,5.15,39,15,3.11,87.80,27.77,9.41,624.06
DIC,6,19,29.39,0.95,0.242,2.50,58,14,4.31,59.17,24.27,22.78,624.76
DIC,6,20,29.51,0.60,0.210,1.50,43,11,4.34,65.04,22.05,26.67,625.48
DIC,6,21,31.17,0.60,0.200,1.49,39,7,4.84,51.11,20.55,31.01,626.16
DIC,6,22,18.06,0.60,0.170,0.20,43,6,5.48,50.50,19.28,36.61,626.72
DIC,6,23,18.67,30.74,0.389,4.05,30,7,4.51,69.36,18.12,41.57,627.19
DIC,7,0,16.85,29.51,0.170,1.48,27,16,2.34,85.45,16.49,47.34,627.38
DIC,7,1,19.96,24.38,0.927,2.03,28,14,2.11,91.16,16.54,47.06,627.53
DIC,7,2,18.75,26.99,0.771,1.22,35,15,3.52,67.86,16.02,51.98,627.67
DIC,7,3,20.91,52.35,2.408,3.09,27,13,3.60,67.53,15.59,56.08,627.71
DIC,7,4,12.84,36.76,1.437,2.13,28,12,3.77,68.61,14.94,58.63,627.68
DIC,7,5,12.38,77.19,2.672,7.17,25,17,3.09,60.55,14.40,60.05,627.78
DIC,7,6,8.55,81.91,3.516,6.44,34,28,2.36,64.44,14.10,60.39,627.91
DIC,7,7,2.60,39.46,1.497,6.81,33,23,1.62,100.07,12.74,66.94,628.16
DIC,7,8,10.38,13.36,0.493,8.40,37,18,2.07,104.11,11.37,72.52,628.48
DIC,7,9,17.83,49.45,0.370,3.90,34,27,2.56,93.97,13.18,66.04,628.80
DIC,7,10,22.13,58.22,0.304,3.25,48,27,3.56,94.56,16.20,54.96,628.89
DIC,7,11,29.54,51.14,0.312,2.64,44,32,3.93,99.51,18.23,46.42,628.65
DIC,7,12,32.93,31.27,0.236,1.59,40,27,3.95,97.42,19.98,38.43,628.09
DIC,7,13,34.87,34.66,0.311,2.90,35,23,2.95,102.90,22.46,31.41,627.30
DIC,7,14,32.47,32.55,0.309,2.12,38,31,2.82,105.92,24.67,21.09,626.30
DIC,7,15,36.57,20.00,0.253,0.95,29,18,2.59,84.47,26.09,12.91,625.61
DIC,7,16,42.50,13.84,0.244,1.48,20,15,2.60,102.08,26.66,10.48,625.07
DIC,7,17,27.22,23.79,0.714,0.20,22,15,1.67,86.43,27.07,11.06,624.90
DIC,7,18,10.98,6.94,0.849,5.89,23,16,1.11,159.55,26.88,13.24,625.08
DIC,7,19,7.63,0.60,0.622,9.30,77,9,1.87,83.23,23.83,19.26,625.41
DIC,7,20,15.99,0.94,0.443,8.83,130,12,2.07,47.85,21.82,20.75,625.83
DIC,7,21,14.90,17.56,0.643,5.22,41,12,2.85,53.18,20.96,25.63,626.12
DIC,7,22,13.39,52.84,2.263,4.68,39,12,3.29,80.21,21.14,31.00,626.37
