DATOS HORARIOS 2019_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
JUN,1,0,12.32,153.78,0.205,NA,28,18,5.19,74.69,24.35,54.16,622.52
JUN,1,1,11.73,105.36,0.435,NA,27,27,4.65,73.48,23.46,55.65,622.74
JUN,1,2,8.43,85.82,1.300,NA,29,21,4.46,71.45,22.58,54.93,622.64
JUN,1,3,4.64,103.85,0.230,NA,36,16,4.29,77.57,21.83,57.36,622.18
JUN,1,4,2.10,110.54,0.811,NA,36,40,3.42,75.22,21.31,60.20,622.00
JUN,1,5,11.13,89.82,0.271,NA,30,26,3.84,75.02,20.88,61.61,621.86
JUN,1,6,13.42,19.75,0.439,NA,21,24,2.90,61.53,20.05,64.50,622.22
JUN,1,7,12.41,14.76,0.618,NA,16,17,3.13,53.56,20.42,62.22,622.48
JUN,1,8,20.08,33.15,0.908,NA,12,14,2.82,79.27,21.68,58.15,622.71
JUN,1,9,22.80,23.37,0.235,NA,21,23,4.00,70.90,22.69,54.09,622.87
JUN,1,10,26.96,28.58,0.529,NA,12,11,3.62,70.08,24.38,47.23,622.88
JUN,1,11,28.21,24.73,0.372,NA,15,16,3.61,74.97,25.79,39.79,622.82
JUN,1,12,33.31,24.50,0.444,NA,20,12,3.23,81.00,27.30,34.56,622.49
JUN,1,13,40.77,17.92,0.372,NA,19,13,2.90,129.00,28.78,30.60,621.85
JUN,1,14,43.30,7.60,0.469,NA,14,14,2.38,102.74,30.01,28.34,621.14
JUN,1,15,44.21,11.73,0.403,NA,16,13,2.51,130.74,31.18,24.79,620.19
JUN,1,16,38.55,1.27,0.184,NA,15,11,2.62,110.82,31.90,22.85,619.44
JUN,1,17,34.69,2.40,0.170,NA,25,11,3.66,58.95,31.02,24.20,619.19
JUN,1,18,28.33,1.31,0.203,NA,21,13,3.59,50.42,30.49,26.35,619.01
JUN,1,19,26.22,0.67,0.306,NA,24,12,3.92,81.78,30.17,28.44,619.11
JUN,1,20,23.91,2.39,0.238,NA,22,12,4.45,52.75,28.75,33.67,619.68
JUN,1,21,21.87,0.66,0.190,NA,25,16,3.62,51.70,27.13,39.89,620.58
JUN,1,22,21.54,0.67,0.182,NA,26,12,4.28,51.75,25.44,46.06,621.43
JUN,1,23,17.17,0.60,0.172,NA,23,12,4.49,49.66,24.37,50.23,622.05
JUN,2,0,10.37,32.30,0.665,NA,16,13,3.99,68.03,23.65,53.30,622.34
JUN,2,1,13.50,99.86,0.550,NA,29,12,3.92,72.98,22.96,56.77,622.32
JUN,2,2,11.44,102.74,0.558,NA,28,20,4.43,68.74,22.38,59.30,621.98
JUN,2,3,7.71,54.57,0.914,NA,22,16,2.67,69.27,21.85,61.35,621.75
JUN,2,4,7.01,69.08,1.191,NA,25,14,3.12,64.66,21.33,63.51,621.47
JUN,2,5,12.48,36.84,0.855,NA,31,22,2.75,53.69,20.86,65.56,621.50
JUN,2,6,9.79,6.22,0.197,NA,20,17,1.66,180.22,20.01,68.08,621.65
JUN,2,7,12.15,3.02,0.232,NA,22,22,1.74,155.38,20.11,68.39,621.74
JUN,2,8,15.47,10.94,0.240,NA,14,18,2.05,106.88,21.74,63.62,622.34
JUN,2,9,19.70,37.44,0.472,NA,25,22,3.94,80.29,23.43,56.68,622.65
JUN,2,10,21.74,25.94,0.299,NA,9,12,4.56,74.97,24.59,51.38,622.73
JUN,2,11,24.69,18.82,0.383,NA,11,9,4.23,71.04,25.72,46.51,622.69
JUN,2,12,27.05,26.00,0.347,NA,17,8,3.68,87.18,26.85,43.86,622.37
JUN,2,13,29.94,26.19,0.252,NA,19,22,3.52,84.74,27.76,40.80,621.74
JUN,2,14,19.91,21.05,0.263,NA,16,23,2.78,102.38,29.12,36.97,620.92
JUN,2,15,30.41,21.05,0.446,NA,23,12,3.15,72.09,28.91,37.25,620.40
JUN,2,16,30.09,11.29,0.424,NA,9,NA,2.59,93.14,29.82,34.33,619.78
JUN,2,17,23.18,1.56,0.195,NA,5,43,3.61,76.52,30.67,31.58,619.27
JUN,2,18,20.60,27.11,1.002,NA,21,9,4.80,59.63,30.02,32.75,619.18
JUN,2,19,18.07,21.65,0.663,NA,26,12,4.69,59.14,28.93,34.88,619.41
JUN,2,20,17.05,111.89,0.377,NA,16,10,5.36,72.14,28.19,38.03,619.70
JUN,2,21,3.07,137.78,0.196,NA,24,15,6.30,72.46,26.79,42.68,620.53
JUN,2,22,3.25,80.20,0.184,NA,53,15,6.14,87.55,25.54,50.63,621.20
JUN,2,23,4.07,77.61,0.191,NA,49,41,5.70,78.75,24.34,52.26,621.69
JUN,3,0,2.10,89.96,0.170,NA,43,24,4.84,81.15,23.26,55.55,621.83
JUN,3,1,10.20,79.22,0.170,NA,42,39,5.36,81.55,22.46,58.72,621.85
JUN,3,2,5.16,64.41,0.170,NA,14,25,4.33,77.86,21.96,59.72,621.96
JUN,3,3,3.96,64.41,0.186,NA,15,16,3.42,76.35,21.35,63.50,621.74
JUN,3,4,10.47,65.82,0.637,NA,11,12,4.19,59.11,20.91,64.32,621.52
JUN,3,5,7.51,17.38,0.267,NA,13,15,2.82,51.66,20.30,66.12,621.68
JUN,3,6,6.18,3.03,0.282,NA,13,10,1.65,156.31,19.66,68.42,622.05
JUN,3,7,12.51,3.10,0.363,NA,15,10,2.69,87.53,20.16,66.77,622.48
JUN,3,8,17.21,0.60,0.258,NA,6,7,4.02,47.74,21.05,63.69,622.76
JUN,3,9,20.67,0.60,0.265,NA,5,8,3.36,71.05,22.62,57.59,622.94
JUN,3,10,22.79,7.54,0.534,NA,13,9,3.54,78.36,23.74,53.71,622.91
JUN,3,11,29.35,14.21,0.734,NA,11,7,3.20,100.54,25.18,48.30,622.65
JUN,3,12,26.02,7.30,0.485,NA,10,11,2.76,134.99,26.25,44.24,622.34
JUN,3,13,28.45,10.35,0.397,NA,13,12,3.15,100.34,27.48,40.96,621.78
JUN,3,14,30.04,0.99,0.281,NA,6,12,3.02,94.30,29.00,35.53,621.13
JUN,3,15,26.67,3.09,0.334,NA,7,12,2.97,101.60,30.28,32.57,620.37
JUN,3,16,22.11,6.56,0.364,NA,15,12,3.58,93.25,31.05,31.51,619.64
JUN,3,17,20.70,16.44,0.285,NA,16,13,4.20,68.02,30.95,32.48,619.30
JUN,3,18,14.11,18.52,0.674,NA,26,12,6.05,56.06,29.97,35.74,619.32
JUN,3,19,12.42,68.94,0.879,NA,27,10,6.00,70.76,28.37,41.70,619.35
JUN,3,20,4.67,18.52,0.290,NA,33,10,6.04,52.43,26.21,47.95,620.10
JUN,3,21,4.17,81.18,2.410,NA,22,12,5.09,55.06,25.07,47.86,620.74
JUN,3,22,2.10,133.75,1.370,NA,29,18,5.06,75.76,24.04,53.37,621.18
JUN,3,23,2.94,100.94,0.233,NA,27,17,4.45,93.07,22.96,58.04,621.67
JUN,4,0,2.10,71.51,0.227,NA,32,32,3.57,88.19,22.17,62.45,622.42
JUN,4,1,2.15,41.39,0.217,NA,22,28,4.54,75.72,21.63,65.40,622.50
JUN,4,2,4.93,86.07,0.227,NA,14,11,5.20,73.50,21.11,67.58,622.12
JUN,4,3,7.22,95.65,0.409,NA,8,11,3.55,66.59,20.88,66.70,621.90
JUN,4,4,9.61,7.01,0.170,NA,7,10,2.27,77.08,20.56,66.72,621.89
JUN,4,5,8.56,3.30,0.170,NA,NA,7,2.67,53.98,20.60,66.10,621.90
JUN,4,6,2.10,1.31,0.198,NA,9,3,2.00,83.61,20.54,65.64,621.94
JUN,4,7,5.42,0.66,0.408,NA,16,3,1.51,182.35,20.71,64.98,622.27
JUN,4,8,7.03,0.60,0.272,NA,30,8,1.87,59.85,21.56,61.54,622.86
JUN,4,9,7.11,1.93,0.308,NA,11,11,2.05,93.57,22.57,58.09,623.05
JUN,4,10,14.52,5.09,0.436,NA,17,10,1.63,187.75,23.53,55.90,623.04
JUN,4,11,25.19,28.32,0.523,NA,24,8,1.57,163.38,25.23,51.28,622.84
JUN,4,12,37.00,29.70,0.485,NA,34,23,1.91,191.68,26.48,47.43,622.48
JUN,4,13,55.34,21.05,0.434,NA,34,18,1.95,184.32,28.06,42.92,621.87
JUN,4,14,55.35,18.31,0.380,NA,33,21,1.83,142.12,29.20,40.13,621.17
JUN,4,15,66.98,13.01,0.353,NA,28,25,1.74,188.35,30.10,37.45,620.41
JUN,4,16,56.03,11.96,0.307,NA,25,23,2.04,148.16,31.20,34.18,619.70
JUN,4,17,33.14,10.97,0.347,NA,39,19,2.77,146.27,31.02,33.37,619.12
JUN,4,18,32.89,0.60,0.302,NA,33,9,5.18,193.16,28.45,42.74,619.18
JUN,4,19,20.87,1.88,0.436,NA,90,NA,4.72,239.77,21.98,71.94,620.27
JUN,4,20,17.23,1.40,0.561,NA,27,NA,3.00,213.68,21.57,74.78,620.44
JUN,4,21,16.47,1.06,0.513,NA,26,18,2.22,237.13,21.61,77.70,621.12
JUN,4,22,7.05,0.99,0.339,NA,24,19,2.05,71.55,21.50,80.53,621.70
JUN,4,23,8.51,5.31,0.281,NA,22,17,3.45,96.51,21.73,77.94,622.28
JUN,5,0,7.95,25.00,0.224,NA,22,20,3.52,97.96,21.31,74.79,622.52
JUN,5,1,8.16,41.28,0.657,NA,38,27,4.19,64.08,20.16,80.89,622.68
JUN,5,2,12.76,71.88,0.730,NA,23,11,4.69,84.18,18.54,82.83,622.60
JUN,5,3,16.22,25.64,0.190,NA,21,34,2.59,133.01,17.86,83.84,622.44
JUN,5,4,NA,16.17,0.170,NA,16,7,1.97,129.21,17.95,85.85,622.46
JUN,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUN,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUN,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUN,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUN,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUN,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUN,5,11,5.59,5.56,0.554,NA,9,NA,2.89,299.26,18.39,85.78,624.96
JUN,5,12,10.58,6.02,0.607,NA,16,43,2.43,272.55,19.94,78.30,625.11
JUN,5,13,14.96,4.69,0.601,NA,19,12,1.92,284.32,21.06,72.92,625.00
JUN,5,14,24.34,3.34,0.544,NA,26,12,1.66,249.66,22.37,66.19,624.54
JUN,5,15,29.98,2.42,0.472,NA,18,12,1.46,212.87,23.78,60.01,624.00
JUN,5,16,29.61,1.80,0.417,NA,28,11,1.62,258.33,23.85,61.15,623.53
JUN,5,17,23.25,1.54,0.465,NA,19,12,1.85,238.07,24.46,58.14,622.98
JUN,5,18,18.86,1.39,0.617,NA,32,17,2.89,212.70,24.13,59.10,622.92
JUN,5,19,20.75,1.24,0.634,NA,30,7,2.19,213.78,23.49,63.00,622.90
JUN,5,20,19.96,1.05,0.459,NA,29,16,1.16,190.26,23.19,63.82,623.12
JUN,5,21,11.33,1.02,0.496,NA,20,14,1.28,204.81,22.82,66.45,623.27
JUN,5,22,9.10,1.06,0.374,NA,31,15,1.82,182.48,21.95,71.74,623.82
JUN,5,23,8.58,0.96,0.239,NA,19,19,2.17,141.02,21.40,74.64,624.37
JUN,6,0,6.89,0.92,0.170,NA,10,23,1.98,126.69,21.17,75.60,624.57
JUN,6,1,4.94,0.77,0.170,NA,4,10,1.21,104.96,21.21,75.90,624.58
JUN,6,2,2.39,0.78,0.248,NA,18,11,1.16,124.44,20.98,77.56,624.29
JUN,6,3,NA,0.84,0.297,NA,16,12,0.67,128.07,20.79,78.64,624.01
JUN,6,4,2.10,0.71,0.303,NA,21,13,0.97,144.17,20.53,79.68,623.65
JUN,6,5,2.22,0.69,0.310,NA,17,23,0.48,130.51,20.49,78.59,623.63
JUN,6,6,2.44,0.96,0.510,NA,26,13,1.05,140.50,20.38,79.71,624.05
JUN,6,7,2.78,1.07,0.936,NA,44,15,0.77,188.58,20.70,77.31,624.25
JUN,6,8,2.10,0.82,0.705,NA,48,15,1.81,129.46,20.80,78.24,624.70
JUN,6,9,5.63,0.63,0.716,NA,21,22,1.14,184.62,22.26,72.12,624.96
JUN,6,10,5.78,0.60,0.563,NA,26,16,1.18,136.97,23.29,68.40,624.91
JUN,6,11,15.63,0.90,0.556,NA,31,26,1.64,229.84,23.88,64.98,624.84
JUN,6,12,28.38,2.21,0.478,NA,24,27,1.67,218.58,24.84,61.28,624.60
JUN,6,13,39.00,1.07,0.385,NA,22,20,2.97,279.76,25.92,58.14,624.06
JUN,6,14,46.59,0.76,0.333,NA,28,23,3.11,285.37,26.76,54.77,623.50
JUN,6,15,42.11,0.68,0.341,NA,28,22,3.71,296.86,27.59,54.40,622.85
JUN,6,16,42.12,0.75,0.289,NA,25,16,4.42,304.11,27.71,52.48,622.35
JUN,6,17,43.75,0.60,0.267,NA,18,19,4.07,298.26,27.69,49.25,622.05
JUN,6,18,34.14,0.67,0.369,NA,33,16,3.39,294.91,27.24,49.77,622.12
JUN,6,19,25.02,0.64,0.434,NA,35,20,2.00,294.57,26.85,51.27,622.35
JUN,6,20,21.63,0.60,0.517,NA,33,23,2.59,214.20,26.13,53.00,622.61
JUN,6,21,23.72,1.87,0.346,NA,37,20,2.99,116.33,24.63,60.04,623.29
JUN,6,22,12.99,17.23,0.271,NA,35,25,3.35,110.41,23.80,61.68,623.43
JUN,6,23,7.12,51.91,0.274,NA,32,15,3.27,98.41,22.80,67.56,623.73
JUN,7,0,9.41,144.20,0.224,NA,48,40,2.45,87.28,22.43,66.72,623.81
JUN,7,1,2.90,45.64,0.170,NA,40,46,2.45,103.48,22.00,67.23,623.63
JUN,7,2,2.12,79.81,0.178,NA,27,26,2.46,97.73,21.88,69.73,623.35
JUN,7,3,3.41,91.33,0.190,NA,37,38,2.26,82.33,21.65,71.61,622.90
JUN,7,4,5.58,58.09,0.180,NA,26,32,2.69,83.52,21.63,69.98,622.93
JUN,7,5,3.32,25.52,0.251,NA,26,26,2.60,109.93,21.15,71.65,623.13
JUN,7,6,3.32,12.59,0.452,NA,36,16,1.65,121.82,20.75,73.37,623.33
JUN,7,7,2.10,12.70,0.807,NA,50,25,1.45,105.61,20.82,72.21,623.67
JUN,7,8,3.43,21.18,0.543,NA,41,35,1.41,93.61,22.15,67.19,623.96
JUN,7,9,10.43,53.44,0.342,NA,22,29,3.06,85.37,23.81,58.71,624.10
JUN,7,10,19.82,47.33,0.448,NA,40,35,3.31,114.39,24.95,52.85,623.89
JUN,7,11,31.49,68.87,0.362,NA,34,30,2.35,112.33,26.63,47.80,623.67
JUN,7,12,37.34,71.41,0.427,NA,48,41,2.40,117.58,27.96,44.54,623.34
JUN,7,13,43.06,46.87,0.465,NA,40,43,2.22,146.79,29.48,36.84,622.84
JUN,7,14,53.36,29.98,0.409,NA,29,33,2.55,160.94,30.75,29.75,622.26
