DATOS HORARIOS 2021_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
JULIO,1,0,0.0093,0.077,0.2997,NA,22,20,21.69,3.35,87.16,69.87,623.67
JULIO,1,1,0.0095,0.0863,0.4250,NA,10,11,21.17,3.69,74.3,71.64,623.31
JULIO,1,2,0.01,0.0859,0.3759,NA,10,7,20.5,3.36,78.69,73.58,622.87
JULIO,1,3,0.0067,0.0764,0.4206,0.0168,18,6,20.11,2.27,90.65,76.28,622.65
JULIO,1,4,0.0061,0.0812,0.5102,0.0121,24,26,20.01,2.69,72.12,75.41,622.73
JULIO,1,5,0.0142,0.0112,0.3224,NA,6,11,19.8,2.57,50.76,74.46,622.73
JULIO,1,6,0.0194,0.0054,0.3398,0.0075,NA,5,20.05,2.84,51.34,71.57,623.04
JULIO,1,7,0.0138,0.0594,0.6363,0.0112,10,2,19.97,2.11,76.92,71.89,623.39
JULIO,1,8,0.0071,0.0681,0.4723,0.0161,25,5,19.99,2.33,86.22,73.52,623.89
JULIO,1,9,0.0143,0.1394,0.4855,0.0112,15,16,20.71,3.91,73.56,69.49,624.04
JULIO,1,10,0.0221,0.062,0.3687,0.0097,10,12,22.13,4.05,83.1,63.36,624
JULIO,1,11,0.0283,0.0196,0.3627,0.01,18,20,23.09,4.39,92.93,59.54,623.92
JULIO,1,12,0.0338,0.0243,0.3304,0.0083,14,18,24.25,4.76,72.54,55.59,623.43
JULIO,1,13,0.0405,0.0298,0.3963,0.0083,33,8,25.26,4.36,78.21,52.36,622.86
JULIO,1,14,0.042,0.0152,0.3706,0.0089,17,12,26.38,4.1,90.34,47.14,622.28
JULIO,1,15,0.0469,0.0111,0.4048,0.0098,18,22,27.08,3.33,98.98,46.39,621.64
JULIO,1,16,0.0431,0.0203,0.4603,0.0064,16,19,26.81,3.45,73.33,48.35,621.34
JULIO,1,17,0.0344,0.0543,1.1243,0.0096,22,14,24.58,4.95,87.11,58.14,621.54
JULIO,1,18,0.0225,0.0078,0.6636,0.0166,31,13,21.27,2.83,157.72,72.62,621.76
JULIO,1,19,0.0252,0.004,0.6560,0.0165,19,12,20.94,2.65,263.11,73.96,622.39
JULIO,1,20,0.0277,0.0025,0.5205,0.0152,21,12,20.3,2.42,276.96,76.29,622.84
JULIO,1,21,0.0249,0.002,0.4802,0.0136,17,13,20.13,1.7,274.75,78.51,623.21
JULIO,1,22,0.0216,0.0018,0.5348,0.0131,18,11,19.52,1.2,187.57,82.56,623.6
JULIO,1,23,0.0258,0.0017,0.4020,0.01,6,8,19.19,1.64,249.87,83.22,624.03
JULIO,2,0,0.0269,0.0015,0.3633,0.0086,16,8,19.17,0.53,190.21,82.48,624.11
JULIO,2,1,0.0245,0.0015,0.3655,NA,21,6,18.78,0.45,233.94,83.64,623.98
JULIO,2,2,0.0232,0.0014,0.3443,NA,NA,5,18.41,0.45,229.36,83.32,623.68
JULIO,2,3,0.0211,0.0012,0.3317,NA,NA,6,18.09,0.45,249.4,85.05,623.49
JULIO,2,4,0.0188,0.0012,0.3390,0.0084,NA,5,18.19,0.45,228.35,85.74,623.37
JULIO,2,5,0.0256,0.0013,0.4137,0.0131,NA,5,18.49,0.45,213.85,85.37,623.36
JULIO,2,6,0.0164,0.0422,0.9807,0.0161,NA,8,18.99,1.2,106.88,81.18,623.7
JULIO,2,7,0.01,0.0876,0.7469,0.0171,NA,9,19.2,1.75,90.81,78.74,624.11
JULIO,2,8,0.012,0.1137,1.4321,0.0125,NA,10,19.52,3.01,60.01,76.58,624.22
JULIO,2,9,0.0168,0.0486,0.6931,0.0095,NA,10,20.37,3.34,83.84,72.26,624.43
JULIO,2,10,0.0219,0.023,0.4426,0.0088,NA,7,21.46,4.09,83.92,67.29,624.42
JULIO,2,11,0.0281,0.0406,1.5035,0.0091,NA,8,23,4.24,69.25,61.18,624.15
JULIO,2,12,0.032,0.0318,0.6848,0.0087,NA,18,24.06,4.09,67.46,56.66,623.77
JULIO,2,13,0.0373,0.0287,0.5382,0.0072,NA,10,24.81,3.55,68.28,53.6,623.31
JULIO,2,14,0.0397,0.0265,0.8540,0.0069,NA,9,26.01,2.81,85.24,48.44,622.66
