DATOS HORARIOS 2021_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
OCTUBRE,1,0,0.0305,0.0178,0.386,NA,18,11,17.06,2.7,97.93,86.10,625.30
OCTUBRE,1,1,0.0363,0.1493,0.4054,NA,8,12,16.96,2.78,69.38,86.65,625.09
OCTUBRE,1,2,0.0357,0.0185,0.2803,NA,10,15,16.72,1.63,109.28,86.91,624.80
OCTUBRE,1,3,0.0358,0.0048,0.2639,NA,11,9,16.6,2.4,126.92,86.22,624.41
OCTUBRE,1,4,0.0367,0.0039,0.2683,0.0078,12,9,16.36,2.34,109.8,85.48,623.90
OCTUBRE,1,5,0.0273,NA,NA,NA,21,NA,16.24,1.26,98.4,85.96,623.70
OCTUBRE,1,6,0.0239,0.0064,0.343,0.0171,21,NA,16.05,0.65,86.44,86.08,624.05
OCTUBRE,1,7,0.0119,0.0037,0.7011,0.0335,22,14,15.91,1.13,168.07,85.96,624.64
OCTUBRE,1,8,0.0135,0.0022,0.6755,0.0257,9,13,16.38,0.46,157.72,86.17,625.15
OCTUBRE,1,9,0.0189,0.0023,0.8786,0.0297,12,11,18.23,0.63,133.27,80.53,625.39
OCTUBRE,1,10,0.0235,0.0039,0.7055,0.0417,18,19,19.59,1.08,144.24,72.33,625.71
OCTUBRE,1,11,0.0372,0.0066,0.6906,0.0149,19,14,21.6,1.29,130.2,64.68,625.65
OCTUBRE,1,12,0.0483,0.0262,0.6718,0.0133,19,14,23,0.64,194.98,59.33,625.32
OCTUBRE,1,13,0.0641,0.0268,0.7716,0.0141,32,25,24.16,1.56,194.47,56.33,624.62
OCTUBRE,1,14,0.0597,0.0108,0.6685,0.0123,32,35,25.34,1.56,222.23,51.88,623.63
OCTUBRE,1,15,0.0462,0.0051,0.6886,0.0154,29,16,26.12,1.51,221.43,51.17,622.84
OCTUBRE,1,16,0.0430,0.0027,0.6045,0.0132,19,22,26.52,1.74,227.04,49.12,622.28
OCTUBRE,1,17,0.0394,0.0014,0.6759,0.0153,21,12,27.45,1.08,191.62,42.98,622.29
OCTUBRE,1,18,0.0361,0.0011,0.7151,0.0155,32,11,25.3,3.71,162.45,55.18,622.40
OCTUBRE,1,19,0.0247,0.0005,0.698,0.016,34,10,22.78,3.54,151.07,59.92,622.92
OCTUBRE,1,20,0.0203,0.0002,0.7175,0.017,23,11,21.6,2.81,159.91,65.92,623.49
OCTUBRE,1,21,0.0136,0.0004,0.8723,0.0213,29,12,20.81,0.58,177.49,70.31,624.26
OCTUBRE,1,22,0.0131,0.0035,0.6016,0.0185,23,12,20.84,0.45,66.94,71.58,624.96
OCTUBRE,1,23,0.0114,0.0038,0.6627,0.0205,21,15,20.86,0.95,182.81,71.55,625.30
OCTUBRE,2,0,0.0383,0.0009,0.3726,0.0073,18,12,18.66,3.15,290.46,76.94,625.45
OCTUBRE,2,1,0.0388,0.0009,0.3004,0.0049,8,15,17.37,3.12,297.39,82.77,625.31
OCTUBRE,2,2,0.0294,0.001,0.3449,NA,12,10,17.21,2.13,265.16,85.32,625.13
OCTUBRE,2,3,0.0338,0.0008,0.3341,0.009,11,11,17.15,1.59,271.46,84.22,625.01
OCTUBRE,2,4,0.0304,0.0008,0.3307,0.0069,13,11,17.19,1.25,232.67,84.83,624.89
OCTUBRE,2,5,0.0296,0.0008,0.3328,NA,9,11,16.99,0.49,228.41,86.29,624.88
OCTUBRE,2,6,0.0233,0.0009,0.4344,0.0122,11,13,16.94,0.49,218.45,86.45,624.96
OCTUBRE,2,7,0.0154,0.0011,0.6886,0.0281,6,12,16.95,0.56,257.1,86.37,625.05
OCTUBRE,2,8,0.0146,0.0012,0.7348,0.0285,12,13,17.33,0.47,282.62,85.64,625.41
OCTUBRE,2,9,0.0188,0.0013,0.9944,0.0329,16,14,18.58,0.52,259.1,80.82,625.54
OCTUBRE,2,10,0.0260,0.0036,0.8264,0.0311,19,13,20.08,0.54,185.79,72.61,625.69
OCTUBRE,2,11,0.0278,0.0173,1.0726,0.0291,29,17,20.8,0.63,226.81,69.80,625.46
OCTUBRE,2,12,0.0323,0.0074,0.9601,0.0257,33,26,21.79,0.68,230.37,66.83,625.04
OCTUBRE,2,13,0.0532,0.0133,0.828,0.0111,10,8,24.25,0.62,196.87,55.95,624.16
OCTUBRE,2,14,0.0615,0.0153,0.7786,0.0138,26,24,25.48,0.7,208.64,50.61,623.35
OCTUBRE,2,15,0.0701,0.0115,0.6508,0.0124,21,20,27.39,0.66,172.81,46.53,622.62
OCTUBRE,2,16,0.0604,0.0097,0.6671,0.0168,34,30,27.37,0.97,236.42,46.04,621.91
OCTUBRE,2,17,0.0498,0.005,0.6489,0.0169,29,30,26.96,1.5,210.8,46.20,621.64
OCTUBRE,2,18,0.0460,0.01,0.6325,0.0154,24,25,27.04,1.62,229.04,46.79,621.84
OCTUBRE,2,19,0.0431,0.0528,1.2662,0.0165,43,17,24.13,1.04,156.53,56.65,622.38
OCTUBRE,2,20,0.0359,0.005,0.7209,0.0171,35,24,22.98,1.61,190.05,63.15,622.88
OCTUBRE,2,21,0.0326,0.0019,0.5375,0.0104,24,18,21.67,2.18,247.87,68.49,623.84
OCTUBRE,2,22,0.0361,0.0206,0.4742,0.0068,22,5,19.58,2.49,86.79,78.77,624.67
OCTUBRE,2,23,0.0271,0.0443,0.7072,0.0089,25,9,18.21,2.55,60.66,86.53,625.09
OCTUBRE,3,0,0.0315,0.0299,0.392,0.0068,12,17,17.98,2.83,66.27,86.96,624.99
OCTUBRE,3,1,0.0232,0.0346,0.3532,NA,12,11,17.86,3.11,84.73,85.50,624.74
OCTUBRE,3,2,0.0288,0.0359,0.3412,NA,19,24,17.59,2.16,94.57,84.92,624.69
OCTUBRE,3,3,0.0218,0.0771,0.3273,NA,14,16,17.74,1.79,89.5,84.01,624.43
OCTUBRE,3,4,0.0202,0.0178,0.3676,NA,23,18,17.67,1.28,107.93,84.65,624.10
OCTUBRE,3,5,0.0241,0.0072,0.3234,0.0071,5,10,17.7,1.44,111.45,84.39,624.15
OCTUBRE,3,6,0.0215,0.0567,0.3204,0.0068,15,8,17.93,0.5,76.57,83.60,624.35
OCTUBRE,3,7,0.0195,0.0154,0.4135,NA,11,16,17.88,0.49,93.02,82.35,624.68
OCTUBRE,3,8,0.0231,0.0054,0.4567,0.0116,7,17,18.13,0.45,121.87,78.72,624.94
OCTUBRE,3,9,0.0314,0.0121,0.3984,0.0082,5,8,19.39,1.31,91.16,72.26,625.27
OCTUBRE,3,10,0.0320,0.0486,0.3794,0.0078,10,7,20.69,3.3,80.49,68.05,625.47
