DATOS HORARIOS 2021_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
JUNIO,1,0,0.0331,NA,NA,NA,16,NA,18.71,4.56,286.03,77.98,626.11
JUNIO,1,1,0.0356,0.0017,0.310718,NA,8,NA,19.66,3.91,187.61,68.48,625.11
JUNIO,1,2,0.0231,0.0038,0.396757,NA,24,8,19.00,2.43,100.91,75.39,624.52
JUNIO,1,3,0.0263,0.0076,0.353808,NA,26,24,19.00,3.01,115.16,74.74,624.25
JUNIO,1,4,0.0221,0.0063,0.370643,NA,22,24,19.20,1.58,171.61,73.64,624.63
JUNIO,1,5,0.0217,0.0040,0.365308,NA,19,19,19.20,0.45,192.35,73.94,624.84
JUNIO,1,6,0.0113,0.0035,0.571638,NA,23,15,18.76,0.45,278.10,76.99,625.04
JUNIO,1,7,0.0067,0.0035,0.748507,NA,30,21,18.34,0.45,258.84,78.37,625.21
JUNIO,1,8,0.0100,0.0047,0.954928,NA,24,30,20.05,0.45,246.30,72.02,625.49
JUNIO,1,9,0.0145,0.0055,0.844827,NA,44,23,20.91,0.45,267.47,66.73,625.68
JUNIO,1,10,0.0263,0.0062,0.677747,NA,17,19,22.85,0.72,235.50,60.04,625.52
JUNIO,1,11,0.0391,0.0234,0.635417,NA,38,22,24.40,1.02,161.07,56.62,625.32
JUNIO,1,12,0.0545,0.0178,0.562125,NA,42,42,26.36,1.37,147.61,50.71,624.78
JUNIO,1,13,0.0650,0.0214,0.576678,NA,57,40,27.18,1.26,155.34,49.01,624.22
JUNIO,1,14,0.0669,0.0151,0.56443,NA,48,48,28.11,1.77,165.32,44.51,623.39
JUNIO,1,15,0.0650,0.0071,0.528912,NA,32,37,29.45,1.71,176.31,38.31,622.53
JUNIO,1,16,0.0579,0.0102,0.595702,NA,37,23,29.41,1.08,235.15,36.20,622.17
JUNIO,1,17,0.0506,0.0053,0.42062,NA,37,32,25.24,6.06,123.75,45.08,622.37
JUNIO,1,18,0.0436,0.0027,0.394987,NA,24,12,23.63,4.37,70.64,50.05,622.33
JUNIO,1,19,0.0382,0.0020,0.404213,NA,14,13,24.09,3.50,61.10,47.90,622.39
JUNIO,1,20,0.0298,0.0044,0.467682,NA,23,13,24.14,3.65,91.21,52.86,622.94
JUNIO,1,21,0.0334,0.0035,0.366935,NA,29,19,23.33,3.97,57.48,57.14,623.84
