DATOS HORARIOS 2021_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
MARZO,1,0,0.0112,0.0129,0.918,0.0378,74,26,22.23,0.45,251.7,34.97,621.84
MARZO,1,1,0.0138,0.0129,0.744,0.0346,73,25,21.66,1.3,252.06,35.19,621.91
MARZO,1,2,0.0178,0.0128,0.483,0.0285,64,22,20.32,0.49,245.75,38.01,621.81
MARZO,1,3,0.0321,0.0124,0.31,0.0183,52,22,19.16,0.78,250.84,41.51,621.69
MARZO,1,4,0.0191,0.0123,0.324,0.0236,47,16,17.97,0.45,253.85,43.28,621.65
MARZO,1,5,0.021,0.0123,0.294,0.0207,44,21,17.46,0.47,266.69,44.85,621.52
MARZO,1,6,0.007,0.0127,0.358,0.0342,47,16,15.87,0.54,256.07,46.77,621.65
MARZO,1,7,0.0067,0.0131,0.708,0.0339,56,22,15.23,0.45,285.39,47.99,621.76
MARZO,1,8,0.007,0.0148,1.342,0.0359,94,24,15.34,0.45,279.68,48.2,622.21
MARZO,1,9,0.0139,0.0138,0.96,0.0332,89,55,17.2,0.46,261.05,45.72,622.66
MARZO,1,10,0.0289,0.0134,0.632,0.0309,62,37,20.12,0.97,228.14,41.51,622.91
MARZO,1,11,0.0469,0.0134,0.497,0.0203,51,27,22.9,1.44,208.91,35.02,622.76
MARZO,1,12,0.0599,0.0127,0.41,0.0167,39,23,25.15,1.48,242.55,27.42,622.43
MARZO,1,13,0.0684,0.0126,0.457,0.0177,43,16,27.17,1.93,248.1,23.19,621.65
MARZO,1,14,0.0804,0.0136,0.369,0.0124,46,22,28.56,2.07,193.59,20.84,620.86
MARZO,1,15,0.0784,NA,NA,0.0106,43,NA,29.75,1.98,189.18,18.33,620.1
MARZO,1,16,0.0755,0.0136,0.494,0.016,45,NA,30.61,2.37,255.54,16.04,619.41
MARZO,1,17,0.081,0.0136,0.381,0.0119,44,19,31.19,2.35,259.89,14.45,619.13
MARZO,1,18,0.0787,0.0136,0.377,0.0112,50,18,30.61,3.04,268.51,16.18,619.05
MARZO,1,19,0.0575,0.0134,0.52,0.0205,54,13,29.54,2.64,279.56,18.01,619.15
