DATOS HORARIOS 2021_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
ENE,1,0,0.0146,0.008,2.631,0.0196,154,82,13.6,1.4,182,55,621.4
ENE,1,1,0.0108,0.0099,2.788,0.0205,192,81,12.2,0.6,130,58,621.6
ENE,1,2,0.0096,0.0108,3.199,0.022,250,168,11.6,0.4,133,61,621.7
ENE,1,3,0.0098,0.0095,3.396,0.0207,283,225,10.3,0.4,230,61,621.7
ENE,1,4,0.0101,0.0091,3.845,0.0207,273,202,9.6,0.4,197,61,621.7
ENE,1,5,0.0112,0.0113,3.066,0.0203,267,203,9.6,0.4,110,67,621.8
ENE,1,6,0.0125,0.0139,2.417,0.0148,112,128,8.8,0.6,111,70,621.9
ENE,1,7,0.0115,0.0089,2.759,0.0166,112,68,8,0.6,161,70,622.1
ENE,1,8,0.0126,0.0091,2.441,0.0133,93,89,7.4,0.5,99,72,622.6
ENE,1,9,0.0203,0.0117,2.234,0.0106,52,53,10.2,1.7,102,65,623.2
ENE,1,10,0.034,0.0098,2.068,0.0068,39,57,13.5,3.0,106,58,623.6
ENE,1,11,0.0432,0.0074,2.004,0.0057,31,28,16.2,3.0,117,49,623.6
ENE,1,12,0.0462,0.0047,1.933,0.0052,9,20,18.7,2.3,185,38,623.3
ENE,1,13,0.0532,0.0045,1.939,0.0056,10,5,20.9,1.3,202,29,622.7
ENE,1,14,0.0557,0.0043,1.988,0.0067,8,8,22.2,2.4,260,20,622
ENE,1,15,0.0584,0.0043,2.014,0.0074,15,11,23.4,3.1,236,13,621.4
ENE,1,16,0.058,0.0043,2.03,0.0077,13,7,24.3,3.8,257,11,621.2
ENE,1,17,0.0598,0.0042,1.998,0.0072,22,8,24.5,4.5,253,11,621.4
ENE,1,18,0.0574,0.0043,2.072,0.0095,27,9,23.8,4.4,255,7,621.6
ENE,1,19,0.0434,0.0045,2.182,0.013,37,11,21.5,4.0,246,10,622.1
ENE,1,20,0.0324,0.0072,2.472,0.0191,65,18,19.5,2.7,219,12,622.8
ENE,1,21,0.0313,0.0049,2.362,0.017,76,86,17.7,2.3,192,16,623.4
ENE,1,22,0.0419,0.0046,2.112,0.0107,32,15,17.2,3.2,221,17,624
ENE,1,23,0.0391,0.0044,2.106,0.0109,21,14,15.6,2.2,244,20,624.2
ENE,2,0,0.0266,0.0084,2.164,0.0152,32,10,13.9,1.7,141,24,624.4
ENE,2,1,0.0205,0.0068,2.288,0.0169,68,21,12.2,1.1,262,26,624.3
ENE,2,2,0.0205,0.005,2.154,0.0148,51,38,10.8,0.6,145,29,624.4
ENE,2,3,0.0137,0.0055,2.348,0.0182,47,21,10.5,0.6,200,34,624.4
ENE,2,4,0.0144,0.0176,2.174,0.0167,50,30,9.3,1.2,95,39,624.3
ENE,2,5,0.0142,0.0143,2.169,0.016,41,27,8.1,0.8,244,41,624.6
ENE,2,6,0.0116,0.0097,2.191,0.0176,42,28,7.7,0.7,141,42,624.8
ENE,2,7,0.0136,0.0787,2.2,0.0176,47,21,6.8,1.2,133,46,625.2
ENE,2,8,0.0134,0.1107,2.444,0.0174,50,15,6.4,1.2,142,47,625.7
ENE,2,9,0.0152,0.0322,2.645,0.0183,43,30,8.3,0.9,173,43,626.3
ENE,2,10,0.0266,0.0257,2.285,0.0145,50,27,12.2,2.8,107,39,626.5
ENE,2,11,0.0415,0.0809,2.115,0.0116,45,23,15.4,2.5,95,33,626.4
ENE,2,12,0.0508,0.0159,2.108,0.0102,42,39,18.3,2.1,115,26,625.9
ENE,2,13,0.06,0.0067,2.2,0.0108,30,12,21.1,1.5,165,19,625
ENE,2,14,0.0619,0.0049,2.167,0.0105,30,20,22.8,1.7,241,11,624
ENE,2,15,0.0655,0.0044,2.07,0.0087,17,9,23.8,2.2,257,8,623.2
ENE,2,16,0.0605,0.0043,2.161,0.0107,14,10,24.8,2.4,265,3,622.8
ENE,2,17,0.0686,0.0045,2.072,0.0088,19,5,24.9,2.4,286,5,622.6
ENE,2,18,0.0632,0.0047,2.21,0.0145,28,12,24.3,2.3,298,6,622.8
