DATOS HORARIOS 2021_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
SEPTIEMBRE,1,0,0.0167,0.0152,0.5652,NA,14,7,18.67,2.33,96.9,82.54,623.06
SEPTIEMBRE,1,1,0.0261,0.0567,0.3743,NA,22,11,18.56,1.67,190.72,82.47,622.98
SEPTIEMBRE,1,2,0.0296,0.0057,0.2642,NA,11,11,18.55,0.64,295.58,82.96,622.62
SEPTIEMBRE,1,3,0.0308,0.003,0.2711,0.008,13,7,18.4,0.52,218.17,82.48,622.16
SEPTIEMBRE,1,4,0.0285,0.002,0.2731,0.0085,6,7,18.5,0.63,287.8,81.97,621.94
SEPTIEMBRE,1,5,0.0166,0.0019,0.3271,0.0153,14,16,18.4,0.45,259.55,83.3,621.84
SEPTIEMBRE,1,6,0.0076,0.0021,0.5515,0.02,24,12,18.39,0.48,259.24,84.33,622.02
SEPTIEMBRE,1,7,0.0055,0.002,0.6807,0.0233,32,16,18.2,0.45,296.78,84.51,622.21
SEPTIEMBRE,1,8,0.0113,0.0018,0.6853,0.0215,20,15,18.47,0.59,285.27,82.53,622.76
SEPTIEMBRE,1,9,0.0194,0.0015,0.4948,0.0148,17,13,19.47,0.46,268,78.17,623.25
SEPTIEMBRE,1,10,0.0302,0.0019,0.5679,0.0128,14,15,21.56,0.65,179.44,69.65,623.52
SEPTIEMBRE,1,11,0.0394,0.0026,0.5165,0.0122,21,18,22.81,1.08,243.99,65.31,623.26
SEPTIEMBRE,1,12,0.0353,0.0021,0.5804,0.0143,41,25,23.29,1.49,248.77,63.33,622.99
SEPTIEMBRE,1,13,0.0401,0.0018,0.4817,0.0123,23,25,24.19,2.08,265.91,60.11,622.45
SEPTIEMBRE,1,14,0.0473,0.0014,0.4482,0.0101,26,24,24.67,2.45,282.74,58.97,621.9
SEPTIEMBRE,1,15,0.0489,0.0012,0.4358,0.011,5,13,25.5,1.64,258.49,54.82,621.34
SEPTIEMBRE,1,16,0.0459,0.0012,0.5066,0.0124,5,13,25.28,3.86,220.33,55.53,620.86
SEPTIEMBRE,1,17,0.0394,0.001,0.5327,0.0143,4,18,24.75,3.1,221.24,55.81,620.74
SEPTIEMBRE,1,18,0.0329,0.0011,0.5496,0.0136,3,12,20,1.72,151.49,82.27,621.33
SEPTIEMBRE,1,19,0.023,0.0023,0.6041,0.015,4,8,20.94,1.59,91.31,78.87,621.72
SEPTIEMBRE,1,20,0.0267,0.0027,0.5981,0.0141,3,8,19.66,0.94,228.46,80.55,622.16
SEPTIEMBRE,1,21,0.0232,0.0017,0.6323,0.0191,3,8,19.35,0.68,257.92,81.26,622.33
SEPTIEMBRE,1,22,0.0208,0.0012,0.3836,0.0145,2,6,18.75,0.87,194.55,84.49,623.02
SEPTIEMBRE,1,23,0.0171,0.0021,0.4184,0.0162,2,9,18.96,1.55,219.91,83.03,623.34
SEPTIEMBRE,2,0,0.0168,0.0019,0.3154,0.0143,2,10,18.89,0.45,233.62,83.12,623.53
SEPTIEMBRE,2,1,0.0185,0.0014,0.3348,0.0129,38,11,19.02,0.45,280.25,82.04,623.31
SEPTIEMBRE,2,2,0.0078,0.0011,0.3095,0.0201,45,12,18.75,0.51,230.93,83.17,623.19
SEPTIEMBRE,2,3,0.0059,0.001,0.3301,0.0219,20,13,18.5,0.58,274.77,83.39,622.76
SEPTIEMBRE,2,4,0.0094,0.001,0.3499,0.0178,20,14,18.62,0.45,252.15,82.58,622.6
SEPTIEMBRE,2,5,0.007,0.001,0.419,0.0181,27,15,18.62,0.48,280.37,83.02,622.7
SEPTIEMBRE,2,6,0.0061,0.0012,0.5227,0.0181,24,18,18.19,0.64,257.32,85.21,622.92
SEPTIEMBRE,2,7,0.0096,0.0017,0.6786,0.0209,16,16,17.82,0.61,190.16,86.81,623.34
SEPTIEMBRE,2,8,0.021,0.0218,0.5701,0.0175,14,12,17.6,1.15,86.66,86.24,623.72
SEPTIEMBRE,2,9,0.0205,0.0245,0.7029,0.0214,16,16,17.67,1.46,112.22,85.77,623.98
SEPTIEMBRE,2,10,0.0197,0.0072,0.9992,0.0212,16,15,18.04,0.81,160.22,85.41,624.23
SEPTIEMBRE,2,11,0.0183,0.0043,0.7942,0.0194,11,17,18.75,0.56,130.54,83.67,624.37
SEPTIEMBRE,2,12,0.0193,0.0054,0.8065,0.0166,16,14,18.92,1.98,231.49,82.53,624.1
SEPTIEMBRE,2,13,0.0215,0.0074,0.9277,0.018,23,23,19.88,0.96,267.99,79.07,623.75
SEPTIEMBRE,2,14,0.043,0.0097,0.7694,0.012,23,25,21.99,0.68,230.21,67.63,623.05
SEPTIEMBRE,2,15,0.0547,0.0069,0.6826,0.0104,21,25,23.57,0.69,212.67,60.09,622.19
SEPTIEMBRE,2,16,0.0513,0.0051,0.7822,0.0164,35,21,23.56,1.46,218.25,62.02,621.66
SEPTIEMBRE,2,17,0.0561,0.0161,1.1463,0.0209,37,20,23.36,1.13,202.59,63.59,621.39
SEPTIEMBRE,2,18,0.037,0.0197,0.9905,0.0196,49,36,21.35,1.52,175.86,74.27,621.36
SEPTIEMBRE,2,19,0.0305,0.0228,0.5223,0.0129,21,26,20.9,2.42,87.43,75.05,621.66
SEPTIEMBRE,2,20,0.0332,0.0201,0.5041,0.013,16,24,19.76,3.34,101.44,76.55,622.42
SEPTIEMBRE,2,21,0.0245,0.0114,0.5069,0.0168,22,16,19.15,3.57,106.31,80.22,622.98
SEPTIEMBRE,2,22,0.0173,0.0143,0.5209,0.0158,23,15,19.02,2.44,105.51,82.95,623.58
SEPTIEMBRE,2,23,0.0117,0.0124,0.4879,0.0168,18,24,18.94,2.05,113.29,84.47,623.83
SEPTIEMBRE,3,0,0.016,0.0046,0.4279,0.0125,19,16,18.74,2.62,129.27,85.53,623.77
SEPTIEMBRE,3,1,0.0232,0.0225,0.302,0.0097,9,16,18.37,3.99,97.59,82.15,623.56
SEPTIEMBRE,3,2,0.0254,0.1046,0.2825,NA,17,16,17.87,3.49,71.9,81.42,623.25
SEPTIEMBRE,3,3,0.0233,0.0588,0.2722,NA,7,10,17.99,3.24,79.75,80.43,623.11
SEPTIEMBRE,3,4,0.0225,0.0312,0.2594,NA,13,13,18.06,3.02,84.41,79.08,622.86
SEPTIEMBRE,3,5,0.0239,0.0195,0.2673,NA,14,19,18.15,0.45,89.77,78.71,622.91
SEPTIEMBRE,3,6,0.0222,0.0093,0.3644,0.0101,10,10,18.12,0.45,98.06,78.29,623.03
SEPTIEMBRE,3,7,0.0159,0.019,0.443,0.0154,11,10,18.3,0.45,99.56,77.9,623.37
SEPTIEMBRE,3,8,0.0111,0.0259,0.5299,0.0191,19,15,18.39,0.45,102.38,78.28,623.78
SEPTIEMBRE,3,9,0.0105,NA,NA,0.018,15,NA,18.88,0.45,105.52,76.46,624.28
SEPTIEMBRE,3,10,0.0168,0.0458,0.5849,0.0161,23,NA,19.81,0.45,108.21,72.42,624.49
SEPTIEMBRE,3,11,0.0237,0.0327,0.4575,0.0087,24,18,21.71,0.54,107.05,65.72,624.47
SEPTIEMBRE,3,12,0.0324,0.0114,0.3807,0.0061,19,17,23.41,2.71,106.59,61.19,623.98
SEPTIEMBRE,3,13,0.0362,0.0188,0.5398,0.0082,29,16,24.38,2.44,103.43,57.03,623.34
SEPTIEMBRE,3,14,0.0335,0.01,NA,0.0104,32,20,24.28,1.84,108.64,56.74,622.72
SEPTIEMBRE,3,15,0.0186,0.003,NA,0.0189,29,17,23.92,1.58,159.56,59.46,622.17
SEPTIEMBRE,3,16,0.0154,0.0042,NA,0.0263,57,19,23.56,1.53,154.72,64.75,621.68
SEPTIEMBRE,3,17,0.039,0.0221,NA,0.0169,15,19,25.05,3.45,70.15,56.82,621.34
SEPTIEMBRE,3,18,0.0458,0.0366,NA,0.0132,50,11,23.96,3.62,92.37,60.3,621.52
SEPTIEMBRE,3,19,0.0334,0.0065,NA,0.0076,35,25,21.06,2.65,59.32,70.16,621.91
SEPTIEMBRE,3,20,0.0273,0.0135,NA,0.0076,16,16,20.92,2.13,52.99,71.12,622.43
SEPTIEMBRE,3,21,0.0236,0.0787,NA,0.0087,11,10,21.07,2.42,70.12,70.42,623.12
SEPTIEMBRE,3,22,0.0132,0.1223,NA,0.0117,40,20,20.71,3.25,83.9,74.11,623.64
SEPTIEMBRE,3,23,0.0129,0.0785,NA,0.0095,32,28,20.31,3.39,81.32,76,624.07
SEPTIEMBRE,4,0,0.0151,0.1018,NA,0.0094,16,21,19.65,3.65,75.6,77.42,624.07
SEPTIEMBRE,4,1,0.0213,0.1049,NA,0.0059,23,20,19.47,3.68,80.09,77.1,623.91
SEPTIEMBRE,4,2,0.0213,0.0189,NA,0.0051,15,20,19.06,3.08,106.06,78.58,623.76
SEPTIEMBRE,4,3,0.0243,0.0061,NA,0.0032,21,17,18.18,3.34,107.19,81.51,623.79
SEPTIEMBRE,4,4,0.0194,0.0135,NA,NA,11,7,17.74,2.9,92.13,84.83,623.73
SEPTIEMBRE,4,5,0.0199,0.0742,NA,NA,18,10,17.79,2.04,73.52,84.4,623.71
SEPTIEMBRE,4,6,0.0218,0.1098,NA,NA,13,19,17.96,0.93,56.09,83.17,623.85
SEPTIEMBRE,4,7,0.023,0.1016,NA,NA,10,15,18.13,2.44,74.8,80.8,624
SEPTIEMBRE,4,8,0.0215,0.1511,NA,0.0076,18,17,18.65,2.7,71.72,78.91,624.21
SEPTIEMBRE,4,9,0.0179,0.0493,NA,0.0096,17,22,19.81,2.49,87.19,75.01,624.38
SEPTIEMBRE,4,10,0.0276,0.0537,NA,0.0063,22,26,21.53,3.04,98.69,68.58,624.39
SEPTIEMBRE,4,11,0.0339,0.0208,NA,0.0079,26,27,22.24,2.56,100.57,65.11,624.36
SEPTIEMBRE,4,12,0.0354,0.0181,NA,0.0081,23,17,23.23,1.22,101.51,60.04,624.07
SEPTIEMBRE,4,13,0.0361,0.0152,NA,0.0096,16,12,24.52,0.69,201.21,55.2,623.49
SEPTIEMBRE,4,14,0.0481,0.005,NA,0.0054,25,13,26.26,1.64,158,48.37,622.68
SEPTIEMBRE,4,15,0.0517,0.0071,NA,0.0062,21,12,26.57,1.61,263.16,48.22,622.03
SEPTIEMBRE,4,16,0.052,0.0048,NA,0.0053,21,12,27.93,1,217.06,44.24,621.16
SEPTIEMBRE,4,17,0.048,0.0014,NA,0.0051,18,14,28.24,1.07,230.5,43.7,620.92
SEPTIEMBRE,4,18,0.0403,0.0011,NA,0.0069,23,12,27.08,1.98,233.25,48.83,621.09
SEPTIEMBRE,4,19,0.0379,0.0016,NA,0.006,38,10,20.97,3.29,206.97,74.39,622.42
SEPTIEMBRE,4,20,0.0274,0.0042,NA,0.0118,28,12,18.42,2.01,162.89,82.99,623.42
SEPTIEMBRE,4,21,0.0243,0.0023,NA,0.0211,12,17,18.24,1.09,193.18,85.23,624.06
SEPTIEMBRE,4,22,0.0294,0.0017,NA,0.0185,17,15,18.6,0.53,215.94,84,624.78
SEPTIEMBRE,4,23,0.0295,0.0013,NA,0.0169,17,15,18.51,0.45,211.43,85.29,625.12
SEPTIEMBRE,5,0,0.023,0.0011,NA,0.0106,20,14,18.49,0.45,181.13,86.13,625.06
SEPTIEMBRE,5,1,0.0278,0.0014,NA,0.0097,18,11,18.36,0.45,114.52,86.05,624.65
