DATOS HORARIOS 2021_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
AGOSTO,1,0,0.0159,0.0242,1.2634,0.0432,NA,23,21.77,2.75,52.81,59.28,625.81
AGOSTO,1,1,0.0177,0.0072,0.2995,0.0444,93,18,20.77,1.08,56.02,63.61,625.99
AGOSTO,1,2,0.0134,0.0095,0.4071,0.0456,44,15,20.19,0.48,193.24,66.42,626.05
AGOSTO,1,3,0.0103,0.009,0.3026,0.0458,35,17,19.17,0.48,110.28,72.00,625.95
AGOSTO,1,4,0.0075,0.0275,0.3294,0.0451,36,14,18.79,0.46,136.64,73.26,625.88
AGOSTO,1,5,0.0054,0.0082,0.3425,0.0491,35,20,18.38,0.47,233.43,73.51,625.81
AGOSTO,1,6,0.0071,0.0049,0.4329,0.0524,34,18,17.66,0.45,245.13,76.44,625.93
AGOSTO,1,7,0.0054,0.0044,0.5864,0.0541,37,18,17.53,0.45,169.93,77.59,626.32
AGOSTO,1,8,0.0127,0.0066,0.4096,0.0514,27,18,19.17,0.52,115.55,72.35,626.52
AGOSTO,1,9,0.0183,0.0111,0.559,0.053,23,20,21.09,0.94,132.65,64.71,626.67
AGOSTO,1,10,0.0272,0.0197,0.4313,0.049,30,18,21.91,2.73,94.26,60.99,626.57
AGOSTO,1,11,0.0338,0.0163,0.3642,0.044,22,15,23.09,2.63,88.28,57.27,626.51
AGOSTO,1,12,0.0386,0.0072,0.4091,0.0406,25,20,23.85,1.35,115.09,55.54,626.29
AGOSTO,1,13,0.0454,0.015,0.4588,0.041,25,21,25.6,1.27,124.99,49.10,625.69
AGOSTO,1,14,0.0506,0.0122,0.5162,0.0412,26,25,27,1.88,177.9,44.21,624.88
AGOSTO,1,15,0.054,0.0106,0.6709,0.0433,35,36,28.28,1.22,210.75,40.09,624.01
AGOSTO,1,16,0.0524,0.0025,0.3219,0.0438,20,29,29.02,1.03,238.82,37.48,623.03
AGOSTO,1,17,0.0536,0.0019,0.4719,0.0454,16,14,29.87,1.01,268.82,36.07,622.68
AGOSTO,1,18,0.0602,0.0024,0.5402,0.0462,24,18,29.61,2.6,273.91,38.76,622.49
AGOSTO,1,19,0.0467,0.0023,0.4571,0.0438,46,20,23.54,2.33,147.07,61.07,623.49
AGOSTO,1,20,0.0447,0.0024,0.4358,0.0277,38,16,18.37,1.95,141.29,80.64,624.99
AGOSTO,1,21,0.0447,0.0018,0.3877,0.0287,5,6,18.48,1.59,104.03,78.77,625.69
AGOSTO,1,22,0.0424,0.0014,0.4042,0.034,7,8,19.01,1.18,126.39,73.18,626.26
AGOSTO,1,23,0.0346,0.002,0.5132,0.0406,5,9,19.28,0.61,206.13,73.18,626.37
AGOSTO,2,0,0.021,0.0025,0.392,0.0451,12,9,18.79,0.6,212.07,77.12,626.36
AGOSTO,2,1,0.0256,0.006,0.4555,0.0475,10,12,18.81,0.45,150.95,76.72,626
AGOSTO,2,2,0.0237,0.0043,0.3767,0.0481,25,15,18.58,0.45,224.63,78.18,626.01
AGOSTO,2,3,0.0193,0.0036,0.3402,0.0501,19,17,18.12,0.45,220.28,79.19,625.75
AGOSTO,2,4,0.0149,0.0044,0.3851,0.0514,17,16,18.05,0.49,170.24,79.56,625.73
AGOSTO,2,5,0.0094,0.0038,0.3756,0.0509,24,20,17.87,0.51,153.22,79.39,625.95
AGOSTO,2,6,0.0048,0.0035,0.5004,0.0554,26,21,17.55,0.45,223.95,81.41,625.88
AGOSTO,2,7,0.0056,0.0035,0.8402,0.0582,32,16,17.52,0.49,174.86,80.91,626.14
AGOSTO,2,8,0.0074,0.0044,0.8061,0.0622,23,28,18.98,0.53,186.47,76.03,626.31
AGOSTO,2,9,0.0206,0.0445,0.5778,0.0617,33,26,20.06,1.29,79.84,70.76,626.46
AGOSTO,2,10,0.0303,0.0517,0.6145,0.06,20,24,21.94,1.91,80.31,63.26,626.35
AGOSTO,2,11,0.0403,0.0134,0.5062,0.0503,23,21,23.29,1.54,145.28,58.04,626.19
AGOSTO,2,12,0.0559,0.0243,0.7142,0.0481,22,22,24.65,1.23,149.57,53.80,625.94
AGOSTO,2,13,0.0687,0.0199,0.7892,0.0494,35,29,25.81,0.88,192.7,50.96,625.41
AGOSTO,2,14,0.0686,0.0089,0.5915,0.0506,37,32,26.43,1.82,248.31,49.15,624.85
AGOSTO,2,15,0.0658,0.0057,0.5982,0.0501,22,30,27.45,1.1,251.58,46.03,624.02
AGOSTO,2,16,0.0684,0.0042,0.5481,0.0493,29,25,27.95,1.52,279.43,44.15,623.38
AGOSTO,2,17,0.0657,0.0054,0.5984,0.0497,87,26,28.03,1.88,290.51,44.64,622.85
AGOSTO,2,18,0.0717,0.0029,0.5222,0.0496,28,25,27.55,1.98,271.45,47.13,622.84
AGOSTO,2,19,0.0546,0.0127,0.5309,0.0507,29,24,25.92,2.12,214.97,51.68,623.33
AGOSTO,2,20,0.0497,0.0123,0.5504,0.0457,48,17,19.47,2,128.38,76.76,624.28
AGOSTO,2,21,0.0402,0.0059,0.6608,0.0455,15,23,19.18,1.55,191.85,77.65,625.09
AGOSTO,2,22,0.0373,0.0037,0.5232,0.0476,25,21,18.54,1.09,229.24,81.57,625.6
AGOSTO,2,23,0.0366,0.0061,0.4797,0.0501,20,17,18.25,1.16,175.73,83.34,625.95
AGOSTO,3,0,0.0417,0.0046,0.4229,0.0497,12,22,18.49,0.61,155.05,81.16,626.05
AGOSTO,3,1,0.0303,0.0067,0.4642,0.0496,21,19,18.96,0.56,213.99,81.34,625.64
AGOSTO,3,2,0.0216,0.0061,0.43,0.0514,33,22,19,0.63,90.42,81.78,625.08
AGOSTO,3,3,0.0186,0.0051,0.403,0.0525,19,22,18.99,0.5,152.61,80.79,624.75
AGOSTO,3,4,0.0197,0.0031,0.3797,0.0506,24,15,18.79,1.1,106.51,77.13,624.73
AGOSTO,3,5,0.0134,0.0037,0.407,0.051,16,20,18.46,0.87,90.02,76.77,624.82
AGOSTO,3,6,0.0126,0.0071,0.5646,0.0545,26,20,18.57,0.63,63.87,76.83,624.94
AGOSTO,3,7,0.0116,0.0078,0.7578,0.0572,23,20,18.38,0.9,97.71,78.34,625.25
AGOSTO,3,8,0.0108,0.0057,0.6533,0.0585,18,14,18.71,0.61,98.19,79.10,625.7
AGOSTO,3,9,0.0228,0.0051,0.5299,0.0568,10,16,19.99,1.19,101.59,73.96,625.77
AGOSTO,3,10,0.025,0.005,0.7474,0.0593,22,14,21.36,0.82,230.7,68.80,625.74
AGOSTO,3,11,0.031,0.0115,1.0288,0.062,27,15,22,0.45,259.07,66.21,625.31
AGOSTO,3,12,0.0435,0.0145,0.6894,0.0616,21,21,23.79,0.83,249.63,58.06,624.97
AGOSTO,3,13,0.0509,0.0087,0.5924,0.0598,39,26,25.39,0.85,186.44,51.82,624.3
AGOSTO,3,14,0.058,0.0061,0.6217,0.0571,34,40,26.59,0.95,218.93,48.52,623.44
AGOSTO,3,15,0.064,0.0079,0.6445,0.0537,37,33,27.36,1.28,206.61,46.10,622.57
AGOSTO,3,16,0.0671,0.0085,0.6222,0.0499,38,35,27.59,2.07,212.3,46.43,622.12
AGOSTO,3,17,0.0479,0.0037,0.4369,0.0489,41,34,23.53,5.04,189.17,60.94,622.3
AGOSTO,3,18,0.0454,0.0111,0.4432,0.05,17,13,22.95,3.33,69.63,61.67,622.21
AGOSTO,3,19,0.041,0.0181,0.4428,0.0442,21,16,21.99,3.96,94.26,65.50,623.16
AGOSTO,3,20,0.0398,0.0048,0.5325,0.0413,31,21,20.18,1.98,151.49,73.86,624.15
AGOSTO,3,21,0.039,0.0027,0.5067,0.0382,8,17,19.47,1.57,159.16,76.68,624.72
AGOSTO,3,22,0.0388,0.0022,0.4513,0.0427,14,11,19.41,0.98,132.36,76.46,624.62
AGOSTO,3,23,0.0253,0.002,0.452,0.0515,13,15,19.17,0.64,219.45,79.36,624.98
AGOSTO,4,0,0.0282,0.0031,0.3863,0.0603,12,14,19.05,0.45,249.38,77.85,625.1
AGOSTO,4,1,0.0188,0.0033,0.3649,0.0629,27,12,18.51,0.75,260.87,82.08,624.75
AGOSTO,4,2,0.0226,0.0026,0.3552,0.0634,18,13,18.47,0.45,127.94,82.09,624.41
AGOSTO,4,3,0.0211,0.0051,0.3466,0.0607,14,15,18.61,0.69,112.69,79.66,624.01
AGOSTO,4,4,0.0094,0.0039,0.3187,0.0527,23,20,18.34,1.1,105.85,82.27,623.74
AGOSTO,4,5,0.0102,0.0033,0.3388,0.055,21,20,18.55,0.45,137.62,82.00,623.87
AGOSTO,4,6,0.0056,0.0034,0.4921,0.0595,21,16,18.05,0.45,257.46,83.93,623.88
AGOSTO,4,7,0.0051,0.0032,0.7102,0.0699,33,19,17.86,0.45,288.21,85.42,624.3
AGOSTO,4,8,0.0063,0.0038,0.7214,0.0743,40,28,18.1,0.45,297.31,84.60,624.64
AGOSTO,4,9,0.0073,0.0051,0.7601,0.0778,46,30,19.36,0.45,162.12,80.64,624.88
AGOSTO,4,10,0.0129,0.0222,1.0341,0.0759,34,30,20.46,1.61,110.78,74.25,625.04
AGOSTO,4,11,0.0207,0.0195,0.4137,0.0535,10,25,21.66,3.42,98.5,67.82,625.07
AGOSTO,4,12,0.0261,0.0067,0.4302,0.043,14,23,22.3,3.53,98.79,64.83,624.85
AGOSTO,4,13,0.0299,0.0076,0.4377,0.0387,28,22,22.78,3.32,97.73,63.28,624.6
AGOSTO,4,14,0.034,0.01,0.5555,0.0382,31,24,23.47,3.38,109.77,59.70,623.85
AGOSTO,4,15,0.047,0.0097,0.5239,0.041,38,35,24.56,2.55,97.21,56.46,623.16
AGOSTO,4,16,0.0572,0.0202,0.6194,0.0411,15,32,26.11,2.34,102.85,50.38,622.55
AGOSTO,4,17,0.0551,0.0104,0.4816,0.0389,26,24,26.53,2.6,123.92,44.60,622.07
AGOSTO,4,18,0.0508,0.0131,0.645,0.0399,35,31,26.38,2.07,169.44,43.58,622.15
AGOSTO,4,19,0.0391,0.0039,0.6784,0.0441,34,21,24.78,3.37,200.26,53.63,622.71
AGOSTO,4,20,0.0364,0.0029,0.6048,0.0472,28,21,22.18,0.94,220.15,65.44,623.5
AGOSTO,4,21,0.0354,0.002,0.546,0.0508,16,13,21.46,0.45,274.33,68.58,624.05
AGOSTO,4,22,0.0363,0.0016,0.4479,0.0515,15,13,21.02,0.7,215.28,70.16,624.68
AGOSTO,4,23,0.0333,0.0018,0.3962,0.0496,9,12,21.02,0.64,154.32,69.54,624.91
AGOSTO,5,0,0.0315,0.003,0.3117,0.0505,15,18,20.42,1.45,57.82,70.42,625.06
AGOSTO,5,1,0.0371,0.0025,0.3121,0.0523,17,12,20.08,0.45,160.81,71.91,625
AGOSTO,5,2,0.0227,0.0114,0.3228,0.0498,21,13,19.43,0.45,111.42,76.57,624.8
AGOSTO,5,3,0.0191,0.0141,0.3178,0.0533,27,17,19.11,0.45,178.35,80.00,624.44
AGOSTO,5,4,0.0188,0.0096,0.3161,0.0562,17,17,19.35,0.45,215.84,77.97,624.2
AGOSTO,5,5,0.0151,0.0073,0.3574,0.0544,24,21,19.3,0.45,121.28,78.73,624.38
AGOSTO,5,6,0.0106,0.0041,0.4177,0.0531,18,19,19.15,0.45,130.5,79.19,624.7
AGOSTO,5,7,0.0091,0.0036,0.5786,0.0567,22,15,18.9,0.75,137.36,80.69,624.94
AGOSTO,5,8,0.0109,0.0044,0.5656,0.0619,20,17,18.58,0.45,67.21,84.76,625.25
AGOSTO,5,9,0.0075,0.005,0.725,0.0646,9,13,19.51,0.48,106.96,83.09,625.7
AGOSTO,5,10,0.0133,0.0466,0.5298,0.0638,19,14,21.06,1.57,77.9,75.20,625.7
AGOSTO,5,11,0.0295,0.0152,0.4479,0.0528,6,25,23.41,2.92,102.6,63.60,625.59
AGOSTO,5,12,0.0405,0.0093,0.4279,0.0434,22,26,24.62,2.45,124.59,57.08,625.24
AGOSTO,5,13,0.0477,0.0047,0.4968,0.0417,33,26,25.84,0.67,190.55,52.97,624.75
AGOSTO,5,14,0.047,0.004,0.5906,0.0435,27,31,25.47,0.82,250.83,54.16,624.28
AGOSTO,5,15,0.0484,0.0034,0.6402,0.042,26,22,25.59,1.4,261.46,54.32,623.45
AGOSTO,5,16,NA,NA,NA,0.0432,20,NA,26.69,1.22,168.07,50.58,622.94
AGOSTO,5,17,NA,0.0015,0.4564,0.0425,19,NA,27.58,0.95,197.81,43.82,622.63
AGOSTO,5,18,NA,0.0013,0.4082,0.0462,25,23,24.9,3.46,79.57,52.27,623.05
AGOSTO,5,19,NA,0.0118,1.2866,0.0459,39,15,21.07,1.5,112.61,73.58,623.51
AGOSTO,5,20,NA,0.0111,1.0995,0.0552,26,22,21.34,0.87,203.49,72.45,623.86
AGOSTO,5,21,NA,0.0051,0.7331,0.0621,34,25,20.74,1.13,258.59,75.56,624.47
