DATOS HORARIOS 2021_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
MAYO,1,0,0.023,0.0201,0.428,NA,64,27,23.93,2.16,86.43,54.95,619.08
MAYO,1,1,0.0265,0.0166,0.397,0.0098,59,38,23.15,3.35,71.19,59.75,619.17
MAYO,1,2,0.0233,0.0218,0.373,0.0099,47,35,22.13,3.67,84.56,62.71,619.06
MAYO,1,3,0.0218,0.0267,0.327,NA,47,36,21.44,1.86,95.95,64.12,618.91
MAYO,1,4,0.0202,0.0212,0.324,0.0131,43,30,20.94,1.01,128.62,65.44,618.65
MAYO,1,5,0.0211,0.0174,0.323,0.0145,39,25,20.56,1.86,134.91,66.63,618.70
MAYO,1,6,0.0145,0.0278,0.465,0.024,63,28,20.1,1.62,166.54,63.25,618.84
MAYO,1,7,0.0147,0.0164,0.575,0.0244,57,34,19.62,1.11,215.23,51.68,618.89
MAYO,1,8,0.0152,0.0148,0.67,0.0226,47,42,21.03,0.85,225.74,46.22,619.20
MAYO,1,9,0.0294,0.014,0.549,0.014,38,21,22.83,0.88,205.65,41.55,619.28
MAYO,1,10,0.0367,0.0142,0.551,0.0153,38,19,24.29,1.94,185.29,40.84,619.19
MAYO,1,11,0.041,0.0137,0.544,0.0133,50,29,26.12,3.3,217.42,32.42,618.92
MAYO,1,12,0.0432,0.0135,0.62,0.0128,34,33,27.54,3.94,233.64,27.47,618.49
MAYO,1,13,0.0431,0.013,0.44,0.0099,51,33,28.65,5.75,259.35,19.53,617.81
MAYO,1,14,0.048,0.013,0.436,0.0098,40,15,29.76,5.37,255.66,17.07,617.06
MAYO,1,15,0.0492,0.0131,0.48,0.0103,51,16,30.62,6.03,253.49,15.26,616.46
MAYO,1,16,0.0495,0.0127,0.434,0.0086,51,11,31.07,5.78,247.87,14.35,615.96
MAYO,1,17,0.0479,0.0125,0.417,0.007,38,13,31.25,5.02,249.82,13.15,615.66
MAYO,1,18,0.0488,0.0124,0.375,0.0058,45,17,30.81,5.59,249.94,14.06,615.52
MAYO,1,19,0.043,0.0125,0.454,0.0088,45,24,29.67,5.17,248.58,17.99,615.66
MAYO,1,20,0.0354,0.0128,0.505,0.01,50,17,27.92,4.61,246.55,22.61,616.30
MAYO,1,21,0.0287,0.0132,0.631,0.0124,55,25,26.56,3.95,239.61,25.78,617.10
MAYO,1,22,0.0288,0.013,0.518,0.0087,46,33,25.22,4.15,238.22,30.03,617.66
MAYO,1,23,0.0232,0.0132,0.462,0.0099,40,19,23.89,3.67,242.06,33.06,618.10
MAYO,2,0,0.0307,0.0132,0.394,0.0065,40,21,23.27,3.75,240.61,37.26,618.28
MAYO,2,1,0.0279,0.0135,0.407,0.0063,36,23,22.3,2.78,266.19,41.52,618.41
MAYO,2,2,0.0236,0.0132,0.345,0.0066,43,29,21.42,1,277.46,43.99,618.26
MAYO,2,3,0.0216,0.0132,0.291,0.0071,45,24,20.14,0.45,286.4,45.39,617.81
MAYO,2,4,0.0211,0.014,0.251,0.0079,36,28,19.25,0.6,235.42,42.44,617.91
MAYO,2,5,0.0211,0.014,0.237,0.0075,35,19,18.86,0.61,213.94,42.75,617.92
MAYO,2,6,0.0177,0.013,0.332,0.0118,28,13,18.45,0.47,259.42,32.68,618.31
MAYO,2,7,0.0081,0.0134,0.76,0.0208,30,10,18.83,0.45,233.1,32.89,618.61
MAYO,2,8,0.0087,0.0137,0.637,0.0186,37,9,19.64,0.45,292.14,34.98,618.89
MAYO,2,9,0.029,0.0132,0.35,0.0081,34,18,21.43,1.08,243.66,32.95,618.88
MAYO,2,10,0.0365,0.013,0.346,0.0063,28,14,22.77,2.52,245.54,33.58,618.77
MAYO,2,11,0.0386,0.0127,0.327,0.0052,23,13,24.66,4.2,259.45,26.89,618.43
MAYO,2,12,0.0425,0.0128,0.369,0.0068,19,8,26.31,3.68,247.14,22.34,617.86
MAYO,2,13,0.0456,0.0126,0.333,0.0054,25,9,27.56,4.04,243.43,14.51,617.26
MAYO,2,14,0.0461,0.0124,0.333,0.0069,19,11,28.85,4.46,238.61,7.28,616.71
MAYO,2,15,0.051,0.0124,0.346,0.0052,22,8,29.74,4.83,235.99,3.72,616.07
MAYO,2,16,0.0537,0.0122,0.295,0.0041,23,9,30.37,4.76,239.06,2.71,615.49
MAYO,2,17,0.053,0.0122,0.294,0.0032,24,10,30.84,5.19,247.36,2.68,614.91
MAYO,2,18,0.05,0.0121,0.293,0.0025,20,7,30.95,4.91,260.18,2.67,614.58
MAYO,2,19,0.0479,0.012,0.406,0.0039,30,6,30.06,4.48,270.37,2.96,614.62
MAYO,2,20,0.0349,0.012,0.571,0.0115,45,8,27.75,3.16,273.18,4.96,614.88
MAYO,2,21,0.0181,0.0125,1,0.0226,39,7,26.39,1.88,237.91,8.18,615.39
MAYO,2,22,0.028,0.0125,0.739,0.0136,54,19,25.23,2.68,213.22,13.85,616.04
MAYO,2,23,0.0298,0.0125,0.551,0.0065,62,18,23.78,2.58,224.01,23.56,616.48
MAYO,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAYO,3,1,0.0272,0.0126,0.315,0.0051,36,18,21.42,0.94,263.33,29.00,616.65
MAYO,3,2,0.0174,0.0138,0.313,0.0108,36,15,20.16,1.17,259.77,30.88,616.36
MAYO,3,3,0.0149,0.0144,0.341,0.0137,42,20,19.49,0.72,265.72,29.84,616.18
MAYO,3,4,0.0137,0.0132,0.348,0.0133,41,28,18.67,1.06,294.93,30.59,616.11
MAYO,3,5,0.0128,0.0163,0.419,0.0137,42,28,17.96,1.21,277.5,33.13,616.26
MAYO,3,6,0.0026,0.0164,0.563,0.0212,50,31,16.74,1.05,275.18,35.24,616.55
MAYO,3,7,0.0022,0.018,1.235,0.0241,59,32,17.29,0.49,236.16,34.63,616.84
MAYO,3,8,0.0068,0.0176,1.029,0.0236,72,40,18.7,1.06,264.98,31.19,617.46
MAYO,3,9,0.025,0.0151,0.522,0.0152,54,35,19.86,2.4,286.66,28.07,617.85
MAYO,3,10,0.0418,0.0136,0.659,0.0127,47,28,22.13,2.31,245.79,25.59,617.88
MAYO,3,11,0.0523,0.0135,0.595,0.01,52,32,24.16,2.74,233.96,26.64,617.48
MAYO,3,12,0.0491,0.0133,0.63,0.0108,46,40,26.25,3.65,225.33,16.13,617.00
MAYO,3,13,0.0546,0.0131,0.527,0.0095,46,53,27.58,3.69,228.21,13.90,616.39
MAYO,3,14,0.0558,0.013,0.546,0.0099,43,33,29.06,4.16,243.8,10.60,615.73
MAYO,3,15,0.0622,0.0128,0.5,0.0084,42,34,30.07,4.2,260.88,8.86,614.99
MAYO,3,16,0.0593,0.0126,0.51,0.0094,38,27,31.31,4.41,260.77,5.64,614.35
MAYO,3,17,0.0588,0.0124,0.496,0.0082,44,21,31.49,4.72,258.18,3.92,614.06
MAYO,3,18,0.0549,0.0123,0.461,0.0078,37,12,31.37,4.73,262.12,2.89,614.05
MAYO,3,19,0.0481,0.0122,0.414,0.0091,37,10,30.37,4,267.49,2.94,614.36
MAYO,3,20,0.0341,0.0124,0.616,0.0156,43,11,28.24,3.38,242.05,5.42,615.11
MAYO,3,21,0.0341,0.0125,0.513,0.0086,52,20,26.03,3.29,213.32,10.03,615.88
MAYO,3,22,0.0296,0.0125,0.447,0.0066,51,22,24.25,2.9,214.62,13.20,616.63
MAYO,3,23,0.0284,0.0125,0.395,0.0057,42,19,22.63,2.7,210.19,16.78,617.03
MAYO,4,0,0.0375,0.0126,0.332,0.0025,45,24,21.47,2.49,234.67,23.18,617.13
MAYO,4,1,0.0297,0.0128,0.347,0.007,47,25,20.08,1.41,285.27,25.88,617.21
MAYO,4,2,0.0288,0.0133,0.354,0.0117,45,43,19.05,1.47,310.31,27.37,617.03
MAYO,4,3,0.0335,0.0141,0.411,0.0131,51,42,18.57,1.72,262.64,30.68,617.02
MAYO,4,4,0.0367,0.0137,0.416,0.0092,49,45,18.31,1.6,271.53,31.43,617.20
MAYO,4,5,0.0227,0.0145,0.391,0.012,51,33,16.97,1.41,278.83,32.32,617.40
MAYO,4,6,0.0084,0.0177,0.679,0.0221,55,31,16.34,0.53,241.71,35.41,617.91
MAYO,4,7,0.0064,0.0168,1.134,0.0265,73,36,15.52,0.45,261.99,39.33,618.40
MAYO,4,8,0.0184,0.0153,1.092,0.0236,73,47,17.54,1.04,243.25,37.62,618.82
MAYO,4,9,0.0385,0.0144,0.911,0.0125,59,51,19.71,1.61,231.6,34.53,618.92
MAYO,4,10,0.0497,0.0143,0.555,0.009,48,38,21.68,1.6,250.02,31.96,618.84
MAYO,4,11,0.058,0.0144,0.458,0.0065,51,28,23.41,2.02,240.28,28.08,618.74
MAYO,4,12,0.0586,0.014,0.422,0.0055,39,23,25.25,1.8,213.29,22.96,618.28
MAYO,4,13,0.0576,0.0134,0.414,0.0063,31,22,26.82,2.11,217.27,16.74,617.69
MAYO,4,14,0.0623,0.0132,0.368,0.0045,33,22,28.3,2.14,185.64,13.27,617.04
MAYO,4,15,0.0673,0.0135,0.38,0.0044,26,21,29.6,1.82,149.55,12.07,616.35
MAYO,4,16,0.0683,0.0134,0.423,0.0065,33,22,30.88,1.94,216.95,9.29,615.82
MAYO,4,17,0.0649,NA,NA,NA,34,NA,31.36,1.63,192.76,8.47,615.45
MAYO,4,18,0.0704,0.0131,0.353,0.0053,29,NA,31.16,2.11,256.32,8.77,615.37
MAYO,4,19,0.0671,0.0132,0.408,0.0089,35,18,30.24,2.73,299.75,8.56,615.59
MAYO,4,20,0.0411,0.0133,0.603,0.0216,54,22,28.6,1.61,305.18,8.91,615.91
MAYO,4,21,0.0152,0.0134,0.955,0.0315,53,29,27.02,0.45,289.65,8.53,616.38
MAYO,4,22,0.0143,0.0147,0.979,0.0296,67,20,26.13,1.53,202.74,9.47,616.96
MAYO,4,23,0.0414,0.0213,0.352,0.007,64,36,25.19,3.05,158.21,10.14,617.77
MAYO,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAYO,5,1,0.0179,0.0262,0.374,0.0128,51,37,22.89,1.33,149.26,21.49,618.46
MAYO,5,2,0.0086,0.0306,0.341,0.0219,56,30,21.72,0.75,184.87,24.47,618.41
MAYO,5,3,0.0041,0.019,0.339,0.027,48,33,20.28,1.22,267.85,24.34,618.50
MAYO,5,4,0.0077,0.0318,0.379,0.0277,55,26,21.25,1.12,174.92,32.88,618.39
MAYO,5,5,0.0125,0.0276,0.42,0.0275,67,43,20.39,1.55,155.33,42.20,618.47
MAYO,5,6,0.0143,0.021,0.611,0.0283,77,43,20.01,1.53,242.6,51.03,618.88
MAYO,5,7,0.0034,0.0214,1.072,0.0337,89,47,19.53,0.67,162.07,52.88,619.37
MAYO,5,8,0.0058,0.0238,1.329,0.0371,99,52,20.43,0.72,246.72,41.69,619.79
MAYO,5,9,0.0298,0.0276,0.719,0.0206,114,64,22.66,3.55,119.98,51.69,620.00
MAYO,5,10,0.0499,0.0367,0.347,0.0105,73,50,24.22,5.59,85.5,52.46,620.17
MAYO,5,11,0.0633,0.0408,0.356,0.0114,70,40,25.61,5.19,85.4,45.16,620.04
MAYO,5,12,0.072,0.0323,0.345,0.0103,57,38,27,4.31,84.6,38.62,619.54
MAYO,5,13,0.076,0.0301,0.367,0.0114,55,33,28.33,3.99,95.64,33.53,618.92
MAYO,5,14,0.0819,0.031,0.355,0.0117,59,48,29.79,3.48,91.3,29.67,618.39
MAYO,5,15,0.0827,0.0297,0.386,0.0122,58,39,31.1,3.23,106.63,24.84,617.49
MAYO,5,16,0.0854,0.023,0.345,0.01,48,43,31.8,2.34,164.31,21.25,616.62
MAYO,5,17,0.0735,0.0172,0.389,0.0095,50,53,31.44,3.35,139,24.84,616.21
MAYO,5,18,0.0599,0.0144,0.276,0.0062,61,30,29.22,5.65,58.15,30.62,616.50
MAYO,5,19,0.0471,0.0215,0.287,0.009,101,47,23.4,7.11,72.11,52.32,618.03
MAYO,5,20,0.0444,0.0286,0.314,0.0118,53,33,21.63,4.54,98.04,55.17,619.81
MAYO,5,21,0.0438,0.0213,0.322,0.0116,38,35,20.16,4.07,136.24,63.64,620.92
MAYO,5,22,0.0366,0.0177,0.295,0.0125,100,19,18.76,2.61,168.56,71.16,621.53
MAYO,5,23,0.031,0.0161,0.294,0.0173,35,22,18.58,2.01,290.37,73.17,621.90
MAYO,6,0,0.0186,0.0155,0.267,0.0192,22,13,18.5,1.76,232.66,74.28,621.94
MAYO,6,1,0.0245,0.0159,0.261,0.0166,30,16,19.12,0.6,86.21,68.85,621.61
MAYO,6,2,0.0388,0.0166,0.251,0.0176,31,14,19.09,2.02,144.23,68.34,621.03
MAYO,6,3,0.0151,0.0165,NA,0.0201,35,27,18.01,1.78,122.67,76.72,620.73
MAYO,6,4,0.0102,0.0194,NA,0.0249,31,24,18.48,3.37,80.32,70.71,620.31
MAYO,6,5,0.0098,0.032,0.39,0.0257,28,12,18.36,2.08,97.12,71.74,620.42
