DATOS HORARIOS 2012_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2012,ABR,1,0,9.47,12.11,30.48,3.45,80.52,1.56,191.25,20.57,22.14,624.86,,,
2012,ABR,1,1,6.5,12.4,31.7,3.4,81,1,272.4,19.5,NA,NA,,,
2012,ABR,1,2,5.6,12.3,29.3,3.4,98.2,0.5,303.6,17.4,NA,NA,,,
2012,ABR,1,3,6,13.1,29.6,3.3,69.1,0.6,233.1,16.9,NA,NA,,,
2012,ABR,1,4,7.2,12.3,27.8,3.2,69.9,0.8,234.4,16.8,NA,NA,,,
2012,ABR,1,5,11.9,11.4,24.6,3.1,50.2,1,229.1,16.5,NA,NA,,,
2012,ABR,1,6,10,11.9,23.6,3,55.4,0.6,298.8,15,NA,NA,,,
2012,ABR,1,7,5,12.7,24.7,3.1,57.3,0.4,351.9,13.4,NA,NA,,,
2012,ABR,1,8,7.7,12.5,25.1,3.2,74.5,0.8,243.5,14.9,NA,NA,,,
2012,ABR,1,9,11.1,13.5,24.2,3.2,68.6,1.1,284.7,16.6,NA,NA,,,
2012,ABR,1,10,19.1,13.5,21.4,3.1,53.5,0.6,272.3,18.7,NA,NA,,,
2012,ABR,1,11,29.1,11,18,3,26.8,2,261.6,20.7,NA,NA,,,
2012,ABR,1,12,34.6,10.8,19.7,2.9,27.1,2.6,263.4,22,NA,NA,,,
2012,ABR,1,13,36.1,10.6,16.3,2.8,35.5,3.8,263,23,NA,NA,,,
2012,ABR,1,14,36.1,10.9,16,2.8,45.8,4.5,245.4,24.3,NA,NA,,,
2012,ABR,1,15,36,10.2,16.8,2.7,87.4,5.7,240.9,25.5,NA,NA,,,
2012,ABR,1,16,35.9,9.8,16,2.7,68.3,5.5,250.4,25.8,NA,NA,,,
2012,ABR,1,17,37.4,9.9,16.1,2.6,55.8,5.7,247.4,25.9,NA,NA,,,
2012,ABR,1,18,35.9,10.3,16.9,2.6,44.6,4.9,260,25.7,NA,NA,,,
2012,ABR,1,19,28.3,11.3,21.2,2.7,39.3,3.4,256.9,24.8,NA,NA,,,
2012,ABR,1,20,19.8,12.1,27.7,2.8,51.3,3.1,250.8,22.6,NA,NA,,,
2012,ABR,1,21,16.6,12.3,27,3,60.7,3.1,243.6,20.9,NA,NA,,, 
2012,ABR,1,22,15.9,12.3,24.3,3.1,63,2.8,216.1,19.9,NA,NA,,,
2012,ABR,1,23,16.4,11.7,22.7,3,49.2,2.1,243.3,18.4,NA,NA,,,
2012,ABR,2,0,17.3,11.3,23.3,2.9,47.4,2.6,247,17.2,NA,NA,,,
2012,ABR,2,1,15.31,10.89,NA,2.87,60.01,1.86,286.63,16.43,47.56,623.07,,,
2012,ABR,2,2,13.12,9.58,NA,2.86,48.83,1.16,310.42,16.09,48.2,622.98,,,
2012,ABR,2,3,14.78,9.61,21.47,2.79,39.45,1.21,198.89,15.82,48.85,622.73,,,
2012,ABR,2,4,16.3,9.24,24.67,2.74,35.86,1.33,185.01,15.8,49.43,622.46,,,
2012,ABR,2,5,16.42,9.82,NA,2.86,38.28,1.37,209.97,15.27,51.3,622.44,,,
2012,ABR,2,6,9.94,10.02,NA,2.82,44.58,0.78,225.88,14.53,51.75,622.63,,,
2012,ABR,2,7,7.45,10.78,26.24,2.99,57.67,1.78,211.93,14.38,49.42,622.73,,,
2012,ABR,2,8,7.12,11.47,23.82,3.11,102.62,1.33,328.63,12.86,54.75,623.13,,,
2012,ABR,2,9,14.4,10.82,22.14,3.12,117.64,1.37,283.26,15.45,47.02,623.38,,,
2012,ABR,2,10,23.65,10.42,NA,3.1,58.56,1.94,230.31,18.07,40.55,623.48,,,
2012,ABR,2,11,30.97,10.2,NA,2.93,53.92,2.95,271.65,20.02,37.51,623.37,,,
2012,ABR,2,12,33.91,9.75,18.3,2.89,47.71,3.69,261.97,21.64,28.5,623.16,,,
2012,ABR,2,13,35.81,9.44,16.18,2.82,26.56,4.25,265.36,23.01,15.75,622.67,,,
2012,ABR,2,14,37.42,9.27,NA,2.79,39.02,4.48,262.93,24.1,12.06,622.06,,,
2012,ABR,2,15,39.61,8.7,NA,2.81,46.79,4.65,254.03,25.17,7.84,621.43,,,
2012,ABR,2,16,40.16,8.75,16.64,2.76,49.34,4.53,250.27,25.98,7.07,620.93,,,
2012,ABR,2,17,41.91,8.89,18.04,2.74,45.22,4.27,244.22,26.38,7.96,620.6,,,
2012,ABR,2,18,39.21,8.69,18.42,2.74,48.74,4.18,274.23,26.37,3.27,620.58,,,
2012,ABR,2,19,29.34,8.43,22.02,2.71,39.34,3.2,280.27,25.41,7.46,620.67,,,
2012,ABR,2,20,16.84,9.87,27.65,2.84,45.84,2.53,240.74,23.32,14.15,621.19,,,
2012,ABR,2,21,13.26,10.29,27.62,2.96,65.96,2.48,249.26,21.17,19.11,621.62,,,
