DATOS HORARIOS 2012_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2012,NOV,1,0,9.65,26.97,18.1,1.3,55.92,1.43,82.02,17.2,65.5,630.52,,,
2012,NOV,1,1,8.82,25.31,16.95,1.26,47.37,2.09,75.78,16.85,61.63,630.46,,,
2012,NOV,1,2,11.54,27.79,13.73,1.1,36.23,2.55,77.65,16.84,58.49,630.35,,,
2012,NOV,1,3,11.4,35.28,13.37,1.06,32.61,1.89,87.43,16.45,60.07,630.24,,,
2012,NOV,1,4,9.86,51.02,14.13,1.05,35.16,2.32,70.04,15.59,63.45,630.17,,,
2012,NOV,1,5,6.94,152.03,17.06,1.02,86.03,2.89,64.21,15.34,64.5,629.96,,,
2012,NOV,1,6,8.4,67.06,15.2,1,44.11,2.27,78.45,14.11,66.01,630.19,,,
2012,NOV,1,7,6.47,31.38,15.37,1.28,37.8,1.37,101.67,13.65,67.22,630.59,,,
2012,NOV,1,8,6.24,18.25,16.48,1.55,54.28,1.33,121.6,13.67,67.74,631.16,,,
2012,NOV,1,9,20.9,61.81,21.06,1.53,81.37,0.79,76.68,15.97,59.69,631.38,,,
2012,NOV,1,10,23.1,91.69,22.33,1.61,80.85,0.84,296.29,18.28,51.95,631.56,,,
2012,NOV,1,11,28.12,72.9,12.78,1.29,47.06,2.64,67.35,20.16,38.71,631.33,,,
2012,NOV,1,12,30.35,58.14,9.28,1.06,37.51,2.65,63.97,21.6,34.81,630.85,,,
2012,NOV,1,13,31.99,43.13,11.44,1.11,48.03,2.37,99.46,22.85,34.12,629.99,,,
2012,NOV,1,14,32.2,84.02,12.35,1.09,55.58,1.86,58.83,24.12,30.31,628.97,,,
2012,NOV,1,15,37.46,42.82,12.43,1.2,41.81,2,284.4,24.77,28.02,628.12,,,
2012,NOV,1,16,40.05,32.86,11.92,1.14,39.96,2.05,295.6,25,25.68,627.6,,,
2012,NOV,1,17,38.07,27,14.77,1.17,50.49,1.71,238.27,24.66,24.63,627.42,,,
2012,NOV,1,18,30.58,19.46,17.41,1.24,56.97,1.83,256.28,23.95,26.64,627.66,,,
2012,NOV,1,19,12.54,18.88,26.32,1.72,114.65,1.79,283.48,22.76,31.08,628.01,,,
2012,NOV,1,20,21.24,16.48,15.55,1.04,50.39,2.77,29.27,20.37,41.36,628.6,,,
2012,NOV,1,21,18.75,87.91,16.38,1.04,51.35,3.45,53.53,19.54,43.33,629.05,,, 
2012,NOV,1,22,14.41,72.95,16.27,1.3,59.39,2.75,41.78,19.25,46.63,629.55,,,
2012,NOV,1,23,16.01,51.49,16.07,1.15,38.5,1.6,39.57,18.93,49.27,629.91,,,
2012,NOV,2,0,16.84,67.57,14.51,1.49,39.08,2.26,34.3,18.56,52,630.14,,,
2012,NOV,2,1,17.47,26.77,12.11,1.02,27.1,1.53,30.52,17.37,55.23,630.13,,,
2012,NOV,2,2,11.42,86.65,14.78,1.1,42.35,1.32,35.43,16.87,59.18,629.9,,,
2012,NOV,2,3,11.96,74.25,15.42,1.26,38.29,1.53,31.32,16.64,62.01,629.75,,,
2012,NOV,2,4,13.91,24.03,13.31,1.03,24.36,1.38,22.17,15.91,63.84,629.66,,,
2012,NOV,2,5,14.11,27.19,13.13,1,26.16,1.61,67.34,15.15,68.1,629.61,,,
2012,NOV,2,6,10.09,55.88,14.13,0.93,42.2,2.04,77.62,14,73.35,629.67,,,
2012,NOV,2,7,12.03,53.2,12.81,0.92,38.55,2.51,61.42,13.77,73.97,630.02,,,
2012,NOV,2,8,8.49,41.04,15.89,1.11,45.39,0.93,9.97,13.5,74.41,630.35,,,
2012,NOV,2,9,9.3,53.1,16.27,1.17,67.33,2.26,82.28,14.98,71.08,630.55,,,
2012,NOV,2,10,17.17,45.96,11.84,1.06,60.13,3.04,75.2,17.62,62.22,630.73,,,
2012,NOV,2,11,20.91,87.52,12.01,1.03,66.38,2.65,80.29,19.63,56.29,630.6,,,
2012,NOV,2,12,24.03,76.46,12.97,1.13,65.36,2.29,109.54,21.38,51.13,630.08,,,
2012,NOV,2,13,30.24,68.95,13.74,1.19,69.79,1.39,118.97,22.76,46.94,629.32,,,
2012,NOV,2,14,35.66,74.91,15.41,1.22,81.1,1.41,151.23,24.32,41.55,628.33,,,
2012,NOV,2,15,39.72,24.82,12.98,1.12,62.56,1.65,166.51,24.54,38.37,627.56,,,
2012,NOV,2,16,37.72,16.03,13.98,1.17,55.24,1.41,210.47,24.98,36.08,627.17,,,
2012,NOV,2,17,36.43,13.86,14.18,1.12,55.29,1.42,192.15,24.95,35.78,627.06,,,
2012,NOV,2,18,28.57,13.19,16.98,1.28,54.57,1.91,178.84,24.06,37.52,627.23,,,
2012,NOV,2,19,20.73,13.98,17.1,1.41,72,3.12,141.48,22.51,47.24,627.7,,,
2012,NOV,2,20,14.8,14.53,16.36,1.52,65.93,2.9,139.14,21.21,54.13,628.19,,,
2012,NOV,2,21,12.2,34.29,16.96,1.36,71.91,2.1,82.74,20.1,57.14,628.85,,,
2012,NOV,2,22,15.04,26.46,13.94,1.16,53.93,3.05,83.38,19.14,61.02,629.48,,,
2012,NOV,2,23,20.55,74.29,14.16,1.04,70.93,4.09,64.38,18.34,60.56,629.85,,,
2012,NOV,3,0,18.91,81.78,14.7,1.03,75.45,3.18,69.19,17.58,63.78,629.86,,,
2012,NOV,3,1,15.49,30.18,14.71,1.06,45.99,2.37,79.28,17.07,67.68,629.69,,,
2012,NOV,3,2,15.37,19.71,13.42,1,35.9,2.24,78.03,16.82,70.46,629.56,,,
2012,NOV,3,3,16.18,19.55,12.76,1,33.54,1.95,78.21,16.71,71.36,629.32,,,
2012,NOV,3,4,14.77,16.77,13.56,1.01,33.86,1.79,84.21,16.26,72.25,629.22,,,
2012,NOV,3,5,7.33,17.77,17.84,1.17,174.31,1.44,88.5,15.83,73.98,629.4,,,
2012,NOV,3,6,9.66,16.85,16.23,1.17,51.45,1.87,91.01,15.47,73.06,629.71,,,
2012,NOV,3,7,6.65,17.86,17.32,1.29,56.32,2.01,83.02,15.01,74.24,630.1,,,
2012,NOV,3,8,8.74,21.33,16.27,1.33,68.17,2.19,82.6,15.02,74.05,630.43,,,
2012,NOV,3,9,11.63,27.35,14.9,1.32,64.14,2.55,78.51,15.73,73.01,630.92,,,
2012,NOV,3,10,13.88,17.95,14.18,1.39,75.58,3.07,84.2,17.03,68.88,631.05,,,
2012,NOV,3,11,20.39,21.44,12.86,1.23,61.72,1.8,99.61,19.01,63.06,631.09,,,
2012,NOV,3,12,26.47,17.35,13.1,1.22,52.04,1.42,131.28,20.69,56.52,630.51,,,
2012,NOV,3,13,28.89,14.49,13.16,1.29,50.61,1.56,182.45,20.94,54.45,629.76,,,
2012,NOV,3,14,27.46,12.81,13.72,1.34,39.25,1.69,182.09,21.57,50.15,629.12,,,
2012,NOV,3,15,24.19,13.58,16.27,1.47,45.21,1.47,175.43,21.82,48.66,628.61,,,
2012,NOV,3,16,24.58,27.91,16.05,1.38,49.86,1.35,242.68,21.58,48.55,628.37,,,
2012,NOV,3,17,25.39,19.31,16.59,1.37,55.02,1.62,243.47,21.36,49.53,628.18,,,
2012,NOV,3,18,15.49,15.11,25.58,1.65,71.1,1.81,214.96,21.14,51.91,628.54,,,
2012,NOV,3,19,12.37,13.94,22.75,1.86,71.13,2.16,161.46,19.72,62.39,629.05,,,
2012,NOV,3,20,11.43,13.79,17.18,1.66,43.47,2.39,144.67,17.67,75.08,629.65,,,
2012,NOV,3,21,12.85,12.85,13.47,1.39,30.45,2.43,93.29,16.38,80.98,630.58,,,
2012,NOV,3,22,12.17,12.47,11.83,1.39,22.49,1.86,110.19,15.1,90.65,631.1,,,
2012,NOV,3,23,15.57,36.64,14.08,1.56,32.23,2.05,29.27,14.98,90.84,631.27,,,
2012,NOV,4,0,16.67,30.38,14.5,1.39,34.63,2.07,88.41,14.79,90.46,631.08,,,
2012,NOV,4,1,20.57,23.23,12.7,1.29,19.71,1.62,79.03,14.49,89.42,630.81,,,
2012,NOV,4,2,21.19,26.69,12.14,1.23,21.37,1.76,68.27,14.49,88.96,630.58,,,
2012,NOV,4,3,20.37,31.15,11.76,1.06,27.14,1.75,67.7,14.27,89.06,630.29,,,
2012,NOV,4,4,20.78,42.63,12.13,1.05,24.51,1.63,41.89,13.92,89.1,629.96,,,
2012,NOV,4,5,19.1,47.68,11.99,1.05,30.89,1.51,45.65,13.83,88.47,629.84,,,
2012,NOV,4,6,15.72,38.65,13.81,1.09,29.31,0.59,70.53,13.86,89.09,629.86,,,
