DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2021,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
OCTUBRE,1,0,0.0305,0.0341,0.0104,0.6497,20,10,NA
OCTUBRE,1,1,0.0363,0.0316,0.011,0.6033,14,11,NA
OCTUBRE,1,2,0.0357,0.0300,0.0172,0.4922,12,13,NA
OCTUBRE,1,3,0.0358,0.0307,0.0173,0.4168,12,11,NA
OCTUBRE,1,4,0.0367,0.0323,0.0149,0.3638,12,10,0.0078
OCTUBRE,1,5,0.0273,0.0327,0.0147,0.3404,16,NA,NA
OCTUBRE,1,6,0.0239,0.0317,0.0152,0.3305,19,NA,0.0171
OCTUBRE,1,7,0.0119,0.0298,0.0154,0.3783,20,NA,0.0335
OCTUBRE,1,8,0.0135,0.0276,0.0154,0.4196,15,NA,0.0257
OCTUBRE,1,9,0.0189,0.0255,0.0153,0.4872,13,NA,0.0297
OCTUBRE,1,10,0.0235,0.0239,0.0152,0.548,16,NA,0.0417
OCTUBRE,1,11,0.0372,0.0241,0.015,0.6089,17,NA,0.0149
OCTUBRE,1,12,0.0483,0.0256,0.0141,0.6666,18,NA,0.0133
OCTUBRE,1,13,0.0641,0.0302,0.0143,0.6797,25,NA,0.0141
OCTUBRE,1,14,0.0597,0.0346,0.015,0.7204,29,NA,0.0123
OCTUBRE,1,15,0.0462,0.0389,0.0148,0.7188,29,NA,0.0154
OCTUBRE,1,16,0.0430,0.0426,0.0146,0.71,24,NA,0.0132
OCTUBRE,1,17,0.0394,0.0452,0.0142,0.6846,22,NA,0.0153
OCTUBRE,1,18,0.0361,0.0467,0.0139,0.6858,27,14,0.0155
OCTUBRE,1,19,0.0247,0.0452,0.0135,0.6868,31,12,0.016
OCTUBRE,1,20,0.0203,0.0417,0.0133,0.6925,27,11,0.017
OCTUBRE,1,21,0.0136,0.0354,0.0133,0.7051,28,12,0.0213
OCTUBRE,1,22,0.0131,0.0295,0.0132,0.6967,26,12,0.0185
OCTUBRE,1,23,0.0114,0.0252,0.0134,0.6935,24,13,0.0205
OCTUBRE,2,0,0.0383,0.0246,0.0131,0.6645,21,13,0.0073
OCTUBRE,2,1,0.0388,0.0245,0.0124,0.6175,14,14,0.0049
OCTUBRE,2,2,0.0294,0.0237,0.0059,0.5713,13,12,NA
OCTUBRE,2,3,0.0338,0.0248,0.0052,0.5258,12,11,0.009
OCTUBRE,2,4,0.0304,0.0261,0.005,0.4774,13,12,0.0069
OCTUBRE,2,5,0.0296,0.0281,0.0049,0.41,11,11,NA
OCTUBRE,2,6,0.0233,0.0294,0.0047,0.3891,11,12,0.0122
OCTUBRE,2,7,0.0154,0.0299,0.0045,0.3923,8,12,0.0281
OCTUBRE,2,8,0.0146,0.0269,0.0044,0.4376,10,12,0.0285
OCTUBRE,2,9,0.0188,0.0244,0.0043,0.5243,13,13,0.0329
OCTUBRE,2,10,0.0260,0.0240,0.0043,0.5845,16,13,0.0311
