DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2021,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
MARZO,1,0,0.0112,0.0372,0.0128,0.688,67,23,0.0378
MARZO,1,1,0.0138,0.031,0.0128,0.731,70,24,0.0346
MARZO,1,2,0.0178,0.0251,0.0127,0.75,67,23,0.0285
MARZO,1,3,0.0321,0.0223,0.0127,0.715,60,23,0.0183
MARZO,1,4,0.0191,0.0206,0.0127,0.641,54,19,0.0236
MARZO,1,5,0.021,0.0201,0.0127,0.575,50,20,0.0207
MARZO,1,6,0.007,0.0179,0.0127,0.521,49,18,0.0342
MARZO,1,7,0.0067,0.0161,0.0127,0.517,52,20,0.0339
MARZO,1,8,0.007,0.0156,0.0127,0.57,73,22,0.0359
MARZO,1,9,0.0139,0.0156,0.0128,0.597,81,39,0.0332
MARZO,1,10,0.0289,0.017,0.0128,0.616,72,38,0.0309
MARZO,1,11,0.0469,0.0188,0.0128,0.639,61,33,0.0203
MARZO,1,12,0.0599,0.0239,0.0128,0.65,50,28,0.0167
MARZO,1,13,0.0684,0.0298,0.0128,0.67,47,22,0.0177
MARZO,1,14,0.0804,0.039,0.0129,0.672,46,22,0.0124
MARZO,1,15,0.0784,0.048,0.0129,0.667,45,22,0.0106
MARZO,1,16,0.0755,0.0565,0.0129,0.546,45,NA,0.016
MARZO,1,17,0.081,0.0649,0.013,0.463,44,NA,0.0119
MARZO,1,18,0.0787,0.0711,0.013,0.427,47,18,0.0112
MARZO,1,19,0.0575,0.0725,0.0131,0.43,51,15,0.0205
MARZO,1,20,0.031,0.0688,0.0131,0.476,52,17,0.0372
MARZO,1,21,0.0136,0.062,0.0132,0.606,63,17,0.0497
MARZO,1,22,0.0278,0.0554,0.0137,0.647,82,25,0.0296
MARZO,1,23,0.0404,0.0507,0.015,0.598,115,29,NA
MARZO,2,0,0.0428,0.0466,0.0166,0.565,128,35,0.0115
MARZO,2,1,0.0372,0.0411,0.0174,0.563,111,34,0.0127
MARZO,2,2,0.0405,0.0363,0.0177,0.551,91,41,0.0128
MARZO,2,3,0.0427,0.0345,0.019,0.523,78,39,NA
MARZO,2,4,0.0424,0.0359,0.0197,0.465,70,35,NA
MARZO,2,5,0.0415,0.0394,0.0203,0.328,62,37,NA
MARZO,2,6,0.0388,0.0408,0.0227,0.28,56,34,0.0136
MARZO,2,7,0.0359,0.0402,0.0254,0.286,50,33,NA
MARZO,2,8,0.0338,0.0391,0.0291,0.296,46,33,0.0139
MARZO,2,9,0.0345,0.0388,0.0318,0.289,41,29,0.0129
MARZO,2,10,0.0359,0.0382,0.033,0.29,39,27,0.0114
MARZO,2,11,0.0417,0.0381,0.0341,0.298,43,29,0.0137
MARZO,2,12,0.0499,0.039,0.0352,0.319,50,29,0.0158
MARZO,2,13,0.0612,0.0415,0.0356,0.337,50,31,0.0126
MARZO,2,14,0.0623,0.0444,0.0357,0.358,44,28,0.0134
MARZO,2,15,0.0659,0.0482,0.0348,0.371,40,26,0.0093
MARZO,2,16,0.066,0.0522,0.0348,0.382,39,23,0.0097
MARZO,2,17,0.0612,0.0555,0.0347,0.402,41,24,0.0127
MARZO,2,18,0.0605,0.0586,0.0347,0.406,41,23,0.0089
MARZO,2,19,0.0507,0.0597,0.0347,0.417,43,19,0.0144
MARZO,2,20,0.0229,0.0563,0.0346,0.472,45,17,0.0356
MARZO,2,21,0.0273,0.0521,0.0346,0.506,53,18,0.0232
MARZO,2,22,0.0313,0.0482,0.0341,0.5,56,17,0.0101
MARZO,2,23,0.0241,0.043,0.033,0.493,52,15,0.0121
MARZO,3,0,0.0195,0.0372,0.0329,0.478,55,15,NA
MARZO,3,1,0.0165,0.0316,0.0337,0.451,50,15,0.0108
MARZO,3,2,0.019,0.0264,0.0349,0.44,41,16,0.0084
MARZO,3,3,0.0178,0.0223,0.0343,0.415,33,14,0.0088
MARZO,3,4,0.011,0.0208,0.0343,0.336,30,11,0.0152
MARZO,3,5,0.0123,0.0189,0.0341,0.283,33,12,0.0127
MARZO,3,6,0.0099,0.0163,0.0328,0.268,27,12,0.0137
MARZO,3,7,0.0069,0.0141,0.0315,0.27,29,6,0.0176
MARZO,3,8,0.0081,0.0127,0.0289,0.299,28,6,0.0172
MARZO,3,9,0.0115,0.0121,0.0287,0.326,30,10,0.0175
MARZO,3,10,0.0161,0.0117,0.0292,0.356,38,15,0.0163
MARZO,3,11,0.0303,0.0132,0.0286,0.397,42,22,0.0157
MARZO,3,12,0.0442,0.0174,0.0277,0.435,48,20,0.015
MARZO,3,13,0.0576,0.0231,0.0274,0.453,50,21,0.01
MARZO,3,14,0.0652,0.03,0.0274,0.48,42,18,0.0114
MARZO,3,15,0.0722,0.0381,0.0274,0.484,40,20,0.0084
MARZO,3,16,0.0639,0.0451,0.0273,0.483,39,19,0.0111
MARZO,3,17,0.0632,0.0516,0.0273,0.488,40,19,0.0129
MARZO,3,18,0.058,0.0568,0.0273,0.496,39,15,0.0153
MARZO,3,19,0.045,0.0586,0.0274,0.536,43,14,0.03
MARZO,3,20,0.008,0.0541,0.0274,0.74,53,14,0.0591
MARZO,3,21,0.0034,0.0474,0.0275,0.962,77,18,0.0566
