DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2021,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
NOVIEMBRE,1,0,0.0073,0.0243,0.0045,1.1067,52,NA,0.0312
NOVIEMBRE,1,1,0.0176,0.0196,0.0049,1.0903,52,27,0.0225
NOVIEMBRE,1,2,0.0209,0.0162,0.0053,1.0469,46,33,0.0157
NOVIEMBRE,1,3,0.0129,0.0142,0.0057,0.9678,40,28,0.0192
NOVIEMBRE,1,4,0.0064,0.0118,0.008,0.8662,40,28,0.0339
NOVIEMBRE,1,5,0.0118,0.0117,0.0087,0.7136,41,29,0.0172
NOVIEMBRE,1,6,0.0023,0.0113,0.0097,0.5907,38,27,0.0319
NOVIEMBRE,1,7,0.007,0.0108,0.0099,0.5186,38,25,0.0211
NOVIEMBRE,1,8,0.0083,0.0109,0.0108,0.4821,44,25,0.0252
NOVIEMBRE,1,9,0.018,0.0109,0.0107,0.5145,39,23,0.0166
NOVIEMBRE,1,10,0.0316,0.0123,0.0166,0.5308,27,26,0.0083
NOVIEMBRE,1,11,0.038,0.0154,0.0208,0.5501,22,22,NA
NOVIEMBRE,1,12,0.0433,0.02,0.0223,0.5449,19,14,NA
NOVIEMBRE,1,13,0.0513,0.025,0.0219,0.5445,21,11,NA
NOVIEMBRE,1,14,0.0561,0.0317,0.0219,0.5331,21,10,NA
NOVIEMBRE,1,15,0.0623,0.0386,0.0221,0.5393,20,10,0.006
NOVIEMBRE,1,16,0.0615,0.0453,0.0231,0.5588,24,13,0.0085
NOVIEMBRE,1,17,0.0568,0.0501,0.0242,0.5115,23,14,0.0087
NOVIEMBRE,1,18,0.0422,0.0514,0.0251,0.5249,30,14,0.0216
