DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
OCT,1,0,1.93,18.33869565,33.50458333,11.7075,NA
OCT,1,1,2.25,17.41826087,32.00125,10.7825,NA
OCT,1,2,2.06,17.6226087,32.82958333,10.1725,NA
OCT,1,3,0.82,17.70434783,31.60416667,10.2075,NA
OCT,1,4,1.34,17.50772727,30.54333333,9.28625,NA
OCT,1,5,2.82,17.01,29.43083333,8.06625,NA
OCT,1,6,2.94,17.44227273,30.39041667,7.05625,NA
OCT,1,7,3.14,19.70090909,32.42458333,5.91,NA
OCT,1,8,3.6,19.03636364,32.38708333,4.6975,NA
OCT,1,9,3.26,19.33909091,30.95166667,3.835,NA
OCT,1,10,2.39,20.17863636,31.10625,3.6,NA
OCT,1,11,2.75,20.94727273,30.60125,3.20125,NA
OCT,1,12,1.98,21.44,29.99125,4.27125,NA
OCT,1,13,1.83,21.75090909,30.39875,6.34875,NA
OCT,1,14,1.2,22.22454545,30.75,8.86125,NA
OCT,1,15,0.45,22.94772727,30.51208333,11.4675,NA
OCT,1,16,0.16,21.89545455,29.5325,14.02125,NA
OCT,1,17,0.08,22.05318182,29.38083333,16.54625,NA
OCT,1,18,0.08,21.38454545,29.34666667,18.8475,NA
OCT,1,19,0.7,21.76272727,29.35541667,20.4025,NA
OCT,1,20,4.69,21.31636364,29.52166667,19.755,NA
OCT,1,21,4.25,22.29347826,28.1175,18.25125,NA
OCT,1,22,2.76,23.30347826,26.04375,16.57,NA
OCT,1,23,2.59,23.83217391,23.66458333,14.525,NA
OCT,2,0,2.49,25.09869565,25.50666667,12.58,NA
OCT,2,1,1.56,25.87217391,25.97875,10.77125,NA
OCT,2,2,1.96,25.04130435,24.89125,8.50375,NA
OCT,2,3,1.48,24.53304348,25.55625,6.9675,NA
OCT,2,4,1.71,23.71958333,26.32625,6.47125,NA
OCT,2,5,2.63,23.94791667,27.26458333,6.1575,NA
OCT,2,6,3.53,23.96416667,28.21458333,5.32625,NA
OCT,2,7,2.63,23.35958333,27.55333333,4.84875,NA
OCT,2,8,2.98,23.30083333,27.17875,4.36375,NA
OCT,2,9,2.26,22.5375,26.82708333,4.25125,NA
OCT,2,10,1.83,21.55375,26.55916667,5.10375,NA
OCT,2,11,2.17,21.11125,27.23833333,6.0175,NA
OCT,2,12,1.96,20.71041667,28.315,8.32125,NA
OCT,2,13,2.19,20.7075,28.67458333,11.905,NA
OCT,2,14,1.39,21.06083333,28.37208333,15.985,NA
OCT,2,15,1.19,21.20708333,28.25208333,19.57375,NA
OCT,2,16,1.58,21.79208333,28.20625,22.6575,NA
OCT,2,17,0.65,22.01666667,28.21583333,24.86,NA
OCT,2,18,0.38,22.19291667,28.22208333,26.18,NA
OCT,2,19,1.81,21.5775,28.21083333,26.32,NA
OCT,2,20,2.31,22.21869565,28.02375,25.1125,NA
OCT,2,21,0.59,21.23818182,28.00166667,22.65625,NA
OCT,2,22,0.49,20.44380952,28.46666667,19.91375,NA
OCT,2,23,2.18,20.222,31.26041667,17.22625,NA
OCT,3,0,2.63,19.076,30.09333333,14.6475,NA
OCT,3,1,1.2,19.237,27.8275,13.18375,NA
OCT,3,2,0.16,18.8125,26.25791667,11.66625,NA
OCT,3,3,1.58,19.477,27.0675,10.64,NA
OCT,3,4,0.08,19.633,24.885,10.52875,NA
OCT,3,5,0.12,19.02,22.2275,9.6475,NA
OCT,3,6,1.39,18.997,21.10333333,8.55375,NA
OCT,3,7,2.17,18.3865,19.66208333,7.56875,NA
OCT,3,8,1.91,17.939,19.45041667,6.94,NA
OCT,3,9,2.64,17.99736842,19.55041667,6.045,NA
OCT,3,10,2.87,17.60888889,18.78416667,5.73,NA
OCT,3,11,1.96,NA,17.84375,6.74,NA
OCT,3,12,1.79,NA,16.975,8.28,NA
OCT,3,13,2.1,NA,15.99625,11.18,NA
OCT,3,14,1.77,NA,15.87458333,15.4,NA
