DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
DIC,1,0,1.12,69.87916667,1.902916667,6.11,0.467
DIC,1,1,1.03,71.59125,1.938333333,4.1725,0.527
DIC,1,2,0.89,74.57541667,1.949166667,2.51625,0.557
DIC,1,3,0.81,77.12166667,1.964583333,1.93125,0.507
DIC,1,4,0.81,77.93625,1.950833333,1.79625,0.42075
DIC,1,5,0.86,79.31083333,1.862916667,1.66125,0.3195
DIC,1,6,0.68,80.08583333,1.797916667,1.50625,0.22575
DIC,1,7,0.4,80.96375,1.79625,1.24375,0.267
DIC,1,8,0.08,82.71458333,1.7975,1.26375,0.4245
DIC,1,9,0.19,81.16583333,2.023333333,1.21875,0.47075
DIC,1,10,0.39,80.47875,3.735,1.72625,0.51075
DIC,1,11,0.53,83.35875,6.789583333,3,0.662
DIC,1,12,0.72,85.8675,6.885833333,4.6275,0.6795
DIC,1,13,0.78,86.6025,6.979166667,6.15625,0.6995
DIC,1,14,0.65,87.19458333,7.038333333,7.63625,0.72075
DIC,1,15,0.77,86.97458333,7.068333333,9.3425,0.65325
DIC,1,16,0.64,86.84375,7.09625,10.785,0.492
DIC,1,17,0.69,86.90083333,7.115833333,11.95875,0.41575
DIC,1,18,0.71,86.74125,7.13375,12.4825,0.377
DIC,1,19,0.44,86.67333333,7.163333333,11.5975,0.34075
DIC,1,20,0.5,86.26041667,7.18625,10.23625,0.39575
DIC,1,21,0.44,85.26083333,7.18375,9.0175,0.442
DIC,1,22,0.58,83.16,7.17875,7.94125,0.462
DIC,1,23,0.65,80.46958333,7.185416667,6.5475,0.4795
DIC,2,0,0.58,79.46416667,7.192916667,5.49875,0.477
DIC,2,1,0.55,77.49625,7.1625,4.39125,0.477
DIC,2,2,0.52,74.38541667,7.1375,3.4625,0.447
DIC,2,3,0.54,72.10166667,7.13125,3.165,0.33825
DIC,2,4,0.65,71.96583333,7.10875,2.95375,0.2595
DIC,2,5,0.55,71.91666667,7.083333333,2.70875,0.1845
DIC,2,6,0.34,70.34583333,7.060833333,2.3325,0.1495
DIC,2,7,0.37,70.11416667,7.0075,2.0275,0.1745
DIC,2,8,0.23,71.5325,6.965,1.59,0.3245
DIC,2,9,0.28,82.6875,6.8525,1.46875,0.39575
DIC,2,10,0.08,82.30833333,5.35625,1.5725,0.45825
DIC,2,11,0.21,82.06666667,2.2875,2.3075,0.482
DIC,2,12,0.08,81.06583333,2.026666667,3.59875,0.512
DIC,2,13,0.13,81.32791667,1.945416667,5.31625,0.52075
DIC,2,14,0.18,81.50541667,1.89625,7.05125,0.51075
DIC,2,15,0.08,81.08291667,1.89,8.28875,0.47075
DIC,2,16,0.2,81.07166667,1.892916667,9.315,0.33075
DIC,2,17,0.11,80.79,1.911666667,10.15375,0.2595
DIC,2,18,0.2,81.54041667,1.937083333,10.39125,0.2095
DIC,2,19,0.24,81.69208333,1.947083333,9.80125,0.22825
DIC,2,20,0.13,81.43583333,1.944166667,8.74375,0.252
DIC,2,21,0.19,81.56521739,1.942916667,7.06625,0.342
DIC,2,22,0.22,81.98565217,1.939166667,5.40375,0.4195
DIC,2,23,0.26,82.70956522,1.947083333,4.29875,0.457
DIC,3,0,0.27,83.07521739,1.95375,3.285,0.47575
DIC,3,1,0.25,83.7326087,2.019583333,2.3975,0.4795
DIC,3,2,0.24,84.5826087,2.085416667,1.95375,0.4695
DIC,3,3,0.12,84.59434783,2.155833333,1.7175,0.43825
DIC,3,4,0.17,83.26217391,2.243333333,1.5625,0.40575
DIC,3,5,0.25,82.5373913,2.271666667,1.455,0.31575
DIC,3,6,0.37,83.47521739,2.277916667,1.41,0.25325
DIC,3,7,0.3,82.32652174,2.27,1.2775,0.23075
DIC,3,8,0.08,77.98347826,2.234166667,1.24625,0.3095
DIC,3,9,0.08,64.75695652,2.082083333,1.29,0.60825
DIC,3,10,0.13,64.17434783,1.869166667,1.5725,0.7795
DIC,3,11,0.08,61.71391304,1.806666667,2.3125,0.797
DIC,3,12,0.12,61.00043478,1.771666667,2.895,0.80825
DIC,3,13,0.12,59.2673913,1.744583333,3.74125,0.842
DIC,3,14,0.1,58.25130435,1.732916667,4.50625,0.86825
DIC,3,15,0.13,59.51,1.72625,5.0525,0.882
DIC,3,16,0.18,60.07086957,1.716666667,5.58125,0.81575
DIC,3,17,0.25,60.03478261,1.71125,5.965,0.53575
DIC,3,18,0.21,59.7773913,1.692916667,6.10125,0.3845
DIC,3,19,0.23,61.35347826,1.670416667,5.6125,0.38575
DIC,3,20,0.35,60.07478261,1.652083333,5.08375,0.377
DIC,3,21,0.31,58.725,1.645833333,4.32875,0.39075
DIC,3,22,0.08,56.66125,1.642083333,3.56125,0.42325
DIC,3,23,0.09,56.60541667,1.630416667,3.105,0.45825
DIC,4,0,0.19,56.07375,1.629583333,2.94875,0.447
DIC,4,1,0.1,54.78416667,1.5675,2.63875,0.44575
DIC,4,2,0.08,54.28541667,1.512083333,2.55,0.43325
DIC,4,3,0.14,53.12666667,1.435,2.4025,0.412
DIC,4,4,0.08,53.59875,1.347916667,2.59875,0.377
DIC,4,5,0.08,51.49083333,1.326666667,3.0525,0.32825
DIC,4,6,0.1,50.71,1.329583333,3.52875,0.2545
DIC,4,7,0.09,49.32666667,1.332916667,3.8125,0.17575
DIC,4,8,0.2,48.1325,1.3375,3.63125,0.167
DIC,4,9,0.14,46.2575,1.349583333,3.89375,0.14825
DIC,4,10,0.2,43.60125,1.300416667,4.17,0.15825
DIC,4,11,0.23,41.59125,1.248333333,4.62125,0.17075
DIC,4,12,0.19,40.05791667,1.23625,4.68,0.197
DIC,4,13,0.25,40.34458333,1.25,4.505,0.2245
DIC,4,14,0.27,40.16291667,1.2775,4.26125,0.25575
DIC,4,15,0.32,42.34958333,1.289166667,4.23375,0.27825
DIC,4,16,0.42,43.78833333,1.305416667,4.35375,0.267
DIC,4,17,0.28,43.94708333,1.315416667,4.3,0.25825
DIC,4,18,0.32,42.715,1.308333333,4.1425,0.24825
DIC,4,19,0.22,39.30625,1.305,3.88,0.2545
DIC,4,20,0.37,38.37,1.31375,3.545,0.262
DIC,4,21,0.3,39.18458333,1.321666667,3.44125,0.27325
DIC,4,22,0.28,39.39,1.334583333,3.7175,0.27575
DIC,4,23,0.24,38.06625,1.349583333,3.975,0.272
DIC,5,0,0.31,37.25041667,1.356666667,4.26375,0.2595
DIC,5,1,0.23,36.33875,1.36625,4.545,0.242
DIC,5,2,0.19,34.62416667,1.39125,4.83375,0.22075
DIC,5,3,0.23,34.33958333,1.394583333,5.075,0.1845
DIC,5,4,0.22,33.65916667,1.38875,5.5625,0.14825
DIC,5,5,0.17,34.17416667,1.382916667,5.97875,0.102
DIC,5,6,0.3,33.10416667,1.37375,6.11,0.06825
DIC,5,7,0.27,33.48541667,1.379166667,6.18375,0.12325
DIC,5,8,0.08,34.95791667,1.405416667,6.25375,0.307
DIC,5,9,0.12,37.385,1.37375,6.49875,0.367
DIC,5,10,0.08,37.59125,1.368333333,7.0825,0.38825
DIC,5,11,NA,37.61416667,1.367916667,7.26625,0.41075
DIC,5,12,0.08,37.88666667,1.36125,7.4825,0.43325
DIC,5,13,0.08,37.71416667,1.330833333,7.97625,0.442
DIC,5,14,0.08,37.98083333,1.294166667,8.53625,0.45325
DIC,5,15,0.09,35.26375,1.26,9.465,0.40825
DIC,5,16,0.24,34.37333333,1.24,10.655,0.24325
DIC,5,17,0.2,35.14583333,1.2225,11.69875,0.20075
DIC,5,18,0.15,36.61,1.21625,11.76125,0.21575
DIC,5,19,0.31,38.47708333,1.212083333,11.5275,0.2995
DIC,5,20,0.31,40.73375,1.211666667,10.93875,0.397
DIC,5,21,0.35,41.7225,1.203333333,10.17625,0.47325
DIC,5,22,0.26,43.23083333,1.180833333,9.43875,0.52825
DIC,5,23,0.23,44.68,1.1725,8.0575,0.57825
DIC,6,0,0.26,46.68458333,1.154166667,6.455,0.582
DIC,6,1,0.34,48.36916667,1.168333333,4.705,0.587
DIC,6,2,0.33,50.72458333,1.122916667,3.37625,0.56325
DIC,6,3,0.08,52.2525,1.11,2.91,0.462
DIC,6,4,0.11,52.76958333,1.184583333,2.65875,0.35325
DIC,6,5,0.16,53.54,1.25,2.25625,0.2945
DIC,6,6,0.2,55.36541667,1.252916667,1.74875,0.2495
DIC,6,7,0.18,57.47333333,1.266666667,1.51625,0.22075
DIC,6,8,0.21,58.61166667,1.299166667,1.26125,0.35325
DIC,6,9,0.11,60.45666667,1.795,1.19,0.4345
DIC,6,10,0.26,63.05125,3.566666667,1.51875,0.48825
DIC,6,11,0.3,66.00916667,4.593333333,2.65,0.51825
DIC,6,12,0.27,68.35583333,4.6875,3.8925,0.52075
DIC,6,13,0.28,68.97416667,4.72125,6.19875,0.4945
DIC,6,14,0.08,69.70458333,4.7475,9.385,0.47325
DIC,6,15,0.08,70.42333333,4.75625,12.2725,0.4195
DIC,6,16,0.12,69.78916667,4.74125,14.95875,0.257
DIC,6,17,0.29,69.49666667,4.719166667,17.37375,0.147
DIC,6,18,0.29,69.63583333,4.704583333,19.36375,0.08825
DIC,6,19,0.33,71.8325,4.684166667,18.89125,0.12825
DIC,6,20,0.11,74.01625,4.682083333,17.72,0.272
DIC,6,21,0.08,76.63458333,4.72,15.41875,0.55075
DIC,6,22,0.16,79.81125,4.746666667,12.2625,0.7445
DIC,6,23,0.19,83.37833333,4.755833333,9.38,0.91075
DIC,7,0,0.12,85.57041667,4.771666667,6.71,1.05575
DIC,7,1,0.24,89.14708333,4.749583333,4.18875,1.13575
DIC,7,2,0.27,90.13833333,4.748333333,1.87375,1.14075
DIC,7,3,0.24,90.555,4.755833333,1.305,1.08075
DIC,7,4,0.34,90.52666667,4.73375,1.335,0.95575
DIC,7,5,0.24,92.17833333,4.745833333,1.355,0.68825
DIC,7,6,0.08,92.395,4.839166667,1.3825,0.51825
DIC,7,7,0.14,92.21833333,4.933333333,1.42875,0.39075
DIC,7,8,0.12,91.75458333,5.034166667,1.49125,0.407
DIC,7,9,0.08,92.59916667,4.967083333,1.92875,0.41825
DIC,7,10,0.1,92.57291667,3.6575,2.35375,0.45825
DIC,7,11,0.09,93.62416667,3.494166667,3.3325,0.46325
DIC,7,12,0.1,94.54875,3.487083333,5.405,0.437
DIC,7,13,0.16,95.93083333,3.469166667,8.43375,0.42575
DIC,7,14,0.15,95.99833333,3.452916667,11.5575,0.41575
DIC,7,15,0.22,96.31708333,3.452916667,13.84125,0.4045
DIC,7,16,0.19,96.49416667,3.448333333,16.285,0.252
DIC,7,17,0.31,96.38083333,3.445,18.90875,0.177
DIC,7,18,0.12,96.0025,3.445,21.4625,0.14325
DIC,7,19,0.32,93.87666667,3.487083333,21.08125,0.2195
DIC,7,20,0.34,94.15916667,3.477083333,19.05875,0.35325
DIC,7,21,0.14,93.3075,3.461666667,16.07375,0.537
DIC,7,22,0.08,92.52375,3.454583333,12.96375,0.69075
DIC,7,23,0.08,91.01833333,3.440416667,10.69625,0.75075
DIC,8,0,0.23,89.88458333,3.4275,8.17125,0.7995
DIC,8,1,0.13,87.96291667,3.4375,5.11875,0.86825
DIC,8,2,0.08,88.53458333,3.500416667,2.08125,0.9145
DIC,8,3,0.14,90.10833333,3.525,1.40625,0.872
DIC,8,4,0.16,92.50833333,3.498333333,1.25875,0.7845
DIC,8,5,0.16,93.3875,3.637083333,1.18125,0.6345
DIC,8,6,0.08,93.24083333,3.622916667,1.1025,0.4945
DIC,8,7,0.21,93.42541667,3.55,1.0575,0.4595
DIC,8,8,0.11,93.95666667,3.465,1.0575,0.5295
DIC,8,9,0.15,91.865,3.316666667,1.13375,0.557
DIC,8,10,0.08,91.32666667,3.840416667,1.545,0.55075
DIC,8,11,0.08,91.57916667,3.734583333,2.59125,0.5245
DIC,8,12,8.37,92.01041667,3.743333333,4.775,0.47075
DIC,8,13,3.41,91.86291667,3.750833333,7.31125,0.437
DIC,8,14,3.73,91.16375,3.73625,10.54875,0.412
DIC,8,15,3.57,89.9175,3.7175,13.64625,0.362
DIC,8,16,2.8,88.93375,3.714166667,16.855,0.23325
DIC,8,17,3.69,88.49,3.7225,19.77875,0.13575
DIC,8,18,4.23,87.755,3.731666667,22.27375,0.112
DIC,8,19,6.99,87.25916667,3.689583333,21.72,0.1895
DIC,8,20,5.87,86.335,3.66625,19.61375,0.297
DIC,8,21,6.01,85.94083333,3.749166667,17.075,0.4145
DIC,8,22,4.45,84.99583333,5.022916667,14.05625,0.447
DIC,8,23,3.47,84.28333333,6.332083333,11.1925,0.44825
DIC,9,0,2.76,84.10458333,7.501666667,8.67375,0.527
DIC,9,1,0.91,82.06958333,7.47625,6.69375,0.517
DIC,9,2,0.86,79.07916667,8.225416667,4.66625,0.5645
DIC,9,3,2.11,77.18416667,9.227916667,4.81625,0.53825
DIC,9,4,1.44,74.40916667,9.774166667,5.48625,0.47325
DIC,9,5,0.3,70.93916667,9.560833333,6.405,0.362
DIC,9,6,0.39,69.34291667,9.795416667,6.81625,0.3445
DIC,9,7,1.3,67.83291667,10.49833333,6.9975,0.39075
DIC,9,8,1.14,65.055,10.595,6.645,0.33825
DIC,9,9,1.3,61.50541667,10.68333333,6.14125,0.38075
DIC,9,10,1.23,58.45208333,10.67375,5.99,0.3495
DIC,9,11,1.21,54.25083333,10.93666667,6.0375,0.28825
