DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
MAY,1,0,NA,91.56666667,2.697222222,28.33625,NA
MAY,1,1,NA,92.89222222,2.773888889,22.03375,NA
MAY,1,2,NA,92.48736842,2.785789474,15.61125,NA
MAY,1,3,NA,92.338,2.7475,11.56625,NA
MAY,1,4,NA,91.46238095,2.732380952,9.2875,NA
MAY,1,5,NA,91.46238095,2.732380952,8.652857143,NA
MAY,1,6,NA,91.46238095,2.732380952,7.398333333,NA
MAY,1,7,NA,91.46238095,2.732380952,NA,NA
MAY,1,8,NA,90.67,3.341428571,NA,NA
MAY,1,9,NA,89.51333333,3.351428571,NA,NA
MAY,1,10,NA,84.06666667,3.396190476,NA,NA
MAY,1,11,NA,82.98714286,3.418095238,NA,NA
MAY,1,12,NA,82.14285714,3.425714286,NA,NA
MAY,1,13,NA,81.03190476,3.443809524,33.97666667,NA
MAY,1,14,NA,80.53285714,3.46,36.93,NA
MAY,1,15,NA,79.50095238,3.467142857,39.05375,NA
MAY,1,16,NA,79.0552381,3.48047619,44.79125,NA
MAY,1,17,NA,78.28904762,3.48047619,49.92125,NA
MAY,1,18,NA,77.9047619,3.465238095,52.08,NA
MAY,1,19,NA,76.69333333,3.415238095,50.965,NA
MAY,1,20,NA,77.544,3.4395,50.56714286,NA
MAY,1,21,NA,77.89157895,3.412631579,49.79833333,NA
MAY,1,22,NA,77.14611111,3.409444444,NA,NA
MAY,1,23,NA,75.97888889,3.332777778,NA,NA
MAY,2,0,NA,76.97444444,3.417777778,NA,NA
MAY,2,1,NA,77.06222222,4.024444444,NA,NA
MAY,2,2,NA,78.19888889,4.125,NA,NA
MAY,2,3,NA,78.58055556,4.133333333,NA,NA
MAY,2,4,NA,79.29388889,4.073888889,5.083333333,NA
MAY,2,5,NA,79.31526316,4.204736842,4.848571429,NA
MAY,2,6,NA,79.697,4.65,4.36625,NA
MAY,2,7,NA,80.31095238,4.911904762,2.61125,NA
MAY,2,8,NA,81.33285714,4.670952381,1.55,NA
MAY,2,9,NA,80.65,5.285714286,2.52125,NA
MAY,2,10,NA,81.21714286,5.850952381,6.24,NA
MAY,2,11,NA,81.2795,6.0325,6.922857143,NA
MAY,2,12,NA,84.4835,8.994,14.43857143,NA
MAY,2,13,NA,86.113,9.549,22.35,NA
MAY,2,14,NA,87.0165,9.779,30.53142857,NA
MAY,2,15,NA,88.527,9.8595,36.73428571,NA
MAY,2,16,NA,88.8485,9.896,42.90428571,NA
MAY,2,17,NA,89.556,9.9515,48.32857143,NA
MAY,2,18,NA,90.302,10.0325,49.27857143,NA
MAY,2,19,NA,91.6885,10.1775,46.09125,NA
MAY,2,20,NA,91.12857143,10.09428571,39.65625,NA
MAY,2,21,NA,92.425,9.915909091,32.4275,NA
MAY,2,22,NA,94.8273913,10.46043478,25.26875,NA
MAY,2,23,NA,96.01826087,16.55391304,21.115,NA
MAY,3,0,NA,95.52318182,17.04090909,17.82,NA
MAY,3,1,NA,95.69409091,21.64318182,13.32285714,NA
MAY,3,2,NA,95.20772727,27.21272727,10.21142857,NA
MAY,3,3,NA,95.20909091,34.23227273,9.697142857,NA
MAY,3,4,NA,94.82863636,40.63954545,10.17857143,NA
MAY,3,5,NA,95.21090909,45.88181818,11.27,NA
MAY,3,6,NA,95.33681818,50.41,12.30571429,NA
MAY,3,7,NA,95.43954545,51.70227273,10.85,NA
MAY,3,8,NA,94.00954545,52.62,10.6825,NA
MAY,3,9,NA,92.90136364,54.62,11.93125,NA
MAY,3,10,NA,92.64,55.52045455,14.61,NA
MAY,3,11,NA,93.96347826,53.30217391,18.31125,NA
MAY,3,12,NA,93.07217391,50.79304348,24.63125,NA
MAY,3,13,NA,93.71434783,50.27782609,30.5525,NA
MAY,3,14,NA,93.57130435,50.0426087,36.4025,NA
MAY,3,15,NA,93.72652174,49.95304348,43.89625,NA
MAY,3,16,NA,95.01304348,49.92130435,50.0475,NA
MAY,3,17,NA,96.1326087,49.89086957,53.12125,NA
MAY,3,18,NA,97.05478261,49.84304348,53.72,NA
MAY,3,19,NA,98.60090909,51.94636364,54.28142857,NA
MAY,3,20,NA,99.03545455,51.63454545,52.74571429,NA
MAY,3,21,NA,98.44272727,51.42318182,49.67428571,NA
MAY,3,22,NA,96.47,50.47954545,46.2,NA
MAY,3,23,NA,96.24590909,44.11045455,41.31,NA
MAY,4,0,NA,97.22956522,42.26086957,37.90428571,NA
MAY,4,1,NA,97.13782609,37.28478261,35.25857143,NA
MAY,4,2,NA,96.69608696,31.78217391,34.10333333,NA
MAY,4,3,NA,95.8426087,25.00826087,34.10333333,NA
MAY,4,4,NA,95.80478261,18.87521739,NA,NA
MAY,4,5,NA,95.66,13.63782609,NA,NA
MAY,4,6,NA,95.92086957,8.851304348,NA,NA
MAY,4,7,NA,95.93565217,7.43173913,NA,NA
MAY,4,8,NA,98.05217391,6.30173913,NA,NA
MAY,4,9,NA,97.69045455,3.899565217,NA,NA
MAY,4,10,NA,98.515,2.463478261,13.33166667,NA
MAY,4,11,NA,97.49590909,2.329130435,16.39571429,NA
MAY,4,12,NA,95.68318182,2.24826087,19.8,NA
MAY,4,13,NA,94.25909091,2.247826087,22.625,NA
MAY,4,14,NA,94.05636364,2.24173913,26.995,NA
MAY,4,15,NA,93.48363636,2.243913043,32.21,NA
MAY,4,16,NA,92.80545455,2.23173913,37.24125,NA
MAY,4,17,NA,91.63863636,2.213913043,40.90375,NA
MAY,4,18,NA,90.36045455,2.222608696,42.1575,NA
MAY,4,19,NA,89.2073913,2.2175,41.59,NA
MAY,4,20,NA,87.7673913,2.293333333,36.71125,NA
MAY,4,21,NA,86.74608696,2.266666667,32.65625,NA
MAY,4,22,NA,86.22434783,5.344583333,28.715,NA
MAY,4,23,NA,87.1826087,12.53166667,25.71625,NA
