DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
MZO,17,14,NA,71.0475,6.61125,19.89625,NA
MZO,17,15,NA,70.74458333,6.6525,25.865,NA
MZO,17,16,NA,70.74916667,6.77875,31.9925,NA
MZO,17,17,NA,70.8775,7.025833333,38.14375,NA
MZO,17,18,NA,71.5175,7.036666667,42.3475,NA
MZO,17,19,NA,73.72166667,6.99625,43.9475,NA
MZO,17,20,NA,74.22125,6.925,41.075,NA
MZO,17,21,NA,73.49583333,6.9225,36.0925,NA
MZO,17,22,NA,73.50333333,6.997083333,30.57375,NA
MZO,17,23,NA,74.05333333,7.082916667,24.62375,NA
MZO,18,0,NA,75.22625,7.103333333,18.46125,NA
MZO,18,1,NA,75.14625,7.1475,12.11875,NA
MZO,18,2,NA,76.09708333,6.877916667,7.03625,NA
MZO,18,3,NA,75.63958333,6.747083333,3.1575,NA
MZO,18,4,NA,75.95083333,6.713333333,1.721428571,NA
MZO,18,5,NA,76.11708333,6.721666667,1.271428571,NA
MZO,18,6,NA,76.17833333,6.42125,1.311428571,NA
MZO,18,7,NA,75.60208333,5.90375,1.305,NA
MZO,18,8,NA,75.885,4.728333333,1.345,NA
MZO,18,9,NA,75.10708333,4.108333333,1.888333333,NA
MZO,18,10,NA,74.47166667,3.295,4.156666667,NA
MZO,18,11,NA,71.88333333,2.801666667,8.793333333,NA
MZO,18,12,NA,69.78083333,2.742916667,12.76142857,NA
MZO,18,13,NA,69.82583333,2.674583333,18.82714286,NA
MZO,18,14,NA,69.21083333,2.64375,24.63142857,NA
MZO,18,15,NA,69.49,2.538333333,26.365,NA
MZO,18,16,NA,69.39625,2.359166667,31.7575,NA
MZO,18,17,NA,69.345,2.079166667,35.7825,NA
MZO,18,18,NA,68.99625,2.028333333,37.29,NA
MZO,18,19,NA,67.66666667,2.01375,36.01625,NA
MZO,18,20,NA,67.23166667,1.976666667,33.45,NA
MZO,18,21,NA,66.89333333,1.909583333,29.67,NA
MZO,18,22,NA,65.505,1.824583333,25.82875,NA
MZO,18,23,NA,64.03791667,1.71625,22.43875,NA
MZO,19,0,NA,61.70916667,1.668333333,18.23125,NA
MZO,19,1,NA,60.87041667,1.645416667,13.86625,NA
MZO,19,2,NA,60.01375,1.653333333,10.87375,NA
MZO,19,3,NA,59.71833333,1.645416667,8.675,NA
MZO,19,4,NA,59.205,1.643333333,6.79375,NA
MZO,19,5,NA,58.85625,1.660416667,5.48125,NA
MZO,19,6,NA,58.68083333,1.682083333,4.26,NA
MZO,19,7,NA,58.62625,1.794583333,2.96125,NA
