DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
AGO,1,0,NA,22.22041667,9.236666667,9.57125,NA
AGO,1,1,NA,22.12875,9.294166667,8.4375,NA
AGO,1,2,NA,21.97791667,9.362916667,6.75125,NA
AGO,1,3,NA,21.10833333,10.19416667,5.82125,NA
AGO,1,4,NA,20.98625,11.975,4.78125,NA
AGO,1,5,NA,21.42125,14.09875,4.61625,NA
AGO,1,6,NA,21.71375,17.57541667,4.295,NA
AGO,1,7,NA,21.97916667,21.25625,3.62125,NA
AGO,1,8,NA,22.5575,23.01875,3.58875,NA
AGO,1,9,NA,23.13833333,24.96291667,4.15375,NA
AGO,1,10,NA,23.03,25.14333333,5.03375,NA
AGO,1,11,NA,23.01708333,24.88083333,6.7725,NA
AGO,1,12,NA,22.91666667,25.26916667,9.19375,NA
AGO,1,13,NA,23.87041667,25.46333333,11.41375,NA
AGO,1,14,NA,24.27166667,25.47,14.08125,NA
AGO,1,15,NA,25.27958333,25.40375,16.48125,NA
AGO,1,16,NA,26.73583333,25.485,19,NA
AGO,1,17,NA,28.25333333,25.21083333,20.80375,NA
AGO,1,18,NA,28.78125,24.59958333,22.41,NA
AGO,1,19,NA,30.1275,22.94583333,23.545,NA
AGO,1,20,NA,30.53208333,22.03416667,22.825,NA
AGO,1,21,NA,30.99208333,22.03416667,21.68875,NA
AGO,1,22,NA,31.51375,22.55333333,19.37125,NA
AGO,1,23,NA,32.67208333,25.62916667,17.6075,NA
AGO,2,0,NA,33.06125,28.01125,15.1975,NA
AGO,2,1,NA,34.98125,31.15708333,12.7025,NA
AGO,2,2,NA,36.50166667,32.1875,10.69875,NA
AGO,2,3,NA,37.34083333,31.32041667,8.97125,NA
AGO,2,4,NA,37.62458333,30.2725,8.275,NA
AGO,2,5,NA,37.72875,28.77625,7.235,NA
AGO,2,6,NA,37.56625,25.97984167,6.9025,NA
AGO,2,7,NA,37.05666667,22.57218333,6.16375,NA
AGO,2,8,NA,37.84083333,22.65785833,6.0031625,NA
AGO,2,9,NA,38.52,23.23978333,6.1019125,NA
AGO,2,10,NA,40.175,23.227125,5.8494125,NA
AGO,2,11,NA,41.25375,23.38946667,6.1194125,NA
AGO,2,12,NA,41.91,23.805975,7.2631625,NA
AGO,2,13,NA,42.41166667,24.51581667,9.7306625,NA
AGO,2,14,NA,43.00333333,25.328575,12.6269125,NA
AGO,2,15,NA,43.45166667,25.89675,16.1006625,NA
AGO,2,16,NA,43.3025,26.23784167,18.61375,NA
AGO,2,17,NA,43.82333333,26.5331,21.21125,NA
AGO,2,18,NA,43.91708333,26.947525,23.9425,NA
AGO,2,19,NA,43.39958333,26.97736667,25.705,NA
AGO,2,20,NA,43.67333333,27.00345833,25.4025,NA
AGO,2,21,NA,44.14375,27.31746667,24.31125,NA
AGO,2,22,NA,44.63,27.44939167,22.485,NA
AGO,2,23,NA,43.62208333,24.353875,20.875,NA
AGO,3,0,NA,42.89666667,21.95827083,19.61375,NA
AGO,3,1,NA,40.867875,19.87058333,17.5225,NA
AGO,3,2,NA,40.47529167,18.80212083,14.426675,NA
AGO,3,3,NA,40.00425,18.83479167,11.1658125,NA
AGO,3,4,NA,40.15133333,17.97017917,9.7079,NA
AGO,3,5,NA,39.422375,17.52355,8.21785,NA
AGO,3,6,NA,39.41441667,16.80860833,7.1046875,NA
AGO,3,7,NA,39.39266667,16.69749583,5.2409375,NA
AGO,3,8,NA,38.01716667,15.063825,3.6721875,NA
AGO,3,9,NA,37.95604167,12.06217083,2.4084375,NA
AGO,3,10,NA,36.78916667,11.7546,2.7897625,NA
AGO,3,11,NA,35.69225,11.93307083,3.965625,NA
AGO,3,12,NA,35.2665,11.71679167,5.2571625,NA
AGO,3,13,NA,34.32225,11.30284583,7.1820875,NA
AGO,3,14,NA,33.73941667,11.10856667,9.4405,NA
AGO,3,15,NA,33.44,10.88232917,12.281375,NA
AGO,3,16,NA,32.84345833,11.27005,15.154125,NA
AGO,3,17,NA,32.00608333,11.7538125,18.210125,NA
AGO,3,18,NA,31.896375,11.2501375,19.473875,NA
AGO,3,19,NA,31.99554167,11.12522083,19.47,NA
AGO,3,20,NA,31.79175,11.11632083,18.532375,NA
AGO,3,21,NA,32.32683333,10.81055833,17.832,NA
AGO,3,22,NA,32.400875,10.05071667,16.670625,NA
AGO,3,23,NA,32.53479167,10.00706667,15.067375,NA
AGO,4,0,NA,33.35717391,10.34800435,13.79528571,NA
AGO,4,1,NA,33.26547826,10.7408087,10.387,NA
AGO,4,2,NA,32.9886087,14.25224783,8.102142857,NA
AGO,4,3,NA,33.65317391,18.3238087,7.306571429,NA
AGO,4,4,NA,33.54447826,22.1447087,6.801142857,NA
AGO,4,5,NA,34.30945455,22.9067,5.970333333,NA
AGO,4,6,NA,34.32947619,23.9438,NA,NA
AGO,4,7,NA,34.38105,24.913015,NA,NA
AGO,4,8,NA,34.42065,26.05111,NA,NA
AGO,4,9,NA,33.167,29.436285,NA,NA
AGO,4,10,NA,32.78325,31.05056,NA,NA
AGO,4,11,NA,33.18355,31.381585,NA,NA
AGO,4,12,NA,32.41395,31.51481,NA,NA
AGO,4,13,NA,32.13205,31.045735,12.855,NA
AGO,4,14,NA,31.44095,30.95056,14.78428571,NA
AGO,4,15,NA,30.86125,31.539235,16.69375,NA
AGO,4,16,NA,30.8771,31.60566,19.3125,NA
AGO,4,17,NA,30.79595,31.051335,20.7025,NA
AGO,4,18,NA,30.1386,31.720935,21.3325,NA
AGO,4,19,NA,29.6946,31.985525,22.875,NA
AGO,4,20,NA,28.69215,32.018395,21.92375,NA
AGO,4,21,NA,27.73655,32.036,20.3825,NA
AGO,4,22,NA,26.7122,32.036,18.41875,NA
AGO,4,23,NA,26.4425,33.68684211,15.5525,NA
AGO,5,0,NA,27.26238095,33.68684211,12.955,NA
AGO,5,1,NA,28.65285714,33.53166667,11.77375,NA
AGO,5,2,NA,29.05571429,NA,10.37875,NA
AGO,5,3,NA,28.7052381,NA,7.8975,NA
AGO,5,4,NA,29.02285714,NA,7.185,NA
AGO,5,5,NA,28.27909091,NA,6.7075,NA
AGO,5,6,NA,27.54956522,19.31277778,5.53375,NA
AGO,5,7,NA,27.665,19.11421053,4.76625,NA
AGO,5,8,NA,27.76083333,17.79473684,4.4975,NA
AGO,5,9,NA,27.13958333,14.09052632,4.1575,NA
AGO,5,10,NA,26.58958333,11.91631579,4.66875,NA
AGO,5,11,NA,26.56541667,11.14,5.41875,NA
AGO,5,12,NA,27.02875,11.29842105,6.3,NA
AGO,5,13,NA,27.36041667,11.96263158,7.2225,NA
AGO,5,14,NA,27.60416667,11.91736842,8.85,NA
AGO,5,15,NA,28.22083333,11.06684211,10.575,NA
AGO,5,16,NA,28.14708333,10.78842105,11.91,NA
AGO,5,17,NA,28.05375,10.85210526,12.6225,NA
AGO,5,18,NA,28.4,10.64368421,12.0575,NA
AGO,5,19,NA,28.71166667,11.98263158,11.3025,NA
AGO,5,20,NA,28.99958333,15.56526316,10.15875,NA
AGO,5,21,NA,29.76708333,23.42,8.5175,NA
AGO,5,22,NA,31.6375,31.13052632,6.85625,NA
AGO,5,23,NA,33.46458333,31.853,5.1375,NA
AGO,6,0,NA,32.59,32.34095238,3.78875,NA
AGO,6,1,NA,31.6775,31.09818182,3.0775,NA
AGO,6,2,NA,30.44916667,30.25217391,3.245,NA
AGO,6,3,NA,29.62708333,29.18083333,3.56375,NA
AGO,6,4,NA,28.83541667,29.04708333,4.1725,NA
AGO,6,5,NA,28.48916667,28.98208333,4.99,NA
AGO,6,6,NA,28.18583333,28.69458333,5.81375,NA
AGO,6,7,NA,27.09791667,28.075,6.1,NA
AGO,6,8,NA,26.40166667,27.94666667,6.1725,NA
AGO,6,9,NA,26.45333333,28.00083333,6.1025,NA
AGO,6,10,NA,25.93125,27.785,5.97625,NA
AGO,6,11,NA,25.14666667,27.16125,5.78875,NA
AGO,6,12,NA,24.33416667,26.05333333,5.73125,NA
AGO,6,13,NA,23.25125,25.72291667,5.5225,NA
AGO,6,14,NA,22.60166667,26.00916667,5.32625,NA
AGO,6,15,NA,21.95416667,26.80833333,5.90125,NA
AGO,6,16,NA,21.86791667,27.89208333,6.37875,NA
AGO,6,17,NA,21.42875,28.97583333,6.73375,NA
AGO,6,18,NA,20.97833333,29.90958333,7.165,NA
AGO,6,19,NA,20.29375,28.675,6.80125,NA
AGO,6,20,NA,19.12625,25.8,6.32125,NA
AGO,6,21,NA,17.21416667,19.5725,6.00125,NA
AGO,6,22,NA,14.79916667,13.57958333,6,NA
AGO,6,23,NA,12.78833333,12.99708333,5.008571429,NA
AGO,7,0,NA,12.93458333,12.19458333,4.448571429,NA
AGO,7,1,NA,12.60125,13.605,3.748571429,NA
AGO,7,2,NA,12.63125,14.57583333,3.097142857,NA
AGO,7,3,NA,12.67958333,14.87416667,3.137142857,NA
AGO,7,4,NA,12.55166667,15.92166667,3.2,NA
AGO,7,5,NA,13.20833333,17.4475,3.324285714,NA
AGO,7,6,NA,13.57,19.81083333,3.70625,NA
AGO,7,7,NA,13.80541667,22.87666667,4.39,NA
AGO,7,8,NA,13.465,25.63125,4.88,NA
AGO,7,9,NA,12.95208333,26.97208333,4.8325,NA
AGO,7,10,NA,13.33375,28.08416667,4.9525,NA
AGO,7,11,NA,14.14541667,29.14625,5.54875,NA
AGO,7,12,NA,15.38708333,29.91958333,6.265,NA
AGO,7,13,NA,16.15,29.54875,7.1775,NA
AGO,7,14,NA,16.63333333,28.77083333,7.95875,NA
AGO,7,15,NA,16.14041667,27.8175,8.69875,NA
AGO,7,16,NA,15.60333333,26.20291667,9.08875,NA
AGO,7,17,NA,14.96916667,24.76916667,9.8175,NA
AGO,7,18,NA,14.23333333,23.29791667,10.0875,NA
AGO,7,19,NA,13.49291667,23.23958333,10.31375,NA
AGO,7,20,NA,14.34375,23.30083333,9.71625,NA
AGO,7,21,NA,14.8825,23.33458333,9.13375,NA
AGO,7,22,NA,15.25291667,23.25625,8.59625,NA
AGO,7,23,NA,15.18416667,21.98583333,7.5925,NA
AGO,8,0,NA,14.38125,21.07458333,7.285,NA
AGO,8,1,NA,14.52041667,19.50375,6.6525,NA
AGO,8,2,NA,14.51333333,18.11083333,5.845,NA
AGO,8,3,NA,14.41291667,17.68166667,5.205,NA
AGO,8,4,NA,14.37875,16.575,4.9375,NA
AGO,8,5,NA,13.84458333,15.03708333,4.84375,NA
AGO,8,6,NA,13.66083333,12.63958333,4.5225,NA
AGO,8,7,NA,13.56458333,9.591666667,4.16375,NA
AGO,8,8,NA,13.35208333,6.844583333,3.6975,NA
AGO,8,9,NA,12.85125,5.395416667,3.65875,NA
AGO,8,10,NA,12.17416667,4.281666667,4.53375,NA
AGO,8,11,NA,11.52416667,3.228333333,5.24375,NA
AGO,8,12,NA,10.73333333,2.49875,6.72875,NA
AGO,8,13,NA,11.25375,1.966666667,8.14875,NA
AGO,8,14,NA,11.74416667,1.861666667,10.10125,NA
AGO,8,15,NA,12.08291667,1.967916667,12.86625,NA
AGO,8,16,NA,12.49708333,1.9275,15.26,NA
AGO,8,17,NA,13.17666667,1.8725,16.41375,NA
AGO,8,18,NA,14.74458333,1.81375,16.61375,NA
AGO,8,19,NA,15.84666667,1.780416667,16.42,NA
AGO,8,20,NA,16.38625,1.74,15.49875,NA
AGO,8,21,NA,17.22666667,1.715,14.1175,NA
AGO,8,22,NA,17.63125,1.700416667,12.37375,NA
AGO,8,23,NA,18.52416667,1.690416667,10.18,NA
AGO,9,0,NA,18.97208333,1.677916667,8.01125,NA
AGO,9,1,NA,19.45666667,1.67,7.05625,NA
AGO,9,2,NA,19.97291667,1.635,7.40375,NA
AGO,9,3,NA,19.79916667,1.632916667,6.6375,NA
AGO,9,4,NA,20.43791667,1.779583333,5.89125,NA
AGO,9,5,NA,20.96666667,1.871666667,5.34625,NA
AGO,9,6,NA,21.2475,2.449583333,4.7125,NA
AGO,9,7,NA,21.62166667,2.805416667,4.08,NA
AGO,9,8,NA,22.6625,2.919583333,3.62625,NA
AGO,9,9,NA,23.60708333,3.00125,3.23375,NA
AGO,9,10,NA,25.11375,3.364583333,2.36875,NA
AGO,9,11,NA,26.19625,3.433333333,2.8925,NA
AGO,9,12,NA,27.44958333,3.49875,3.63625,NA
AGO,9,13,NA,27.41791667,3.84125,5.13125,NA
AGO,9,14,NA,27.37583333,4.287916667,7.305,NA
AGO,9,15,NA,27.94083333,5.6725,10.63,NA
AGO,9,16,NA,29.46916667,6.121666667,13.47,NA
AGO,9,17,NA,29.92708333,6.211666667,16.8625,NA
AGO,9,18,NA,29.29416667,7.37375,19.075,NA
AGO,9,19,NA,29.215,7.47375,19.5275,NA
AGO,9,20,NA,29.80916667,7.493333333,19.395,NA
AGO,9,21,NA,29.69041667,7.500833333,18.31875,NA
AGO,9,22,NA,29.90833333,7.496666667,16.84875,NA
AGO,9,23,NA,29.6425,7.5,14.4875,NA
AGO,10,0,NA,29.79291667,7.5075,12.1025,NA
AGO,10,1,NA,29.49916667,7.505833333,8.8575,NA
AGO,10,2,NA,29.37208333,7.51375,6.3125,NA
AGO,10,3,NA,30.07958333,7.493333333,5.69125,NA
AGO,10,4,NA,29.48333333,7.334583333,4.9825,NA
AGO,10,5,NA,29.14166667,7.220833333,4.6975,NA
AGO,10,6,NA,29.1325,6.625833333,3.9675,NA
AGO,10,7,NA,28.93458333,6.61,3.07875,NA
AGO,10,8,NA,28.55083333,6.5075,2.59,NA
AGO,10,9,NA,28.08666667,6.404166667,2.82125,NA
AGO,10,10,NA,27.0175,6.0225,3.78875,NA
AGO,10,11,NA,25.83541667,5.928333333,4.90125,NA
AGO,10,12,NA,24.13125,5.838333333,7.1475,NA
AGO,10,13,NA,23.74791667,5.47,9.3625,NA
AGO,10,14,NA,23.55791667,4.92,11.68,NA
AGO,10,15,NA,22.87708333,3.289583333,14.01625,NA
AGO,10,16,NA,21.62083333,2.859166667,16.97875,NA
AGO,10,17,NA,21.23,2.94375,19.87,NA
AGO,10,18,NA,21.65458333,2.020416667,22.22,NA
AGO,10,19,NA,22.08958333,2.05125,23.30375,NA
AGO,10,20,NA,21.62416667,2.059583333,22.62125,NA
AGO,10,21,NA,22.20458333,2.074166667,21.07375,NA
AGO,10,22,NA,22.79208333,2.082083333,19.66125,NA
AGO,10,23,NA,22.995,2.087916667,19.265,NA
AGO,11,0,NA,22.87125,2.087083333,17.59375,NA
AGO,11,1,NA,22.76958333,2.076666667,15.6875,NA
AGO,11,2,NA,22.42166667,2.06875,13.52625,NA
AGO,11,3,NA,22.00708333,2.060833333,11.51875,NA
AGO,11,4,NA,22.89791667,2.050416667,10.8325,NA
AGO,11,5,NA,23.05958333,2.04875,10.6925,NA
AGO,11,6,NA,23.57708333,2.116666667,10.87857143,NA
AGO,11,7,NA,25.14291667,1.824583333,8.575714286,NA
AGO,11,8,NA,26.38125,1.824583333,7.301428571,NA
AGO,11,9,NA,28.21166667,2.160833333,7.112857143,NA
AGO,11,10,NA,29.12541667,2.460416667,8.164285714,NA
AGO,11,11,NA,29.95833333,3.127083333,12.08142857,NA
AGO,11,12,NA,31.10083333,4.005833333,16.83428571,NA
AGO,11,13,NA,32.57291667,4.163333333,20.92428571,NA
AGO,11,14,NA,33.44208333,4.187916667,22.895,NA
AGO,11,15,NA,34.33916667,4.182916667,26.30875,NA
AGO,11,16,NA,34.53916667,4.09875,30.0675,NA
AGO,11,17,NA,34.33541667,3.8875,32.5725,NA
AGO,11,18,NA,33.87458333,3.6375,33.10125,NA
AGO,11,19,NA,33.97166667,3.490833333,30.63,NA
AGO,11,20,NA,34.96333333,3.453333333,27.35625,NA
AGO,11,21,NA,34.17583333,3.42125,25.06625,NA
AGO,11,22,NA,33.69166667,3.408333333,22.33,NA
AGO,11,23,NA,33.69,3.42625,21.40625,NA
AGO,12,0,NA,33.73958333,3.458333333,20.39125,NA
AGO,12,1,NA,33.94833333,3.47125,18.75625,NA
AGO,12,2,NA,34.3675,3.487083333,18.2675,NA
AGO,12,3,NA,34.72333333,3.497916667,18.17875,NA
AGO,12,4,NA,34.31583333,3.497916667,17.65125,NA
AGO,12,5,NA,34.47333333,3.5,16.57875,NA
AGO,12,6,NA,34.32916667,3.61875,14.88375,NA
AGO,12,7,NA,33.70583333,3.694166667,12.39375,NA
AGO,12,8,NA,32.84875,3.756666667,9.4625,NA
AGO,12,9,NA,32.095,4.160833333,8.47875,NA
AGO,12,10,NA,32.88125,3.949166667,7.39875,NA
AGO,12,11,NA,33.585,3.27625,8.00375,NA
AGO,12,12,NA,34.03458333,2.392083333,9.9825,NA
AGO,12,13,NA,32.7425,2.23375,13.1175,NA
AGO,12,14,NA,32.16625,2.204583333,17.18625,NA
AGO,12,15,NA,31.89958333,2.205416667,21.13125,NA
AGO,12,16,NA,32.23791667,2.209166667,25.94125,NA
AGO,12,17,NA,32.41333333,2.225,30.47875,NA
AGO,12,18,NA,33.06083333,2.225,35.1775,NA
AGO,12,19,NA,32.735,2.23625,37.04,NA
AGO,12,20,NA,32.09416667,2.240416667,36.53125,NA
AGO,12,21,NA,32.94875,2.826666667,33.67375,NA
AGO,12,22,NA,33.68125,2.964583333,30.845,NA
AGO,12,23,NA,34.945,2.962916667,28.155,NA
AGO,13,0,NA,36.16458333,2.930833333,26.1975,NA
AGO,13,1,NA,36.105,2.997083333,23.475,NA
AGO,13,2,NA,36.50208333,3.044166667,18.5425,NA
AGO,13,3,NA,37.03,3.078333333,15.75,NA
AGO,13,4,NA,37.68916667,3.09,14.405,NA
AGO,13,5,NA,38.02208333,3.094166667,14.3375,NA
AGO,13,6,NA,38.10791667,3.046666667,13.34125,NA
AGO,13,7,NA,38.27166667,3.02,12.08625,NA
AGO,13,8,NA,39.22458333,3.209583333,9.23375,NA
AGO,13,9,NA,40.25916667,2.817916667,6.17625,NA
AGO,13,10,NA,40.71958333,2.945416667,5.12875,NA
AGO,13,11,NA,40.47083333,3.021666667,5.58875,NA
AGO,13,12,NA,40.14,3.115416667,7.1575,NA
AGO,13,13,NA,40.66375,3.387916667,9.0825,NA
AGO,13,14,NA,41.3275,3.617083333,12.05375,NA
AGO,13,15,NA,41.63708333,3.750833333,15.49875,NA
AGO,13,16,NA,41.9525,3.81125,19.45375,NA
AGO,13,17,NA,42.48791667,3.87375,23.88875,NA
AGO,13,18,NA,41.87708333,3.901666667,28.44375,NA
AGO,13,19,NA,41.49,3.959166667,30.81375,NA
AGO,13,20,NA,41.10166667,4.042083333,31.005,NA
AGO,13,21,NA,41.04083333,3.4925,27.865,NA
AGO,13,22,NA,41.295,3.407916667,27.515,NA
AGO,13,23,NA,39.85583333,3.775833333,24.29875,NA
AGO,14,0,NA,39.51958333,4.024583333,21.67375,NA
AGO,14,1,NA,39.79791667,3.985833333,18.75,NA
AGO,14,2,NA,39.38583333,3.94375,15.69875,NA
AGO,14,3,NA,38.54083333,3.907083333,13.13375,NA
AGO,14,4,NA,37.73375,3.900416667,12.25375,NA
AGO,14,5,NA,37.01083333,3.894166667,14.20625,NA
AGO,14,6,NA,36.14208333,3.750416667,13.3375,NA
AGO,14,7,NA,34.71791667,3.635833333,15,NA
AGO,14,8,NA,32.6825,3.352916667,14.5575,NA
AGO,14,9,NA,30.9575,3.10125,13.7775,NA
AGO,14,10,NA,29.15208333,3.304583333,14.86125,NA
AGO,14,11,NA,29.61291667,3.98625,16.25875,NA
AGO,14,12,NA,29.55708333,4.168333333,17.075,NA
AGO,14,13,NA,29.18208333,4.03375,19.4475,NA
AGO,14,14,NA,28.30125,3.949166667,22.39625,NA
AGO,14,15,NA,28.42916667,3.910416667,25.42,NA
AGO,14,16,NA,27.46291667,4.035833333,30.04875,NA
AGO,14,17,NA,27.06875,4.403333333,36.73625,NA
AGO,14,18,NA,27.18875,4.3775,40.145,NA
AGO,14,19,NA,27.27083333,4.315416667,42.685,NA
AGO,14,20,NA,26.59083333,4.222083333,43.76125,NA
AGO,14,21,NA,26.38458333,4.184583333,41.2225,NA
AGO,14,22,NA,25.785,4.122083333,39.34,NA
AGO,14,23,NA,26.04083333,3.720416667,38.14,NA
AGO,15,0,NA,25.68458333,3.88625,35.71875,NA
AGO,15,1,NA,25.23291667,3.845833333,32.55375,NA
AGO,15,2,NA,25.32478261,3.962173913,30.21,NA
AGO,15,3,NA,25.90090909,4.102727273,27.75833333,NA
AGO,15,4,NA,26.43190476,4.26047619,NA,NA
AGO,15,5,NA,27.2495,4.44,NA,NA
AGO,15,6,NA,28.41105263,4.638421053,NA,NA
AGO,15,7,NA,29.75888889,4.858888889,NA,NA
AGO,15,8,NA,31.11333333,5.121111111,NA,NA
AGO,15,9,NA,32.10944444,6.292222222,NA,NA
AGO,15,10,NA,33.15,7.689444444,NA,NA
AGO,15,11,NA,32.68777778,8.023333333,NA,NA
AGO,15,12,NA,32.75333333,9.235,NA,NA
AGO,15,13,NA,32.05944444,11.97111111,29.86333333,NA
AGO,15,14,NA,32.47722222,12.75833333,29.86333333,NA
AGO,15,15,NA,32.86888889,16.265,29.86333333,NA
AGO,15,16,NA,33.22888889,16.64944444,31.405,NA
AGO,15,17,NA,33.16833333,17.02444444,31.41333333,NA
AGO,15,18,NA,32.91222222,18.25166667,29.74833333,NA
AGO,15,19,NA,32.31277778,19.92888889,26.7,NA
AGO,15,20,NA,32.43722222,21.91277778,19.71666667,NA
AGO,15,21,NA,31.29,21.98666667,10.115,NA
AGO,15,22,NA,30.61555556,21.99277778,9.2,NA
AGO,15,23,NA,30.56833333,25.63388889,8.17375,NA
AGO,16,0,NA,31.18388889,29.83333333,7.48,NA
AGO,16,1,NA,35.53166667,37.44444444,6.51,NA
AGO,16,2,NA,35.88842105,43.70315789,NA,NA
AGO,16,3,NA,36.853,44.8595,NA,NA
AGO,16,4,NA,36.7352381,43.0147619,NA,NA
AGO,16,5,NA,35.45909091,41.19409091,NA,NA
AGO,16,6,NA,34.41782609,39.5026087,NA,NA
AGO,16,7,NA,34.17916667,38.11333333,NA,NA
AGO,16,8,NA,36.42416667,38.31916667,NA,NA
AGO,16,9,NA,37.28791667,39.98458333,NA,NA
AGO,16,10,NA,37.78916667,39.19083333,NA,NA
AGO,16,11,NA,37.27541667,39.11583333,NA,NA
AGO,16,12,NA,37.57083333,38.84458333,NA,NA
AGO,16,13,NA,38.35083333,37.78041667,NA,NA
AGO,16,14,NA,38.15166667,37.70541667,NA,NA
AGO,16,15,NA,37.54708333,35.91458333,NA,NA
