DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
NOV,1,0,1.03,28.09458333,21.24458333,9.96125,NA
NOV,1,1,1.67,28.09875,20.46375,8.53875,NA
NOV,1,2,1.41,27.36041667,19.86041667,6.99375,NA
NOV,1,3,1.39,27.57625,18.95791667,5.98875,NA
NOV,1,4,0.81,27.13875,17.79458333,4.925,NA
NOV,1,5,1.53,27.35166667,19.08291667,3.77,NA
NOV,1,6,2.02,27.00875,19.87125,2.7675,NA
NOV,1,7,1.52,27.30083333,20.5,2.4425,NA
NOV,1,8,1.36,27.59541667,20.88625,2.03875,NA
NOV,1,9,1.38,27.87166667,20.48,1.93625,NA
NOV,1,10,1.57,28.15583333,19.19708333,2.2,NA
NOV,1,11,1.82,28.64125,18.85958333,2.68375,NA
NOV,1,12,0.85,29.08416667,18.86833333,3.485,NA
NOV,1,13,1.15,29.5675,19.03125,4.71125,NA
NOV,1,14,0.13,29.10625,19.34666667,6.83,NA
NOV,1,15,1.02,29.06541667,18.48875,8.99,NA
NOV,1,16,2.19,28.59083333,18.46833333,10.94375,NA
NOV,1,17,2.23,28.62833333,18.49583333,13.31625,NA
NOV,1,18,5.35,29.05458333,18.27958333,15.10375,NA
NOV,1,19,12.1,28.85083333,16.63916667,14.77875,0.720333333
NOV,1,20,11.79,31.57083333,16.56583333,13.825,0.809142857
NOV,1,21,6.4,35.27583333,18.07,13.01375,0.777
NOV,1,22,3.78,37.0075,20.47916667,11.6825,0.70075
NOV,1,23,2.59,36.77041667,21.94291667,10.1175,0.7195
NOV,2,0,3.46,36.26833333,21.9,8.1675,0.7345
NOV,2,1,2.69,36.2825,18.97166667,6.06125,0.72075
NOV,2,2,3.33,36.3775,20.35625,4.08625,0.66825
NOV,2,3,3.16,36.19041667,20.46791667,3.9925,0.467
NOV,2,4,3.24,36.59166667,20.46583333,4.1025,0.3095
NOV,2,5,3.16,36.71375,19.08791667,3.59375,0.24825
NOV,2,6,3.42,36.96958333,18.42125,2.8,0.20325
NOV,2,7,2.58,37.36375,17.87041667,2.1625,0.162
NOV,2,8,2.33,36.94166667,17.52916667,2.0125,0.15575
NOV,2,9,3.42,37.28208333,17.47875,1.65625,0.182
NOV,2,10,3.47,37.94333333,19.98791667,1.92375,0.217
NOV,2,11,4.8,38.82375,24.37041667,2.84375,0.2595
NOV,2,12,3.94,40.62041667,25.33541667,3.76375,0.27075
NOV,2,13,3.51,41.015,25.47583333,4.56875,0.277
NOV,2,14,1.75,41.29791667,25.62083333,5.86875,0.299142857
NOV,2,15,1.73,40.67125,26.25958333,7.26375,0.327
NOV,2,16,1.02,40.70833333,26.31208333,8.98125,NA
NOV,2,17,0.78,40.19208333,26.28416667,10.91125,NA
NOV,2,18,0.74,39.1225,26.34958333,12.475,NA
NOV,2,19,1.49,38.91416667,26.335,12.41875,NA
NOV,2,20,1.78,35.40291667,26.25375,12.01375,NA
NOV,2,21,1.44,31.74958333,24.71958333,11.67875,NA
NOV,2,22,1.86,30.26083333,21.91,10.74625,NA
NOV,2,23,2.88,30.68166667,25.79791667,9.53625,NA
NOV,3,0,2.38,32.04583333,26.54,8.2625,NA
NOV,3,1,0.92,32.41291667,26.7675,6.88625,NA
NOV,3,2,0.35,32.21125,24.62708333,5.5675,NA
NOV,3,3,0.09,31.63333333,24.39666667,5.26125,NA
NOV,3,4,0.44,31.73666667,23.79666667,5.18375,NA
NOV,3,5,0.53,30.9625,23.59416667,5.40125,NA
NOV,3,6,0.54,30.49041667,23.27916667,5.76375,NA
NOV,3,7,2.31,29.78166667,23.37791667,5.57875,NA
NOV,3,8,2.66,30.11041667,23.35541667,5.16875,NA
NOV,3,9,2.46,29.31083333,24.16916667,4.86375,NA
NOV,3,10,2.7,28.10333333,22.07791667,4.87,NA
NOV,3,11,2.28,26.25416667,18.97083333,5.03625,NA
NOV,3,12,2.93,24.59625,18.81,5.505,0.287
NOV,3,13,2.6,24.39916667,19.25125,6.16,0.252
NOV,3,14,2.69,24.26666667,19.39125,6.77375,0.2445
NOV,3,15,2,25.32291667,19.03041667,8.0825,0.277714286
NOV,3,16,1.7,25.79541667,19.1625,9.375,0.322
NOV,3,17,1.8,26.48166667,19.11083333,10.12125,NA
NOV,3,18,1.56,27.20041667,19.04541667,10.29375,NA
NOV,3,19,1.52,27.34625,19.04541667,10.26375,NA
NOV,3,20,2.84,27.99583333,20.61083333,9.63875,NA
NOV,3,21,3.2,28.87083333,24.89375,8.80625,NA
NOV,3,22,3.63,29.04666667,26.77708333,7.70625,NA
NOV,3,23,4.4,30.00166667,25.97708333,6.59375,NA
NOV,4,0,3.17,28.84333333,25.93833333,5.5175,NA
NOV,4,1,1.37,28.67708333,25.49125,5.105,NA
NOV,4,2,0.31,28.09625,25.48708333,5.115,NA
NOV,4,3,0.08,27.69,25.57625,5.06625,NA
NOV,4,4,0.08,26.91458333,26.05916667,5.165,NA
NOV,4,5,0.14,26.93875,27.83458333,4.985,NA
NOV,4,6,0.76,27.69625,28.32583333,5.0075,NA
NOV,4,7,0.5,27.37875,28.6125,4.9775,NA
NOV,4,8,1.54,26.88958333,29.34583333,4.7275,NA
NOV,4,9,1.75,27.07375,30.33166667,4.1025,NA
NOV,4,10,1.63,26.97416667,30.14041667,3.5125,NA
NOV,4,11,1.13,27.44666667,29.49,3.275,NA
NOV,4,12,0.53,27.22666667,28.97458333,3.44625,NA
