DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
FEB,1,0,8.04,52.69375,NA,15.24875,1.0495
FEB,1,1,5.84,56.26583333,NA,11.9225,1.172
FEB,1,2,4.19,58.05708333,NA,9.06125,1.17825
FEB,1,3,4.34,59.05875,NA,8.51625,1.1695
FEB,1,4,3.15,60.53166667,NA,9.475,0.952
FEB,1,5,3.85,61.855,NA,9.575,0.842
FEB,1,6,5,62.89791667,NA,9.55125,0.697
FEB,1,7,3.73,64.14041667,NA,9.64,0.4595
FEB,1,8,4.52,64.77583333,NA,9.82875,0.32075
FEB,1,9,3.76,66.35083333,NA,10.1825,0.247
FEB,1,10,2.58,68.09083333,NA,12.23625,0.2245
FEB,1,11,5.01,69.62541667,NA,15.815,0.14575
FEB,1,12,5.83,71.96875,NA,22.13375,0.12325
FEB,1,13,2.34,74.42166667,NA,29.15375,0.123428571
FEB,1,14,0.08,75.66291667,NA,35.8025,0.138666667
FEB,1,15,0.08,77.22083333,NA,40.12375,NA
FEB,1,16,0.47,78.795,NA,43.5625,NA
FEB,1,17,1.82,80.49958333,NA,46.6925,NA
FEB,1,18,8.49,83.19291667,NA,46.1825,NA
FEB,1,19,16.23,89.045,NA,41.9025,NA
FEB,1,20,15.92,97.285,NA,34.6,NA
FEB,1,21,10.31,101.6804167,NA,26.545,NA
FEB,1,22,6.28,102.7366667,NA,18.99,NA
FEB,1,23,5.23,104.7725,NA,13.545,NA
FEB,2,0,4.9,104.6675,NA,8.92,NA
FEB,2,1,1.74,101.5154167,NA,4.857142857,NA
FEB,2,2,1.86,100.0058333,NA,2.008333333,NA
FEB,2,3,5.1,99.16958333,NA,NA,NA
FEB,2,4,3.66,98.06583333,NA,NA,NA
FEB,2,5,2.39,97.15708333,NA,NA,NA
FEB,2,6,2.17,96.36625,5.855,NA,NA
FEB,2,7,1.49,95.41333333,5.657368421,NA,NA
FEB,2,8,3.62,95.85375,5.7225,NA,NA
FEB,2,9,9.32,97.07791667,6.003809524,NA,NA
FEB,2,10,13.27,99.31958333,6.018636364,NA,NA
FEB,2,11,5.12,100.2495833,5.842608696,NA,NA
FEB,2,12,1.48,98.97958333,5.652916667,NA,NA
FEB,2,13,0.6,97.2725,5.020416667,NA,NA
FEB,2,14,1.05,96.78958333,4.971666667,NA,NA
FEB,2,15,1.85,96.81291667,4.66375,NA,NA
FEB,2,16,1.34,97.12208333,4.367916667,NA,NA
FEB,2,17,2.5,97.47583333,4.123333333,NA,NA
FEB,2,18,3.59,96.54708333,3.88625,NA,NA
FEB,2,19,8.74,92.70625,3.6225,NA,NA
FEB,2,20,12.67,85.76083333,3.343333333,NA,NA
FEB,2,21,11.42,82.06291667,3.096666667,NA,NA
FEB,2,22,8.88,81.21875,2.875,NA,NA
FEB,2,23,9.37,78.43666667,2.685833333,NA,NA
FEB,3,0,10.44,76.725,2.504583333,NA,NA
FEB,3,1,9.7,77.84708333,2.574166667,NA,NA
FEB,3,2,9.06,79.27416667,2.5925,NA,NA
FEB,3,3,8.51,80.36875,2.55625,NA,NA
FEB,3,4,7.9,81.09583333,2.589583333,NA,NA
FEB,3,5,5.71,81.74875,2.589583333,NA,NA
FEB,3,6,5.63,82.16291667,2.68875,NA,NA
FEB,3,7,7.52,83.04583333,2.714166667,NA,NA
FEB,3,8,7.45,84.53416667,2.609583333,NA,NA
FEB,3,9,9.27,85.2275,2.36625,NA,NA
FEB,3,10,16.45,85.51166667,2.30875,NA,NA
FEB,3,11,12.18,86.17416667,2.329166667,NA,NA
