DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
ENE,1,0,NA,85.84043478,22.10956522,NA,NA
ENE,1,1,12.78,89.0473913,21.38869565,NA,NA
ENE,1,2,10.1,94.99173913,20.60391304,NA,NA
ENE,1,3,5.64,96.79521739,20.37695652,NA,NA
ENE,1,4,3.81,96.68043478,20.68521739,NA,NA
ENE,1,5,2.65,97.01652174,21.12217391,NA,NA
ENE,1,6,2.51,97.57304348,22.31782609,NA,NA
ENE,1,7,1.58,98.31304348,23.50434783,2.435714286,0.430571429
ENE,1,8,0.68,98.54304348,24.29956522,2.255,0.38825
ENE,1,9,2.29,97.55521739,24.69521739,2.24625,0.2645
ENE,1,10,0.24,96.93434783,25.43173913,3.2575,0.162
ENE,1,11,0.58,96.42695652,25.90782609,4.45125,0.127
ENE,1,12,0.09,95.60086957,26.46130435,6.62,0.10325
ENE,1,13,0.08,94.98913043,27.25478261,9.5125,0.08575
ENE,1,14,1.16,94.90043478,27.45478261,13.00625,0.09575
ENE,1,15,2.76,94.85391304,27.66956522,16.73875,0.12575
ENE,1,16,3.61,94.93304348,27.59695652,21.0675,0.182
ENE,1,17,4.42,94.93478261,27.96826087,25.11375,0.22325
ENE,1,18,3.76,94.62478261,27.7173913,27.6575,0.242
ENE,1,19,3.37,93.40695652,26.94391304,28.42375,0.262
ENE,1,20,2.21,90.69,26.13478261,27.92625,0.27325
ENE,1,21,2.17,87.20695652,25.37086957,26.2325,0.28575
ENE,1,22,2.19,84.54391304,26.8726087,24.01125,0.49075
ENE,1,23,4.13,83.58434783,30.17695652,21.57125,0.7595
ENE,2,0,3.18,84.40541667,32.87125,18.68875,1.062
ENE,2,1,3.7,80.67791667,35.515,16.3725,1.19325
ENE,2,2,2.53,74.33291667,38.56333333,15.24375,1.2995
ENE,2,3,2.45,70.79083333,40.55958333,14.5575,1.36325
ENE,2,4,1.14,68.92625,43.05208333,15.0125,1.43825
ENE,2,5,0.08,66.67083333,44.90333333,15.8725,1.42575
ENE,2,6,0.28,64.91958333,45.75625,16.37625,1.192
ENE,2,7,1.36,63.03208333,45.84875,16.32875,0.8795
ENE,2,8,2.29,61.645,45.82625,15.8525,0.51075
ENE,2,9,2.5,60.79875,45.715,15.44,0.33325
ENE,2,10,0.31,59.95166667,45.64666667,14.89,0.207
ENE,2,11,0.7,59.26958333,45.58791667,15.2825,0.12325
ENE,2,12,1.63,59.13625,45.54458333,15.73,0.03575
ENE,2,13,3.9,59.13041667,44.755,17.29625,0.04825
ENE,2,14,5.42,59.15333333,44.05625,20.41,0.0795
ENE,2,15,7.63,59.05416667,43.28666667,24.1275,0.22825
ENE,2,16,9.1,58.70875,42.77791667,28.15375,0.30825
ENE,2,17,8.17,58.435,41.905,31.38,0.35575
ENE,2,18,7.59,58.14708333,41.7,34.07125,0.40325
ENE,2,19,12.17,58.64083333,41.94,33.815,0.50825
ENE,2,20,12.5,59.76,42.13083333,31.8425,0.622
ENE,2,21,13.37,62.25875,42.30708333,27.89875,0.79575
ENE,2,22,8.46,65.03083333,40.24333333,23.15125,0.872
ENE,2,23,5.89,64.85541667,36.48375,19.00875,0.80575
ENE,3,0,5.56,62.97208333,32.68958333,14.81375,0.782
ENE,3,1,5.25,62.04916667,29.92958333,11.43375,0.7645
ENE,3,2,4.63,61.495,26.82,8.08625,0.742
ENE,3,3,4.67,60.83541667,24.24708333,7.21625,0.6545
ENE,3,4,2.23,60.34083333,20.96333333,7.09875,0.5495
ENE,3,5,0.46,60.6225,18.08291667,7.6475,0.37325
ENE,3,6,1.08,61.08958333,15.68583333,8.065,0.27825
ENE,3,7,2.02,61.27041667,13.84208333,7.7025,0.22325
ENE,3,8,2.3,61.36,12.59708333,7.37625,0.20575
