DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
MARZO,1,0,0.026,0.008,0.83,0.0138,51,47,20.82,1.44,212.96,30.98,622.37
MARZO,1,1,0.012,0.008,0.88,0.0212,63,27,20.02,0.73,204.54,32.73,622.34
MARZO,1,2,0.007,0.008,0.84,0.0234,55,31,18.24,1.37,279.39,35.67,622.41
MARZO,1,3,0.010,0.009,0.83,0.0221,51,34,17.72,1.01,222.79,36.18,622.32
MARZO,1,4,0.011,0.008,0.82,0.0214,50,21,17.28,1.18,224.60,36.69,622.19
MARZO,1,5,0.014,0.008,0.80,0.0170,42,22,15.67,1.03,262.43,40.26,622.25
MARZO,1,6,0.007,0.008,0.81,0.0227,36,29,14.91,0.79,289.58,42.81,622.47
MARZO,1,7,0.005,0.008,1.01,0.0223,43,26,14.77,0.51,251.62,44.23,622.71
MARZO,1,8,0.006,0.010,1.22,0.0239,78,36,14.77,1.05,198.94,44.54,623.23
MARZO,1,9,0.009,0.011,1.13,0.0281,100,39,18.00,1.14,230.25,36.39,623.74
MARZO,1,10,0.011,0.010,0.98,0.0280,100,33,19.25,1.43,256.57,34.98,624.14
MARZO,1,11,0.037,0.009,0.83,0.0126,87,28,22.19,2.85,263.53,33.96,624.12
MARZO,1,12,0.045,0.009,0.82,0.0097,76,15,24.68,2.39,239.70,27.34,623.80
MARZO,1,13,0.048,0.008,0.81,0.0081,48,12,26.35,3.39,272.44,23.08,623.17
MARZO,1,14,0.049,0.008,0.82,0.0083,38,8,27.87,3.46,262.81,21.63,622.39
MARZO,1,15,0.046,0.008,0.80,0.0071,42,5,28.77,4.25,267.09,17.17,621.62
MARZO,1,16,0.048,0.008,0.80,0.0078,61,12,29.35,4.33,265.85,16.25,620.97
MARZO,1,17,0.046,0.008,0.80,0.0077,48,8,29.54,3.96,262.70,15.53,620.65
MARZO,1,18,0.046,0.008,0.79,0.0081,38,16,28.91,3.66,264.56,16.81,620.75
MARZO,1,19,0.039,0.008,0.81,0.0119,40,25,27.47,2.76,258.97,19.44,621.04
MARZO,1,20,0.022,0.008,0.86,0.0209,41,33,24.99,2.07,256.00,23.32,621.48
MARZO,1,21,0.016,0.008,0.93,0.0247,50,37,23.73,1.80,228.13,24.57,621.99
MARZO,1,22,0.026,0.008,0.86,0.0158,62,40,22.60,2.76,223.64,26.08,622.36
MARZO,1,23,0.028,0.008,0.82,0.0110,54,23,21.61,3.01,236.80,26.76,622.59
MARZO,2,0,0.027,0.008,0.80,0.0097,36,20,20.03,2.44,243.06,30.11,622.54
MARZO,2,1,0.024,0.008,0.80,0.0119,29,17,18.68,1.53,274.21,33.11,622.39
MARZO,2,2,0.019,0.008,0.82,0.0155,29,25,17.42,1.24,298.30,34.21,622.20
MARZO,2,3,0.008,0.009,0.83,0.0223,39,26,16.73,0.95,234.69,35.49,621.93
MARZO,2,4,0.007,0.008,0.83,0.0226,45,26,15.57,0.94,220.24,38.63,621.64
MARZO,2,5,0.011,0.008,0.81,0.0209,48,24,15.21,1.47,263.58,38.68,621.35
MARZO,2,6,0.008,0.008,0.82,0.0220,40,25,13.88,1.48,280.03,42.66,621.46
MARZO,2,7,0.006,0.010,0.91,0.0216,44,25,12.81,1.02,272.45,45.79,621.61
MARZO,2,8,0.006,0.009,0.99,0.0232,69,31,13.50,1.23,268.33,44.00,621.92
MARZO,2,9,0.015,0.008,0.91,0.0179,79,23,17.04,1.80,256.66,40.41,622.12
MARZO,2,10,0.031,0.008,0.83,0.0097,63,15,19.36,2.53,250.25,38.17,622.38
MARZO,2,11,0.038,0.008,0.81,0.0082,42,14,21.66,2.63,256.86,33.67,622.29
MARZO,2,12,0.042,0.008,0.82,0.0089,41,11,23.77,3.70,241.39,27.57,621.68
MARZO,2,13,0.040,0.007,0.83,0.0088,52,8,25.87,4.38,237.01,19.99,620.74
MARZO,2,14,0.042,0.007,0.83,0.0087,66,4,27.46,4.49,242.94,19.97,619.75
