DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],PM2.5 [µg/m3],TEMP,WS,WD,HR,PBAR
SEPTIEMBRE,11,0,0.030,0.013,0.011,0.45,NA,13,19.80,2.93,90.98,51.05,626.13
SEPTIEMBRE,11,1,0.029,0.008,0.011,0.40,NA,18,18.80,2.79,102.40,56.14,626.13
SEPTIEMBRE,11,2,0.031,0.006,0.009,0.38,NA,8,18.23,2.88,93.47,59.65,626.09
SEPTIEMBRE,11,3,0.031,0.008,0.009,0.38,NA,7,17.73,2.69,96.09,63.60,625.79
SEPTIEMBRE,11,4,0.027,0.007,0.011,0.38,NA,13,16.87,2.59,120.92,68.67,625.49
SEPTIEMBRE,11,5,0.026,0.006,0.011,0.39,NA,5,16.18,2.07,127.95,72.42,625.44
SEPTIEMBRE,11,6,0.024,0.005,0.012,0.48,NA,11,15.84,2.01,104.22,73.32,625.77
SEPTIEMBRE,11,7,0.015,0.005,0.018,0.81,NA,20,15.38,1.82,82.65,74.88,626.04
SEPTIEMBRE,11,8,0.015,0.005,0.019,0.94,NA,20,16.69,1.95,102.43,70.52,626.29
SEPTIEMBRE,11,9,0.024,0.005,0.016,0.80,NA,12,19.09,2.77,110.48,62.01,626.52
SEPTIEMBRE,11,10,0.037,0.005,0.012,0.71,NA,13,21.17,3.51,100.34,53.70,626.73
SEPTIEMBRE,11,11,0.047,0.005,0.011,0.62,NA,9,23.08,4.34,80.89,43.30,626.61
SEPTIEMBRE,11,12,0.055,0.006,0.013,0.64,37,11,24.53,4.27,82.31,38.57,626.20
SEPTIEMBRE,11,13,0.061,0.007,0.012,0.60,45,9,25.80,3.61,88.15,34.52,625.64
SEPTIEMBRE,11,14,0.063,0.005,0.012,0.61,66,5,27.00,3.42,102.55,32.37,624.80
SEPTIEMBRE,11,15,0.061,0.005,0.012,0.59,39,2,28.07,3.96,105.73,29.78,624.07
SEPTIEMBRE,11,16,0.059,0.004,0.011,0.51,60,2,28.42,3.62,95.26,26.81,623.49
SEPTIEMBRE,11,17,0.057,0.004,0.012,0.57,42,6,28.90,3.03,106.55,24.98,623.27
SEPTIEMBRE,11,18,0.050,0.005,0.015,0.64,32,9,28.19,2.58,98.71,24.70,623.17
SEPTIEMBRE,11,19,0.042,0.006,0.016,0.66,38,11,28.08,1.96,90.96,23.43,623.25
SEPTIEMBRE,11,20,0.030,0.005,0.020,0.69,50,25,26.23,3.31,55.95,25.92,623.66
SEPTIEMBRE,11,21,0.038,0.046,0.014,0.83,61,21,24.79,4.55,50.07,24.42,624.24
SEPTIEMBRE,11,22,0.047,0.023,0.015,0.53,33,30,23.01,3.59,84.96,28.09,624.67
SEPTIEMBRE,11,23,0.036,0.032,0.013,0.43,85,27,22.33,4.18,69.23,30.83,624.83
SEPTIEMBRE,12,0,0.038,0.038,0.013,0.43,38,21,21.34,2.92,101.31,34.11,625.07
SEPTIEMBRE,12,1,0.034,0.006,0.011,0.41,16,7,19.07,2.09,113.41,41.07,625.30
SEPTIEMBRE,12,2,0.032,0.005,0.012,0.41,31,11,18.20,1.89,97.69,44.53,625.37
SEPTIEMBRE,12,3,0.037,0.007,0.015,0.46,27,16,17.65,1.33,77.26,48.22,625.18
SEPTIEMBRE,12,4,0.030,0.014,0.015,0.42,40,25,18.32,2.23,64.06,50.70,624.94
SEPTIEMBRE,12,5,0.035,0.010,0.018,0.45,32,20,17.20,1.57,79.18,55.67,625.01
SEPTIEMBRE,12,6,0.026,0.007,0.017,0.51,34,19,16.52,1.60,114.95,59.65,625.28
SEPTIEMBRE,12,7,0.020,0.005,0.019,0.67,20,11,15.89,1.20,116.91,61.79,625.66
SEPTIEMBRE,12,8,0.018,0.005,0.021,0.94,43,16,16.94,2.03,119.99,59.10,625.87
SEPTIEMBRE,12,9,0.026,0.005,0.017,0.76,59,16,18.97,2.33,113.02,54.48,626.01
SEPTIEMBRE,12,10,0.039,0.005,0.012,0.65,49,11,21.60,3.53,89.24,49.38,626.04
SEPTIEMBRE,12,11,0.048,0.005,0.011,0.60,46,15,23.36,3.50,76.68,41.74,625.83
SEPTIEMBRE,12,12,0.056,0.005,0.011,0.59,37,8,24.94,3.50,107.45,34.59,625.37
SEPTIEMBRE,12,13,0.060,0.005,0.011,0.54,35,7,26.46,3.10,115.89,30.34,624.68
SEPTIEMBRE,12,14,0.058,0.006,0.013,0.64,27,3,27.86,3.72,102.64,27.69,623.79
SEPTIEMBRE,12,15,0.064,0.006,0.011,0.52,41,2,29.09,3.12,147.40,24.65,623.02
SEPTIEMBRE,12,16,0.066,0.004,0.011,0.46,40,2,29.76,3.29,140.40,22.67,622.36
SEPTIEMBRE,12,17,0.069,0.004,0.012,0.48,29,5,29.88,2.98,127.79,21.64,622.17
SEPTIEMBRE,12,18,0.068,0.004,0.015,0.53,33,9,29.65,3.25,132.02,20.79,622.09
SEPTIEMBRE,12,19,0.058,0.004,0.020,0.66,37,14,28.67,2.39,159.21,20.50,622.31
SEPTIEMBRE,12,20,0.035,0.004,0.031,0.85,50,30,26.22,1.61,194.51,29.24,622.89
SEPTIEMBRE,12,21,0.038,0.005,0.015,0.57,57,24,25.68,3.38,53.53,27.81,623.55
SEPTIEMBRE,12,22,0.041,0.023,0.010,0.99,25,26,23.98,4.92,51.70,31.22,624.16
SEPTIEMBRE,12,23,0.041,0.046,0.011,0.68,35,33,22.97,5.01,63.72,34.57,624.69
SEPTIEMBRE,13,0,0.044,0.010,0.010,0.40,41,23,21.85,3.59,85.08,38.03,625.06
SEPTIEMBRE,13,1,0.037,0.007,0.011,0.39,28,18,19.49,2.53,112.95,47.22,625.40
SEPTIEMBRE,13,2,0.044,0.006,0.010,0.40,14,14,18.79,2.58,96.32,51.62,625.30
SEPTIEMBRE,13,3,0.041,0.007,0.011,0.40,38,18,17.93,2.25,97.93,55.79,625.22
SEPTIEMBRE,13,4,0.040,0.008,0.011,0.38,32,13,17.40,2.36,90.65,57.51,625.09
SEPTIEMBRE,13,5,0.041,0.012,0.012,0.41,24,19,16.98,2.13,98.57,58.16,625.18
SEPTIEMBRE,13,6,0.030,0.009,0.015,0.47,29,19,16.08,2.10,100.11,61.66,625.49
SEPTIEMBRE,13,7,0.023,0.010,0.021,0.81,38,19,15.69,1.85,100.93,63.33,625.80
SEPTIEMBRE,13,8,0.018,0.008,0.022,0.93,41,16,16.71,1.61,114.67,59.53,626.12
SEPTIEMBRE,13,9,0.026,0.017,0.019,0.80,71,12,19.52,2.04,83.17,49.98,626.25
SEPTIEMBRE,13,10,0.042,0.019,0.012,0.57,85,25,21.71,4.00,74.83,41.59,626.24
SEPTIEMBRE,13,11,0.050,0.011,0.011,0.53,49,16,23.52,3.93,80.73,33.18,626.00
SEPTIEMBRE,13,12,0.056,0.006,0.010,0.50,36,4,25.14,3.84,78.97,26.68,625.48
SEPTIEMBRE,13,13,0.062,0.005,0.011,0.55,34,3,26.61,3.24,96.94,22.30,624.64
SEPTIEMBRE,13,14,0.066,0.004,0.012,0.54,31,1,28.17,2.96,128.58,16.97,623.94
SEPTIEMBRE,13,15,0.067,0.005,0.012,0.52,40,1,29.53,2.66,139.28,14.97,623.04
SEPTIEMBRE,13,16,0.068,0.007,0.011,0.43,37,1,30.30,2.20,138.62,14.19,622.31
SEPTIEMBRE,13,17,0.068,0.005,0.011,0.39,27,1,30.33,2.77,216.36,13.72,621.89
SEPTIEMBRE,13,18,0.069,0.004,0.011,0.40,26,5,29.66,3.29,202.79,14.23,621.90
SEPTIEMBRE,13,19,0.060,0.005,0.015,0.45,32,13,27.93,2.63,241.15,19.62,622.00
SEPTIEMBRE,13,20,0.050,0.005,0.020,0.52,34,27,25.21,2.08,252.74,24.86,622.47
SEPTIEMBRE,13,21,0.032,0.005,0.029,0.76,38,22,23.45,1.35,208.47,29.83,622.91
SEPTIEMBRE,13,22,0.018,0.007,0.037,1.21,54,34,23.30,1.05,135.37,29.19,623.48
SEPTIEMBRE,13,23,0.026,0.009,0.026,0.87,95,34,22.88,1.63,163.51,28.33,623.97
SEPTIEMBRE,14,0,0.024,0.088,0.023,1.13,56,32,21.91,1.65,123.28,31.49,624.07
SEPTIEMBRE,14,1,0.028,0.010,0.018,0.45,59,30,19.91,1.50,160.98,36.85,624.40
SEPTIEMBRE,14,2,0.030,0.006,0.012,0.36,32,15,19.03,1.72,96.47,40.93,624.23
SEPTIEMBRE,14,3,0.021,0.006,0.017,0.39,28,6,17.92,1.04,147.46,46.91,624.12
SEPTIEMBRE,14,4,0.018,0.006,0.019,0.39,24,13,17.05,1.02,180.81,50.35,624.34
SEPTIEMBRE,14,5,0.020,0.005,0.017,0.37,42,15,16.34,1.66,157.00,53.26,624.35
SEPTIEMBRE,14,6,0.023,0.005,0.016,0.42,37,10,16.03,1.92,105.14,56.04,624.45
SEPTIEMBRE,14,7,0.013,0.005,0.024,0.75,35,14,15.43,1.79,87.37,59.93,624.71
SEPTIEMBRE,14,8,0.017,0.005,0.021,0.92,43,13,16.55,2.18,95.48,56.46,625.15
SEPTIEMBRE,14,9,0.022,0.005,0.020,0.88,76,9,19.05,2.14,97.73,50.96,625.31
SEPTIEMBRE,14,10,0.039,0.005,0.013,0.67,69,16,22.00,3.31,84.22,46.77,625.28
SEPTIEMBRE,14,11,0.046,0.005,0.011,0.57,46,7,23.85,2.75,96.64,40.28,625.12
SEPTIEMBRE,14,12,0.049,0.005,0.011,0.54,26,7,25.47,3.04,106.97,33.22,624.73
SEPTIEMBRE,14,13,0.052,0.005,0.012,0.58,43,2,27.23,3.16,117.43,25.86,624.13
SEPTIEMBRE,14,14,0.056,0.005,0.013,0.60,32,0,28.64,3.45,122.51,23.58,623.46
SEPTIEMBRE,14,15,0.060,0.004,0.011,0.47,39,NA,29.90,3.60,130.21,19.99,622.76
SEPTIEMBRE,14,16,0.064,0.004,0.011,0.47,48,NA,30.69,2.86,138.29,19.64,622.05
SEPTIEMBRE,14,17,0.066,0.004,0.012,0.45,33,2,31.15,2.45,166.88,20.49,621.48
SEPTIEMBRE,14,18,0.066,0.004,0.011,0.41,31,1,30.79,2.51,204.56,21.93,621.24
SEPTIEMBRE,14,19,0.062,0.005,0.014,0.43,30,16,28.71,2.71,235.69,24.84,621.47
SEPTIEMBRE,14,20,0.047,0.005,0.021,0.56,61,30,26.07,1.74,255.06,29.56,621.94
SEPTIEMBRE,14,21,0.035,0.005,0.028,0.75,50,25,25.01,1.44,218.58,31.33,622.65
SEPTIEMBRE,14,22,0.027,0.006,0.030,0.85,54,31,25.50,1.77,95.89,30.04,623.20
SEPTIEMBRE,14,23,0.025,0.008,0.020,0.63,48,20,24.35,1.87,125.03,37.00,623.64
SEPTIEMBRE,15,0,0.027,0.006,0.015,0.54,45,30,22.16,2.57,104.97,51.45,624.13
SEPTIEMBRE,15,1,0.024,0.005,0.015,0.48,44,27,21.57,2.21,104.76,56.35,624.18
SEPTIEMBRE,15,2,0.030,0.006,0.010,0.41,36,16,21.03,2.44,78.21,57.57,624.00
SEPTIEMBRE,15,3,0.024,0.006,0.011,0.36,30,11,21.14,2.64,63.04,59.96,623.81
SEPTIEMBRE,15,4,0.024,0.006,0.011,0.36,25,13,19.70,2.53,94.48,65.41,623.65
SEPTIEMBRE,15,5,0.018,0.006,0.014,0.40,25,16,18.20,1.64,91.96,72.09,623.66
SEPTIEMBRE,15,6,0.015,0.006,0.015,0.44,32,18,17.65,1.64,112.57,75.72,623.86
SEPTIEMBRE,15,7,0.012,0.006,0.017,0.75,27,13,17.31,1.98,98.03,79.44,624.18
SEPTIEMBRE,15,8,0.015,0.005,0.015,0.84,30,13,18.44,3.02,93.39,76.22,624.49
SEPTIEMBRE,15,9,0.024,0.005,0.012,0.70,72,9,21.18,4.11,76.20,65.33,624.89
SEPTIEMBRE,15,10,0.031,0.006,0.010,0.58,66,15,23.33,4.91,70.27,53.36,625.13
SEPTIEMBRE,15,11,0.036,0.007,0.010,0.60,60,9,24.54,4.52,78.61,49.09,625.15
SEPTIEMBRE,15,12,0.041,0.009,0.011,0.59,42,11,25.19,4.00,66.32,47.50,624.86
SEPTIEMBRE,15,13,0.049,0.011,0.012,0.62,44,6,26.53,4.10,91.09,42.32,624.37
SEPTIEMBRE,15,14,0.057,0.008,0.012,0.58,48,1,28.04,3.60,106.66,38.03,623.76
SEPTIEMBRE,15,15,0.062,0.006,0.011,0.53,49,4,29.27,3.08,112.39,33.71,623.02
SEPTIEMBRE,15,16,0.062,0.006,0.010,0.43,57,4,30.50,2.59,129.97,27.85,622.12
SEPTIEMBRE,15,17,0.054,0.005,0.012,0.54,35,5,31.29,2.78,105.39,24.23,621.61
SEPTIEMBRE,15,18,0.051,0.021,0.013,0.67,34,18,30.45,3.37,93.34,26.66,621.65
SEPTIEMBRE,15,19,0.045,0.008,0.012,0.48,74,34,28.82,2.20,224.74,27.70,621.84
SEPTIEMBRE,15,20,0.027,0.008,0.023,0.81,49,40,27.51,2.06,147.01,32.53,622.48
SEPTIEMBRE,15,21,0.034,0.007,0.014,0.61,48,39,24.68,3.77,126.57,52.25,623.46
SEPTIEMBRE,15,22,0.032,0.006,0.013,0.62,48,45,23.55,3.01,101.12,55.68,624.16
SEPTIEMBRE,15,23,0.030,0.005,0.015,0.65,80,51,23.45,2.46,111.00,53.50,624.68
SEPTIEMBRE,16,0,0.021,0.008,0.015,0.56,43,33,22.47,2.90,100.36,51.49,624.86
SEPTIEMBRE,16,1,0.028,0.007,0.013,0.56,46,24,21.57,2.45,121.76,54.69,624.88
SEPTIEMBRE,16,2,0.025,0.006,0.013,0.52,33,18,21.19,2.58,110.04,56.42,624.64
SEPTIEMBRE,16,3,0.022,0.006,0.013,0.50,42,20,20.37,2.46,99.98,59.83,624.42
SEPTIEMBRE,16,4,0.023,0.005,0.011,0.42,29,22,19.61,2.30,104.28,63.06,624.34
SEPTIEMBRE,16,5,0.020,0.005,0.011,0.40,39,15,18.74,2.17,107.14,69.80,624.33
SEPTIEMBRE,16,6,0.019,0.005,0.011,0.42,28,16,18.21,1.64,116.58,74.06,624.71
SEPTIEMBRE,16,7,0.018,0.005,0.012,0.48,27,18,18.23,2.41,106.23,73.81,624.91
SEPTIEMBRE,16,8,0.020,0.005,0.011,0.55,32,14,19.23,2.74,91.32,69.74,625.14
SEPTIEMBRE,16,9,0.028,0.005,0.009,0.55,38,15,21.22,3.86,83.66,61.99,625.59
SEPTIEMBRE,16,10,0.033,0.005,0.009,0.56,23,12,23.02,4.59,85.84,55.28,625.77
SEPTIEMBRE,16,11,0.038,0.005,0.009,0.58,46,14,24.31,4.15,86.11,49.70,625.67
SEPTIEMBRE,16,12,0.044,0.005,0.010,0.63,40,10,25.83,3.65,103.51,43.34,625.31
SEPTIEMBRE,16,13,0.049,0.005,0.010,0.57,36,10,27.15,3.31,92.60,38.70,624.80
SEPTIEMBRE,16,14,0.051,0.006,0.010,0.51,35,5,28.52,3.17,101.48,34.51,623.97
SEPTIEMBRE,16,15,0.052,0.005,0.009,0.48,40,4,29.74,2.79,105.78,28.97,622.95
SEPTIEMBRE,16,16,0.054,0.011,0.010,0.47,35,4,31.07,2.29,131.79,26.96,622.08
SEPTIEMBRE,16,17,0.057,0.014,0.008,0.38,30,8,30.80,1.79,181.58,26.89,621.64
SEPTIEMBRE,16,18,0.049,0.012,0.010,0.48,24,9,30.44,3.08,98.89,27.65,621.53
SEPTIEMBRE,16,19,0.041,0.006,0.015,0.58,40,33,28.28,2.39,97.15,31.38,622.00
SEPTIEMBRE,16,20,0.030,0.005,0.020,0.79,48,25,27.38,1.42,115.85,32.35,622.41
SEPTIEMBRE,16,21,0.027,0.005,0.019,0.64,46,34,26.20,1.76,199.49,35.94,623.30
SEPTIEMBRE,16,22,0.034,0.005,0.013,0.49,54,36,23.33,3.48,167.59,54.51,624.26
SEPTIEMBRE,16,23,0.035,0.005,0.009,0.43,40,46,19.13,4.31,143.60,84.27,625.29
SEPTIEMBRE,17,0,0.032,0.004,0.009,0.45,31,30,17.94,2.03,162.16,92.86,625.75
SEPTIEMBRE,17,1,0.036,0.004,0.010,0.44,15,26,17.81,1.45,164.91,92.55,625.71
SEPTIEMBRE,17,2,0.034,0.004,0.009,0.41,14,15,17.84,1.62,177.74,92.04,625.58
SEPTIEMBRE,17,3,0.031,0.004,0.007,0.37,29,14,17.44,1.70,272.67,92.67,625.43
SEPTIEMBRE,17,4,0.031,0.004,0.007,0.36,11,10,17.07,1.96,294.43,93.73,625.09
SEPTIEMBRE,17,5,0.026,0.004,0.009,0.40,8,11,17.38,1.75,290.62,93.87,624.93
SEPTIEMBRE,17,6,0.026,0.004,0.009,0.39,20,17,17.05,1.68,228.74,93.97,625.07
SEPTIEMBRE,17,7,0.027,0.004,0.008,0.41,20,12,17.02,1.63,204.91,92.92,625.34
SEPTIEMBRE,17,8,0.032,0.004,0.008,0.44,12,10,17.22,1.54,263.57,90.43,625.75
SEPTIEMBRE,17,9,0.030,0.004,0.008,0.48,14,6,19.19,1.81,283.57,83.18,625.96
SEPTIEMBRE,17,10,0.035,0.004,0.011,0.74,24,14,21.64,1.47,193.43,70.71,625.89
SEPTIEMBRE,17,11,0.036,0.005,0.010,0.60,47,25,22.63,2.68,131.90,63.48,625.91
SEPTIEMBRE,17,12,0.040,0.005,0.010,0.67,29,16,24.25,3.12,119.67,54.80,625.66
SEPTIEMBRE,17,13,0.049,0.006,0.009,0.53,31,17,25.53,2.26,133.08,49.51,625.33
SEPTIEMBRE,17,14,0.052,0.006,0.009,0.49,36,12,26.51,2.67,197.43,47.09,624.73
SEPTIEMBRE,17,15,0.054,0.006,0.009,0.49,45,9,27.42,2.22,193.12,43.49,623.76
SEPTIEMBRE,17,16,0.055,0.006,0.009,0.43,44,13,27.92,2.74,221.97,41.40,623.00
SEPTIEMBRE,17,17,0.053,0.006,0.009,0.41,28,16,27.72,3.85,218.06,42.87,622.78
SEPTIEMBRE,17,18,0.104,0.006,0.008,0.52,24,38,21.09,5.66,144.40,71.18,623.82
SEPTIEMBRE,17,19,0.043,0.005,0.010,0.42,26,60,16.50,4.60,184.66,94.41,624.66
SEPTIEMBRE,17,20,0.039,0.004,0.011,0.54,14,27,17.51,2.18,211.78,87.24,624.73
SEPTIEMBRE,17,21,0.030,0.003,0.014,0.63,16,30,17.93,1.64,253.19,86.15,625.20
SEPTIEMBRE,17,22,0.027,0.003,0.015,0.63,22,22,17.97,1.73,206.17,86.05,625.92
SEPTIEMBRE,17,23,0.023,0.003,0.014,0.66,23,25,17.89,2.58,98.53,87.10,626.27
SEPTIEMBRE,18,0,0.029,0.003,0.010,0.48,32,21,17.36,2.97,85.06,91.25,626.30
SEPTIEMBRE,18,1,0.030,0.003,0.009,0.41,26,25,17.24,3.28,86.83,92.56,626.01
SEPTIEMBRE,18,2,0.030,0.003,0.009,0.39,24,21,17.28,2.36,90.09,92.09,625.59
SEPTIEMBRE,18,3,0.030,0.003,0.009,0.40,25,19,17.10,2.31,98.87,91.98,625.39
SEPTIEMBRE,18,4,0.024,0.003,0.011,0.42,23,21,17.09,1.99,89.56,93.25,625.25
SEPTIEMBRE,18,5,0.019,0.003,0.013,0.39,29,21,17.23,1.94,98.69,92.59,625.23
SEPTIEMBRE,18,6,0.016,0.003,0.014,0.45,17,16,17.10,1.07,96.23,92.29,625.29
SEPTIEMBRE,18,7,0.013,0.003,0.016,0.78,14,13,17.16,1.36,79.66,91.48,625.49
SEPTIEMBRE,18,8,0.013,0.003,0.017,0.91,33,15,18.26,1.43,76.42,86.54,625.98
SEPTIEMBRE,18,9,0.020,0.003,0.015,0.81,31,16,21.01,1.22,143.79,72.56,626.07
SEPTIEMBRE,18,10,0.029,0.004,0.011,0.59,35,18,21.81,3.59,83.33,65.05,626.05
SEPTIEMBRE,18,11,0.033,0.005,0.010,0.58,40,12,22.50,4.13,84.43,60.43,626.04
SEPTIEMBRE,18,12,0.037,0.005,0.010,0.58,40,12,23.63,3.99,85.94,55.89,625.79
SEPTIEMBRE,18,13,0.041,0.005,0.010,0.57,39,8,24.97,3.00,92.96,49.19,625.08
SEPTIEMBRE,18,14,0.045,0.004,0.010,0.59,45,5,26.24,2.68,115.29,44.86,624.40
SEPTIEMBRE,18,15,0.047,0.005,0.010,0.54,40,4,26.52,2.11,197.18,43.16,623.84
SEPTIEMBRE,18,16,0.049,0.015,0.013,0.68,46,5,27.61,1.93,143.42,39.99,623.24
SEPTIEMBRE,18,17,0.046,0.025,0.014,0.70,60,14,27.82,2.17,136.36,39.65,622.92
SEPTIEMBRE,18,18,0.036,0.013,0.014,0.64,53,25,26.27,3.19,75.04,44.69,622.86
SEPTIEMBRE,18,19,0.027,0.007,0.019,0.80,47,16,24.87,2.66,107.73,51.09,623.07
SEPTIEMBRE,18,20,0.018,0.005,0.024,1.13,52,29,23.65,1.54,126.97,56.57,623.48
SEPTIEMBRE,18,21,0.015,0.004,0.025,0.96,70,28,23.03,1.08,143.70,58.44,623.90
SEPTIEMBRE,18,22,0.015,0.005,0.021,0.86,60,36,22.62,1.99,81.61,57.58,624.44
SEPTIEMBRE,18,23,0.018,0.005,0.014,0.55,71,35,20.58,2.51,84.75,63.97,624.76
SEPTIEMBRE,19,0,0.021,0.005,0.013,0.42,32,15,20.00,3.31,81.51,67.06,624.75
SEPTIEMBRE,19,1,0.022,0.006,0.011,0.36,35,18,18.96,2.54,78.55,69.87,624.74
SEPTIEMBRE,19,2,0.024,0.005,0.010,0.36,16,13,18.20,2.00,89.02,73.82,624.80
SEPTIEMBRE,19,3,0.021,0.004,0.012,0.34,17,7,17.47,1.90,88.81,77.74,624.59
SEPTIEMBRE,19,4,0.024,0.008,0.010,0.45,24,12,17.70,1.05,117.34,77.22,624.59
SEPTIEMBRE,19,5,0.016,0.009,0.014,0.35,10,16,16.68,1.33,153.64,81.56,624.50
SEPTIEMBRE,19,6,0.018,0.006,0.013,0.40,28,11,16.21,1.39,99.95,82.68,624.39
SEPTIEMBRE,19,7,0.014,0.005,0.016,0.74,23,12,15.79,1.77,104.23,84.86,624.55
SEPTIEMBRE,19,8,0.014,0.005,0.016,0.85,62,18,17.23,1.43,99.34,78.46,624.92
SEPTIEMBRE,19,9,0.021,0.004,0.014,0.68,73,10,19.79,1.44,115.85,68.06,625.14
SEPTIEMBRE,19,10,0.030,0.004,0.011,0.64,72,15,21.63,2.44,85.94,61.78,625.10
SEPTIEMBRE,19,11,0.038,0.004,0.010,0.56,50,11,22.98,2.80,97.55,57.32,624.85
SEPTIEMBRE,19,12,0.043,0.004,0.010,0.57,35,9,24.74,2.84,124.04,50.49,624.44
SEPTIEMBRE,19,13,0.046,0.004,0.010,0.56,36,6,26.15,3.08,129.34,45.23,623.88
SEPTIEMBRE,19,14,0.051,0.004,0.011,0.60,37,6,27.28,2.89,138.47,41.51,623.28
SEPTIEMBRE,19,15,0.058,0.004,0.012,0.56,41,6,28.37,2.58,121.16,38.13,622.53
SEPTIEMBRE,19,16,0.064,0.004,0.010,0.47,43,8,29.41,2.26,180.99,36.28,621.88
SEPTIEMBRE,19,17,0.063,0.005,0.012,0.55,31,7,29.70,2.11,161.63,35.56,621.54
SEPTIEMBRE,19,18,0.063,0.004,0.010,0.46,33,16,28.82,2.77,231.16,37.40,621.45
SEPTIEMBRE,19,19,0.056,0.004,0.013,0.48,34,23,27.18,2.23,268.25,43.41,621.69
SEPTIEMBRE,19,20,0.037,0.004,0.023,0.73,26,32,25.59,1.73,256.92,49.48,621.92
SEPTIEMBRE,19,21,0.032,0.004,0.023,0.69,51,27,24.54,1.56,180.45,53.80,622.51
SEPTIEMBRE,19,22,0.036,0.005,0.014,0.59,40,31,24.79,3.00,66.61,47.12,623.25
SEPTIEMBRE,19,23,0.025,0.004,0.018,0.58,33,26,22.68,3.08,107.00,58.21,623.58
SEPTIEMBRE,20,0,0.020,0.004,0.017,0.52,45,35,21.21,2.31,86.25,63.91,623.94
SEPTIEMBRE,20,1,0.028,0.004,0.011,0.41,42,8,20.39,3.32,78.14,67.29,624.06
SEPTIEMBRE,20,2,0.023,0.004,0.015,0.39,23,NA,20.29,3.53,78.94,67.68,624.04
SEPTIEMBRE,20,3,0.026,0.006,0.013,0.36,36,NA,19.81,2.58,87.78,67.92,623.84
SEPTIEMBRE,20,4,0.027,0.006,0.012,0.36,19,NA,18.84,2.63,92.96,70.53,623.61
SEPTIEMBRE,20,5,0.025,0.005,0.011,0.38,16,NA,17.65,2.42,99.26,76.68,623.58
SEPTIEMBRE,20,6,0.020,0.004,0.014,0.44,21,NA,17.22,2.10,94.30,79.12,623.82
SEPTIEMBRE,20,7,0.012,0.004,0.019,0.78,32,NA,16.56,2.71,91.05,82.41,624.10
SEPTIEMBRE,20,8,0.014,0.004,0.018,0.94,68,NA,17.56,2.26,101.92,77.75,624.41
SEPTIEMBRE,20,9,0.024,0.004,0.015,0.80,86,NA,19.87,3.13,102.27,68.46,624.82
SEPTIEMBRE,20,10,0.035,0.004,0.012,0.66,59,NA,22.16,2.93,101.14,58.86,624.90
SEPTIEMBRE,20,11,0.044,0.004,0.011,0.58,39,NA,23.99,2.77,105.23,51.23,624.83
SEPTIEMBRE,20,12,0.054,0.004,0.009,0.50,41,NA,25.62,1.96,133.71,41.75,624.36
SEPTIEMBRE,20,13,0.059,0.004,0.011,0.54,33,NA,27.32,2.17,147.91,36.43,623.67
SEPTIEMBRE,20,14,0.053,0.004,0.011,0.59,33,NA,28.67,2.83,133.10,28.81,622.98
SEPTIEMBRE,20,15,0.058,0.004,0.010,0.42,43,NA,29.50,2.19,170.14,29.67,622.34
SEPTIEMBRE,20,16,0.059,0.004,0.009,0.33,45,NA,29.88,2.70,236.15,29.84,621.81
SEPTIEMBRE,20,17,0.060,0.004,0.008,0.33,26,NA,29.94,3.09,248.96,29.48,621.57
SEPTIEMBRE,20,18,0.060,0.004,0.008,0.34,28,NA,29.54,2.78,251.22,29.40,621.47
SEPTIEMBRE,20,19,0.051,0.004,0.015,0.46,22,NA,28.20,2.07,260.68,32.51,621.59
SEPTIEMBRE,20,20,0.032,0.004,0.026,0.69,30,NA,26.68,1.27,264.26,36.38,621.78
SEPTIEMBRE,20,21,0.022,0.005,0.031,0.81,62,NA,25.67,1.64,164.85,38.68,622.23
SEPTIEMBRE,20,22,0.036,0.005,0.015,0.54,58,NA,25.43,3.03,54.49,34.80,622.86
SEPTIEMBRE,20,23,0.027,0.005,0.016,0.56,39,NA,23.45,2.82,101.09,39.67,623.47
SEPTIEMBRE,21,0,0.023,0.004,0.018,0.49,44,NA,22.30,2.38,121.50,41.21,623.76
SEPTIEMBRE,21,1,0.025,0.005,0.016,0.41,42,NA,20.90,3.22,87.53,43.57,623.90
SEPTIEMBRE,21,2,0.029,0.007,0.013,0.37,35,NA,20.55,2.78,82.43,45.01,623.93
SEPTIEMBRE,21,3,0.029,0.006,0.013,0.37,15,NA,19.70,1.78,122.70,49.78,624.05
SEPTIEMBRE,21,4,0.028,0.004,0.012,0.36,24,NA,18.58,1.12,126.80,53.04,624.07
SEPTIEMBRE,21,5,0.023,0.004,0.014,0.35,22,NA,17.02,1.90,125.24,57.47,624.13
SEPTIEMBRE,21,6,0.022,0.004,0.015,0.42,34,NA,16.07,2.29,102.68,63.18,624.49
SEPTIEMBRE,21,7,0.013,0.004,0.020,0.76,23,NA,15.47,2.27,101.72,71.48,624.97
SEPTIEMBRE,21,8,0.015,0.004,0.020,0.96,53,NA,16.87,2.50,93.29,66.02,625.17
SEPTIEMBRE,21,9,0.024,0.004,0.017,0.91,91,NA,19.53,2.93,95.50,56.46,625.36
