DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,
JULIO,23,21,0.022,0.028,0.501,0.012,92,31,25.92,4.00,65.10,35.78,624.93,
JULIO,23,22,0.026,0.024,0.400,0.009,42,34,24.92,5.26,65.34,37.01,625.74,
JULIO,23,23,0.025,0.027,0.406,0.010,49,24,23.76,4.02,69.37,39.78,626.23,
JULIO,24,0,0.022,0.059,0.382,0.012,35,27,22.88,3.21,72.97,43.26,626.35,
JULIO,24,1,0.023,0.020,0.353,0.010,42,22,21.83,3.36,87.75,49.00,626.65,
JULIO,24,2,0.023,0.016,0.340,0.010,23,15,21.20,3.08,84.86,54.13,626.28,
JULIO,24,3,0.022,0.016,0.333,0.009,29,19,20.60,3.29,80.15,58.21,626.05,
JULIO,24,4,0.020,0.011,0.338,0.009,28,13,19.78,2.23,86.74,62.94,626.20,
JULIO,24,5,0.022,0.009,0.350,0.008,17,17,19.77,2.37,78.12,64.10,626.45,
JULIO,24,6,0.019,0.008,0.394,0.010,38,17,19.27,2.76,82.39,65.95,626.69,
JULIO,24,7,0.015,0.007,0.511,0.013,26,10,18.94,2.50,80.09,67.46,626.79,
JULIO,24,8,0.016,0.007,0.591,0.013,37,16,19.54,2.96,85.07,64.14,627.02,
JULIO,24,9,0.024,0.007,0.558,0.010,41,9,21.20,3.86,82.92,57.29,627.23,
JULIO,24,10,0.028,0.007,0.530,0.009,35,10,22.33,4.49,88.55,52.26,627.27,
JULIO,24,11,0.031,0.007,0.517,0.009,42,9,23.20,4.40,83.32,46.96,627.01,
JULIO,24,12,0.036,0.006,0.571,0.009,98,8,25.15,4.38,94.10,40.13,626.93,
JULIO,24,13,0.040,0.006,0.520,0.009,187,12,26.51,4.32,69.72,37.02,626.58,
JULIO,24,14,0.043,0.007,0.545,0.010,62,3,27.59,4.23,79.16,34.63,625.99,
JULIO,24,15,0.041,0.009,0.538,0.010,48,1,28.65,4.29,65.76,31.51,625.21,
JULIO,24,16,0.037,0.016,0.516,0.010,54,8,28.41,4.09,59.19,32.09,624.86,
JULIO,24,17,0.033,0.023,0.633,0.010,54,8,28.07,4.23,65.25,32.95,624.72,
JULIO,24,18,0.031,0.036,0.610,0.009,41,8,27.81,5.10,54.32,34.17,624.68,
JULIO,24,19,0.027,0.039,0.643,0.010,57,13,27.12,4.34,64.18,35.48,624.81,
JULIO,24,20,0.024,0.043,0.637,0.012,128,24,26.31,3.93,57.62,36.14,625.32,
JULIO,24,21,0.023,0.088,0.775,0.011,55,32,25.03,4.66,50.21,42.51,625.93,
JULIO,24,22,0.025,0.066,0.739,0.010,40,30,23.46,4.94,59.23,48.59,626.52,
JULIO,24,23,0.024,0.055,0.534,0.010,42,29,22.55,3.78,63.72,52.90,626.96,
JULIO,25,0,0.024,0.018,0.386,0.009,31,26,21.37,4.00,77.38,58.93,627.32,
JULIO,25,1,0.027,0.012,0.359,0.008,20,7,21.11,4.45,81.45,61.26,627.16,
JULIO,25,2,0.034,0.009,0.333,0.006,23,10,20.22,4.83,81.48,61.11,626.84,
JULIO,25,3,0.031,0.009,0.325,0.008,22,4,19.71,3.39,88.29,62.83,626.48,
JULIO,25,4,0.027,0.009,0.325,0.010,5,5,19.44,3.01,80.07,63.88,626.30,
JULIO,25,5,0.023,0.013,0.347,0.011,25,11,18.84,2.57,94.47,67.32,626.36,
JULIO,25,6,0.021,0.009,0.407,0.011,16,9,18.45,2.82,89.69,69.74,626.69,
JULIO,25,7,0.019,0.008,0.486,0.013,19,7,18.55,2.57,87.87,69.47,627.20,
JULIO,25,8,0.017,0.007,0.616,0.013,27,10,18.93,2.80,82.81,68.84,627.71,
JULIO,25,9,0.016,0.007,0.686,0.012,41,11,18.85,2.90,87.48,73.21,627.92,
JULIO,25,10,0.021,0.007,0.628,0.010,21,7,20.16,3.87,86.84,70.82,627.91,
JULIO,25,11,0.028,0.006,0.564,0.009,32,5,21.92,4.65,78.30,61.89,627.90,
JULIO,25,12,0.031,0.006,0.596,0.010,34,11,22.92,4.17,84.37,57.90,627.64,
JULIO,25,13,0.038,0.007,0.560,0.010,51,7,24.74,3.95,77.23,50.64,627.04,
JULIO,25,14,0.039,0.009,0.590,0.011,95,16,25.39,3.93,73.68,47.81,626.47,
JULIO,25,15,0.041,0.009,0.599,0.011,111,12,25.22,4.90,108.43,48.49,626.17,
JULIO,25,16,0.037,0.008,0.491,0.009,45,20,22.99,6.70,160.45,56.88,626.11,
JULIO,25,17,0.034,0.007,0.541,0.009,28,8,22.87,4.58,160.62,59.51,625.94,
JULIO,25,18,0.034,0.006,0.548,0.010,24,7,23.02,3.17,128.36,57.31,626.06,
JULIO,25,19,0.033,0.006,0.598,0.011,19,18,22.01,2.15,85.88,60.61,626.28,
JULIO,25,20,0.023,0.006,0.691,0.014,28,20,21.02,2.61,82.96,70.01,626.76,
JULIO,25,21,0.026,0.006,0.655,0.013,38,18,20.43,3.28,77.47,71.46,627.72,
JULIO,25,22,0.021,0.006,0.620,0.014,34,26,19.89,3.09,84.59,71.59,628.09,
JULIO,25,23,0.027,0.007,0.485,0.013,46,17,19.37,3.68,65.72,70.67,628.23,
JULIO,26,0,0.030,0.010,0.418,0.010,31,17,18.77,3.79,72.49,75.08,628.31,
JULIO,26,1,0.036,0.009,0.387,0.009,25,14,18.28,3.69,88.48,75.15,628.25,
JULIO,26,2,0.038,0.008,0.373,0.008,21,10,18.06,2.99,89.52,75.42,627.82,
JULIO,26,3,0.034,0.007,0.388,0.009,12,10,17.94,2.47,106.71,76.43,627.55,
JULIO,26,4,0.031,0.007,0.403,0.010,14,8,17.88,2.37,84.54,77.45,627.28,
JULIO,26,5,0.026,0.006,0.410,0.011,19,13,17.70,2.58,84.29,79.55,627.09,
JULIO,26,6,0.019,0.006,0.456,0.013,18,14,17.61,2.73,96.91,81.61,627.05,
JULIO,26,7,0.016,0.006,0.568,0.014,25,15,17.76,2.32,111.12,81.16,627.21,
JULIO,26,8,0.013,0.006,0.693,0.015,28,13,18.19,2.78,108.54,80.54,627.28,
JULIO,26,9,0.017,0.006,0.721,0.014,42,15,19.43,3.12,103.94,75.21,627.47,
JULIO,26,10,0.024,0.006,0.671,0.011,45,13,21.08,3.47,87.42,66.95,627.56,
JULIO,26,11,0.029,0.006,0.572,0.010,112,14,22.27,3.70,78.56,61.97,627.52,
JULIO,26,12,0.038,0.006,0.596,0.009,44,11,23.89,3.36,85.66,55.61,627.21,
JULIO,26,13,0.044,0.006,0.573,0.010,58,10,24.70,3.62,97.05,51.39,626.86,
JULIO,26,14,0.049,0.006,0.587,0.011,35,11,25.77,3.27,122.22,47.99,626.25,
JULIO,26,15,0.054,0.006,0.544,0.010,46,4,27.20,3.34,156.60,43.01,625.39,
JULIO,26,16,0.052,0.006,0.413,0.009,113,9,25.99,2.60,248.69,45.19,624.90,
JULIO,26,17,0.050,0.007,0.422,0.010,76,18,24.76,3.59,276.21,49.14,624.64,
JULIO,26,18,0.051,0.007,0.435,0.009,70,16,23.84,4.34,172.44,48.58,624.87,
JULIO,26,19,0.044,0.006,0.505,0.011,118,39,18.66,4.45,82.43,71.56,625.43,
JULIO,26,20,0.036,0.006,0.722,0.017,20,16,19.38,2.22,111.48,69.06,625.45,
JULIO,26,21,0.028,0.006,0.705,0.019,19,13,19.20,2.51,156.94,72.24,626.03,
JULIO,26,22,0.036,0.006,0.484,0.011,21,18,18.23,4.54,154.49,77.48,626.88,
JULIO,26,23,0.037,0.006,0.449,0.010,24,9,17.58,3.22,159.79,77.50,627.26,
JULIO,27,0,0.031,0.006,0.441,0.012,16,4,17.73,1.35,63.19,75.51,627.22,
JULIO,27,1,0.026,0.006,0.432,0.013,20,4,17.62,1.25,113.05,76.41,626.99,
JULIO,27,2,0.030,0.006,0.387,0.010,20,7,17.38,1.48,88.79,75.32,626.50,
JULIO,27,3,0.022,0.006,0.412,0.015,14,13,17.09,1.38,98.11,78.21,626.33,
JULIO,27,4,0.021,0.006,0.401,0.014,25,16,16.66,0.72,158.63,80.03,626.31,
JULIO,27,5,0.028,0.006,0.369,0.011,15,7,16.51,1.38,133.16,78.18,626.29,
JULIO,27,6,0.018,0.006,0.447,0.015,20,9,16.35,1.17,94.42,80.43,626.36,
JULIO,27,7,0.010,0.006,0.657,0.019,23,15,16.22,1.62,114.84,82.84,626.61,
JULIO,27,8,0.011,0.006,0.657,0.016,39,16,16.90,1.97,104.51,79.79,627.13,
JULIO,27,9,0.016,0.006,0.720,0.014,40,13,19.07,2.55,93.22,69.71,627.32,
JULIO,27,10,0.030,0.006,0.544,0.010,53,19,20.80,3.29,82.90,63.51,627.49,
JULIO,27,11,0.036,0.006,0.585,0.010,42,16,22.43,3.26,95.83,57.47,627.50,
JULIO,27,12,0.042,0.006,0.532,0.009,55,10,23.86,3.06,78.92,51.51,627.27,
JULIO,27,13,0.046,0.007,0.514,0.009,269,18,25.03,2.66,103.85,44.36,626.77,
JULIO,27,14,0.052,0.009,0.493,0.010,167,11,26.03,2.39,132.21,40.35,626.05,
JULIO,27,15,0.055,0.017,0.467,0.010,38,5,27.27,2.35,152.27,36.51,625.21,
JULIO,27,16,0.053,0.016,0.431,0.009,79,3,28.07,2.49,138.81,31.26,624.48,
JULIO,27,17,0.050,0.009,0.499,0.010,40,7,28.71,3.54,104.26,27.49,623.91,
JULIO,27,18,0.046,0.006,0.539,0.011,73,21,28.58,4.20,87.38,24.89,623.73,
JULIO,27,19,0.038,0.006,0.692,0.016,226,29,27.69,3.07,102.38,27.03,623.83,
JULIO,27,20,0.038,0.006,0.564,0.012,70,38,24.17,5.93,109.56,40.96,624.96,
JULIO,27,21,0.041,0.006,0.567,0.012,114,31,21.09,3.81,109.75,47.81,625.77,
JULIO,27,22,0.031,0.006,0.606,0.015,24,24,19.99,2.27,115.66,56.46,626.23,
JULIO,27,23,0.027,0.006,0.559,0.015,38,17,19.15,3.09,103.71,62.52,626.64,
JULIO,28,0,0.023,0.006,0.524,0.016,31,21,18.64,2.79,93.51,62.79,626.84,
JULIO,28,1,0.021,0.006,0.438,0.015,33,11,17.70,2.79,89.55,64.29,626.85,
JULIO,28,2,0.021,0.006,0.402,0.014,30,15,17.59,3.66,79.53,68.43,626.66,
JULIO,28,3,0.019,0.007,0.396,0.013,30,15,16.81,3.45,88.06,73.77,626.33,
JULIO,28,4,0.019,0.006,0.382,0.012,30,18,16.35,2.51,87.50,75.67,626.10,
JULIO,28,5,0.023,0.006,0.407,0.010,25,17,16.17,3.38,88.74,73.17,625.95,
JULIO,28,6,0.020,0.006,0.426,0.012,34,15,15.62,2.55,97.18,76.81,626.23,
JULIO,28,7,0.011,0.006,0.605,0.016,25,18,15.33,2.17,100.82,81.18,626.70,
JULIO,28,8,0.013,0.006,0.700,0.016,46,15,16.63,2.74,112.30,74.93,627.13,
JULIO,28,9,0.022,0.006,0.663,0.013,54,12,18.85,2.82,102.34,65.19,627.25,
JULIO,28,10,0.033,0.006,0.606,0.011,39,15,20.82,3.40,84.63,56.67,627.21,
JULIO,28,11,0.040,0.007,0.641,0.012,52,11,23.09,2.73,116.51,48.07,627.02,
JULIO,28,12,0.051,0.007,0.511,0.009,155,11,25.23,2.19,164.20,39.95,626.60,
JULIO,28,13,0.056,0.007,0.486,0.009,45,13,26.38,2.36,176.84,36.53,626.12,
JULIO,28,14,0.056,0.006,0.448,0.008,29,5,27.54,2.58,210.19,31.85,625.53,
JULIO,28,15,0.057,0.006,0.464,0.008,34,2,28.50,2.33,194.22,28.24,624.90,
JULIO,28,16,0.061,0.006,0.379,0.007,50,1,29.17,2.90,247.11,25.64,624.12,
JULIO,28,17,0.070,0.009,0.368,0.008,37,7,29.86,2.35,226.85,24.72,623.76,
JULIO,28,18,0.074,0.013,0.440,0.010,29,26,29.69,2.39,205.83,24.85,623.48,
JULIO,28,19,0.064,0.010,0.531,0.013,63,54,29.08,2.68,167.46,24.75,623.95,
JULIO,28,20,0.042,0.009,0.543,0.014,42,35,26.22,5.28,102.28,32.87,624.84,
JULIO,28,21,0.034,0.007,0.528,0.012,152,45,22.64,6.44,87.50,48.33,625.99,
JULIO,28,22,0.033,0.006,0.489,0.010,65,34,19.71,6.08,80.03,66.07,626.66,
JULIO,28,23,0.033,0.006,0.482,0.010,31,17,19.57,4.30,79.04,66.19,627.37,
JULIO,29,0,0.031,0.006,0.420,0.011,26,8,19.82,3.54,77.43,63.81,627.60,
JULIO,29,1,0.035,0.007,0.379,0.008,27,13,19.96,2.81,180.27,62.86,627.86,
JULIO,29,2,0.035,0.006,0.380,0.009,23,15,17.52,3.43,239.50,80.04,627.52,
JULIO,29,3,0.033,0.006,0.372,0.009,16,10,17.36,2.33,236.35,80.90,626.92,
JULIO,29,4,0.025,0.006,0.383,0.012,15,10,16.70,1.84,285.63,84.61,626.68,
JULIO,29,5,0.018,0.005,0.402,0.015,15,10,15.99,1.84,266.40,88.53,626.66,
JULIO,29,6,0.021,0.005,0.458,0.014,20,17,15.86,1.29,207.39,90.63,626.94,
JULIO,29,7,0.012,0.005,0.615,0.018,18,14,16.00,0.95,148.01,89.74,627.25,
JULIO,29,8,0.013,0.005,0.744,0.017,42,18,16.84,2.36,96.36,84.46,627.48,
JULIO,29,9,0.017,0.005,0.726,0.014,41,10,18.79,3.17,94.48,73.77,627.59,
JULIO,29,10,0.029,0.006,0.648,0.010,48,7,21.38,4.04,87.06,62.47,627.56,
JULIO,29,11,0.039,0.006,0.648,0.010,64,10,23.14,3.93,95.24,54.86,627.42,
JULIO,29,12,0.048,0.006,0.591,0.010,117,16,24.42,3.37,99.75,48.31,627.16,
JULIO,29,13,0.057,0.006,0.612,0.011,80,16,26.21,2.86,96.96,42.52,626.66,
JULIO,29,14,0.062,0.007,0.585,0.011,46,12,27.58,2.79,128.71,38.47,626.07,
JULIO,29,15,0.061,0.008,0.554,0.010,31,4,28.76,2.93,116.77,33.79,625.28,
JULIO,29,16,0.058,0.007,0.567,0.011,44,1,29.57,3.37,102.42,29.96,624.62,
JULIO,29,17,0.058,0.007,0.518,0.010,35,7,29.75,3.16,103.86,29.25,623.96,
JULIO,29,18,0.059,0.007,0.528,0.010,43,5,30.14,2.56,90.67,28.49,623.76,
JULIO,29,19,0.048,0.011,0.580,0.013,111,22,28.76,3.79,73.48,30.30,624.01,
JULIO,29,20,0.035,0.019,0.521,0.011,130,35,24.39,6.52,75.51,49.41,625.17,
JULIO,29,21,0.024,0.008,0.595,0.013,190,54,20.48,3.92,69.52,74.65,626.59,
JULIO,29,22,0.024,0.007,0.568,0.011,22,26,20.00,3.22,59.32,76.72,627.39,
JULIO,29,23,0.022,0.007,0.586,0.012,35,16,20.26,2.65,53.61,74.16,627.71,
JULIO,30,0,0.021,0.012,0.523,0.012,40,14,20.55,3.13,65.54,68.50,627.37,
JULIO,30,1,0.022,0.011,0.446,0.010,33,12,19.98,1.55,169.95,67.39,626.97,
JULIO,30,2,0.020,0.011,0.438,0.010,30,9,19.13,1.79,117.10,69.16,626.75,
JULIO,30,3,0.020,0.008,0.399,0.009,13,15,18.16,2.70,90.91,73.20,626.56,
JULIO,30,4,0.021,0.007,0.380,0.008,23,7,17.75,2.62,91.40,75.17,626.26,
JULIO,30,5,0.020,0.007,0.394,0.009,21,10,17.35,2.75,90.22,76.48,626.34,
JULIO,30,6,0.016,0.008,0.396,0.011,21,15,17.06,2.79,84.57,77.58,626.50,
JULIO,30,7,0.020,0.012,0.434,0.011,24,14,17.97,2.98,79.32,72.01,626.92,
JULIO,30,8,0.018,0.016,0.540,0.011,30,13,18.76,2.64,87.18,69.26,627.38,
JULIO,30,9,0.026,0.014,0.508,0.008,41,15,20.47,4.08,80.27,62.25,627.52,
JULIO,30,10,0.028,0.012,0.546,0.009,26,11,22.26,3.89,69.74,57.34,627.60,
JULIO,30,11,0.033,0.010,0.600,0.009,25,9,24.03,4.71,88.05,49.75,627.47,
JULIO,30,12,0.036,0.008,0.590,0.009,20,7,25.50,4.96,90.48,44.57,627.22,
JULIO,30,13,0.041,0.007,0.550,0.009,21,4,26.85,5.55,80.99,38.95,626.69,
JULIO,30,14,0.038,0.006,0.604,0.010,25,9,27.77,5.51,93.24,37.30,626.10,
JULIO,30,15,0.035,0.006,0.538,0.009,31,11,26.94,6.57,83.56,38.95,625.92,
JULIO,30,16,0.033,0.008,0.492,0.009,46,7,25.45,7.20,78.66,43.69,625.80,
JULIO,30,17,0.034,0.014,0.482,0.009,49,5,25.23,6.17,74.88,42.14,625.50,
JULIO,30,18,0.030,0.016,0.451,0.009,31,11,24.54,5.58,67.63,47.20,625.52,
JULIO,30,19,0.027,0.013,0.487,0.009,41,18,23.93,4.59,74.00,51.94,625.74,
JULIO,30,20,0.036,0.008,0.556,0.010,109,15,22.84,5.08,90.41,48.71,626.23,
JULIO,30,21,0.035,0.007,0.523,0.009,47,11,21.94,5.30,82.18,53.61,626.66,
JULIO,30,22,0.029,0.007,0.540,0.010,140,4,21.30,3.86,78.68,57.60,627.00,
JULIO,30,23,0.026,0.006,0.475,0.008,20,6,21.03,4.15,81.96,60.65,627.30,
JULIO,31,0,0.026,0.006,0.414,0.007,16,3,20.72,4.19,85.63,63.14,627.25,
JULIO,31,1,0.024,0.006,0.395,0.007,14,11,20.25,4.07,82.11,66.02,626.89,
JULIO,31,2,0.023,0.006,0.407,0.007,10,5,19.62,3.81,81.15,69.04,626.67,
JULIO,31,3,0.020,0.008,0.378,0.009,21,9,19.73,3.69,66.35,67.68,626.80,
JULIO,31,4,0.022,0.010,0.373,0.007,11,8,19.40,3.71,78.18,68.63,626.61,
JULIO,31,5,0.018,0.008,0.385,0.009,13,6,18.78,3.08,82.92,72.75,626.34,
JULIO,31,6,0.015,0.009,0.440,0.010,13,10,18.28,3.07,81.61,76.38,626.52,
JULIO,31,7,0.013,0.010,0.532,0.011,28,9,18.12,2.95,86.33,76.85,626.85,
JULIO,31,8,0.013,0.009,0.646,0.012,23,7,18.63,2.89,92.02,74.26,627.34,
JULIO,31,9,0.020,0.010,0.544,0.009,25,6,20.99,4.21,74.00,63.52,627.43,
JULIO,31,10,0.026,0.011,0.575,0.009,36,10,22.87,5.16,70.12,54.30,627.49,
JULIO,31,11,0.032,0.009,0.608,0.009,30,7,24.28,5.21,92.99,48.92,627.43,
JULIO,31,12,0.039,0.007,0.630,0.009,34,7,25.54,5.58,94.61,43.41,627.17,
JULIO,31,13,0.041,0.007,0.594,0.010,41,5,26.83,5.43,89.32,39.25,626.63,
JULIO,31,14,0.044,0.006,0.598,0.010,80,5,28.30,4.69,89.40,35.30,626.04,
JULIO,31,15,0.045,0.006,0.578,0.009,42,1,29.65,4.48,88.75,29.46,625.34,
JULIO,31,16,0.045,0.006,0.516,0.010,46,2,30.36,4.43,85.73,26.03,624.57,
JULIO,31,17,0.044,0.008,0.530,0.010,36,1,30.96,4.14,80.49,24.49,623.87,
JULIO,31,18,0.041,0.010,0.560,0.011,35,16,31.01,4.27,77.12,24.70,623.74,
JULIO,31,19,0.038,0.023,0.546,0.012,63,23,29.72,4.16,68.04,28.94,624.23,
JULIO,31,20,0.030,0.009,0.611,0.011,44,32,24.51,5.58,146.91,51.60,625.28,
JULIO,31,21,0.026,0.007,0.589,0.011,42,30,22.18,4.74,141.07,60.43,626.08,
JULIO,31,22,0.024,0.006,0.594,0.011,10,20,21.58,2.45,147.16,63.60,626.70,
JULIO,31,23,0.027,0.006,0.575,0.010,13,10,21.42,1.46,125.13,63.25,627.03,
